condition_id,condition_name,regimen_id,source_id
838,chronic lymphocytic leukemia,58,1
839,chronic lymphocytic leukemia,59,1
840,chronic lymphocytic leukemia,95,1
841,chronic lymphocytic leukemia,96,1
842,chronic lymphocytic leukemia,97,1
843,chronic lymphocytic leukemia,170,1
844,chronic lymphocytic leukemia,224,1
845,chronic lymphocytic leukemia,225,1
846,chronic lymphocytic leukemia,226,1
847,chronic lymphocytic leukemia,227,1
848,chronic lymphocytic leukemia,228,1
849,chronic lymphocytic leukemia,230,1
850,chronic lymphocytic leukemia,290,1
851,chronic lymphocytic leukemia,329,1
852,chronic lymphocytic leukemia,380,1
853,chronic lymphocytic leukemia,489,1
854,chronic lymphocytic leukemia,504,1
855,chronic lymphocytic leukemia,505,1
856,chronic lymphocytic leukemia,507,1
857,chronic lymphocytic leukemia,508,1
858,chronic lymphocytic leukemia,509,1
859,chronic lymphocytic leukemia,516,1
860,chronic lymphocytic leukemia,543,1
861,chronic lymphocytic leukemia,614,1
862,chronic lymphocytic leukemia,616,1
863,chronic lymphocytic leukemia,630,1
864,chronic lymphocytic leukemia,746,1
865,chronic lymphocytic leukemia,927,1
866,chronic lymphocytic leukemia,990,1
867,chronic lymphocytic leukemia,1113,1
868,chronic lymphocytic leukemia,1115,1
869,chronic lymphocytic leukemia,1116,1
870,chronic lymphocytic leukemia,1140,1
871,chronic lymphocytic leukemia,1141,1
872,chronic lymphocytic leukemia,1144,1
873,chronic lymphocytic leukemia,1145,1
874,chronic lymphocytic leukemia,1148,1
875,chronic lymphocytic leukemia,1149,1
876,chronic lymphocytic leukemia,1227,1
877,chronic lymphocytic leukemia,1248,1
878,chronic lymphocytic leukemia,1281,1
879,chronic lymphocytic leukemia,1312,1
880,chronic lymphocytic leukemia,1313,1
881,chronic lymphocytic leukemia,1314,1
882,chronic lymphocytic leukemia,1315,1
883,chronic lymphocytic leukemia,1316,1
884,chronic lymphocytic leukemia,1317,1
885,chronic lymphocytic leukemia,1318,1
886,chronic lymphocytic leukemia,1331,1
887,chronic lymphocytic leukemia,1332,1
888,chronic lymphocytic leukemia,1333,1
889,chronic lymphocytic leukemia,1337,1
890,chronic lymphocytic leukemia,1450,1
891,chronic lymphocytic leukemia,1452,1
892,chronic lymphocytic leukemia,1454,1
893,chronic lymphocytic leukemia,1474,1
894,chronic lymphocytic leukemia,1581,1
895,chronic lymphocytic leukemia,1676,1
896,chronic lymphocytic leukemia,1681,1
897,chronic lymphocytic leukemia,1687,1
898,chronic lymphocytic leukemia,1688,1
899,chronic lymphocytic leukemia,1734,1
900,chronic lymphocytic leukemia,1736,1
901,chronic lymphocytic leukemia,1774,1
902,chronic lymphocytic leukemia,1811,1
903,chronic lymphocytic leukemia,1868,1
904,chronic lymphocytic leukemia,1878,1
905,chronic lymphocytic leukemia,1889,1
906,chronic lymphocytic leukemia,2006,1
907,chronic lymphocytic leukemia,2095,1
908,chronic lymphocytic leukemia,2096,1
909,chronic lymphocytic leukemia,2148,1
910,chronic lymphocytic leukemia,2149,1
911,chronic myeloid leukemia,138,1
912,chronic myeloid leukemia,272,1
913,chronic myeloid leukemia,277,1
914,chronic myeloid leukemia,288,1
915,chronic myeloid leukemia,292,1
916,chronic myeloid leukemia,761,1
917,chronic myeloid leukemia,798,1
918,chronic myeloid leukemia,862,1
919,chronic myeloid leukemia,1299,1
920,chronic myeloid leukemia,1302,1
921,chronic myeloid leukemia,1350,1
922,chronic myeloid leukemia,1351,1
923,chronic myeloid leukemia,1352,1
924,chronic myeloid leukemia,1354,1
925,chronic myeloid leukemia,1362,1
926,chronic myeloid leukemia,1366,1
927,chronic myeloid leukemia,1368,1
928,chronic myeloid leukemia,1652,1
929,chronic myeloid leukemia,1692,1
930,chronic myeloid leukemia,1791,1
931,chronic myeloid leukemia,1864,1
932,chronic myeloid leukemia - historical,272,1
933,chronic myeloid leukemia - historical,292,1
934,chronic myeloid leukemia - historical,1299,1
935,chronic myeloid leukemia pediatric,277,1
936,chronic myeloid leukemia pediatric,862,1
937,chronic myeloid leukemia pediatric,1354,1
938,chronic myeloid leukemia pediatric,1652,1
939,chronic myelomonocytic leukemia,179,1
940,chronic myelomonocytic leukemia,182,1
941,chronic myelomonocytic leukemia,183,1
942,chronic myelomonocytic leukemia,909,1
943,chronic myelomonocytic leukemia,912,1
944,chronic myelomonocytic leukemia,1302,1
945,classical hodgkin lymphoma,21,1
946,classical hodgkin lymphoma,32,1
947,classical hodgkin lymphoma,44,1
948,classical hodgkin lymphoma,45,1
949,classical hodgkin lymphoma,46,1
950,classical hodgkin lymphoma,93,1
951,classical hodgkin lymphoma,168,1
952,classical hodgkin lymphoma,186,1
953,classical hodgkin lymphoma,203,1
954,classical hodgkin lymphoma,208,1
955,classical hodgkin lymphoma,212,1
956,classical hodgkin lymphoma,213,1
957,classical hodgkin lymphoma,214,1
958,classical hodgkin lymphoma,215,1
959,classical hodgkin lymphoma,216,1
960,classical hodgkin lymphoma,222,1
961,classical hodgkin lymphoma,230,1
962,classical hodgkin lymphoma,275,1
963,classical hodgkin lymphoma,279,1
964,classical hodgkin lymphoma,280,1
965,classical hodgkin lymphoma,281,1
966,classical hodgkin lymphoma,301,1
967,classical hodgkin lymphoma,305,1
968,classical hodgkin lymphoma,306,1
969,classical hodgkin lymphoma,328,1
970,classical hodgkin lymphoma,384,1
971,classical hodgkin lymphoma,457,1
972,classical hodgkin lymphoma,463,1
973,classical hodgkin lymphoma,464,1
974,classical hodgkin lymphoma,481,1
975,classical hodgkin lymphoma,511,1
976,classical hodgkin lymphoma,512,1
977,classical hodgkin lymphoma,513,1
978,classical hodgkin lymphoma,710,1
979,classical hodgkin lymphoma,721,1
980,classical hodgkin lymphoma,748,1
981,classical hodgkin lymphoma,921,1
982,classical hodgkin lymphoma,928,1
983,classical hodgkin lymphoma,967,1
984,classical hodgkin lymphoma,972,1
985,classical hodgkin lymphoma,1001,1
986,classical hodgkin lymphoma,1002,1
987,classical hodgkin lymphoma,1003,1
988,classical hodgkin lymphoma,1004,1
989,classical hodgkin lymphoma,1067,1
990,classical hodgkin lymphoma,1085,1
991,classical hodgkin lymphoma,1118,1
992,classical hodgkin lymphoma,1143,1
993,classical hodgkin lymphoma,1228,1
994,classical hodgkin lymphoma,1229,1
995,classical hodgkin lymphoma,1243,1
996,classical hodgkin lymphoma,1249,1
997,classical hodgkin lymphoma,1274,1
998,classical hodgkin lymphoma,1275,1
999,classical hodgkin lymphoma,1344,1
1000,classical hodgkin lymphoma,1347,1
1001,classical hodgkin lymphoma,1454,1
1002,classical hodgkin lymphoma,1485,1
1003,classical hodgkin lymphoma,1486,1
1004,classical hodgkin lymphoma,1578,1
1005,classical hodgkin lymphoma,1609,1
1006,classical hodgkin lymphoma,1610,1
1007,classical hodgkin lymphoma,1612,1
1008,classical hodgkin lymphoma,1630,1
1009,classical hodgkin lymphoma,1661,1
1010,classical hodgkin lymphoma,1667,1
1011,classical hodgkin lymphoma,1675,1
1012,classical hodgkin lymphoma,1726,1
1013,classical hodgkin lymphoma,1748,1
1014,classical hodgkin lymphoma,1753,1
1015,classical hodgkin lymphoma,1806,1
1016,classical hodgkin lymphoma,1862,1
1017,classical hodgkin lymphoma,1878,1
1018,classical hodgkin lymphoma,1899,1
1019,classical hodgkin lymphoma,1911,1
1020,classical hodgkin lymphoma,1914,1
1021,classical hodgkin lymphoma,1929,1
1022,classical hodgkin lymphoma,2007,1
1023,classical hodgkin lymphoma,2098,1
1024,classical hodgkin lymphoma,2104,1
1025,classical hodgkin lymphoma,2150,1
1026,classical hodgkin lymphoma pediatric,47,1
1027,classical hodgkin lymphoma pediatric,48,1
1028,classical hodgkin lymphoma pediatric,298,1
1029,classical hodgkin lymphoma pediatric,305,1
1030,classical hodgkin lymphoma pediatric,719,1
1031,classical hodgkin lymphoma pediatric,907,1
1032,classical hodgkin lymphoma pediatric,1609,1
1033,classical hodgkin lymphoma pediatric,1686,1
1034,classical hodgkin lymphoma pediatric,1696,1
1035,classical hodgkin lymphoma pediatric,2073,1
1036,clear cell renal cell carcinoma,172,1
1037,clear cell renal cell carcinoma,173,1
1038,clear cell renal cell carcinoma,175,1
1039,clear cell renal cell carcinoma,176,1
1040,clear cell renal cell carcinoma,220,1
1041,clear cell renal cell carcinoma,236,1
1042,clear cell renal cell carcinoma,239,1
1043,clear cell renal cell carcinoma,313,1
1044,clear cell renal cell carcinoma,314,1
1045,clear cell renal cell carcinoma,315,1
1046,clear cell renal cell carcinoma,1060,1
1047,clear cell renal cell carcinoma,1081,1
1048,clear cell renal cell carcinoma,1085,1
1049,clear cell renal cell carcinoma,1246,1
1050,clear cell renal cell carcinoma,1293,1
1051,clear cell renal cell carcinoma,1362,1
1052,clear cell renal cell carcinoma,1384,1
1053,clear cell renal cell carcinoma,1456,1
1054,clear cell renal cell carcinoma,1458,1
1055,clear cell renal cell carcinoma,1661,1
1056,clear cell renal cell carcinoma,1729,1
1057,clear cell renal cell carcinoma,1748,1
1058,clear cell renal cell carcinoma,1869,1
1059,clear cell renal cell carcinoma,1923,1
1060,clear cell renal cell carcinoma,1932,1
1061,clear cell renal cell carcinoma,2010,1
1062,cns leukemia,1549,1
1063,cns lymphoma,206,1
1064,cns lymphoma,214,1
1065,cns lymphoma,285,1
1066,cns lymphoma,286,1
1067,cns lymphoma,791,1
1068,cns lymphoma,799,1
1069,cns lymphoma,814,1
1070,cns lymphoma,1292,1
1071,cns lymphoma,1342,1
1072,cns lymphoma,1481,1
1073,cns lymphoma,1482,1
1074,cns lymphoma,1518,1
1075,cns lymphoma,1522,1
1076,cns lymphoma,1558,1
1077,cns lymphoma,1562,1
1078,cns lymphoma,1564,1
1079,cns lymphoma,1565,1
1080,cns lymphoma,1619,1
1081,cns lymphoma,1621,1
1082,cns lymphoma,1626,1
1083,cns lymphoma,1665,1
1084,cns lymphoma,1666,1
1085,cns lymphoma,1801,1
1086,cns lymphoma,1850,1
1087,cns lymphoma,1855,1
1088,cns lymphoma,1856,1
1089,cns lymphoma,1878,1
1090,cns lymphoma,1986,1
1091,cns lymphoma,1990,1
1092,cns lymphoma,2016,1
1093,cns melanoma,828,1
1094,cns melanoma,829,1
1095,cns melanoma,1203,1
1096,cns melanoma,1384,1
1097,cns melanoma,2093,1
1098,cold agglutinin disease,226,1
1099,cold agglutinin disease,1019,1
1100,cold agglutinin disease,1145,1
1101,cold agglutinin disease,1878,1
1102,cold agglutinin disease,1935,1
1103,colon cancer,203,1
1104,colon cancer,355,1
1105,colon cancer,365,1
1106,colon cancer,1023,1
1107,colon cancer,1139,1
1108,colon cancer,1155,1
1109,colon cancer,1163,1
1110,colon cancer,1195,1
1111,colon cancer,1196,1
1112,colon cancer,1209,1
1113,colon cancer,1213,1
1114,colon cancer,1604,1
1115,colon cancer,1894,1
1116,colon cancer,1926,1
1117,colon cancer,1978,1
1118,colorectal cancer,69,1
1119,colorectal cancer,70,1
1120,colorectal cancer,148,1
1121,colorectal cancer,239,1
1122,colorectal cancer,251,1
1123,colorectal cancer,331,1
1124,colorectal cancer,342,1
1125,colorectal cancer,355,1
1126,colorectal cancer,365,1
1127,colorectal cancer,366,1
1128,colorectal cancer,367,1
1129,colorectal cancer,369,1
1130,colorectal cancer,374,1
1131,colorectal cancer,486,1
1132,colorectal cancer,830,1
1133,colorectal cancer,988,1
1134,colorectal cancer,1038,1
1135,colorectal cancer,1139,1
1136,colorectal cancer,1153,1
1137,colorectal cancer,1156,1
1138,colorectal cancer,1157,1
1139,colorectal cancer,1161,1
1140,colorectal cancer,1163,1
1141,colorectal cancer,1184,1
1142,colorectal cancer,1185,1
1143,colorectal cancer,1186,1
1144,colorectal cancer,1187,1
1145,colorectal cancer,1188,1
1146,colorectal cancer,1189,1
1147,colorectal cancer,1190,1
1148,colorectal cancer,1191,1
1149,colorectal cancer,1193,1
1150,colorectal cancer,1195,1
1151,colorectal cancer,1196,1
1152,colorectal cancer,1197,1
1153,colorectal cancer,1199,1
1154,colorectal cancer,1206,1
1155,colorectal cancer,1207,1
1156,colorectal cancer,1208,1
1157,colorectal cancer,1209,1
1158,colorectal cancer,1210,1
1159,colorectal cancer,1211,1
1160,colorectal cancer,1219,1
1161,colorectal cancer,1338,1
1162,colorectal cancer,1339,1
1163,colorectal cancer,1371,1
1164,colorectal cancer,1372,1
1165,colorectal cancer,1373,1
1166,colorectal cancer,1384,1
1167,colorectal cancer,1393,1
1168,colorectal cancer,1397,1
1169,colorectal cancer,1399,1
1170,colorectal cancer,1400,1
1171,colorectal cancer,1401,1
1172,colorectal cancer,1402,1
1173,colorectal cancer,1440,1
1174,colorectal cancer,1571,1
1175,colorectal cancer,1574,1
1176,colorectal cancer,1661,1
1177,colorectal cancer,1699,1
1178,colorectal cancer,1724,1
1179,colorectal cancer,1748,1
1180,colorectal cancer,1759,1
1181,colorectal cancer,1865,1
1182,colorectal cancer,1869,1
1183,colorectal cancer,1894,1
1184,colorectal cancer,1924,1
1185,colorectal cancer,1926,1
1186,colorectal cancer,1927,1
1187,colorectal cancer,1978,1
1188,colorectal cancer,2030,1
1189,colorectal cancer,2034,1
1190,colorectal cancer,2035,1
1191,colorectal cancer,2041,1
1192,craniopharyngioma,650,1
1193,cutaneous basal cell carcinoma,255,1
1194,cutaneous basal cell carcinoma,338,1
1195,cutaneous basal cell carcinoma,479,1
1196,cutaneous basal cell carcinoma,1922,1
1197,cutaneous basal cell carcinoma,2116,1
1198,cutaneous squamous cell carcinoma,255,1
1199,cutaneous squamous cell carcinoma,338,1
1200,cutaneous squamous cell carcinoma,479,1
1201,cutaneous squamous cell carcinoma,486,1
1202,cutaneous squamous cell carcinoma,589,1
1203,cutaneous squamous cell carcinoma,1748,1
1204,cutaneous t-cell lymphoma,97,1
1205,cutaneous t-cell lymphoma,218,1
1206,cutaneous t-cell lymphoma,230,1
1207,cutaneous t-cell lymphoma,240,1
1208,cutaneous t-cell lymphoma,241,1
1209,cutaneous t-cell lymphoma,281,1
1210,cutaneous t-cell lymphoma,290,1
1211,cutaneous t-cell lymphoma,297,1
1212,cutaneous t-cell lymphoma,914,1
1213,cutaneous t-cell lymphoma,1143,1
1214,cutaneous t-cell lymphoma,1454,1
1215,cutaneous t-cell lymphoma,1562,1
1216,cutaneous t-cell lymphoma,1606,1
1217,cutaneous t-cell lymphoma,1793,1
1218,cutaneous t-cell lymphoma,1805,1
1219,cutaneous t-cell lymphoma,1881,1
1220,cutaneous t-cell lymphoma,2133,1
1221,dermatofibrosarcoma protuberans,1354,1
1222,desmoid tumor,1354,1
1223,desmoid tumor,1560,1
1224,desmoid tumor,1658,1
1225,desmoid tumor,1729,1
1226,desmoid tumor,1746,1
1227,desmoid tumor,1923,1
1228,diffuse large b-cell lymphoma,42,1
1229,diffuse large b-cell lymphoma,61,1
1230,diffuse large b-cell lymphoma,64,1
1231,diffuse large b-cell lymphoma,68,1
1232,diffuse large b-cell lymphoma,93,1
1233,diffuse large b-cell lymphoma,125,1
1234,diffuse large b-cell lymphoma,171,1
1235,diffuse large b-cell lymphoma,207,1
1236,diffuse large b-cell lymphoma,211,1
1237,diffuse large b-cell lymphoma,214,1
1238,diffuse large b-cell lymphoma,215,1
1239,diffuse large b-cell lymphoma,226,1
1240,diffuse large b-cell lymphoma,229,1
1241,diffuse large b-cell lymphoma,230,1
1242,diffuse large b-cell lymphoma,259,1
1243,diffuse large b-cell lymphoma,272,1
1244,diffuse large b-cell lymphoma,275,1
1245,diffuse large b-cell lymphoma,281,1
1246,diffuse large b-cell lymphoma,295,1
1247,diffuse large b-cell lymphoma,305,1
1248,diffuse large b-cell lymphoma,330,1
1249,diffuse large b-cell lymphoma,463,1
1250,diffuse large b-cell lymphoma,464,1
1251,diffuse large b-cell lymphoma,468,1
1252,diffuse large b-cell lymphoma,473,1
1253,diffuse large b-cell lymphoma,480,1
1254,diffuse large b-cell lymphoma,483,1
1255,diffuse large b-cell lymphoma,515,1
1256,diffuse large b-cell lymphoma,516,1
1257,diffuse large b-cell lymphoma,518,1
1258,diffuse large b-cell lymphoma,520,1
1259,diffuse large b-cell lymphoma,521,1
1260,diffuse large b-cell lymphoma,522,1
1261,diffuse large b-cell lymphoma,525,1
1262,diffuse large b-cell lymphoma,526,1
1263,diffuse large b-cell lymphoma,648,1
1264,diffuse large b-cell lymphoma,710,1
1265,diffuse large b-cell lymphoma,711,1
1266,diffuse large b-cell lymphoma,746,1
1267,diffuse large b-cell lymphoma,761,1
1268,diffuse large b-cell lymphoma,764,1
1269,diffuse large b-cell lymphoma,799,1
1270,diffuse large b-cell lymphoma,802,1
1271,diffuse large b-cell lymphoma,825,1
1272,diffuse large b-cell lymphoma,826,1
1273,diffuse large b-cell lymphoma,928,1
1274,diffuse large b-cell lymphoma,929,1
1275,diffuse large b-cell lymphoma,931,1
1276,diffuse large b-cell lymphoma,1051,1
1277,diffuse large b-cell lymphoma,1067,1
1278,diffuse large b-cell lymphoma,1073,1
1279,diffuse large b-cell lymphoma,1075,1
1280,diffuse large b-cell lymphoma,1083,1
1281,diffuse large b-cell lymphoma,1085,1
1282,diffuse large b-cell lymphoma,1092,1
1283,diffuse large b-cell lymphoma,1118,1
1284,diffuse large b-cell lymphoma,1150,1
1285,diffuse large b-cell lymphoma,1230,1
1286,diffuse large b-cell lymphoma,1243,1
1287,diffuse large b-cell lymphoma,1249,1
1288,diffuse large b-cell lymphoma,1263,1
1289,diffuse large b-cell lymphoma,1274,1
1290,diffuse large b-cell lymphoma,1278,1
1291,diffuse large b-cell lymphoma,1283,1
1292,diffuse large b-cell lymphoma,1311,1
1293,diffuse large b-cell lymphoma,1317,1
1294,diffuse large b-cell lymphoma,1345,1
1295,diffuse large b-cell lymphoma,1448,1
1296,diffuse large b-cell lymphoma,1452,1
1297,diffuse large b-cell lymphoma,1453,1
1298,diffuse large b-cell lymphoma,1454,1
1299,diffuse large b-cell lymphoma,1474,1
1300,diffuse large b-cell lymphoma,1484,1
1301,diffuse large b-cell lymphoma,1490,1
1302,diffuse large b-cell lymphoma,1498,1
1303,diffuse large b-cell lymphoma,1510,1
1304,diffuse large b-cell lymphoma,1562,1
1305,diffuse large b-cell lymphoma,1578,1
1306,diffuse large b-cell lymphoma,1592,1
1307,diffuse large b-cell lymphoma,1674,1
1308,diffuse large b-cell lymphoma,1677,1
1309,diffuse large b-cell lymphoma,1678,1
1310,diffuse large b-cell lymphoma,1681,1
1311,diffuse large b-cell lymphoma,1688,1
1312,diffuse large b-cell lymphoma,1703,1
1313,diffuse large b-cell lymphoma,1706,1
1314,diffuse large b-cell lymphoma,1709,1
1315,diffuse large b-cell lymphoma,1725,1
1316,diffuse large b-cell lymphoma,1726,1
1317,diffuse large b-cell lymphoma,1752,1
1318,diffuse large b-cell lymphoma,1775,1
1319,diffuse large b-cell lymphoma,1781,1
1320,diffuse large b-cell lymphoma,1784,1
1321,diffuse large b-cell lymphoma,1803,1
1322,diffuse large b-cell lymphoma,1804,1
1323,diffuse large b-cell lymphoma,1810,1
1324,diffuse large b-cell lymphoma,1812,1
1325,diffuse large b-cell lymphoma,1813,1
1326,diffuse large b-cell lymphoma,1814,1
1327,diffuse large b-cell lymphoma,1815,1
1328,diffuse large b-cell lymphoma,1816,1
1329,diffuse large b-cell lymphoma,1817,1
1330,diffuse large b-cell lymphoma,1818,1
1331,diffuse large b-cell lymphoma,1819,1
1332,diffuse large b-cell lymphoma,1820,1
1333,diffuse large b-cell lymphoma,1829,1
1334,diffuse large b-cell lymphoma,1831,1
1335,diffuse large b-cell lymphoma,1833,1
1336,diffuse large b-cell lymphoma,1834,1
1337,diffuse large b-cell lymphoma,1835,1
1338,diffuse large b-cell lymphoma,1837,1
1339,diffuse large b-cell lymphoma,1838,1
1340,diffuse large b-cell lymphoma,1841,1
1341,diffuse large b-cell lymphoma,1842,1
1342,diffuse large b-cell lymphoma,1843,1
1343,diffuse large b-cell lymphoma,1845,1
1344,diffuse large b-cell lymphoma,1847,1
1345,diffuse large b-cell lymphoma,1848,1
1346,diffuse large b-cell lymphoma,1849,1
1347,diffuse large b-cell lymphoma,1851,1
1348,diffuse large b-cell lymphoma,1852,1
1349,diffuse large b-cell lymphoma,1853,1
1350,diffuse large b-cell lymphoma,1854,1
1351,diffuse large b-cell lymphoma,1857,1
1352,diffuse large b-cell lymphoma,1858,1
1353,diffuse large b-cell lymphoma,1859,1
1354,diffuse large b-cell lymphoma,1861,1
1355,diffuse large b-cell lymphoma,1873,1
1356,diffuse large b-cell lymphoma,1878,1
1357,diffuse large b-cell lymphoma,1902,1
1358,diffuse large b-cell lymphoma,1990,1
1359,diffuse large b-cell lymphoma,2006,1
1360,diffuse large b-cell lymphoma,2040,1
1361,diffuse large b-cell lymphoma,2062,1
1362,diffuse large b-cell lymphoma,2087,1
1363,diffuse large b-cell lymphoma,2097,1
1364,diffuse large b-cell lymphoma,2115,1
1365,diffuse large b-cell lymphoma,2130,1
1366,diffuse large b-cell lymphoma,2138,1
1367,diffuse large b-cell lymphoma,2147,1
1368,egfr,1063,1
1369,endometrial cancer,116,1
1370,endometrial cancer,239,1
1371,endometrial cancer,338,1
1372,endometrial cancer,406,1
1373,endometrial cancer,407,1
1374,endometrial cancer,413,1
1375,endometrial cancer,417,1
1376,endometrial cancer,420,1
1377,endometrial cancer,424,1
1378,endometrial cancer,530,1
1379,endometrial cancer,567,1
1380,endometrial cancer,573,1
1381,endometrial cancer,585,1
1382,endometrial cancer,840,1
1383,endometrial cancer,962,1
1384,endometrial cancer,973,1
1385,endometrial cancer,1343,1
1386,endometrial cancer,1345,1
1387,endometrial cancer,1456,1
1388,endometrial cancer,1531,1
1389,endometrial cancer,1532,1
1390,endometrial cancer,1534,1
1391,endometrial cancer,1535,1
1392,endometrial cancer,1748,1
1393,endometrial cancer,1962,1
1394,endometrial cancer,1990,1
1395,endometrial cancer,2016,1
1396,epithelioid sarcoma,1969,1
1397,erbb2,1650,1
1398,erbb2,1759,1
1399,erbb2,2031,1
1400,erbb3,1650,1
1401,erdheim-chester disease,651,1
1402,erdheim-chester disease,1913,1
1403,erdheim-chester disease,2093,1
1404,esophageal adenocarcinoma,123,1
1405,esophageal adenocarcinoma,332,1
1406,esophageal adenocarcinoma,333,1
1407,esophageal adenocarcinoma,338,1
1408,esophageal adenocarcinoma,342,1
1409,esophageal adenocarcinoma,365,1
1410,esophageal adenocarcinoma,368,1
1411,esophageal adenocarcinoma,399,1
1412,esophageal adenocarcinoma,415,1
1413,esophageal adenocarcinoma,426,1
1414,esophageal adenocarcinoma,486,1
1415,esophageal adenocarcinoma,543,1
1416,esophageal adenocarcinoma,549,1
1417,esophageal adenocarcinoma,590,1
1418,esophageal adenocarcinoma,623,1
1419,esophageal adenocarcinoma,1012,1
1420,esophageal adenocarcinoma,1013,1
1421,esophageal adenocarcinoma,1020,1
1422,esophageal adenocarcinoma,1063,1
1423,esophageal adenocarcinoma,1138,1
1424,esophageal adenocarcinoma,1139,1
1425,esophageal adenocarcinoma,1168,1
1426,esophageal adenocarcinoma,1184,1
1427,esophageal adenocarcinoma,1215,1
1428,esophageal adenocarcinoma,1394,1
1429,esophageal adenocarcinoma,1396,1
1430,esophageal adenocarcinoma,1397,1
1431,esophageal adenocarcinoma,1570,1
1432,esophageal adenocarcinoma,1661,1
1433,esophageal adenocarcinoma,1713,1
1434,esophageal adenocarcinoma,1866,1
1435,esophageal cancer,332,1
1436,esophageal cancer,338,1
1437,esophageal cancer,342,1
1438,esophageal cancer,357,1
1439,esophageal cancer,358,1
1440,esophageal cancer,359,1
1441,esophageal cancer,360,1
1442,esophageal cancer,362,1
1443,esophageal cancer,363,1
1444,esophageal cancer,399,1
1445,esophageal cancer,415,1
1446,esophageal cancer,430,1
1447,esophageal cancer,543,1
1448,esophageal cancer,548,1
1449,esophageal cancer,549,1
1450,esophageal cancer,584,1
1451,esophageal cancer,590,1
1452,esophageal cancer,612,1
1453,esophageal cancer,938,1
1454,esophageal cancer,954,1
1455,esophageal cancer,1012,1
1456,esophageal cancer,1020,1
1457,esophageal cancer,1047,1
1458,esophageal cancer,1048,1
1459,esophageal cancer,1063,1
1460,esophageal cancer,1137,1
1461,esophageal cancer,1139,1
1462,esophageal cancer,1167,1
1463,esophageal cancer,1196,1
1464,esophageal cancer,1198,1
1465,esophageal cancer,1212,1
1466,esophageal cancer,1397,1
1467,esophageal cancer,1400,1
1468,esophageal cancer,1447,1
1469,esophageal cancer,1524,1
1470,esophageal cancer,1661,1
1471,esophageal cancer,1733,1
1472,esophageal cancer,1893,1
1473,esophageal cancer,1894,1
1474,esophageal squamous cell carcinoma,328,1
1475,esophageal squamous cell carcinoma,332,1
1476,esophageal squamous cell carcinoma,335,1
1477,esophageal squamous cell carcinoma,338,1
1478,esophageal squamous cell carcinoma,347,1
1479,esophageal squamous cell carcinoma,365,1
1480,esophageal squamous cell carcinoma,384,1
1481,esophageal squamous cell carcinoma,415,1
1482,esophageal squamous cell carcinoma,543,1
1483,esophageal squamous cell carcinoma,544,1
1484,esophageal squamous cell carcinoma,546,1
1485,esophageal squamous cell carcinoma,548,1
1486,esophageal squamous cell carcinoma,549,1
1487,esophageal squamous cell carcinoma,550,1
1488,esophageal squamous cell carcinoma,551,1
1489,esophageal squamous cell carcinoma,552,1
1490,esophageal squamous cell carcinoma,584,1
1491,esophageal squamous cell carcinoma,595,1
1492,esophageal squamous cell carcinoma,597,1
1493,esophageal squamous cell carcinoma,598,1
1494,esophageal squamous cell carcinoma,599,1
1495,esophageal squamous cell carcinoma,600,1
1496,esophageal squamous cell carcinoma,612,1
1497,esophageal squamous cell carcinoma,1073,1
1498,esophageal squamous cell carcinoma,1158,1
1499,esophageal squamous cell carcinoma,1159,1
1500,esophageal squamous cell carcinoma,1166,1
1501,esophageal squamous cell carcinoma,1167,1
1502,esophageal squamous cell carcinoma,1168,1
1503,esophageal squamous cell carcinoma,1219,1
1504,esophageal squamous cell carcinoma,1384,1
1505,esophageal squamous cell carcinoma,1397,1
1506,esophageal squamous cell carcinoma,1572,1
1507,esophageal squamous cell carcinoma,1661,1
1508,esophageal squamous cell carcinoma,1701,1
1509,esophageal squamous cell carcinoma,1704,1
1510,esophageal squamous cell carcinoma,1748,1
1511,esophageal squamous cell carcinoma,1893,1
1512,esophageal squamous cell carcinoma,2007,1
1513,essential thrombocythemia,109,1
1514,essential thrombocythemia,142,1
1515,essential thrombocythemia,143,1
1516,essential thrombocythemia,1302,1
1517,essential thrombocythemia,1742,1
1518,essential thrombocythemia,1889,1
1519,ewing sarcoma,93,1
1520,ewing sarcoma,291,1
1521,ewing sarcoma,762,1
1522,ewing sarcoma,937,1
1523,ewing sarcoma,1078,1
1524,ewing sarcoma,1336,1
1525,ewing sarcoma,1395,1
1526,ewing sarcoma,1971,1
1527,ewing sarcoma,2059,1
1528,ewing sarcoma,2060,1
1529,ewing sarcoma,2069,1
1530,ewing sarcoma,2070,1
1531,ewing sarcoma,2090,1
1532,ewing sarcoma,2101,1
1533,ewing sarcoma pediatric,682,1
1534,ewing sarcoma pediatric,683,1
1535,ewing sarcoma pediatric,684,1
1536,extranodal nk- and t-cell lymphoma nasal type,573,1
1537,extranodal nk- and t-cell lymphoma nasal type,918,1
1538,extranodal nk- and t-cell lymphoma nasal type,1235,1
1539,extranodal nk- and t-cell lymphoma nasal type,1428,1
1540,extranodal nk- and t-cell lymphoma nasal type,1555,1
1541,extranodal nk- and t-cell lymphoma nasal type,1921,1
1542,extranodal nk- and t-cell lymphoma nasal type,2115,1
1543,follicular lymphoma,1,1
1544,follicular lymphoma,2,1
1545,follicular lymphoma,171,1
1546,follicular lymphoma,214,1
1547,follicular lymphoma,224,1
1548,follicular lymphoma,225,1
1549,follicular lymphoma,226,1
1550,follicular lymphoma,230,1
1551,follicular lymphoma,237,1
