anchor_drug_id,anchor_drug_name
1254,cisatracurium
1255,cisplatin
1256,citalopram
1257,citicoline
1258,citiolone
1259,citraconate
1260,citrate
1261,citric acid
1262,citric acid / potassium citrate / sodium citrate
1263,citronella oil
1264,citrulline
1265,citrus aurantium fruit extract
1266,citrus junos fruit extract
1267,citrus pectin
1268,cladribine
1269,clam allergenic extract
1270,clarithromycin
1271,clascoterone
1272,clavulanate
1273,clebopride
1274,clemastine
1275,clematis vitalba flower extract
1276,clemizolpenicillin
1277,clenbuterol
1278,clerodendranthus spicatus leaf extract
1279,clevidipine
1280,clidinium
1281,climbazole
1282,clindamycin
1283,clioquinol
1284,clobazam
1285,clobenzorex
1286,clobetasol
1287,clobetasone
1288,clobutinol
1289,clocinizine
1290,clocortolone
1291,clodronic acid
1292,clofarabine
1293,clofazimine
1294,clofexamide
1295,clofezone
1296,clofibrate
1297,clofoctol
1298,clomiphene
1299,clomipramine
1300,clomocycline
1301,clonazepam
1302,clonidine
1303,clonitrate
1304,clonixin
1305,clopamide
1306,cloperastine
1307,clopidogrel
1308,clopidol
1309,cloprednol
1310,cloprostenol
1311,clorazepate
1312,clorophene
1313,clorsulon
1314,clostebol
1315,clostridium botulinum
1316,clothiapine
1317,clotiazepam
1318,clotrimazole
1319,clove allergenic extract
1320,clove oil
1321,cloxacillin
1322,cloxazolam
1323,clozapine
1324,cnidium monnieri fruit extract
1325,coagulation factor ix recombinant immunoglobulin g1 fusion protein
1326,coal tar
1327,coast live oak pollen extract
1328,coast maple pollen extract
1329,coast sage pollen extract
1330,cobalt
1331,cobalt sulfate
1332,cobaltous cation
1333,cobaltous chloride
1334,cobamamide
1335,cobicistat
1336,cobicistat / darunavir
1337,cobicistat / darunavir / emtricitabine / tenofovir alafenamide
1338,cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide
1339,cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil
1340,cobimetinib
1341,cocaine
1342,cocaine / homatropine
1343,cocamidopropyl betaine
1344,coccidioides immitis spherule
1345,cocklebur pollen extract
1346,cocoa bean allergenic extract
1347,cocoa butter
1348,cocoa extract
1349,coconut oil
1350,cod liver oil
1351,"cod, unspecified preparation"
1352,codeine
1353,codeine / guaifenesin
1354,codfish allergenic extract
1355,coenzyme a
1356,"coffea arabica seed, roasted, extract"
1357,coix lacryma-jobi var. ma-yuen seed oil
1358,colchiceine
1359,colchicine
1360,colesevelam
1361,colestipol
1362,colfosceril
1363,colistin
1364,collagen type i
1365,"collagen, soluble, fish skin"
1366,collagenase
1367,collagenase clostridium histolyticum
1368,collinsonia extract
1369,colloidal oatmeal
1370,common cocklebur pollen extract
1371,common paper wasp venom protein
1372,common sagebrush pollen extract
1373,common wasp venom protein
1374,common wormwood pollen extract
1375,concizumab
1376,condoliase
1377,coniine
1378,conivaptan
1379,cootamundra wattle pollen extract
1380,copanlisib
1381,copper
1382,copper chloride
1383,copper gluconate
1384,copper sulfate
1385,cordycepin
1386,corn pollen extract
1387,corn smut allergenic extract
1388,corn starch
1389,corticotropin
1390,corticotropin-releasing hormone
1391,cortisone
1392,cortivazol
1393,corydalis ambigua tuber extract
1394,cosibelimab
1395,cosyntropin
1396,cottonseed oil
1397,coumaphos
1398,coumarin
1399,cow milk allergenic extract
1400,coxsackievirus a21
1401,crataegus extract
1402,creatine
1403,creatinine
1404,creeping bentgrass pollen extract
1405,creosote
1406,cresatin
1407,cresol
1408,cricket allergenic extract
1409,crinecerfont
1410,crisaborole
1411,crizanlizumab
1412,crizotinib
1413,crocin
1414,croconazole
1415,crofelemer
1416,cromoglycate
1417,cromolyn
1418,cromolyn / xylometazoline
1419,croscarmellose
1420,crotalidae immune f(ab')2
1421,crotalus adamanteus antivenin
1422,crotalus atrox antivenin
1423,crotalus scutulatus antivenin
1424,crotamiton
1425,croton oil
1426,crovalimab
1427,cryptenamine
1428,crypthecodinium cohnii dha oil
1429,cucumis melo extract
1430,culex pipiens preparation
1431,cultivated barley pollen extract
1432,cultivated mushroom allergenic extract
1433,cultivated mushroom extract
1434,cultivated oat pollen extract
1435,cultivated rye grass pollen extract
1436,cupric cation
1437,cupric chloride
1438,cupric glycinate
1439,cupric oxide
1440,cuprous chloride
1441,cuprous oxide
1442,curcuma aromatica root oil
1443,curcuma xanthorrhiza oil
1444,curcumin
1445,curvularia inequalis allergenic extract
1446,cyamemazine
1447,cyanide
1448,cyclacillin
1449,cyclamate
1450,cyclandelate
1451,cyclic amp
1452,cyclizine
1453,cyclobarbital
1454,cyclobenzaprine
1455,cyclobutyrol
1456,cyclodextrins
1457,cyclofenil
1458,cyclohexanol
1459,cyclohexanone
1460,cyclomethicone
1461,cyclomethicone 5
1462,cyclomethycaine
1463,cyclopentamine
1464,cyclopenthiazide
1465,cyclopentolate
1466,cyclopentolate / phenylephrine
1467,cyclophosphamide
1468,cycloserine
1469,cyclosporine
1470,cyclothiazide
1471,cycrimine
1472,cypermethrin
1473,cyprodenate
1474,cyproheptadine
1475,cyproterone
1476,cystamine
1477,cysteamine
1478,cysteine
1479,cystine
1480,cytarabine
1481,cytarabine / daunorubicin
1482,cytisine
1483,cytomegalovirus immune globulin
1484,d&c red no. 28
1485,d-biotin
1486,d-glutamic acid
1487,dabigatran
1488,dabigatran etexilate
1489,dabrafenib
1490,dacarbazine
1491,daclatasvir
1492,daclizumab
1493,dacomitinib
1494,dactinomycin
1495,dalbavancin
1496,dalfampridine
1497,dalfopristin
1498,dalotuzumab
1499,dalteparin
1500,damiana extract
1501,damoctocog alfa pegol
1502,danaparoid
1503,danazol
1504,dandelion pollen extract
1505,danicopan
1506,danofloxacin
1507,danthron
1508,dantrolene
1509,dapagliflozin
1510,dapiprazole
1511,daprodustat
1512,dapsone
1513,daptomycin
1514,daratumumab
1515,daratumumab / hyaluronidase
1516,darbepoetin alfa
1517,daridorexant
1518,darifenacin
1519,dark leaved mugwort pollen extract
1520,darolutamide
1521,darunavir
1522,dasabuvir
1523,dasatinib
1524,dasiglucagon
1525,date palm pollen extract
1526,datopotamab deruxtecan
1527,daunorubicin
1528,deacetylbisacodyl
1529,deanol
1530,debrisoquin
1531,decamethrin
1532,decanoic acid
1533,decitabine
1534,decoquinate
1535,decylamine oxide
1536,defactinib
1537,deferasirox
1538,deferiprone
1539,deferoxamine
1540,defibrotide
1541,deflazacort
1542,degarelix
1543,dehydrocholate
1544,dehydroemetine
1545,delafloxacin
1546,delandistrogene moxeparvovec
1547,delavirdine
1548,delgocitinib
1549,demecarium
1550,demeclocycline
1551,demegestone
1552,demelverin
1553,denatonium
1554,denatonium benzoate
1555,denaverine
1556,denileukin diftitox
1557,denosumab
1558,deoxycholate
1559,dequalinium
1560,deracoxib
1561,deserpidine
1562,desert ragweed pollen extract
1563,desflurane
1564,desipramine
1565,desirudin
1566,deslanoside
1567,desloratadine
1568,deslorelin
1569,desmeninol
1570,desmopressin
1571,desogestrel
1572,desonide
1573,desoximetasone
1574,desoxycorticosterone
1575,desvenlafaxine
1576,detajmium bitartrate
1577,detomidine
1578,deucravacitinib
1579,deudextromethorphan
1580,deuruxolitinib
1581,deutetrabenazine
1582,deutivacaftor
1583,dexamethasone
1584,dexamethasone / neomycin / polymyxin b
1585,dexamethasone / tobramycin
1586,dexbrompheniramine
1587,dexchlorpheniramine
1588,dexetimide
1589,dexfenfluramine
1590,dexketoprofen
1591,dexlansoprazole
1592,dexmedetomidine
1593,dexmethylphenidate
1594,dexpanthenol
1595,dexrazoxane
1596,dextran
1597,dextran 1
1598,dextran 40
1599,dextran 70
1600,dextran 75
1601,dextranomer
1602,dextrates
1603,dextroamphetamine
1604,dextromethorphan
1605,dextromethorphan / quinidine
1606,dextromoramide
1607,dextrothyroxine
1608,dezocine
1609,diacetyl benzoyl lathyrol
1610,diaminohydroxypropanetetraacetic acid
1611,diatomaceous earth
1612,diatrizoate
1613,diatrizoic acid
1614,diazepam
1615,diazolidinylurea
1616,diazoxide
1617,dibasic potassium phosphate
1618,dibekacin
1619,dibenzepin
1620,dibrompropamidine
1621,dibucaine
1622,dibunate
1623,dibutyl phthalate
1624,dibutyl sebacate
1625,dibutyldithiocarbamate
1626,dichloralphenazone
1627,dichloroacetate
1628,dichlorobenzene
1629,dichlorobenzyl alcohol
1630,dichlorophen
1631,dichlorphenamide
1632,dichromate ion
1633,diclazuril
1634,diclofenac
1635,dicloxacillin
1636,dicobalt edetate
1637,dicumarol
1638,dicyclomine
1639,didanosine
1640,didecyldimethylammonium
1641,dienestrol
1642,dienogest
1643,diethadione
1644,diethanolamine
1645,diethyl phthalate
1646,diethyl sulfate
1647,diethylamino hydroxybenzoyl hexyl benzoate
1648,diethylcarbamazine
1649,diethyldithiocarbamate
1650,diethylene glycol diethyl ether
1651,diethylene glycol ethyl methyl ether
1652,diethylpropion
1653,diethylstilbestrol
1654,diethyltoluamide
1655,difamilast
1656,difebarbamate
1657,difelikefalin
1658,difemerine
1659,difenoxin
1660,difetarsone
1661,diflorasone
1662,diflucortolone
1663,diflunisal
1664,difluprednate
1665,digitalin
1666,digitoxin
1667,diglycol stearate
1668,digoxin
1669,digoxin antibodies fab fragments
1670,dihematoporphyrin ether
1671,dihexyverine
1672,dihydralazine
1673,dihydro-alpha-ergocryptine
1674,dihydro-beta-ergocryptine
1675,dihydrocapsaicin
1676,dihydrocodeine
1677,dihydroergocornine
1678,dihydroergocristine
1679,dihydroergocryptine
1680,dihydroergotamine
1681,dihydroergotoxine
1682,dihydrofolic acid
1683,dihydrostreptomycin
1684,dihydrotachysterol
1685,dihydroxyacetone
1686,dihydroxyaluminum aminoacetate
1687,dihydroxyaluminum sodium carbonate
1688,diisopromine
1689,diisopropanolamine
1690,diisopropyl adipate
1691,diloxanide
1692,diltiazem
1693,dimenhydrinate
1694,dimercaprol
1695,dimercaptosuccinic acid
1696,dimethicone
1697,dimethindene
1698,dimethoxanate
1699,dimethyl fumarate
1700,dimethyl sulfate
1701,dimethyl sulfoxide
1702,dimethylacetamide
1703,dimethyldodecylbenzylammonium
1704,dimetridazole
1705,dimyristoylphosphatidylcholine
1706,dimyristoylphosphatidylglycerol
1707,dinitolmide
1708,dinoprost
1709,dinoprostone
1710,dinutuximab
1711,dioctyldimonium
1712,diosmetin
1713,diosmin
1714,diosmin / hesperidin
1715,dioxane
1716,dioxybenzone
1717,dipentamethylenethiuram disulfide
1718,diperodon
1719,diphemanil
1720,diphenhydramine
1721,diphenhydramine / tripelennamine
1722,diphenidol
1723,diphenoxylate
1724,diphenylguanidine
1725,diphenylpyraline
1726,"diphtheria toxoid vaccine, inactivated"
1727,dipipanone
1728,dipivefrin
1729,dipropylene glycol
1730,dipyridamole
1731,dipyrithione
1732,dipyrone
1733,dirithromycin
1734,dirlotapide
1735,diroximel fumarate
1736,disilver oxide
1737,disopyramide
1738,disperse blue 106
1739,distearyldimonium
1740,distigmine
1741,disulfiram
1742,divinylbenzene
1743,dl-lactic acid
1744,dobesilic acid
1745,dobutamine
1746,docetaxel
1747,doconexent
1748,docosanol
1749,docusate
1750,"docusate / sennosides, usp"
1751,dodatate
1752,dodecanol
1753,dodecyl sulfate
1754,dodecyl sulfate / oxyquinoline
1755,dofetilide
1756,dog flea allergenic extract
1757,dog hair extract
1758,dogfennel pollen extract
1759,dolasetron
1760,dolutegravir
1761,dolutegravir / lamivudine
1762,dolutegravir / rilpivirine
1763,domestic cow skin extract
1764,domestic goat hair extract
1765,domestic goat skin extract
1766,domiphen
1767,domperidone
1768,donanemab
1769,donepezil
1770,donepezil / memantine
1771,donidalorsen
1772,donislecel
1773,dopamine
1774,dopexamine
1775,doramectin
1776,doramectin / levamisole
1777,doravirine
1778,doravirine / lamivudine / tenofovir disoproxil
1779,dordaviprone
1780,doripenem
1781,dornase alfa
1782,dorzolamide
1783,dostarlimab
1784,dotatate
1785,dothiepin
1786,douglas fir pollen extract
1787,doxacurium
1788,doxapram
1789,doxazosin
1790,doxepin
1791,doxercalciferol
1792,doxorubicin
1793,doxycycline
1794,doxylamine
1795,drometrizole
1796,drometrizole trisiloxane
1797,dromostanolone
1798,dronabinol
1799,dronedarone
1800,droperidol
1801,drospirenone
1802,drotaverin
1803,drotrecogin alfa
1804,droxicam
1805,droxidopa
1806,duck feather extract
1807,dulaglutide
1808,duloxetine
1809,dupilumab
1810,durlobactam
1811,durvalumab
1812,dutasteride
1813,duvelisib
1814,dyclonine
1815,dydrogesterone
1816,dymanthine
1817,dyphylline
1818,eastern cottonwood pollen extract
1819,eastern white pine pollen extract
1820,ebastine
1821,ecallantide
1822,ecamsule
1823,echinacea angustifolia root extract
1824,echinacea purpurea aerial parts extract
1825,echinacea purpurea extract
1826,econazole
1827,ecothiopate
1828,ectoine
1829,eculizumab
1830,edaravone
1831,edetate calcium
1832,edetic acid
1833,edetol
1834,edotreotride
1835,edoxaban
1836,edoxudine
1837,edrecolomab
1838,edrophonium
1839,efalizumab
1840,efavirenz
1841,efavirenz / emtricitabine / tenofovir disoproxil
1842,efbemalenograstim alfa
1843,efetozole
1844,efgartigimod alfa
1845,efinaconazole
1846,eflapegrastim
1847,eflornithine
1848,efloxate
1849,efmoroctocog alfa
1850,egg white (chicken) allergenic extract
1851,egg yolk phosphatides
1852,egg yolk phospholipids
1853,egtazic acid
1854,eicosenoic acid
1855,elacestrant
1856,eladocagene exuparvovec
1857,elafibranor
1858,elagolix
1859,elamipretide
1860,elapegademase
1861,elbasvir
1862,elbasvir / grazoprevir
1863,eletriptan
1864,eleuthero preparation
1865,elexacaftor
1866,eliglustat
1867,elinzanetant
1868,elivaldogene autotemcel
1869,ellagic acid
1870,elosulfase alfa
1871,elotuzumab
1872,elranatamab
1873,eltrombopag
1874,eluxadoline
1875,elvitegravir
1876,emapalumab
1877,embutramide
1878,emedastine
1879,emepronium
1880,emetine
1881,emicizumab
1882,emodepside
1883,emodin
1884,empagliflozin
1885,empagliflozin / linagliptin
1886,emtricitabine
1887,emtricitabine / rilpivirine / tenofovir alafenamide
1888,emtricitabine / rilpivirine / tenofovir disoproxil
1889,emtricitabine / tenofovir alafenamide
1890,emtricitabine / tenofovir disoproxil
1891,enalapril
1892,enalapril / hydrochlorothiazide
1893,enalaprilat
1894,enasidenib
1895,encainide
1896,encorafenib
1897,enflurane
1898,enfortumab
1899,enfuvirtide
1900,english lavender oil
1901,english plantain pollen extract
1902,english walnut pollen extract
1903,enilconazole
1904,enmetazobactam
1905,enobosarm
1906,enoxacin
1907,enoxaparin
1908,enoximone
1909,enrofloxacin
1910,ensartinib
1911,ensifentrine
1912,ensitrelvir
1913,ensulizole
1914,entacapone
1915,entecavir
1916,enterococcus faecium
1917,entrectinib
1918,entsufon
1919,enzacamene
1920,enzalutamide
1921,eosine yellowish
1922,epcoritamab
1923,ephedrine
1924,epicatechin
1925,epicriptine
1926,epidermal growth factor
1927,epigallocatechin gallate
1928,epimedium grandiflorum top extract
1929,epinastine
1930,epinephrine
1931,epinephrine / etidocaine
1932,epirubicin
1933,eplerenone
1934,eplontersen
1935,epoetin alfa
1936,epoetin beta
1937,epomediol
1938,epoprostenol
1939,eprazinone
1940,eprinomectin
1941,eprosartan
1942,eprozinol
1943,epsiprantel
1944,eptifibatide
1945,eptinezumab
1946,equisetum arvense top extract
1947,equisetum hyemale extract
1948,eravacycline
1949,erdafitinib
1950,erdosteine
1951,erenumab
1952,ergocalciferol
1953,ergonovine
1954,ergotamine
1955,ergothioneine
1956,eribulin
1957,erlotinib
1958,ersofermin
1959,ertapenem
1960,ertugliflozin
1961,erythorbate
1962,erythritol
1963,erythrityl tetranitrate
1964,erythromycin
1965,erythroxylum catuaba bark extract
1966,esafoxolaner
1967,escherichia coli
1968,escin
1969,escitalopram
1970,esculin
1971,esketamine
1972,eslicarbazepine
1973,esmolol
1974,esomeprazole
1975,estazolam
1976,estetrol
1977,estradiol
1978,estradiol / medroxyprogesterone
1979,estradiol / norethindrone
1980,estradiol / testosterone
1981,estradiol / trenbolone
1982,estramustine
1983,estriol
1984,estrogens
1985,"estrogens, conjugated (usp)"
1986,"estrogens, esterified (usp)"
1987,estrone
1988,estropipate
1989,eszopiclone
1990,etanercept
1991,etelcalcetide
1992,eteplirsen
1993,etesevimab
1994,ethacridine
1995,ethacrynate
1996,ethambutol
1997,ethamivan
1998,ethamsylate
1999,ethanethiol
2000,ethanol
2001,ethanolamine
2002,ethanolamine oleate
2003,ethaverine
2004,ethchlorvynol
2005,ethenzamide
2006,ethinamate
2007,ethinyl estradiol
2008,ethinyl estradiol / ethynodiol
2009,ethinyl estradiol / segesterone
2010,ethiodized oil
2011,ethionamide
2012,ethisterone
2013,ethoglucid
2014,ethoheptazine
2015,ethohexadiol
2016,ethopabate
2017,ethosuximide
2018,ethotoin
2019,ethoxazene
2020,ethoxyquin
2021,ethybenztropine
2022,ethyl acetate
2023,ethyl chloride
2024,ethyl ferulate
2025,ethyl loflazepate
2026,ethyl macadamiate
2027,ethyl maltol
2028,ethyl methoxycinnamate
2029,ethyl nitrate
2030,ethyl nitrite
2031,ethyl oleate
2032,ethyl pyruvate
2033,ethyl salicylate
2034,ethyl sulfate
2035,ethyl vanillin
2036,ethyl-p-hydroxybenzoate
2037,ethylcellulose (7 mpa.s)
2038,ethylene oxide
2039,ethylenediamine
2040,ethylenediaminetetraacetate
2041,ethylestrenol
2042,ethylhexyl methoxycrylene
2043,ethylhexylglycerin
2044,ethylmercurithiosalicylic acid
2045,ethylmorphine
2046,ethylnorepinephrine
2047,ethynodiol
2048,etidocaine
2049,etidronate
2050,etifoxine
2051,etilefrine
2052,etilevodopa
2053,etodolac
2054,etofamide
2055,etofenamate
2056,etofibrate
2057,etofylline
2058,etomidate
2059,etonogestrel
2060,etoposide
2061,etoricoxib
2062,etorphine
2063,etranacogene dezaparvovec
2064,etrasimod
2065,etravirine
2066,etretinate
2067,etripamil
2068,etuvetidigene autotemcel
2069,eucalyptol
2070,eucalyptus alba leaf extract
2071,eucalyptus extract
2072,eucalyptus globulus leaf extract
2073,eucalyptus oil
2074,eucommia ulmoides bark extract
2075,eugenol
2076,european olive pollen extract
2077,european rabbit hair extract
2078,european rabbit skin extract
2079,evans blue
2080,evening primrose oil
2081,everlasting extract
2082,everolimus
2083,evinacumab
2084,evolocumab
2085,exagamglogene autotemcel
2086,exametazime
2087,exemestane
2088,exenatide
2089,ezetimibe
2090,ezetimibe / simvastatin
2091,ezogabine
2092,factor ix
2093,factor ix / factor vii / factor x / protein c / protein s / prothrombin
2094,factor ix complex
2095,factor vii
2096,factor viia
2097,factor viii
2098,factor viii / von willebrand factor
2099,factor x
2100,factor xiii
2101,fallopia multiflora root extract
2102,false ragweed pollen extract
2103,famciclovir
2104,famotidine
2105,fanolesomab
2106,faricimab
2107,farnesol
2108,febantel
2109,febarbamate
2110,febuprol
2111,febuxostat
2112,"fecal microbiota spores, live"
2113,feclobuzone
2114,fedratinib
2115,fedrilate
2116,felbamate
2117,felbinac
2118,felodipine
2119,felypressin
2120,fenamiphos
2121,fenbendazole
2122,fenbufen
2123,fenbutrazate
2124,fendiline
2125,fenethylline
2126,fenfluramine
2127,fenipentol
2128,fenofibrate
2129,fenoldopam
2130,fenoprofen
2131,fenoterol
2132,fenoverine
2133,fenoxazoline
2134,fenozolone
2135,fenproporex
2136,fenspiride
2137,fentanyl
2138,fenticonazole
2139,feprazone
2140,ferric ammonium citrate
2141,ferric ammonium ferrocyanide
2142,ferric cacodylate
2143,ferric carboxymaltose
2144,ferric cation
2145,ferric chloride
2146,ferric citrate
2147,ferric derisomaltose
2148,ferric hexacyanoferrate
2149,ferric hydroxide
2150,ferric maltol
2151,ferric oxide
2152,ferric pyrophosphate
2153,ferric sulfate
2154,ferriclate calcium sodium
2155,ferrous ascorbate
2156,ferrous aspartate
2157,ferrous asparto glycinate
2158,ferrous bisglycinate
2159,ferrous carbonate
2160,ferrous cation
2161,ferrous chloride
2162,ferrous cysteine glycinate
2163,ferrous fumarate
2164,ferrous gluconate
2165,ferrous glycine sulfate
2166,ferrous iodide
2167,ferrous lactate
2168,ferrous succinate
2169,ferrous sulfate
2170,ferulate
2171,ferumoxides
2172,ferumoxsil
2173,ferumoxytol
2174,fesoterodine
2175,fexinidazole
2176,fexofenadine
2177,fexofenadine / pseudoephedrine
2178,fezolinetant
2179,fiber
2180,fibrinogen
2181,fibrinogen / thrombin
2182,fibrinolysis inhibitor
2183,fibroblast growth factor-1
2184,ficusin
2185,fidanacogene elaparvovec
2186,fidaxomicin
2187,filgrastim
2188,finafloxacin
2189,finasteride
2190,finerenone
2191,fingolimod
2192,firocoxib
2193,fisetin
2194,fish oil (containing omega-3 acids)
2195,fish oils
2196,fitusiran
2197,fivehorn smotherweed pollen extract
2198,flavin-adenine dinucleotide
2199,flavodic acid
2200,flavone
2201,flavoxate
2202,flaxseed allergenic extract
2203,flaxseed extract
2204,flecainide
2205,fleroxacin
2206,flibanserin
2207,floctafenine
2208,flopropione
2209,florbetaben
2210,florbetapir
2211,florfenicol
2212,flortaucipir
2213,flosequinan
2214,flotufolastat
2215,flounder allergenic extract
2216,floxacillin
2217,floxuridine
2218,flubendazole
2219,fluciclovine
2220,fluclorolone
2221,flucloronide
2222,fluconazole
2223,flucytosine
2224,fludarabine
2225,fludrocortisone
2226,flufenamate
2227,flufenamic acid
2228,fluindione
2229,flumazenil
2230,flumequine
2231,flumethasone
2232,flumethiazide
2233,flunarizine
2234,flunisolide
2235,flunitrazepam
2236,flunixin
2237,fluocinolone
2238,fluocinonide
2239,fluocortolone
2240,fluocortolone caproate / fluocortolone pivalate
2241,fluorescein
2242,fluorescein / proparacaine
2243,fluoride ion
2244,fluorodopa
2245,fluorometholone
2246,fluorometholone / tobramycin
2247,fluorouracil
2248,fluoxetine
2249,fluoxymesterone
2250,flupenthixol
2251,fluphenazine
2252,fluphenazine / nortriptyline
2253,flupirtine
2254,fluprednidene
2255,fluprednisolone
2256,fluralaner
2257,flurandrenolide
2258,flurazepam
2259,flurbiprofen
2260,fluspirilene
2261,flutamide
2262,flutemetamol
2263,fluticasone
2264,flutrimazole
2265,fluvastatin
2266,fluvoxamine
2267,folate
2268,folic acid
2269,follicle stimulating hormone
2270,follitropin alfa
2271,follitropin beta
2272,fomepizole
2273,fominoben
2274,fomivirsen
2275,fonazine
2276,fondaparinux
2277,"foreskin fibroblast, neonatal"
2278,"foreskin keratinocyte, neonatal"
2279,formaldehyde
2280,formaldehyde sulfoxylate
2281,formalin
2282,formestane
2283,formic acid
2284,formoterol
2285,forsythia suspensa fruit extract
2286,fosamprenavir
2287,fosaprepitant
2288,foscarnet
2289,foscolate
2290,fosdenopterin
2291,fosfestrol
2292,fosfomycin
2293,fosfructose
2294,fosinopril
2295,fosinopril / hydrochlorothiazide
2296,fosinoprilat
2297,fosphenytoin
2298,fospropofol
2299,fostamatinib
2300,fostemsavir
2301,fosveset
2302,framycetin
2303,frangula purshiana bark extract
2304,frankincense extract
2305,fremanezumab
2306,fremont cottonwood pollen extract
2307,frovatriptan
2308,fructooligosaccharide
2309,fructose
2310,fruquintinib
2311,fucose
2312,fulvestrant
2313,fumagillin
2314,fumarate
2315,furazolidone
2316,furosemide
2317,furterene
2318,fusidate
2319,futibatinib
2320,fuzapladib
2321,gabapentin
2322,gadobenate
2323,gadobutrol
2324,gadodiamide
2325,gadofosveset
2326,gadolinium
2327,gadolinium cation (3+)
2328,gadopentetate
2329,gadopiclenol
2330,gadoteridol
2331,gadoversetamide
2332,gadoxetate
2333,galactose
2334,galantamine
2335,galcanezumab
2336,gallamine
2337,gallium
2338,gallopamil
2339,galsulfase
2340,gambels oak pollen extract
2341,gamithromycin
2342,gamma-aminobutyrate
2343,gamma-linolenate
2344,ganaxolone
2345,ganciclovir
2346,ganirelix
2347,garadacimab
2348,garcinia cambogia fruit extract
2349,garden snail mucin preparation
2350,garrys oak pollen extract
2351,gatifloxacin
2352,gefitinib
2353,gelatin
2354,gemcitabine
2355,gemeprost
2356,gemfibrozil
2357,gemifloxacin
2358,gemtuzumab ozogamicin
2359,genistein
2360,gentamicin
2361,gentian violet
2362,gentisate
2363,gentisic acid ethanolamide
2364,gepefrine
2365,gepirone
2366,gepotidacin
2367,geraniol
2368,geranium extract
2369,geranylgeranylacetone
2370,german cockroach allergenic extract
2371,german wasp venom protein
2372,gestodene
2373,gestonorone caproate
2374,gestrinone
2375,geum urbanum root extract
2376,giant ragweed pollen extract
2377,giant wild rye pollen extract
2378,gilteritinib
2379,ginger extract
2380,ginkgo biloba extract
2381,ginseng root
2382,ginsenoside
2383,gitalin
2384,givinostat
2385,givosiran
2386,glasdegib
2387,glatiramer
2388,glecaprevir
2389,glecaprevir / pibrentasvir
2390,gleptoferron
2391,glibornuride
2392,gliclazide
2393,glimepiride
2394,gliocladium allergenic extract
2395,glipizide
2396,gliquidone
2397,glofitamab
2398,glucagon
2399,glucametacin
2400,glucarpidase
2401,gluceptate
2402,glucomannan
2403,gluconate
2404,gluconolactone
2405,glucosamine
2406,glucose
2407,glucose / potassium chloride
2408,glucose oxidase
2409,glucose-6-phosphate
2410,glucuronate
2411,glucuronolactone
2412,glutamate
2413,glutamine
2414,glutaral
2415,glutarate
2416,glutathione
2417,glutathione disulfide
2418,glutethimide
2419,glyburide
2420,glycerin
2421,glycerol phenylbutyrate
2422,glyceryl behenate
2423,glyceryl caprate
2424,glyceryl caprylate
2425,glyceryl distearate
2426,glyceryl laurate
2427,glyceryl monobehenate
2428,glyceryl monolaurate
2429,glyceryl palmitate
2430,glyceryl phosphate
2431,glyceryl stearate
2432,glyceryl stearate se
2433,glycine
2434,glycogen
2435,glycol dimethacrylate
2436,glycol distearate
2437,glycol salicylate
2438,glycol stearate
2439,glycolate
2440,glycolate / pyruvate
2441,glycolide
2442,glycopyrronium
2443,glycopyrronium / neostigmine
2444,glycyrrhiza glabra extract
2445,glycyrrhizic acid
2446,glymidine
2447,glyphosate
2448,gold
2449,gold cation (1+)
2450,goldenseal extract
2451,golimumab
2452,golodirsen
2453,golotimod
2454,gonadorelin
2455,goose feather extract
2456,goserelin
2457,gozetotide
2458,grama grass pollen extract
2459,gramicidin
2460,granisetron
2461,grape seed extract
2462,grape seed oil
2463,grapefruit oil
2464,grapiprant
2465,gray birch pollen extract
2466,grazoprevir
2467,greasewood pollen extract
2468,green ash pollen extract
2469,green tea extract
2470,green tea leaf extract
2471,grepafloxacin
2472,griseofulvin
2473,groundsel pollen extract
2474,guaiacol
2475,guaiacolsulfonate
2476,guaiazulene
2477,guaietolin
2478,guaifenesin
2479,guanabenz
2480,guanadrel
2481,guanethidine
2482,guanfacine
2483,guanidine
2484,guanine
2485,guanosine
2486,guar gum
2487,guinea pig dander
2488,guinea pig skin extract
2489,guselkumab
2490,hackberry pollen extract
2491,haemophilus influenzae b (ross strain) capsular polysaccharide meningococcal protein conjugate vaccine
2492,haemophilus influenzae type b
2493,"haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine"
2494,halazepam
2495,halazone
2496,halcinonide
2497,halobetasol
2498,halobetasol / tazarotene
2499,halofantrine
2500,halometasone
2501,haloperidol
2502,haloprogin
2503,halothane
2504,hamster skin extract
2505,hard fat
2506,hard maple pollen extract
2507,hawthorn leaf with flower extract
2508,hazelnut pollen extract
2509,heavy mineral oil
2510,hedera helix leaf extract
2511,helium
2512,hematoporphyrin
2513,heme arginate
2514,heme iron polypeptide
2515,hemicellulase
2516,hemin
2517,heparin
2518,hepatitis a vaccine (inactivated) strain hm175
2519,"hepatitis a virus strain cr 326f antigen, inactivated"
2520,hepatitis b immune globulin
2521,hepatitis b surface antigen vaccine
2522,hepatitis b virus subtype adw2 hbsag surface protein antigen
2523,heptaminol
2524,heptanoic acid
2525,heptyl glucoside
2526,heroin
2527,"herpesvirus 1, human"
2528,hesperetin
