regimen_synonym_id,regimen_synonym,source_id,regimen_id
1157,decadron,1,926
1158,decadron monotherapy,1,926
1159,degramont regimen,7,1338
1160,"denileukin, diftitox, cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne",1,888
1161,dex,1,926
1162,dex monotherapy,1,926
1163,dexamethasone,1,926
1164,dexamethasone and aspirin,1,7
1165,dexamethasone and interferon alfa-2b,1,919
1166,"dexamethasone, bicnu (carmustine), etoposide, ara-c (cytarabine), melphalan",1,921
1167,"dexamethasone, bicnu (carmustine), etoposide, ara-c (cytarabine), melphalan, granulocyte colony stimulating factor",1,922
1168,"dexamethasone, cyclophosphamide, etoposide, cisplatin",1,881
1169,"dexamethasone, cyclophosphamide, etoposide, platinol",1,881
1170,"dexamethasone, cyclophosphamide, etoposide, platinol (cisplatin)",1,881
1171,"dexamethasone, cyclophosphamide, etoposide, platinol (cisplatin), granulocyte colony stimulating factor",1,882
1172,"dexamethasone, cytarabine, thioguanine, etoposide, rubidomycin (daunomycin)",1,886
1173,"dexamethasone, ddp (cisplatin), gemcitabine, pegaspargase",1,903
1174,"dexamethasone, etoposide, cisplatin, ara-c (cytarabine)",1,907
1175,"dexamethasone, high-dose ara-c (cytarabine), platinol (cisplatin)",1,928
1176,"dexamethasone, high-dose ara-c (cytarabine), platinol (cisplatin) alternating with vp-16 (etoposide), ifosfamide, methotrexate",1,929
1177,"dexamethasone, rituximab, cyclophosphamide",1,983
1178,"dexamethasone, thalidomide, platinol (cisplatin), adriamycin (doxorubicin), cyclophosphamide, etoposide",1,987
1179,"dexamethasone, vp-16 (etoposide), ifosfamide, carboplatin, radiation therapy",1,918
1180,"dexamethasone, vp-16 (etoposide), ifosfamide, platinol (cisplatin)",1,2115
1181,dfhx,1,953
1182,dfv,7,543
1183,dg,1,937
1184,dg and rt,1,955
1185,dh,1,338
1186,dhap - time intensified,1,928
1187,di,7,1412
1188,dld,1,849
1189,dmcodox-m,1,932
1190,dmcodox-m/ivac,1,933
1191,doc-cis,1,338
1192,docetaxel,1,338
1193,docetaxel and capecitabine,1,338
1194,docetaxel and carboplatin,1,383
1195,docetaxel and cisplatin,1,338
1196,docetaxel and cyclophosphamide,1,338
1197,docetaxel and doxorubicin (at),1,7
1198,docetaxel and epirubicin,1,384
1199,docetaxel and epirubicin (de),1,384
1200,docetaxel and herceptin (trastuzumab),1,338
1201,docetaxel and platinol (cisplatin),1,338
1202,docetaxel and radiation therapy,1,945
1203,docetaxel and trastuzumab (th),1,338
1204,docetaxel followed by adriamycin (doxorubicin) and cyclophosphamide,1,816
1205,"docetaxel followed by adriamycin (doxorubicin) and cyclophosphamide, with bevacizumab",1,817
1206,docetaxel followed by epirubicin and cyclophosphamide,1,818
1207,"docetaxel followed by fluorouracil, epirubicin, cyclophosphamide",1,819
1208,"docetaxel followed by fluorouracil, epirubicin, cyclophosphamide, with bevacizumab",1,820
1209,docetaxel monotherapy,1,338
1210,"docetaxel, cetuximab, radiation therapy",1,950
1211,"docetaxel, cisplatin",1,338
1212,"docetaxel, cisplatin, durvalumab",1,537
1213,"docetaxel, cisplatin, fluorouracil",1,884
1214,"docetaxel, cisplatin, nivolumab",1,538
1215,"docetaxel, cisplatin, radiation therapy",1,584
1216,"docetaxel, fluorouracil, hydroxyurea, xrt (radiation therapy)",1,953
1217,"docetaxel, fluorouracil, radiation therapy",1,954
1218,"docetaxel, gemcitabine, radiation therapy",1,955
1219,"docetaxel, oxaliplatin, s-1",1,958
1220,"docetaxel, platinol (cisplatin), radiation therapy",1,584
1221,dolp (prednisolone),1,956
1222,"dose adjusted etoposide, prednisone, oncovin (vincristine), cyclophosphamide, hydroxydaunorubicin (doxorubicin)",1,825
1223,"dose adjusted rituximab, etoposide, prednisone, oncovin (vincristine), cyclophosphamide, hydroxydaunorubicin (doxorubicin)",1,826
1224,"dose intensive cyclophosphamide, etoposide, platinol (cisplatin)",1,931
1225,dose-dense ac-t,1,892
1226,dose-dense adriamycin (doxorubicin) and cyclophosphamide,1,959
1227,dose-dense adriamycin (doxorubicin) and cyclophosphamide followed by dose-dense taxol (paclitaxel),1,890
1228,dose-dense adriamycin (doxorubicin) and cyclophosphamide followed by taxol (paclitaxel),1,892
1229,"dose-dense adriamycin (doxorubicin) and cyclophosphamide, followed by dose-dense taxol (paclitaxel) and herceptin (trastuzumab)",1,891
1230,"dose-dense adriamycin (doxorubicin) and cyclophosphamide, followed by paclitaxel, pertuzumab, herceptin (trastuzumab)",1,894
1231,"dose-dense adriamycin (doxorubicin) and cyclophosphamide, followed by taxol (paclitaxel) and herceptin (trastuzumab)",1,893
1232,"dose-dense adriamycin (doxorubicin) and cyclophosphamide, followed by taxol (paclitaxel) and phesgo",1,895
1233,"dose-dense adriamycin (doxorubicin) and cyclophosphamide, followed by taxol (paclitaxel), herceptin (trastuzumab), pertuzumab",1,894
1234,"dose-dense adriamycin (doxorubicin) and cyclophosphamide, followed by taxotere (docetaxel) and herceptin (trastuzumab)",1,893
1235,"dose-dense adriamycin (doxorubicin) and cyclophosphamide, followed by taxotere (docetaxel), herceptin (trastuzumab), pertuzumab",1,894
1236,"dose-dense adriamycin (doxorubicin), cyclophosphamide, atezolizumab",1,1669
1237,"dose-dense adriamycin (doxorubicin), followed by dose-dense taxol (paclitaxel), followed by dose-dense cyclophosphamide",1,889
1238,dose-dense epirubicin,1,961
1239,"dose-dense epirubicin and cyclophosphamide followed by dose-dense cyclophosphamide, methotrexate, fluorouracil",1,897
1240,"dose-dense epirubicin and cyclophosphamide, followed by taxol (paclitaxel)",1,898
1241,"dose-dense epirubicin and cyclophosphamide, followed by taxol (paclitaxel) and herceptin (trastuzumab)",1,899
1242,"dose-dense epirubicin and cyclophosphamide, followed by taxol (paclitaxel), herceptin (trastuzumab), pertuzumab",1,900
1243,"dose-dense epirubicin and cyclophosphamide, followed by taxotere (docetaxel) and herceptin (trastuzumab)",1,899
1244,"dose-dense epirubicin and cyclophosphamide, followed by taxotere (docetaxel), herceptin (trastuzumab), pertuzumab",1,900
1245,"dose-dense epirubicin, followed by intense dose-dense cyclophosphamide, methotrexate, fluorouracil",1,896
1246,"dose-dense fluorouracil, epirubicin, cyclophosphamide followed by dose-dense docetaxel",1,901
1247,"dose-dense fluorouracil, epirubicin, cyclophosphamide, followed by ddth",1,902
1248,"dose-dense methotrexate, vinblastine, adriamycin (doxorubicin), cisplatin",1,1625
1249,"dose-dense methotrexate, vinblastine, adriamycin, cisplatin",1,1625
1250,dose-dense paclitaxel,1,338
1251,dose-dense taxol (paclitaxel),1,338
1252,"dose-dense taxol (paclitaxel), followed by dose-dense epirubicin and cyclophosphamide",1,905
1253,"dose-dense taxol (paclitaxel), followed by epirubicin and cyclophosphamide",1,906
1254,dose-intense epirubicin and cyclophosphamide,1,930
1255,"dose-modified cyclophosphamide, oncovin, doxorubicin, methotrexate",1,932
1256,"dose-modified cyclophosphamide, oncovin, doxorubicin, methotrexate alternating with ifosfamide, vepesid (etoposide), ara-c (cytarabine)",1,933
1257,"dose-reduced bicnu (carmustine), etoposide, ara-c (cytarabine), melphalan",1,214
1258,double umbilical cord blood,1,1151
1259,douillard regimen,7,1338
1260,"doxil (liposomal doxorubicin), etoposide, methylprednisolone",1,916
1261,"doxil (liposomal doxorubicin), vincristine, dexamethasone",1,852
1262,"doxil (liposomal doxorubicin), vincristine, low-dose dexamethasone",1,852
1263,"doxil (pegylated liposomal doxorubicin), etoposide, methylprednisolone",1,916
1264,"doxil (pegylated liposomal doxorubicin), rituximab, cyclophosphamide, oncovin (vincristine), prednisone",1,1813
1265,"doxil (pegylated liposomal doxorubicin), rituximab, cyclophosphamide, oncovin, prednisone",1,1813
1266,"doxil (pegylated liposomal doxorubicin), velcade (bortezomib), dexamethasone",1,852
1267,"doxil (pegylated liposomal doxorubicin), vincristine, dexamethasone",1,852
1268,"doxil (pegylated liposomal doxorubicin), vincristine, low-dose dexamethasone",1,852
1269,doxorubicin and bcnu,1,455
1270,doxorubicin and carmustine,1,455
1271,doxorubicin and paclitaxel (at),1,7
1272,doxorubicin non-pegylated liposomal and bevacizumab,1,1663
1273,doxorubicin non-pegylated liposomal monotherapy,1,1664
1274,doxorubicin pegylated liposomal and bevacizumab,1,1744
1275,doxorubicin pegylated liposomal and gemcitabine,1,1242
1276,doxorubicin pegylated liposomal and trabectedin,1,1745
1277,doxorubicin pegylated liposomal monotherapy,1,1746
1278,"doxycycline, cyclophosphamide, bortezomib, dexamethasone",1,982
1279,dp,1,338
1280,dp and rt,1,584
1281,dpd,1,849
1282,dr-cop,1,1813
1283,drcop,1,1813
1284,drd,1,849
1285,ds,1,946
1286,dt,1,338
1287,dt-pace,1,987
1288,dt-pace,7,987
1289,ducb,1,1151
1290,"duvelisib, fludarabine, cyclophosphamide, rituximab",1,927
1291,dv,1,836
1292,dvbe,7,47
1293,dvbe-pc,7,48
1294,dvd,1,852
1295,dvd,7,852
1296,dvip,1,2115
1297,dvp,7,1807
1298,dvpa,1,956
1299,dvpl-asp,7,1471
1300,e,1,1054
1301,ea,1,791
1302,ebd,1,1032
1303,ebeacopp (prednisolone),1,1001
1304,ec,1,384
1305,ec and bevacizumab,1,754
1306,ec-d plus bev,1,1007
1307,ec-dt,1,1010
1308,ec-p,1,1006
1309,ec-t,1,1006
1310,ec-th,1,1010
1311,ec-th (paclitaxel),1,1010
1312,ec-thp,1,1011
1313,ec-thp (paclitaxel),1,1011
1314,ecc,1,1020
1315,ech-th,1,1015
1316,ed,1,384
1317,edap,7,907
1318,ei,1,1052
1319,eld,1,1031
1320,elo-ld,1,1031
1321,elo-lendex,1,1031
1322,elo-pom-dex,1,1030
1323,elo-pomdex,1,1030
1324,elo-revdex,1,1031
1325,elo-velcade-dex,1,1032
1326,"elotuzumab, bortezomib, dexamethasone",1,1032
1327,"elotuzumab, bortezomib, low-dose dexamethasone",1,1032
1328,"elotuzumab, lenalidomide, dex",1,1031
1329,"elotuzumab, lenalidomide, dexamethasone",1,1031
1330,"elotuzumab, lenalidomide, low-dose dexamethasone",1,1031
1331,"elotuzumab, pomalidomide, dex",1,1030
1332,"elotuzumab, pomalidomide, dexamethasone",1,1030
1333,"elotuzumab, pomalidomide, low-dose dexamethasone",1,1030
1334,"elotuzumab, pomalyst, dex",1,1030
1335,"elotuzumab, pomalyst, dexamethasone",1,1030
1336,"elotuzumab, revlimid (lenalidomide), low-dose dexamethasone",1,1031
1337,"elotuzumab, revlimid, dex",1,1031
1338,"elotuzumab, revlimid, dexamethasone",1,1031
1339,"elotuzumab, velcade (bortezomib), low-dose dexamethasone",1,1032
1340,"elotuzumab, velcade, dex",1,1032
1341,"elotuzumab, velcade, dexamethasone",1,1032
1342,elotuzumab-ld,1,1031
1343,elotuzumab-lendex,1,1031
1344,elotuzumab-pd,1,1030
1345,elotuzumab-pomdex,1,1030
1346,elotuzumab-rd,1,1031
1347,elotuzumab-revdex,1,1031
1348,elotuzumab-vd,1,1032
1349,ema-86,7,93
1350,ema-co,1,1035
1351,"empliciti, lenalidomide, dex",1,1031
1352,"empliciti, lenalidomide, dexamethasone",1,1031
1353,"empliciti, pomalidomide, dex",1,1030
1354,"empliciti, pomalidomide, dexamethasone",1,1030
1355,"empliciti, pomalyst, dex",1,1030
1356,"empliciti, pomalyst, dexamethasone",1,1030
1357,"empliciti, revlimid, dex",1,1031
1358,"empliciti, revlimid, dexamethasone",1,1031
1359,"empliciti, velcade, dex",1,1032
1360,"empliciti, velcade, dexamethasone",1,1032
1361,empliciti-ld,1,1031
1362,empliciti-lendex,1,1031
1363,empliciti-pd,1,1030
1364,empliciti-pomdex,1,1030
1365,empliciti-rd,1,1031
1366,empliciti-revdex,1,1031
1367,empliciti-vd,1,1032
1368,eoc,1,1048
1369,ep,1,384
1370,ep and bevacizumab,1,540
1371,ep and durvalumab,1,541
1372,ep and pembrolizumab,1,542
1373,ep and rt,1,426
1374,epd,1,1030
1375,epirubicin,1,1054
1376,epirubicin and cyclophosphamide,1,384
1377,"epirubicin and cyclophosphamide followed by cyclophosphamide, methotrexate, fluorouracil",1,1005
1378,epirubicin and cyclophosphamide followed by docetaxel,1,1006
1379,"epirubicin and cyclophosphamide followed by docetaxel, with bevacizumab",1,1007
1380,epirubicin and cyclophosphamide followed by paclitaxel,1,1006
1381,epirubicin and cyclophosphamide followed by taxol (paclitaxel),1,1006
1382,epirubicin and cyclophosphamide followed by taxotere (docetaxel),1,1006
1383,"epirubicin and cyclophosphamide, followed by docetaxel and trastuzumab",1,1010
1384,"epirubicin and cyclophosphamide, followed by dose-dense taxol (paclitaxel)",1,1008
1385,"epirubicin and cyclophosphamide, followed by herceptin (trastuzumab)",1,1009
1386,"epirubicin and cyclophosphamide, followed by taxol (paclitaxel) and herceptin (trastuzumab)",1,1010
1387,"epirubicin and cyclophosphamide, followed by taxol (paclitaxel), herceptin (trastuzumab), pertuzumab",1,1011
1388,"epirubicin and cyclophosphamide, followed by taxotere (docetaxel) and herceptin (trastuzumab)",1,1010
1389,"epirubicin and cyclophosphamide, followed by taxotere (docetaxel), herceptin (trastuzumab), pertuzumab",1,1011
1390,epirubicin and docetaxel,1,384
1391,epirubicin and paclitaxel,1,384
1392,epirubicin and paclitaxel (ep),1,384
1393,"epirubicin and paclitaxel followed by dose-dense cyclophosphamide, methotrexate, fluorouracil",1,1049
1394,epirubicin and taxol (paclitaxel),1,384
1395,epirubicin and taxotere (docetaxel),1,384
1396,"epirubicin followed by cyclophosphamide, methotrexate, fluorouracil",1,995
1397,epirubicin followed by docetaxel,1,996
1398,epirubicin followed by xeloda (capecitabine),1,998
1399,"epirubicin, bleomycin, vinblastine, prednisone",1,1004
1400,"epirubicin, cisplatin, capecitabine",1,1020
1401,"epirubicin, cisplatin, fluorouracil",1,1012
1402,"epirubicin, cisplatin, fluorouracil alternating with 5-fluorouracil and radiation therapy",1,1013
1403,"epirubicin, cisplatin, fluorouracil alternating with 5-fluorouracil and radiation therapy sandwich",1,1013
1404,"epirubicin, cisplatin, xeloda (capecitabine)",1,1020
1405,"epirubicin, cyclophosphamide, bevacizumab",1,754
1406,"epirubicin, cyclophosphamide, herceptin (trastuzumab)",1,1014
1407,"epirubicin, cyclophosphamide, herceptin (trastuzumab), followed by taxotere (docetaxel) and herceptin (trastuzumab)",1,1015
1408,"epirubicin, docetaxel, capecitabine",1,1021
1409,"epirubicin, ifosfamide",1,1052
1410,"epirubicin, oxaliplatin, capecitabine",1,1048
1411,"epirubicin, oxaliplatin, fluorouracil",1,1047
1412,"epirubicin, oxaliplatin, fluourouracil",1,1047
1413,"epirubicin, oxaliplatin, xeloda (capecitabine)",1,1048
1414,epoch,1,515
1415,epoch,7,515
1416,"epoch, dose-escalated",1,515
1417,erd,1,1031
1418,"eribulin, herceptin (trastuzumab), pertuzumab",1,1025
1419,erythropoietin monotherapy,1,1066
1420,"escalated bleomycin, etoposide, adriamycin (doxorubicin), cyclophosphamide, oncovin (vincristine), procarbazine, prednisolone",1,1001
1421,"escalated bleomycin, etoposide, adriamycin (doxorubicin), cyclophosphamide, oncovin (vincristine), procarbazine, prednisone",1,1001
1422,"escalated bleomycin, etoposide, adriamycin (doxorubicin), cyclophosphamide, oncovin (vincristine), procarbazine, prednisone followed by bleomycin, etoposide, adriamycin (doxorubicin), cyclophosphamide, oncovin (vincristine), procarbazine, prednisone",1,1003
1423,"escalated bleomycin, etoposide, adriamycin (doxorubicin), cyclophosphamide, oncovin (vincristine), procarbazine, prednisone, followed by adriamycin (doxorubicin), bleomycin, vinblastine, dacarbazine",1,1002
1424,escbeacopp,1,1001
1425,et,1,384
1426,et,7,384
1427,etoposide and ara-c (cytarabine),1,791
1428,etoposide and carboplatin,1,384
1429,etoposide and cisplatin,1,384
1430,etoposide and paraplatin (carboplatin),1,384
1431,etoposide and platinol (cisplatin),1,384
1432,"etoposide and platinol (cisplatin), followed by topotecan",1,1050
1433,etoposide and total body irradiation,1,1071
1434,"etoposide, ara-c (cytarabine), rituximab, granulocyte colony stimulating factor",1,999
1435,"etoposide, ifosfamide, adriamycin (doxorubicin)",1,1026
1436,"etoposide, methotrexate, actinomycin d alternating with cyclophosphamide and oncovin (vincristine)",1,1035
1437,"etoposide, methotrexate, actinomycin d, cyclophosphamide, oncovin (vincristine)",1,1035
1438,"etoposide, paraplatin (carboplatin)",1,384
1439,"etoposide, paraplatin (carboplatin), radiation therapy",1,426
1440,"etoposide, platinol (cisplatin)",1,384
1441,"etoposide, platinol (cisplatin), pembrolizumab",1,542
1442,"etoposide, platinol (cisplatin), radiation therapy",1,426
1443,"etoposide, prednisone, oncovin (vincristine), cyclophosphamide, hydroxydaunorubicin (doxorubicin)",1,515
1444,"etoposide, solumedrol (methylprednisolone) high-dose ara-c (cytarabine), platinol (cisplatin)",1,1067
1445,"etoposide, solumedrol (methylprednisolone), high dose ara-c (cytarabine), platinol (cisplatin)",1,1067
1446,"etoposide, vincristine, adriamycin (doxorubicin), cyclophosphamide",1,462
1447,"etoposide, vincristine, adriamycin (doxorubicin), ifosfamide, dactinomycin",1,1078
1448,evac,1,462
1449,evd,1,1032
1450,evmac,7,1624
1451,exemestane and ovarian function suppression,1,1086
1452,f,1,1149
1453,f-cl,7,1209
1454,fac-th,1,1102
1455,fac-th (paclitaxel),1,1102
1456,fac-thp,1,1103
1457,fac-thp (paclitaxel),1,1103
1458,fam-c,7,1533
1459,fam-trastuzumab deruxtecan monotherapy,1,2030
1460,fame,7,1533
1461,fap,7,1722
1462,"farydak (panobinostat), revlimid (lenalidomide), dexamethasone",1,1205
1463,farydak and carfilzomib,1,453
1464,farydak and kyprolis,1,453
1465,"farydak, bortezomib, dexamethasone",1,268
1466,"farydak, bortezomib, thaldex",1,276
1467,"farydak, bortezomib, thalidomide, dex",1,276
1468,"farydak, bortezomib, thalidomide, dexamethasone",1,276
1469,"farydak, lenalidomide, dexamethasone",1,1205
1470,"farydak, revlimid, dexamethasone",1,1205
1471,"farydak, velcade, dexamethasone",1,268
1472,"farydak, velcade, thaldex",1,276
1473,"farydak, velcade, thalidomide, dex",1,276
1474,"farydak, velcade, thalidomide, dexamethasone",1,276
1475,farydak-bort-dex,1,268
1476,farydak-ld,1,1205
1477,farydak-lendex,1,1205
1478,farydak-rd,1,1205
1479,farydak-revdex,1,1205
1480,farydak-tvd,1,276
1481,farydak-vd,1,268
1482,farydak-velcade-dex,1,268
1483,farydak-vtd,1,276
1484,fc,1,543
1485,fc,7,543
1486,"fc, then allo hsct",1,543
1487,fccam,1,1113
1488,fce,7,1119
1489,fcm-r,1,1116
1490,fcr (sc rituximab),1,1116
1491,"fcr, then allo hsct",1,1116
1492,fec and h (sc),1,1996
1493,fec-t,1,1124
1494,fec-th,1,1125
1495,fec-th (paclitaxel),1,1125
1496,fec-thp,1,1126
1497,fec-thp (paclitaxel),1,1126
1498,fed,7,1024
1499,ff,1,1209
1500,ffx,1,1190
1501,fh,1,1154
1502,fld,1,1205
1503,fle,7,1467
1504,flo,1,1139
1505,flo,7,1139
1506,flofiri,7,1338
1507,flp,1,623
1508,flu-mel,1,1142
1509,flu/bu,1,290
1510,flu/tbi,1,1147
1511,flubucy,1,1150
1512,"flubucy, then allo hsct",1,1150
1513,flucam,1,1140
1514,fludarabine,1,1149
1515,fludarabine and busulfan,1,290
1516,fludarabine and campath (alemtuzumab),1,1140
1517,fludarabine and cyclophosphamide,1,543
1518,fludarabine and rituximab,1,1145
1519,fludarabine and total body irradiation,1,1147
1520,"fludarabine, ara-c (cytarabine), g-csf",1,1132
1521,"fludarabine, ara-c (cytarabine), g-csf (filgrastim), idarubicin",1,1134
1522,"fludarabine, ara-c (cytarabine), g-csf (lenograstim), idarubicin",1,1134
1523,"fludarabine, ara-c (cytarabine), g-csf, daunoxome (daunorubicin liposomal)",1,1133
1524,"fludarabine, bcnu (carmustine), melphalan",1,1112
1525,"fludarabine, busulfan, atg, ibritumomab tiuxetan",1,294
1526,"fludarabine, busulfan, atg, ibritumomab tiuxetan, then allo hsct",1,295
1527,"fludarabine, busulfan, cyclophosphamide",1,1150
1528,"fludarabine, cyclophosphamide",1,543
1529,"fludarabine, cyclophosphamide, alemtuzumab",1,1113
1530,"fludarabine, cyclophosphamide, campath (alemtuzumab)",1,1113
1531,"fludarabine, cyclophosphamide, mitoxantrone",1,1115
1532,"fludarabine, cyclophosphamide, mitoxantrone, rituximab",1,1116
1533,"fludarabine, cyclophosphamide, rituximab",1,1116
1534,"fludarabine, cyclophosphamide, rituximab hyaluronidase",1,1116
1535,"fludarabine, g-csf, ara-c (cytarabine)",1,1132
1536,"fludarabine, mitoxantrone",1,1177
1537,"fludarabine, mitoxantrone, prednisone",1,1178
1538,"fludarabine, mitoxantrone, rituximab",1,1839
1539,"fludarabine, novantrone (mitoxantrone), dexamethasone",1,1180
1540,"fludarabine, rituximab",1,1145
1541,"fludarabine, sequential high-dose ara-c (cytarabine), idarubicin",1,1093
1542,fluga,1,1132
1543,flumel,1,1143
1544,"fluorouracil , etoposide and leucovorin (folinic acid)",1,1128
1545,"fluorouracil , etoposide, leucovorin",1,1128
1546,"fluorouracil , etoposide, leucovorin (folinic acid)",1,1128
1547,fluorouracil and adriamycin (doxorubicin),1,1094
1548,fluorouracil and folinic acid,1,1209
1549,fluorouracil and folinic acid (leucovorin),1,1209
1550,fluorouracil and heptaplatin,1,1154
1551,fluorouracil and platinol,1,543
1552,fluorouracil and platinol (cisplatin),1,543
1553,fluorouracil and platinol (cisplatin) alternating with capecitabine and radiation therapy,1,1204
1554,fluorouracil and radiation therapy,1,1160
1555,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide",1,1095
1556,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide followed by taxol (paclitaxel)",1,1101
1557,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide, bcg",1,1096
1558,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide, bevacizumab",1,1097
1559,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide, followed by methotrexate and vinblastine",1,1100
1560,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide, followed by taxol (paclitaxel) and herceptin (trastuzumab)",1,1102
1561,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide, followed by taxol (paclitaxel), herceptin (trastuzumab), pertuzumab",1,1103
1562,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide, followed by taxotere (docetaxel) and herceptin (trastuzumab)",1,1102
1563,"fluorouracil, adriamycin (doxorubicin), cyclophosphamide, followed by taxotere (docetaxel), herceptin (trastuzumab), pertuzumab",1,1103
1564,"fluorouracil, adriamycin (doxorubicin), mitomycin",1,1106
1565,"fluorouracil, adriamycin (doxorubicin), mtx (methotrexate)",1,1110
1566,"fluorouracil, adriamycin (doxorubicin), streptozocin",1,1111
1567,"fluorouracil, epirubicin, cyclophosphamide",1,1119
1568,"fluorouracil, epirubicin, cyclophosphamide followed by docetaxel",1,1122
1569,"fluorouracil, epirubicin, cyclophosphamide followed by paclitaxel",1,1124
1570,"fluorouracil, epirubicin, cyclophosphamide followed by taxol (paclitaxel)",1,1124
1571,"fluorouracil, epirubicin, cyclophosphamide, bevacizumab",1,1120
1572,"fluorouracil, epirubicin, cyclophosphamide, followed by herceptin (trastuzumab)",1,1123
1573,"fluorouracil, epirubicin, cyclophosphamide, followed by taxol (paclitaxel) and herceptin (trastuzumab)",1,1125
1574,"fluorouracil, epirubicin, cyclophosphamide, followed by taxol (paclitaxel), herceptin (trastuzumab), pertuzumab",1,1126
1575,"fluorouracil, epirubicin, cyclophosphamide, followed by taxotere (docetaxel) and herceptin (trastuzumab)",1,1125
1576,"fluorouracil, epirubicin, cyclophosphamide, followed by taxotere (docetaxel), herceptin (trastuzumab), pertuzumab",1,1126
1577,"fluorouracil, epirubicin, cyclophosphamide, herceptin (trastuzumab)",1,1121
1578,"fluorouracil, epirubicin, cyclophosphamide, herceptin hylecta (trastuzumab and hyaluronidase)",1,1996
1579,"fluorouracil, epirubicin, mtx (methotrexate)",1,1129
1580,"fluorouracil, hydroxyurea, radiation therapy",1,1165
1581,"fluorouracil, leucovorin (folinic acid) and radiation therapy",1,1215
1582,"fluorouracil, leucovorin (folinic acid), epirubicin, carboplatin",1,1136
1583,"fluorouracil, leucovorin, etoposide, platinol (cisplatin)",1,1137
1584,"fluorouracil, leucovorin, oxaliplatin",1,1139
1585,"fluorouracil, leucovorin, oxaliplatin, taxotere (docetaxel)",1,1138
1586,"fluorouracil, leucovorin, platinol (cisplatin)",1,623
1587,"fluorouracil, leucovorin, radiation therapy",1,1215
1588,"fluorouracil, methotrexate, ara-c (cytarabine), cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne",1,1092
1589,"fluorouracil, mitomycin, radiation therapy",1,1166
1590,"fluorouracil, novantrone (mitoxantrone), cyclophosphamide",1,1179
1591,"fluorouracil, oxaliplatin, radiation therapy",1,1167
1592,"fluorouracil, paclitaxel, radiation therapy",1,1168
1593,"fluorouracil, platinol",1,543
1594,"fluorouracil, platinol (cisplatin)",1,543
1595,"fluorouracil, platinol (cisplatin), radiation therapy",1,549
1596,"flutamide, goserelin, radiation therapy",1,1175
1597,"flutamide, leuprolide, radiation therapy",1,1176
1598,fmr,1,1839
1599,fms,7,1920
1600,foflfox-haic,1,1194
1601,foil,7,1190
1602,folfiri (l-leucovorin),1,1184
1603,folfiri and bevacizumab (l-leucovorin),1,1185
1604,folfiri and cetuximab (l-leucovorin),1,1186
1605,folfirib,7,235
1606,folfirinox and bevacizumab (l-leucovorin),1,1191
1607,folfox,1,1139
1608,folfox,7,1139
1609,folfox 7/slv5fu2 (l-leucovorin),1,1193
1610,folfox chronotherapy,1,1139
1611,folfox-b,1,1195
1612,folfox-c,1,1196
1613,folfox-haic and sorafenib,1,1183
1614,folfox2,1,1139
1615,folfox4,1,1139
1616,folfox4,7,1139
1617,folfox4 (l-leucovorin),1,1139
1618,folfox6,1,1139
1619,folfox6,7,1139
1620,folfox7,7,1139
1621,folfoxiri,1,1190
1622,folfoxiri,7,1190
1623,folfoxiri and bevacizumab,1,1191
1624,"folinic acid (l-leucovorin), fluorouracil, irinotecan",1,1184
1625,"folinic acid (l-leucovorin), fluorouracil, irinotecan, bevacizumab",1,1185
1626,"folinic acid (l-leucovorin), fluorouracil, irinotecan, oxaliplatin, bevacizumab",1,1191
1627,"folinic acid (l-leucovorin), fluorouracil, oxaliplatin",1,1139
1628,"folinic acid (l-leucovorin), fluorouracil, oxaliplatin alternating with simplified l-leucovorin, 5-fu, 2-weekly (every 2 weeks)",1,1193
1629,"folinic acid (l-leucovorin), fluorouracil, oxaliplatin, bevacizumab",1,1195
1630,"folinic acid (l-leucovorin), fluorouracil, oxaliplatin, irinotecan, bevacizumab",1,1191
1631,"folinic acid (leucovorin), fluorouracil, irinotecan",1,1184
1632,"folinic acid (leucovorin), fluorouracil, irinotecan and ramucirumab",1,1188
1633,"folinic acid (leucovorin), fluorouracil, irinotecan, bevacizumab",1,1185
1634,"folinic acid (leucovorin), fluorouracil, irinotecan, cetuximab",1,1186
1635,"folinic acid (leucovorin), fluorouracil, irinotecan, oxaliplatin",1,1190
1636,"folinic acid (leucovorin), fluorouracil, irinotecan, oxaliplatin, bevacizumab",1,1191
1637,"folinic acid (leucovorin), fluorouracil, irinotecan, panitumumab",1,1187
1638,"folinic acid (leucovorin), fluorouracil, irinotecan, ziv-aflibercept",1,1189
1639,"folinic acid (leucovorin), fluorouracil, oxaliplatin",1,1139
1640,"folinic acid (leucovorin), fluorouracil, oxaliplatin 4",1,1139
1641,"folinic acid (leucovorin), fluorouracil, oxaliplatin alternating with simplified leucovorin, 5-fu, 2-weekly (every 2 weeks)",1,1193
