regimen_synonym_id,regimen_synonym,source_id,regimen_id
601,chop-14 (prednisolone),1,520
602,chop-21,1,516
603,chop-al,1,22
604,chop-c,1,22
605,chop-di,1,520
606,chop-r,1,1819
607,chop-rit,1,519
608,chope,1,515
609,chope,7,515
610,chopr,1,1819
611,chvmp,1,526
612,chvp-i (etoposide),1,527
613,chvp-i (prednisolone),1,527
614,ci,1,399
615,cis-epi,1,539
616,cis-pem,1,571
617,cisplatin and carboplatin,1,380
618,cisplatin and cyclophosphamide,1,338
619,cisplatin and docetaxel,1,338
620,cisplatin and docetaxel (dc),1,338
621,cisplatin and doxorubicin,1,338
622,cisplatin and etoposide (ep),1,384
623,cisplatin and fluorouracil,1,543
624,cisplatin and gemcitabine (gc),1,391
625,cisplatin and gemcitabine (gc) and bevacizumab,1,391
626,cisplatin and irinotecan,1,399
627,cisplatin and irinotecan (ic),1,399
628,cisplatin and paclitaxel,1,338
629,cisplatin and radiation therapy,1,573
630,cisplatin and topotecan,1,338
631,cisplatin and vinblastine,1,272
632,cisplatin and vindesine,1,272
633,cisplatin and vinorelbine,1,384
634,cisplatin and vinorelbine (cvb),1,384
635,cisplatin and xeloda (capecitabine),1,332
636,"cisplatin, amithopterin (methotrexate), bleomycin, oncovin (vincristine)",1,311
637,"cisplatin, bleomycin, oncovin (vincristine), paraplatin (carboplatin)",1,304
638,"cisplatin, cetuximab, radiation therapy",1,578
639,"cisplatin, cyclophosphamide, adriamycin (doxorubicin)",1,531
640,"cisplatin, cyclophosphamide, adriamycin (doxorubicin) alternating with vinblastine and bleomycin",1,532
641,"cisplatin, dacarbazine, bcnu (carmustine)",1,471
642,"cisplatin, epirubicin",1,539
643,"cisplatin, etoposide, bevacizumab",1,540
644,"cisplatin, etoposide, durvalumab",1,541
645,"cisplatin, etoposide, pembrolizumab",1,542
646,"cisplatin, etoposide, rt",1,426
647,"cisplatin, fluorouracil",1,543
648,"cisplatin, fluorouracil radiation therapy",1,549
649,"cisplatin, fluorouracil, cetuximab",1,544
650,"cisplatin, fluorouracil, hydroxyurea, radiation therapy",1,545
651,"cisplatin, fluorouracil, hydroxyurea, rt",1,545
652,"cisplatin, fluorouracil, pembrolizumab",1,548
653,"cisplatin, fluorouracil, pembrolizumab, trastuzumab",1,555
654,"cisplatin, fluorouracil, radiation therapy",1,549
655,"cisplatin, fluorouracil, tislelizumab",1,552
656,"cisplatin, fluorouracil, trastuzumab",1,553
657,"cisplatin, fluourouracil, radiation therapy",1,549
658,"cisplatin, gemcitabine, radiation therapy",1,564
659,"cisplatin, gemcitabine, rt",1,564
660,"cisplatin, irinotecan, radiation therapy",1,590
661,"cisplatin, leucovorin (folinic acid), fluorouracil",1,623
662,"cisplatin, leucovorin, fluorouracil",1,623
663,"cisplatin, methotrexate, vinblastine",1,1526
664,"cisplatin, oncovin (vicristine), jm8 (carboplatin), etoposide, cyclophosphamide",1,705
665,"cisplatin, paclitaxel, radiation therapy",1,415
666,"cisplatin, paclitaxel, rt",1,415
667,"cisplatin, pemetrexed, atezolizumab",1,439
668,"cisplatin, pemetrexed, bevacizumab",1,338
669,"cisplatin, vinblastine, dacarbazine",1,741
670,"cisplatin, vinblastine, dacarbazine, high-dose interleukin-2, interferon alfa-2b",1,742
671,"cisplatin, vindesine, dacarbazine",1,741
672,"cisplatin, vinorelbine, nivolumab",1,576
673,"cisplatin, vinorelbine, radiation therapy",1,612
674,"cisplatin, xeloda (capecitabine)",1,332
675,"cisplatin, xeloda (capecitabine), cetuximab",1,333
676,"cisplatin, xeloda (capecitabine), pembrolizumab",1,334
677,"cisplatin, xeloda (capecitabine), pertuzumab, trastuzumab",1,337
678,"cisplatin, xeloda (capecitabine), radiation therapy",1,358
679,"cisplatin, xeloda (capecitabine), tislelizumab",1,335
680,"cisplatin, xeloda (capecitabine), trastuzumab",1,336
681,civpp,7,511
682,cladribine and cyclophosphamide (cc),1,380
683,"cladribine, ara-c (cytarabine), g-csf",1,617
684,"cladribine, ara-c (cytarabine), g-csf, mitoxantrone",1,618
685,"cladribine, cyclophosphamide",1,380
686,"cladribine, mitoxantrone, cyclophosphamide",1,630
687,"clarithromycin, revlimid (lenalidomide), low-dose dexamethasone",1,252
688,clb-r,1,508
689,cld,1,730
690,clofarabine and ara-c (cytarabine),1,619
691,clofarabine and low dose ara-c (cytarabine),1,625
692,clofarabine and low dose ara-c (cytarabine) alternating with decitabine,1,626
693,"clofarabine, cyclophosphamide, etoposide",1,466
694,"clofarabine, idarubicin, ara-c (cytarabine)",1,528
695,cm,1,758
696,cm-5-fu,7,633
697,cmf-av,7,2068
698,cmf-bleo,7,205
699,cmfavp,7,640
700,cmp,1,1421
701,cmp,7,1421
702,cmv,1,1526
703,cmv,7,1526
704,cnf,1,1179
705,cnf,7,1179
706,cnop (prednisolone),1,648
707,cnp,1,400
708,cof/com,7,644
709,cog a3961 regimen,1,657
710,cog aall0932 protocol,1,662
711,cog aaml1031 arm a (high-risk),1,669
712,cog aaml1031 arm a (low-risk),1,669
713,cog aaml1031 arm c (flt3/itd plus ),1,669
714,cog arst0431 protocol,1,681
715,cog arst0531 vac arm,1,669
716,cog arst0531 vac/vi arm,1,669
717,cog arst1431 protocol a (vac/vi only),1,669
718,cog arst1431 protocol b (vac/vi and temsirolimus),1,669
719,cog arst1431 protocol b (vac/vi plus tori),1,669
720,cog arst1431 protocol c (vac/va only),1,681
721,cog arst1431 protocol c (vac/va),1,681
722,cog arst1431 regimen a (vac/vi only),1,669
723,cog arst1431 regimen b (vac/vi plus tori),1,669
724,cog arst1431 regimen c (vac/va only),1,681
725,cog d9802 vac alone arm,1,681
726,cog d9802 vcpt alternating with vac arm,1,681
727,combap,7,1510
728,comf,7,644
729,comfp,1,646
730,conpadri,7,716
731,cooper cmfvp,7,646
732,cop,1,746
733,cop-blam,1,330
734,copad,1,712
735,copb,7,711
736,copp,1,305
737,copp (ccnu),1,305
738,cox,1,365
739,cp,1,338
740,cp and bevacizumab,1,403
741,cp and camrelizumab,1,404
742,cp and cemiplimab,1,405
743,cp and dostarlimab,1,406
744,cp and durvalumab,1,407
745,cp and ipilimumab,1,408
746,"cp and ipilimumab, nivolumab",1,409
747,cp and nintedanib,1,410
748,cp and nivolumab,1,411
749,cp and olaparib,1,412
750,cp and pembrolizumab,1,413
751,cp and rt,1,415
752,cp and sugemalimab,1,416
753,cp and tislelizumab,1,53
754,cp and trastuzumab,1,417
755,cp+bev,1,593
756,cp+t,1,417
757,cpb,1,403
758,cpb,7,403
759,cpc,1,338
760,cpc,7,338
761,cpd,1,781
762,cpm,7,1421
763,cpob,7,711
764,cpp,1,1735
765,cpx,1,571
766,cpx-351,1,729
767,crvd,1,1891
768,cs,1,574
769,csa-vad,1,2063
770,ct,1,338
771,ctda,1,735
772,cv,1,384
773,cvap (prednisolone),1,739
774,cvb,1,384
775,cvb,7,384
776,cvb and nivolumab,1,576
777,cvd,1,741
778,cvd (vindesine),1,741
779,"cvd, il-2, ifn alfa-2b",1,742
780,cvmf,1,644
781,cvp (prednisolone),1,746
782,cvp (vinblastine/prednisolone),1,746
783,cvp-bleo,7,711
784,cvp-rit,1,747
785,cvpp (cyclophosphamide),1,748
786,cvrd,1,1891
787,cx,1,332
788,cx and cetuximab,1,333
789,cx and pembrolizumab,1,334
790,cx and rt,1,358
791,cx and tislelizumab,1,335
792,cx and trastuzumab,1,336
793,"cx, pertuzumab, trastuzumab",1,337
794,cx-c,1,333
795,cy,1,764
796,cy monotherapy,1,764
797,cy-ktd,1,786
798,cy-tkd,1,786
799,cy/tbi,1,761
800,cybor,1,266
801,cybord,1,741
802,cycarfd,1,1416
803,cyclophosphamide,1,764
804,cyclophosphamide and adriamycin (doxorubicin),1,752
805,cyclophosphamide and bortezomib,1,266
806,cyclophosphamide and docetaxel (tc),1,338
807,cyclophosphamide and epirubicin (ec),1,384
808,cyclophosphamide and etoposide (cyve),1,755
809,cyclophosphamide and fludarabine,1,543
810,cyclophosphamide and fludarabine (fc),1,543
811,"cyclophosphamide and fludarabine (fc), then allo hsct",1,543
812,"cyclophosphamide and fludarabine (flucy), then allo hsct",1,543
813,cyclophosphamide and methotrexate,1,758
814,cyclophosphamide and npld (mc),1,759
815,cyclophosphamide and platinol (cisplatin),1,338
816,cyclophosphamide and prednisone,1,338
817,cyclophosphamide and rvd,1,1891
818,"cyclophosphamide and tbi, then allo hsct",1,761
819,cyclophosphamide and total body irradiation,1,761
820,cyclophosphamide and velcade,1,266
821,cyclophosphamide and vrd,1,1891
822,cyclophosphamide revdex,1,730
823,"cyclophosphamide, adriamycin (doxorubicin), dexamethasone",1,317
824,"cyclophosphamide, adriamycin (doxorubicin), etoposide",1,472
825,"cyclophosphamide, adriamycin (doxorubicin), fluorouracil",1,1095
826,"cyclophosphamide, adriamycin (doxorubicin), fluorouracil, medroxyprogesterone acetate",1,318
827,"cyclophosphamide, adriamycin (doxorubicin), fluorouracil, vincristine, prednisone",1,320
828,"cyclophosphamide, adriamycin (doxorubicin), methotrexate, fluorouracil",1,325
829,"cyclophosphamide, adriamycin (doxorubicin), methotrexate, fluorouracil, prednisone",1,326
830,"cyclophosphamide, adriamycin (doxorubicin), methotrexate, procarbazine",1,327
831,"cyclophosphamide, adriamycin (doxorubicin), oncovin (vincristine)",1,459
832,"cyclophosphamide, adriamycin (doxorubicin), prednisone",1,329
833,"cyclophosphamide, adriamycin (doxorubicin), procarbazine, bleomycin, oncovin (vincristine), prednisone",1,330
834,"cyclophosphamide, adriamycin (doxorubicin), vincristine",1,459
835,"cyclophosphamide, adriamycin (doxorubicin), vincristine alternating with platinol (cisplatin) and etoposide",1,461
836,"cyclophosphamide, adriamycin (doxorubicin), vincristine, etoposide",1,462
837,"cyclophosphamide, adriamycin (doxorubicin), vincristine, radiation therapy",1,460
838,"cyclophosphamide, bicnu (carmustine), vp-16 (etoposide)",1,463
839,"cyclophosphamide, bicnu (carmustine), vp-16 (etoposide), mitoxantrone",1,464
840,"cyclophosphamide, bortezomib, dexamethasone",1,741
841,"cyclophosphamide, caelyx (liposomal doxorubicin), oncovin (vincristine), prednisone",1,468
842,"cyclophosphamide, caelyx (pegylated liposomal doxorubicin), oncovin (vincristine), prednisone",1,468
843,"cyclophosphamide, carfilzomib, dex",1,1416
844,"cyclophosphamide, carfilzomib, dexamethasone",1,1416
845,"cyclophosphamide, carfilzomib, thaldex",1,786
846,"cyclophosphamide, carfilzomib, thalidomide, dex",1,786
847,"cyclophosphamide, carfilzomib, thalidomide, dexamethasone",1,786
848,"cyclophosphamide, dacarbazine, vincristine",1,741
849,"cyclophosphamide, doxorubicin, etoposide",1,472
850,"cyclophosphamide, epirubicin, eldesine (vindesine), prednisone",1,473
851,"cyclophosphamide, epirubicin, fluorouracil",1,1119
852,"cyclophosphamide, epirubicin, fluorouracil alternating with cyclophosphamide, methotrexate, fluorouracil",1,474
853,"cyclophosphamide, epirubicin, fluorouracil followed by taxotere (docetaxel)",1,1122
854,"cyclophosphamide, epirubicin, oncovin (vincristine), prednisolone",1,480
855,"cyclophosphamide, epirubicin, oncovin (vincristine), prednisone",1,480
856,"cyclophosphamide, epirubicin, platinol (cisplatin)",1,481
857,"cyclophosphamide, epirubicin, vincristine, radiation therapy",1,488
858,"cyclophosphamide, etoposide, procarbazine, prednisone, (optional) bleomycin",1,483
859,"cyclophosphamide, etoposide, vincristine",1,487
860,"cyclophosphamide, fludarabine, alemtuzumab, rituximab",1,489
861,"cyclophosphamide, fluorouracil, prednisone",1,491
862,"cyclophosphamide, fluorouracil, prednisone and bilateral oophorectomy",1,492
863,"cyclophosphamide, fluorouracil, prednisone, methotrexate, vincristine",1,646
864,"cyclophosphamide, hexalen (altretamine), adriamycin (doxorubicin), ddp (cisplatin)",1,495
865,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), etoposide, oncovin (vincristine), prednisone",1,515
866,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), etoposide, prednisone every 14 days",1,515
867,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), etoposide, prednisone every 21 days",1,515
868,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne",1,516
869,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne every 14 days",1,520
870,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne radioimmunotherapy",1,519
871,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne, alemtuzumab",1,22
872,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne, bleomycin",1,521
873,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne, campath (alemtuzumab)",1,22
874,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne, dose-intense",1,520
875,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne, etoposide",1,515
876,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne, everolimus",1,517
877,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisolone",1,516
878,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisolone every 14 days",1,520
879,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone",1,516
880,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone every 14 days",1,520
881,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone every 21 days",1,516
882,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone, bacillus calmette-guerin",1,522
883,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone, bleomycin",1,521
884,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone, dose intense",1,520
885,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone, rituximab",1,1819
886,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), vm26 (teniposide), prednisone",1,526
887,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), vm26 (teniposide), prednisone, vincristine, bleomycin",1,525
888,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), vp-16 (etoposide), prednisolone, interferon alfa-2a",1,527
889,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), vumon (teniposide), prednisolone, interferon alfa-2b",1,527
890,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), vumon (teniposide), prednisone",1,526
891,"cyclophosphamide, hydroxydaunorubicin (doxorubicin), vumon (teniposide), prednisone, interferon alfa-2b",1,527
892,"cyclophosphamide, kyprolis (carfilzomib), thalidomide, dexamethasone",1,786
893,"cyclophosphamide, kyprolis, dex",1,1416
894,"cyclophosphamide, kyprolis, dexamethasone",1,1416
895,"cyclophosphamide, kyprolis, thalidomide, dexamethasone",1,786
896,"cyclophosphamide, lenalidomide dexamethasone",1,730
897,"cyclophosphamide, lenalidomide, dex",1,730
898,"cyclophosphamide, lenalidomide, dexamethasone",1,730
899,"cyclophosphamide, lenalidomide, prednisone",1,728
900,"cyclophosphamide, lendex",1,730
901,"cyclophosphamide, methotrexate, 5-fluorouracil",1,633
902,"cyclophosphamide, methotrexate, etoposide, dexamethasone",1,632
903,"cyclophosphamide, methotrexate, fluorouracil",1,633
904,"cyclophosphamide, methotrexate, fluorouracil, followed by epirubicin",1,635
905,"cyclophosphamide, methotrexate, fluorouracil, followed by herceptin (trastuzumab)",1,637
906,"cyclophosphamide, methotrexate, fluorouracil, herceptin (trastuzumab)",1,634
907,"cyclophosphamide, methotrexate, fluorouracil, prednisone",1,639
908,"cyclophosphamide, methotrexate, fluorouracil, prednisone, tamoxifen",1,641
909,"cyclophosphamide, methotrexate, fluorouracil, tamoxifen",1,643
910,"cyclophosphamide, methotrexate, fluorouracil, vinblastine",1,644
911,"cyclophosphamide, methotrexate, fluorouracil, vincristine, prednisone",1,646
912,"cyclophosphamide, novantrone (mitoxantrone), fluorouracil",1,1179
913,"cyclophosphamide, novantrone (mitoxantrone), oncovin (vincristine), prednisolone",1,648
914,"cyclophosphamide, novantrone (mitoxantrone), oncovin (vincristine), prednisone",1,648
915,"cyclophosphamide, oncovin (vincristine), doxorubicin, methotrexate",1,655
916,"cyclophosphamide, oncovin (vincristine), doxorubicin, methotrexate alternating with ifosfamide, vepesid (etoposide), ara-c (cytarabine)",1,656
917,"cyclophosphamide, oncovin (vincristine), methotrexate, fluorouracil, prednisone",1,646
918,"cyclophosphamide, oncovin (vincristine), methotrexate, prednisone",1,710
919,"cyclophosphamide, oncovin (vincristine), prednisolone",1,746
920,"cyclophosphamide, oncovin (vincristine), prednisone",1,746
921,"cyclophosphamide, oncovin (vincristine), prednisone, adriamycin (doxorubicin)",1,712
922,"cyclophosphamide, oncovin (vincristine), prednisone, adriamycin (doxorubicin) alternating with cytarabine, vepesid (etoposide)",1,714
923,"cyclophosphamide, oncovin (vincristine), prednisone, adriamycin (doxorubicin), methotrexate",1,715
924,"cyclophosphamide, oncovin (vincristine), prednisone, bleomycin",1,711
925,"cyclophosphamide, oncovin (vincristine), prednisone, bleomycin, adriamycin (doxorubicin), matulane (procarbazine),",1,330
926,"cyclophosphamide, oncovin (vincristine), prednisone, dacarbazine",1,719
927,"cyclophosphamide, oncovin (vincristine), procarbazine, prednisone",1,305
928,"cyclophosphamide, oncovin (vincristine), procarbazine, prednisone alternating with adriamycin (doxorubicin), bleomycin, vinblastine, dacarbazine",1,721
929,"cyclophosphamide, oncovin (vincristine), procarbazine, prednisone, adriamycin (doxorubicin), bleomycin, vinblastine",1,306
930,"cyclophosphamide, oncovin, doxorubicin, methotrexate",1,655
931,"cyclophosphamide, oncovin, doxorubicin, methotrexate alternating with ifosfamide, vepesid (etoposide), ara-c (cytarabine)",1,656
932,"cyclophosphamide, platinol (cisplatin), bcnu (carmustine)",1,403
933,"cyclophosphamide, pomalidomide, dex",1,781
934,"cyclophosphamide, pomalidomide, dexamethasone",1,781
935,"cyclophosphamide, pomalidomide, prednisone",1,1735
936,"cyclophosphamide, pomalyst, dex",1,781
937,"cyclophosphamide, pomalyst, dexamethasone",1,781
938,"cyclophosphamide, pomalyst, prednisone",1,1735
939,"cyclophosphamide, prednisone",1,338
940,"cyclophosphamide, prednisone, revlimid (lenalidomide)",1,728
941,"cyclophosphamide, revlimid (lenalidomide), low-dose dexamethasone",1,730
942,"cyclophosphamide, revlimid, dex",1,730
943,"cyclophosphamide, revlimid, dexamethasone",1,730
944,"cyclophosphamide, revlimid, prednisone",1,728
945,"cyclophosphamide, thalidomide, dexamethasone",1,735
946,"cyclophosphamide, thalidomide, dexamethasone, attenuated",1,735
947,"cyclophosphamide, thiotepa, carboplatin",1,734
948,"cyclophosphamide, velcade (bortezomib), dexamethasone",1,741
949,"cyclophosphamide, vinblastine, methotrexate, fluorouracil",1,644
950,"cyclophosphamide, vinblastine, prednisolone",1,746
951,"cyclophosphamide, vinblastine, procarbazine, prednisone",1,748
952,"cyclophosphamide, vincristine, adriamycin (doxorubicin), dexamethasone",1,738
953,"cyclophosphamide, vincristine, adriamycin (doxorubicin), methylprednisolone",1,308
954,"cyclophosphamide, vincristine, adriamycin (doxorubicin), prednisolone",1,739
955,"cyclophosphamide, vincristine, adriamycin (doxorubicin), prednisone",1,739
956,"cyclophosphamide, vincristine, adriamycin, dexamethasone",1,738
957,"cyclophosphamide, vincristine, adriamycin, melphalan, prednisone",1,308
958,"cyclophosphamide, vincristine, dacarbazine",1,741
959,"cyclophosphamide, vincristine, doxorubicin, dexamethasone",1,738
960,"cyclophosphamide, vincristine, prednisone",1,746
961,"cyclophosphamide, vincristine, prednisone, then radioimmunotherapy",1,747
962,cyclophosphamide-pomdex,1,781
963,cyclophosphamide-pomp,1,1735
964,"cyclophphosphamide, thalidomide, dex",1,735
965,cydex,1,751
966,cykd,1,1416
967,cyktd,1,786
968,cylend,1,730
969,cylendex,1,730
970,cylenpred,1,728
971,cym,1,799
972,cypd,1,781
973,cypomd,1,781
974,cypomdex,1,781
975,cypomp,1,1735
976,cypp,1,1735
977,cypr,1,728
978,cypred,1,338
979,cyrevd,1,730
980,cyrevdex,1,730
981,cyrevpred,1,728
982,"cyroxan, kyprolis, thalomid, dex",1,786
983,cyrp,1,728
984,cyrvd,1,1891
985,cytarabine and methotrexate,1,799
986,cytarabine and vepesid (etoposide),1,791
987,cytarabine and vepeside (etoposide),1,791
988,"cytarabine, methotrexate",1,799
989,"cytarabine, vepesid (etoposide)",1,791
990,"cytarabine, vepesid (etoposide), granulocyte colony stimulating factor",1,792
991,cytd,1,735
992,cythald,1,735
993,cythaldex,1,735
994,cytkd,1,786
995,cytoxan,1,764
996,cytoxan and bortezomib,1,266
997,cytoxan and prednisone,1,338
998,cytoxan and velcade,1,266
999,cytoxan lendex,1,730
1000,cytoxan monotherapy,1,764
1001,cytoxan pred,1,338
1002,cytoxan revdex,1,730
1003,"cytoxan, carfilzomib, dex",1,1416
1004,"cytoxan, carfilzomib, dexamethasone",1,1416
1005,"cytoxan, kyprolis, dex",1,1416
1006,"cytoxan, kyprolis, dexamethasone",1,1416
1007,"cytoxan, kyprolis, thaldex",1,786
1008,"cytoxan, kyprolis, thalomid, dexamethasone",1,786
1009,"cytoxan, lenalidomide, prednisone",1,728
1010,"cytoxan, pomalyst, dex",1,781
1011,"cytoxan, pomalyst, dexamethasone",1,781
1012,"cytoxan, pomalyst, prednisone",1,1735
1013,"cytoxan, prednisone",1,338
1014,"cytoxan, revlimid, dexamethasone",1,730
1015,"cytoxan, revlimid, prednisone",1,728
1016,"cytoxan, velcade, decadron",1,741
1017,"cytoxan, velcade, dex",1,741
1018,cytoxan-dex,1,751
1019,cytoxan-pomdex,1,781
1020,cytoxan-pomp,1,1735
1021,cyvadact,7,2059
1022,cyvd,1,741
1023,cyve,1,791
1024,cyve,7,791
1025,cyve and g-csf,1,792
1026,cyvmad,7,815
1027,cyvrd,1,1891
1028,d,1,338
1029,d-ac+bev,1,817
1030,d-fec+bev,1,820
1031,d-kd,1,847
1032,d-rd,1,849
1033,d-rvd,1,850
1034,d-vcd,1,846
1035,d-vd,1,852
1036,d-vmp,1,853
1037,d-vtd,1,854
1038,da,1,7
1039,da 3 + 10,1,822
1040,"da 3 + 10, go",1,823
1041,da 3 plus 8,1,822
1042,da 3+8,1,822
1043,da 3+8 and go,1,824
1044,"da unorubicin and ara-c (cytarabine), 3 days of daunorubicin + 10 days of cytarabine",1,822
1045,da-epoch-r,1,826
1046,dacarbazine and doxorubicin,1,7
1047,dara,1,856
1048,dara monotherapy,1,856
1049,dara-ld,1,849
1050,dara-lendex,1,849
1051,dara-mpv,1,853
1052,dara-mvp,1,853
1053,dara-pd (sc daratumumab),1,849
1054,dara-pomdex,1,849
1055,dara-rd,1,849
1056,dara-rd (sc daratumumab),1,849
1057,dara-revdex,1,849
1058,dara-vcd,1,846
1059,dara-velcade-dex,1,852
1060,dara-vmp (sc daratumumab),1,853
1061,daratumumab,1,856
1062,"daratumumab and hyaluronidase, cyclophosphamide, bortezomib, dexamethasone",1,846
1063,"daratumumab and hyaluronidase, pomalidomide, dexamethasone",1,849
1064,"daratumumab and hyaluronidase, pomalidomide, low-dose dexamethasone",1,849
1065,"daratumumab and hyaluronidase, revlimid (lenalidomide), low-dose dexamethasone",1,849
1066,"daratumumab and hyaluronidase, velcade (bortezomib), cyclophosphamide, low-dose dexamethasone",1,846
1067,"daratumumab and hyaluronidase, velcade (bortezomib), melphalan, prednisone",1,853
1068,"daratumumab, bortezomib, dexamethasone",1,852
1069,"daratumumab, bortezomib, melphalan, prednisone",1,853
1070,"daratumumab, bortezomib-mp",1,853
1071,"daratumumab, kyprolis (carfilzomib), low-dose dexamethasone",1,847
1072,"daratumumab, kyprolis (carfilzomib), revlimid (lenalidomide), dexamethasone",1,848
1073,"daratumumab, lenalidomide, dexamethasone",1,849
1074,"daratumumab, pomalidomide, dex",1,849
1075,"daratumumab, pomalidomide, dexamethasone",1,849
1076,"daratumumab, pomalidomide, low-dose dexamethasone",1,849
1077,"daratumumab, pomalyst, dex",1,849
1078,"daratumumab, pomalyst, dexamethasone",1,849
1079,"daratumumab, revlimid (lenalidomide), dexamethasone",1,849
1080,"daratumumab, revlimid (lenalidomide), low-dose dexamethasone",1,849
1081,"daratumumab, revlimid (lenalidomide), velcade (bortezomib), dexamethasone",1,850
1082,"daratumumab, revlimid, dexamethasone",1,849
1083,"daratumumab, velcade (bortezomib), dexamethasone",1,852
1084,"daratumumab, velcade (bortezomib), low-dose dexamethasone",1,852
1085,"daratumumab, velcade (bortezomib), melphalan, prednisone",1,853
1086,"daratumumab, velcade (bortezomib), thalidomide, dexamethasone",1,854
1087,"daratumumab, velcade, dexamethasone",1,852
1088,"daratumumab, velcade, melphalan, prednisone",1,853
1089,"daratumumab, velcade-mp",1,853
1090,daratumumab-ld,1,849
1091,daratumumab-lendex,1,849
1092,daratumumab-mpv,1,853
1093,daratumumab-mvp,1,853
1094,daratumumab-pd,1,849
1095,daratumumab-pomdex,1,849
1096,daratumumab-rd,1,849
1097,daratumumab-vd,1,852
1098,daratumumab-vmp,1,853
1099,darzalex,1,856
1100,darzalex monotherapy,1,856
1101,"darzalex, lenalidomide, dexamethasone",1,849
1102,"darzalex, pomalidomide, dex",1,849
1103,"darzalex, pomalidomide, dexamethasone",1,849
1104,"darzalex, pomalyst, dex",1,849
1105,"darzalex, pomalyst, dexamethasone",1,849
1106,"darzalex, revlimid, dexamethasone",1,849
1107,"darzalex, velcade, dexamethasone",1,852
1108,"darzalex, velcade, melphalan, prednisone",1,853
1109,darzalex-ld,1,849
1110,darzalex-lendex,1,849
1111,darzalex-mpv,1,853
1112,darzalex-mvp,1,853
1113,darzalex-pd,1,849
1114,darzalex-pomdex,1,849
1115,darzalex-rd,1,849
1116,darzalex-revdex,1,849
1117,darzalex-vd,1,852
1118,darzalex-velcade-dex,1,852
1119,darzalex-vmp,1,853
1120,daunorubicin and ara-c (cytarabine),1,7
1121,"daunorubicin and ara-c (cytarabine), 3 days of daunorubicin + 10 days of cytarabine",1,822
1122,"daunorubicin and ara-c (cytarabine), 3 days of daunorubicin + 10 days of cytarabine, gemtuzumab ozogamicin",1,823
1123,"daunorubicin, ara-c (cytarabine), 3 days of daunorubicin + 8 days of cytarabine, gemtuzumab ozogamicin",1,824
1124,"daunorubicin, ara-c (cytarabine), cladribine",1,831
1125,"daunorubicin, ara-c (cytarabine), thioguanine",1,864
1126,"daunorubicin, oncovin (vincristine), l-asparaginase, prednisolone",1,956
1127,"daunorubicin, oncovin (vincristine), l-asparaginase, prednisone",1,956
1128,"daunorubicin, vincristine, prednisone, asparaginase",1,956
1129,dbv,7,197
1130,dc,1,338
1131,dc and durvalumab,1,537
1132,dc and nivolumab,1,538
1133,dc and rt,1,584
1134,dcb,1,383
1135,dct,7,864
1136,ddac,1,959
1137,ddac and atezolizumab,1,1669
1138,ddac-ddth,1,891
1139,ddac-pacph,1,894
1140,ddac-th,1,893
1141,ddac-th (paclitaxel),1,893
1142,ddac-thp,1,894
1143,ddac-thp (paclitaxel),1,894
1144,ddac-thp (phesgo),1,895
1145,dde,1,961
1146,ddec-ddt,1,897
1147,ddec-ddt (paclitaxel),1,897
1148,ddec-th,1,899
1149,ddec-th (paclitaxel),1,899
1150,ddec-thp,1,900
1151,ddec-thp (paclitaxel),1,900
1152,ddmvac,1,1625
1153,ddp,1,338
1154,ddp-chad,7,495
1155,ddt,1,338
1156,de,1,384
