synonym_id,anchor_drug_id,synonym_name
1,2578,'component of lotrisone
2,1391,'compound e acetate
3,1586,( )-(3-p-bromphenyl-3-pyrid-2'-ylpropyl)dimethylamin
4,5058,(((p-chlorophenyl)thio)methylene)diphosphonic acid
5,5288,"((2-((r)-2-amino-3-methylbutyramido)-1,1-dimethylethyl)thio)acetic acid, 8-ester with (3as,4r,5s,6s,8r,9r,9ar,10r)-octahydro-5,8- dihydroxy-4,6,9,10-tetramethyl-6-vinyl-3a,9-propano-3ah- cyclopentacycloocten-1(4h)-one hydrochloride"
6,5037,"((2-(diethylamino)ethyl)thio)-, 6-ethenyldecahydro-5-hydroxy-4,6,9,10-tetramethyl-1-oxo-3a,9-propano-3ah-cyclopentacycloocten-8-yl ester (3as-(3a-alpha,4beta,5alpha,6alpha,8beta,9alpha,9a-beta,10s*))-"
7,5037,"((2-(diethylamino)ethyl)thio)acetic acid 8-ester with (3as,4r,5s,6s,8r,9r,9ar,10r)-octahydro-5,8-dihydroxy-4,6,9,10)-tetramethyl-6-vinyl-3a,9-propano-3ah-cyclopentacycloocten-1(4h)-one"
8,153,"((2s)-4-(7-(8-chloronaphthalen-1-yl)-2-(((2s)-1- methylpyrrolidin-2-yl)methoxy)-5,6,7,8- tetrahydropyrido(3,4-d)pyrimidin-4-yl)-1-(2-fluoroprop2-enoyl)piperazin-2-yl)acetonitrile"
9,56,((3-iodophenyl)methyl)guanidine
10,4375,"((4ar)-1-(4-fluorophenyl)-6-(1-methyl-1h-pyrazole-4-sulfonyl)-1,4,5,6,7,8-hexahydro-4ah-pyrazolo(3,4-g)isoquinolin-4a-yl)(4-(trifluoromethyl)pyridin-2-yl)methanone"
11,1402,((amino(imino)methyl)(methyl)amino)acetic acid
12,4279,(+) threo-2-(methylamino)-1-phenyl-1-propanol
13,4279,"(+)-(1s,2s)-pseudoephedrine"
14,1274,(+)-(2r)-2-(2-(((r)-p-chloro-alpha-methyl-alpha-phenylbenzyl)oxy)ethyl)-1-methylpyrrolidine
15,1274,(+)-(2r)-2-(2-(((r)-p-chloro-α-methyl-α-phenylbenzyl)oxy)ethyl)-1-methylpyrrolidine
16,2886,(+)-(2r)-2-(acetylamino)-n-benzyl-3-methoxypropanamide
17,1274,(+)-(2r)-2-[2-[[(r)-p-chloro-α-methyl-α-phenylbenzyl]oxy]ethyl]-1-methylpyrrolidine
18,4907,"(+)-(2r,3r)-dihydroquercetin"
19,3467,(+)-(2s)-2-(acetylamino)-3-(4-hydroxyphenyl)propanoic acid
20,4181,"(+)-(3r,5r)-3,5-dihydroxy-7-[(1s,2s,6s,8s,8ar)-6-hydroxy-2-methyl-8-{[(s)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid"
21,3008,(+)-(4r)-limonene
22,1989,"(+)-(5s)-6-(5-chloropyridin-2-yl)-7-oxo-6,7-dihydro-5h-pyrrolo(3,4-b)pyrazin-5-yl 4-methylpiperazine-1-carboxylate"
23,1989,"(+)-(5s)-6-(5-chloropyridin-2-yl)-7-oxo-6,7-dihydro-5h-pyrrolo[3,4-b]pyrazin-5-yl-4-methylpiperazine-1-carboxylate"
24,4868,"(+)-(5z,7e,24r)-9,10-secocholesta-5,7,10(19)-triene-1alpha,3beta,24-triol"
25,1068,"(+)-(6r,7r)-7-((z)-2-(2-amino-4-thiazolyl)-4-carboxycrotonamido)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid"
26,5111,(+)-(r)-2-(alpha-(2-(diisopropylamino)ethyl)benzyl)-p-cresol
27,3008,(+)-(r)-4-isopropenyl-1-methylcyclohexene
28,3008,(+)-(r)-limonene
29,1595,"(+)-(s)-4,4'-propylenedi-2,6-piperazinedione"
30,3497,(+)-(s)-6-methoxy-α-methyl-2-naphthaleneacetic acid
31,1603,(+)-(s)-amphetamine
32,1590,(+)-(s)-m-benzoylhydratropic acid
33,3271,(+)-(s)-n-α-dimethylphenethylamine
34,3497,(+)-(s)-naproxen
35,5094,(+)-.alpha.-tocopheryl polyethylene glycol 1000 succinate
36,1595,"(+)-1,2-bis(3,5-dioxo-1-piperazinyl)propane"
37,686,(+)-1-(3-(aminomethyl) phenyl)-n-(5-((3-cyanophenyl)(cyclopropylmethylamino)methyl)-2-fluorophenyl)-3-(trifluoromethyl)-1h-pyrazole-5-carboxamide dihydrochloride
38,1606,"(+)-1-(3-methyl-4-morpholino-2,2-diphenylbutyryl)pyrrolidine"
39,3621,"(+)-13-ethyl-17-hydroxy-18,19-dinor-17α-pregn-4-en-20-yn-3-one oxime acetate (ester)"
40,1996,"(+)-2,2'-(ethylenediimino)di-1-butanol"
41,1591,"(+)-2-((r)-((3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl)methyl)sulfinyl)-1h-benzimidazole"
42,1591,"(+)-2-((r)-{(3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl)methyl}sulfinyl)-1h-benzimidazole"
43,1274,(+)-2-(2-((p-chloro-alpha-methyl-alpha-phenylbenzyl)oxy)ethyl)-1-methyl pyrrolidine fumarate
44,3497,(+)-2-(6-methoxy-2-naphthyl)propionic acid
45,3497,(+)-2-(methoxy-2-naphthyl)-propionic acid
46,3497,(+)-2-(methoxy-2-naphthyl)-propionsäure
47,4385,(+)-2-ethoxy-alpha-(((s)-alpha-isobutyl-o-piperidinobenzyl)carbamoyl)-p-toluic acid
48,945,"(+)-3,3-dibromocamphor"
49,677,(+)-4-(((s)-p-chloro-alpha-2-pyridylbenzyl)oxy)-1-piperidinebutyric acid
50,1592,"(+)-4-((s)-alpha,2,3-trimethylbenzyl)imidazole"
51,1592,"(+)-4-((s)-α,2,3-trimethylbenzyl)imidazole"
52,1606,"(+)-4-(2-methyl-4-oxo-3,3-diphenyl-4-(1-pyrrolidinyl)butyl)morpholine"
53,1468,(+)-4-amino-3-isoxazolidinone
54,3008,(+)-4-isopropenyl-1-methylcyclohexene
55,2647,(+)-5-iodo-2'-deoxyuridine
56,688,"(+)-7-((3r)-3-aminohexahydro-1h-azepin-1-yl)-8-chloro-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
57,688,"(+)-7-((3r)-3-aminohexahydro-1h-azepin-1-yl)-8-chloro-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid hydrochloride"
58,3330,"(+)-9,10-didehydro-n-(1-(hydroxymethyl)propyl)-1,6-dimethylergoline-8β-carboxamide"
59,183,(+)-ajmaline
60,201,(+)-aldosterone
61,5352,(+)-alfa-tocopherol acetate
62,3008,(+)-alpha-limonene
63,4999,(+)-alpha-lipoic acid
64,1603,(+)-alpha-methylphenethylamine sulphate (2:1)
65,5352,(+)-alpha-tocopherol
66,5352,(+)-alpha-tocopherol acetate
67,5352,(+)-alpha-tocopheryl succinate
68,1603,(+)-amphetamine
69,571,(+)-bakuchiol
70,664,(+)-benzphetamine
71,945,(+)-bornan-2-one
72,1586,(+)-brompheniraminum
73,945,(+)-camphor
74,1050,(+)-catechin
75,1050,(+)-catechol
76,1692,"(+)-cis-5-[2-(dimethylamino)ethyl]-2,3-dihydro-3-hydroxy-2-(p-methoxyphenyl)-1,5-benzothiazepin-4(5h)-one acetate ester"
77,728,"(+)-cis-hexahydro-2-oxo-1h-thieno[3,4]imidazole-4-valeric acid"
78,1969,(+)-citalopram
79,1307,(+)-clopidogrel
80,1050,(+)-cyanidan-3-ol
81,1050,(+)-cyanidanol
82,1468,(+)-cycloserine
83,3989,(+)-d-ribo-phytosphingosine
84,1604,(+)-dextromethorphan
85,4907,(+)-dihydroquercetin
86,1996,(+)-ethambutol
87,2058,(+)-ethyl 1-(α-methylbenzyl)imidazole-5-carboxylate
88,2058,(+)-etomidate
89,1589,(+)-fenfluramine
90,2472,(+)-griseofulvin
91,2783,(+)-irinotecan
92,3008,(+)-limonene
93,3111,(+)-magnesium aspartate tetrahydrate
94,3407,(+)-mometasone
95,1996,"(+)-n,n'-bis(1-(hydroxymethyl)propyl)ethylenediamine"
96,664,"(+)-n,α-dimethyl-n-(phenylmethyl)-benzeneethanamine"
97,3330,(+)-n-(1-(hydroxymethyl)propyl)-1-methyl-d-lysergamide
98,420,"(+)-n-(2-((1s)-1-(3-ethoxy-4-methoxyphenyl)-2-(methylsulfonyl)ethyl)-1,3-dioxo- 2,3-dihydro-1h-isoindol-4-yl)acetamide"
99,3092,"(+)-n-(5-amino-5-carboxypentylaminomethyl)-4-dimethylamino-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxonaphthacene-2-carboxamide"
100,664,"(+)-n-benzyl-n,α-dimethylphenethylamine"
101,3497,(+)-naproxen
102,1051,(+)-norpseudoephedrine
103,1594,(+)-panthenol
104,3816,(+)-pantothenic acid
105,3828,(+)-parasorbinsaeure
106,4279,(+)-pseudoephedrine
107,4279,(+)-psi-ephedrine
108,4324,(+)-quinidine
109,1996,"(+)-s,s-ethambutol"
110,4593,(+)-sertraline
111,4907,(+)-taxifolin
112,4279,(+)-threo-ephedrine
113,1593,(+)-threo-methylphenidate
114,5111,(+)-tolterodine
115,5229,(+)-tubocurarine
116,1202,(+)-vitamin d3
117,5415,(+)-xylose
118,5423,(+)-yohimbine
119,1989,(+)-zopiclone
120,1603,(+)-α-methylphenethylamine
121,1603,(+)-α-methylphenylethylamine
122,5093,(+)-α-tocopherol
123,303,"(+-)-(2s)-2-((4,6-dimethylpyrimidin-2-yl)oxy)-3-methoxy-3,3-diphenylpropanoic acid"
124,749,(+-)-1-((alpha-(2-isopropoxyethoxy)-p-tolyl)oxy)-3-(isopropylamino)-2-propanol
125,4809,"(+-)-1-(2,4-dichloro-beta-((4-chlorobenzyl)thio)phenethyl)imidazole nitrate"
126,869,"(+-)-1-(4-(4-chlorophenyl)-2-((2,6-dichlorophenyl)thio)butyl)-1h-imidazole mononitrate"
127,1036,(+-)-1-(carbazol-4-yloxy)-3-((2-(o-methoxyphenoxy)ethyl)amino)-2-propanol
128,722,"(+-)-1-(p,alpha-diphenylbenzyl)imidazole"
129,869,"(+-)-1-[4-(4-chlorophenyl)-2-[(2,6-dichlorophenyl)thio]butyl]-1h-imidazole"
130,1452,(+-)-1-diphenylmethyl-4-methylpiperazine hydrochloride
131,3046,"(+-)-1-ethyl-6,8-difluoro-1,4-dihydro-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid, monohydrochloride"
132,3231,"(+-)-1-methyl-2',6'-pipecoloxylidide"
133,3356,"(+-)-2-amino-n-(beta-hydroxy-2,5-dimethoxyphenethyl)acetamide monohydrochloride"
134,4010,"(+-)-2-cyano-1-(4-pyridyl)-3-(1,2,2-trimethylpropyl)guanidine monohydrate"
135,2636,(+-)-4'-(4-(ethylheptylamino)-1-hydroxybutyl)methanesulfonanilide fumarate(2:1)(salt)
136,4224,"(+-)-4-benzamido-n,n-dipropylglutaramic acid"
137,3291,(+-)-5-allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid
138,4950,"(+-)-alpha-((tert-butylamino)methyl)-3,5-dihydroxybenzyl alcohol sulfate(2:1)(salt)"
139,358,(+-)-alpha-methylphenylethylamine
140,567,(+-)-baclofen
141,1467,(+-)-cyclophosphamide
142,1826,(+-)-econazole
143,2858,(+-)-ketamine
144,3220,(+-)-menthol
145,3269,(+-)-methadone
146,4336,(+-)-methionine
147,1973,(+-)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate hydrochloride
148,3366,(+-)-milnacipran
149,4259,"(+-)-n,alpha-dimethylcyclohexaneethylamine"
150,4316,"(+-)-n,n-diethyl-n'-((3r*,4ar*,10as*)-1,2,3,4,4a,5,10,10a-octahydro-6-hydroxy-1-propylbenzo(g)quinolin-3-yl)sulfamide"
151,4981,"(+-)-n-(2,6-dioxo-3-piperidyl)phthalimide"
152,5404,(+-)-n-(2-((2-hydroxy-3-(p-hydroxyphenoxy)propyl)amino)ethyl)-4-morpholinecarboxamide
153,5439,(+-)-n-hydroxy-n-(1-benzo[b]thien-2-ylethyl)-urea
154,2248,"(+-)-n-methyl-3-phenyl-3-((alpha,alpha,alpha-trifluoro-p-tolyl)oxy)propylamine"
155,2248,(+-)-n-methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine
156,3605,(+-)-nomifensin
157,3605,(+-)-nomifensine
158,3971,(+-)-norephedrine
159,3737,(+-)-oxazepam
160,3971,(+-)-phenylpropanolamine
161,4032,(+-)-piprozolin
162,4981,(+-)-thalidomide
163,5137,(+-)-trans-2-phenylcyclopropylamine sulfate (2:1)
164,5475,(+-)-zopiclone
165,3220,"(+/-)-(1r*,3r*,4s*)-menthol"
166,862,"(+/-)-(diphosphonomethyl)succinic acid, tetrasodium salt"
167,4930,"(+/-)-1-(2,4-difluorophenyl)-6-fluoro-1,4-dihydro-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid"
168,722,"(+/-)-1-(p,alpha-diphenylbenzyl)imidazole"
169,3008,(+/-)-1-methyl-4-(1-methylethenyl)cyclohexene
170,37,"(+/-)-2,3-dimercapto-1-propanesulfonic acid"
171,1032,(+/-)-2-(3-chloro-9h-carbazol-7-yl)propanoic acid
172,1919,(+/-)-3-(p-methylbenzylidene)camphor
173,4471,"(+/-)-5-[[4-[2-(methyl-2-pyridinylamino)ethoxy]phenyl]methyl]-2,4-thiazolidinedione, ( z )-2-butenedioate (1:1)"
174,4338,"(+/-)-all-rac-p-hydroxy-alpha-(((3-(p-hydroxyphenyl)-1-methylpropyl)amino)methyl)benzyl alcohol, hydrochloride"
175,2543,"(+/-)-alpha,alpha'-(hexamethylenebis(iminomethylene))bis(3,4-dihydroxybenzyl alcohol) sulfate (1:1) (salt)"
176,4864,(+/-)-camphor
177,2130,(+/-)-fenoprofen
178,2130,(+/-)-m-phenoxyhydratropic acid
179,3269,(+/-)-methadone
180,3473,(+/-)-methylephedrine
181,3401,(+/-)-molindone
182,213,"(+/-)-n-(3-((4-amino-6,7-dimethoxyquinazolin-2-yl)(methyl)amino)propyl)tetrahydrofuran-2-carboxamide"
183,3473,(+/-)-n-methylephedrine
184,3614,(+/-)-noradrenaline
185,3968,(+/-)-phenylethyl resorcinol
186,4035,(+/-)-pirbuterol
187,2908,"(-)-((s)-2,2-dimethyl-1,3-dioxolan-4-yl)methyl p-((s)-2-hydroxy-3-((2-(4-morpholinecarboxamido)ethyl)amino)propoxy)hydrocinnamate"
188,2143,"(-)-(1r,2s)-(1,2-epoxypropyl)phosphonic acid"
189,3294,"(-)-(2r)-3-(2-methoxy-10h-phenothiazin-10-yl)-n,n,2-trimethylpropan-1-amine"
190,1805,"(-)-(2s,3r)-2-amino-3-(3,4-dihydroxyphenyl)-3-hydroxypropanoic acid"
191,3838,"(-)-(3s,4r)-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine"
192,3838,"(-)-(3s,4r)-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine mesylate"
193,2593,"(-)-(5r)-4,5-epoxy-3-hydroxy-9α-methylmorphinan-6-one"
194,3077,"(-)-(e)-[(4r)-4-(2,4-dichlorophenyl)-1,3-dithiolan-2-ylidene](1h-imidazol-1-yl)acetonitrile"
195,5036,"(-)-(r)-1-(4,4-bis(3-methyl-2-thienyl)-3-butenyl)nipecotic acid, hydrochloride"
196,2904,"(-)-1-((2r,5s)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine"
197,4465,"(-)-1-propyl-2',6'-dimethyl-2-piperidylcarboxyanilid"
198,4465,"(-)-1-propyl-2',6'-pipecoloxylidide"
199,3294,(-)-10-(3-(dimethylamino)-2-methylpropyl)-2-methoxyphenothiazine
200,2989,"(-)-13-ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one"
201,3759,(-)-14-hydroxydihydrocodeinone
202,870,"(-)-17-(cyclobutylmethyl)morphinan-3,14-diol d-(-)-tartrate (1:1) (salt)"
203,2904,(-)-2'-deoxy-3'-thiacytidine
204,1886,(-)-2'-deoxy-5-fluoro-3'-thiacytidine
205,447,(-)-2-((r)-(diphenylmethyl)sulfinyl)acetamide
206,3752,(-)-2-oxo-4-thiazolidinecarboxylic acid
207,4226,(-)-2-pyrrolidinecarboxylic acid
208,2862,(-)-3-benzoyl-alpha-methylbenzeneacetic acid
209,2986,"(-)-6-(dimethylamino)-4,4-diphenyl-3-heptanol acetate (ester)"
210,2968,(-)-albuterol
211,2988,"(-)-alpha-(1-aminoethyl)-3,4-dihydroxybenzyl alcohol"
212,2986,(-)-alpha-acetylmethadol
213,732,(-)-alpha-bisabolol
214,3343,(-)-alpha-methyl-l-tyrosine
215,5444,"(-)-ascorbic acid, zinc salt"
216,2618,(-)-atropine
217,2974,(-)-bunolol
218,2975,(-)-bupivacaine
219,2977,(-)-carnitine
220,1204,(-)-cholesterol
221,2988,(-)-cobefrin
222,1341,(-)-cocaine
223,1798,(-)-delta9-trans-tetrahydrocannabinol
224,4569,(-)-deprenil
225,2577,(-)-dihydrocodeinone
226,1923,(-)-ephedrine
227,1924,(-)-epicatechin
228,1924,(-)-epicatechol
229,3258,(-)-erythro-metaraminol
230,4870,(-)-fk 506
231,2211,(-)-florfenicol
232,436,(-)-formoterol
233,2334,(-)-galanthamine
234,2528,(-)-hesperetin
235,2566,(-)-huperzine a
236,3132,(-)-hydroxybutanedioic acid
237,3132,(-)-hydroxysuccinic acid
238,1971,(-)-ketamine
239,2862,(-)-ketoprofen
240,1000,"(-)-l-alpha-hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid"
241,1000,"(-)-l-alpha-hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate"
242,2977,(-)-l-carnitine
243,3038,(-)-lobeline
244,3132,(-)-malic acid
245,2984,(-)-menthol
246,502,(-)-n -methyl-3-phenyl-3-(o-tolyloxy)-propylamine hydrochloride
247,502,(-)-n-methyl-gamma(2-methylphenoxy)benzenepropamine hydrochloride
248,2980,(-)-ofloxacin
249,4569,(-)-phenylisopropylmethylpropynylamine
250,4175,(-)-pramipexole
251,2990,(-)-propoxyphene
252,4325,(-)-quinine
253,4639,(-)-rapamycin
254,2968,(-)-salbutamol
255,2968,(-)-salbutamol hydrochloride
256,4569,(-)-selegiline
257,3709,(-)-tetrahydrolipstatin
258,502,(-)-tomoxetine
259,3838,"(-)-trans-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine"
260,3614,(.+-.)-noradrenaline
261,3614,(.+-.)-norepinephrine
262,2329,"(.alpha.3,.alpha.6,.alpha.9-tris(3-((2,3-dihydroxypropyl)amino)-3-oxopropyl)-3,6,9,15-tetraazabicyclo(9.3.1)pentadeca-1(15),11,13-triene-3,6,9-triacetato(3-)-.kappa.n3,.kappa.n6,.kappa.n9,.kappa.n15,.kappa.o3,.kappa.o6,.kappa.o9)gadolinium"
263,962,"(1'r,2'r)-5'-methyl-4-pentyl-2'-(prop-1-en-2-yl)-1',2',3',4'-tetrahydrobiphenyl-2,6-diol"
264,2688,"(1(1s,2r),5(s))-2,3,5-trideoxy-n-(2,3-dihydro-2-hydroxy-1h-inden-1-yl)-5-(2-(((1,1-dimethylethyl)amino)carbonyl)-4-(3-pyridinylmethyl)-1-piperazinyl)-2-(phenylmethyl)-d-erythro-pentonamide"
265,1728,"(1)-4-(1-hydroxy-2-(methylamino)ethyl)-1,2-phenylene dipivalate hydrochloride"
266,1671,"(1,1'-bicyclohexyl)-1-carboxylic acid, 2-(1-piperidinyl)ethyl ester hydrochloride"
267,4927,"(1,1'-biphenyl)-2-carboxylic acid, 4'-((1,4'-dimethyl-2'-propyl(2,6'-bi-1h-benzimidazol)-1'-yl)methyl)-"
268,4697,"(1,1'-biphenyl)-3-carboxamide, n-(6-((2r,6s)-2,6-dimethyl-4-morpholinyl)-3-pyridinyl)-2- methyl-4'-(trifluoromethoxy)-, rel-"
269,1663,"(1,1'-biphenyl)-3-carboxylic acid, 2',4'-difluoro-4-hydroxy-"
270,876,"(1,1-dimethylethyl)-4-methoxyphenol"
271,1817,"(1,2-dihydroxy-3-propyl)thiophyllin"
272,2053,"(1,8-diethyl-1,3,4,9-tetrahydro-pyrano[3,4-b]indol-1-yl)-acetic acid"
273,972,"(1-(5-deoxy-beta-d-ribofuranosyl)-5-fluoro-1,2-dihydro-2-oxo-4-pyrimidinyl)-carbamic acid pentyl ester"
274,856,(1-(butylamino)-1-methylethyl)phosphinic acid
275,4954,(1-34)-human parathyroid hormone
276,2104,(1-amino-3-(((2-((diaminomethylene)amino)-4-thiazolyl)methyl)thio)propylidene)sulfamide
277,1448,(1-aminocyclohexyl)penicillin
278,5468,(1-hydroxy-2-(1h-imidazol-1-yl)ethylidene)bisphosphonic acid
279,5468,(1-hydroxy-2-imidazol-1-ylethylidene)diphosphonic acid
280,2049,(1-hydroxy-ethylidene)diphosphonic acid
281,2049,(1-hydroxyethylene)diphosphonic acid
282,2049,(1-hydroxyethylidene)bis(phosphonic acid)
283,2049,(1-hydroxyethylidene)bisphosphonic acid
284,2049,(1-hydroxyethylidene)diphosphonic acid
285,3231,"(1-methyl-dl-piperidine-2-carboxylic acid)-2,6-dimethylanilide hydrochloride"
286,1027,(1-methylethyl)carbamic acid 2-(((aminocarbonyl)oxy)methyl)-2-methylpentyl ester
287,517,"(1-thio-beta-d-glucopyranosato)(triethylphosphine)gold 2,3,4,6-tetraacetate"
288,518,(1-thio-d-glucopyranosato)gold
289,5056,"(10e, 12e)-(3r,4s,5s,6r,8r,14r,15r)-14-(6-deoxy-2,3-di-o-methyl-b-d-allo-hexopyranosyoxymethyl)-5-(3,6-dideoxy-3-dimethylamino-b-d-gluco-hexapyranosyloxy)-6-[2-(cis-3,5-dimethyl-piperidino)ethyl]-3-hydroxy-4,8,12-trimethyl-9-oxoheptadeca-10,12-dien-15-olide"
290,5241,"(10e,12e)-(3r,4s,5s,6r,8r,14s,15r)-14-((6-deoxy-2,3-di-o-methyl-beta-d-allopyranosyl)oxymethyl)-5-((3,6-dideoxy-4-o-(2,6-dideoxy-3-c-methyl-alpha-l-ribo-hexopyranosyl)-3-dimethylamino-beta-d-glucopyranosyl)oxy)-6-formylmethyl-3-hydroxy-4,8,12-trimet"
291,1972,"(10s)-10-acetoxy-10,11-dihydro-5h-dibenz[b,f]azepine-5-carboxamide"
292,1972,"(10s)-5-carbamoyl-10,11-dihydro-5h-dibenzo(b,f)azepin-10-yl acetate"
293,1972,"(10s)-5-carbamoyl-10,11-dihydro-5h-dibenzo[b,f]azepin-10-yl acetate"
294,1208,(11)c-choline
295,977,(111in)-capromab pendetide
296,5150,"(11beta,16alpha)-21-(3,3-dimethyl-1-oxobutoxy)-9-fluoro-11-hydroxy-16,17-((1-methylethylidene)bis(oxy))pregna-1,4-diene-3,20-dione"
297,4432,"(11beta,16alpha,17beta)-11-hydroxy-16,17-dimethyl-17-(1-oxopropyl)androsta-1,4-dien-3-one"
298,1854,(11z)-eicosenoic acid
299,1854,(11z)-icosenoic acid
300,267,"(11α,13e,15s)-11,15-dihydroxy-9-oxoprost-13-en-1-oic acid"
301,2578,"(11β)-11,17,21-trihydroxypregn-4-ene-3,20-dione"
302,201,"(11β)-11,21-dihydroxy-3,20-dioxopregn-4-en-18-al"
303,833,"(11β,16α)-16,17-(butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione"
304,1573,"(11β,16α)-9-fluoro-11,21-dihydroxy-16-methylpregna-1,4-diene-3,20-dione"
305,606,"(11β,16β)-9-chloro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione"
306,4477,"(12as,6as,2r)-8,9-dimethoxy-2-(1-methylvinyl)-1,2-dihydrochromano[3,4-b]furano [2,3-h]chroman-6-one"
307,4668,(131-i)sodium iodide
308,5266,(13c)urea
309,267,"(13e)-(15s)-11alpha,15-dihydroxy-9-oxoprost-13-enoate"
310,342,(13n)ammonia
311,3764,(14s)-14-hydroxydihydromorphinone
312,1016,(15s)-15-methyl-pgf2alpha
313,1016,(15s)-15-methyl-pgf2α tromethamine salt
314,1016,(15s)-15-methylprostaglandin f(sub 2alpha) tromethamine
315,1016,(15s)-15-methylprostaglandin f2α tromethamine
316,1016,"(15s)-9a, 11a, 15-trihydroxy-15-methyl-prosta-cis-5, trans-13-dienoic acid tromethamine salt"
317,1709,(15s)-prostaglandin e2
318,215,"(16.alpha.)-16,17-dihydroxypregn-4-ene-3,20-dione"
319,5423,"(16α,17α)-17-hydroxyyohimban-16-carboxylic acid methyl ester"
320,1983,"(16α,17β)-estra-1,3,5(10)-triene-3,16,17-triol"
321,2059,"(17-alpha)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one"
322,4093,"(17-beta)-estra-1,3,5(10)-triene-3,17-diol polymer with phosphoric acid"
323,2989,"(17alpha)-13-ethyl-17-hydroxy-18,19-dinorpregn-4-en-20-yn-3-one"
324,3616,"(17alpha)-17-ethynyl-17-hydroxyestra-4,8(14),9-trien-3-one"
325,3621,"(17α)-17-(acetyloxy)-13-ethyl-18,19-dinorpregn-4-en-20-yn-3-one 3-oxime"
326,3493,(17β)-17-hydroxyestr-4-en-3-one
327,505,"(17β)-estra-1,3,5(10)-triene-3,17-diol"
328,2243,(18f)-fluoride
329,2214,(18f)-rhpsma-7.3
330,3997,(18f)dcfpyl
331,2219,(18f)facbc
332,1977,(18f)fes
333,2715,"(1a-21a),(1b-29b)-insulin (human), 29b-(n6-(n-(15-carboxy-1-oxopentadecyl)-l-gamma-glutamyl)-l-lysine)-"
334,3012,"(1alpha,2alpha,3beta,4alpha,5alpha,6beta)1,2,3,4,5,6-hexachlorocyclohexane"
335,2984,"(1alpha,2beta,5alpha)-5-methyl-2(1-methylethyl)cyclohexanol"
336,139,"(1alpha,3alpha,6alpha,14alpha,15alpha,16beta)-20-ethyl-1,6,16-trimethoxy-4-(methoxymethyl)aconitane-3,8,13,14,15-pentol 8-acetate 14-benzoate"
337,3583,"(1e)-n-((6-chloro-3-pyridinyl)methyl)-n-ethyl-n'-methyl-2-nitro-1,1-ethenediamine"
338,945,(1r)-(+)-camphor
339,4353,(1r)-n-propargylindan-1-amine
340,5137,"(1r*,2s*)-2-phenylcyclopropan-1-amine"
341,3012,"(1r,2c,3t,4c,5c,6t)-1,2,3,4,5,6-hexachlorocyclohexane"
342,1254,"(1r,2r)-2-(2-carboxyethyl)-1,2,3,4-tetrahydro-6,7-dimethoxy-2-methyl-1-veratrylisoquinolinium benzenesulfonate, pentamethylene ester"
343,1254,"(1r,2r,1'r,2'r)-2,2'-(pentane-1,5-diylbis(oxy(3-oxopropane-3,1-diyl)))bis(1-(3,4-dimethoxybenzyl)-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolinium)"
344,1254,"(1r,2r,1'r,2'r)-2,2'-{pentane-1,5-diylbis[oxy(3-oxopropane-3,1-diyl)]}bis[1-(3,4-dimethoxybenzyl)-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolinium]"
345,3837,"(1r,2r,3s,4r,6s)-4,6-diamino-2-{[3-o-(2,6-diamino-2,6-dideoxy-beta-l-idopyranosyl)-beta-d-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-d-glucopyranoside"
346,3988,"(1r,2r,3s,4s,5r,6s)-cyclohexane-1,2,3,4,5,6-hexayl-hexakis(dihydrogen phosphate)"
347,1341,"(1r,2r,3s,5s)-2-methoxycarbonyltropan-3-yl benzoate"
