synonym_id,anchor_drug_id,synonym_name
10173,3369,cb 30038
10174,85,cb 7598
10175,85,cb 7630
10176,4422,cb-01-11
10177,1151,cb-1348
10178,817,cb-154
10179,5145,cb-2562
10180,3208,cb-3025
10181,85,cb-7630
10182,4993,cb-8053
10183,85,cb7630
10184,962,cbd
10185,1015,cbdca
10186,1798,cbn
10187,996,cbpc
10188,990,cbz
10189,1202,cc
10190,420,cc 10004
10191,4129,cc 4047
10192,2950,cc 5013
10193,1894,cc 90007
10194,420,cc-10004
10195,4129,cc-4047
10196,2950,cc-5013
10197,1894,cc-90007
10198,1894,cc-90007 free base
10199,420,cc10004
10200,4129,cc4047
10201,2950,cc5013
10202,1894,cc90007
10203,2344,ccd 1042
10204,2344,ccd-1042
10205,2344,ccd1042
10206,4936,cci 779
10207,4936,cci-779
10208,4936,cci779
10209,4635,cck c-terminal octapeptide
10210,4635,cck-8
10211,1203,cck-pz
10212,1068,ccl
10213,3049,ccnu
10214,4934,ccrg-81045
10215,5443,ccris 3346
10216,1064,ccris 7768
10217,3878,ccris 9213
10218,889,cd
10219,889,cd antigen
10220,4053,cd123-targeted adc imgn632
10221,616,cd152 antigen
10222,3639,cd19car t-cells auto1
10223,3639,cd19cat-41bbz car t-cells auto1
10224,156,cd271
10225,5181,cd5789
10226,3493,cdb 903
10227,1140,cdca
10228,1255,cddp
10229,1155,cdp
10230,2358,cdp 771
10231,1115,cdp 870
10232,2358,cdp-771
10233,1257,cdp-choline
10234,1257,cdp-colina
10235,2358,cdp771
10236,1115,cdp870
10237,1229,cdv
10238,1068,cdx
10239,2951,cdz-173 free base
10240,2951,cdz173 free base
10241,1070,cdzm
10242,599,ce/bza
10243,599,ce/bza formulation
10244,1068,ceclor
10245,1068,ceclor cd
10246,1068,ced
10247,1055,cedar leaf volatile oil
10248,1055,cedar oil
10249,1055,cedarleaf oil
10250,1055,cedarwood oil
10251,1068,cedax
10252,1057,cedazuridine and decitabine
10253,1068,cedol
10254,3049,ceenu
10255,1058,cefaclor anhydrous
10256,1068,cefaclorum
10257,1068,cefadole
10258,1059,cefadroxil anhydrous
10259,1059,cefadroxil hemihydrate
10260,1068,cefadroxilo
10261,1068,cefadroxilum
10262,1068,cefadyl
10263,1068,cefalak
10264,1068,cefalexin
10265,1068,cefalexin anhydrous
10266,1068,cefalexina
10267,1068,cefalexinum
10268,1103,cefaloridin
10269,1103,cefaloridina
10270,1103,cefaloridine
10271,1103,cefaloridinum
10272,1068,cefalothin
10273,1068,cefalotin
10274,1068,cefalotina
10275,1068,cefalotinum
10276,1068,cefam
10277,1068,cefamandol
10278,1060,cefamandole nafate
10279,1068,cefamandolum
10280,1068,cefamezin
10281,1068,cefapirin
10282,1068,cefapirina
10283,1068,cefapirine
10284,1068,cefapirinum
10285,1068,cefaprin
10286,1061,cefatrizina
10287,1061,cefatrizinum
10288,1062,cefazolin sodium
10289,1068,cefazolina
10290,1068,cefazoline
10291,1068,cefazolinum
10292,1068,cefdinirum
10293,1064,cefditoren pivoxil
10294,1068,cefditoreno
10295,1068,cefepima
10296,1068,cefepimum
10297,1066,cefetametum
10298,1067,cefiderocol sulfate tosylate
10299,1068,cefixim
10300,1068,cefixima
10301,1068,cefixime anhydrous
10302,1068,cefiximum
10303,1068,cefizox
10304,1069,cefmetazole sodium
10305,1069,cefmetazolo
10306,1069,cefmetazolum
10307,1068,cefobid
10308,1070,cefodizima
10309,1070,cefodizimum
10310,1068,cefomycin
10311,1071,cefonicid monosodium
10312,1068,cefonicido
10313,1068,cefonicidum
10314,1072,cefoperazone sodium
10315,1068,cefoperazono
10316,1068,cefoperazonum
10317,1073,ceforanido
10318,1073,ceforanidum
10319,1075,cefotan
10320,1068,cefotaxim
10321,1068,cefotaxima
10322,1068,cefotaximum
10323,1075,cefotetan disodium
10324,1068,cefotetanum
10325,1076,cefotiam hydrochloride
10326,1076,cefotiamum
10327,1077,cefovecin sodium
10328,1068,cefoxitina
10329,1068,cefoxitine
10330,1068,cefoxitinum
10331,1079,cefpiroma
10332,1079,cefpirome sulfate
10333,1079,cefpiromum
10334,1068,cefpodoxima
10335,1068,cefpodoximum
10336,1081,cefprozil anhydrous
10337,1068,cefprozilo
10338,1068,cefprozilum
10339,1068,cefradina
10340,1068,cefradine
10341,1068,cefradinum
10342,1082,cefsulodino
10343,1084,ceftarolina fosamilo
10344,1084,ceftaroline fosamil acetate
10345,1084,ceftaroline fosamil monoacetate
10346,1084,ceftaroline fosamil monoacetate monohydrate
10347,1084,ceftarolinum fosamilum
10348,1068,ceftazidim
10349,1068,ceftazidima
10350,1085,ceftazidime anhydrous
10351,531,ceftazidime-avibactam sodium
10352,531,ceftazidime/avibactam sodium
10353,1068,ceftazidimum
10354,1068,ceftenon
10355,1086,ceftibuten dihydrate
10356,1068,ceftibutene
10357,1068,ceftibuteno
10358,1068,ceftibutenum
10359,1068,ceftin
10360,1087,ceftiofur crystalline free acid
10361,1087,ceftiofur hydrochloride
10362,1087,ceftiofur sodium
10363,1068,ceftizoxima
10364,1088,ceftizoxime sodium
10365,1068,ceftizoximum
10366,1089,ceftobiprol
10367,1089,ceftobiprole medocaril
10368,1089,ceftobiprole medocaril free acid
10369,1089,ceftobiprole medocaril sodium
10370,1090,ceftolozane sulfate
10371,1091,ceftolozane-tazobactam
10372,1091,ceftolozane/tazobactam
10373,1090,ceftolozano
10374,1068,ceftoxitin
10375,1068,ceftriaxona
10376,1092,ceftriaxone sodium
10377,1068,ceftriaxonum
10378,1068,cefurox
10379,1068,cefuroxim
10380,1068,cefuroxima
10381,1093,cefuroxime sodium
10382,1068,cefuroximo
10383,1068,cefuroximum
10384,1068,cefzil
10385,2578,cel-u-jec
10386,3285,celbenin
10387,1094,celebrex
10388,1094,celecoxibum
10389,2578,celestoderm-v
10390,2578,celestone
10391,2578,celestone phosphate
10392,1095,celiprolol hydrochloride
10393,1095,celiprololum
10394,3452,cellcept
10395,1017,cellulose carboxymethyl ether
10396,1017,cellulose carboxymethyl ether calcium salt
10397,3351,cellulose crystalline
10398,1096,"cellulose dihydrogen phosphate, disodium salt"
10399,1096,cellulose disodium phosphate
10400,2604,cellulose ethyl hydroxyethyl ether
10401,1017,cellulose gum
10402,2602,cellulose hydroxyethyl ether
10403,2602,cellulose hydroxyethylate
10404,2626,cellulose hydroxypropyl methyl ether
10405,3311,cellulose methyl
10406,3311,cellulose methyl ether
10407,3311,cellulose methylate
10408,3351,cellulose powder
10409,3351,cellulose regenerated
10410,1096,cellulose sodium phosphate
10411,2626,"cellulose, 2-hydroxypropyl methyl ether"
10412,1017,"cellulose, carboxymethyl ether"
10413,1017,"cellulose, carboxymethyl ether, calcium salt"
10414,2604,"cellulose, ethyl 2-hydroxyethyl ether"
10415,3351,"cellulose, microcrystalline"
10416,1096,"cellulose, oxidized"
10417,3351,"cellulose, powder"
10418,3351,"cellulose, powdered"
10419,3301,celontin
10420,3156,celsentri
10421,1122,celsis
10422,2490,celtis occidentalis pollen
10423,1097,cemiplimab-rwlc
10424,4143,cena-k
10425,1098,cenegermin-bkbj
10426,505,cenestin
10427,1099,cenobamato
10428,1099,cenobamatum
10429,1034,centaurea carthamus flower bud
10430,473,centelase
10431,1101,centruroides (scorpion) immune f(ab')2 (equine) injection
10432,1101,centruroides (scorpion) immune f(ab)2 intravenous (equine)
10433,1101,centruroides (scorpion) immune fab2 (equine)
10434,1101,centruroides antivenin
10435,1101,centruroides antivenin (equine)
10436,1101,centruroides fab2 antivenin (equine)
10437,1101,centruroides suffusus suffusus) (equine)
10438,630,cep 18083
10439,3176,cep-151
10440,630,cep-18083
10441,630,cep18083
10442,656,cepacol
10443,1068,cepan
10444,1068,cephaclor
10445,1068,cephadole
10446,1068,cephadroxil
10447,1102,cephalexin anhydrous
10448,1102,cephalexin hydrochloride
10449,1103,cephalomycine
10450,1068,cephalosporin
10451,143,cephalosporium chrysogenum thirum. & sukapure 1963
10452,1068,cephalotin
10453,1068,cephamandole
10454,1068,cephamezine
10455,1105,cephapirin benzathine
10456,1105,cephapirin sodium
10457,1068,cephapirine
10458,1068,cephatrexil
10459,1068,cephazolidin
10460,1068,cephazolin
10461,1068,cephazoline
10462,1068,cephotaxime
10463,1068,cephoxitin
10464,1068,cephradin
10465,1068,cephuroxime
10466,1068,ceporacin
10467,1068,cepr
10468,4267,ceprotin
10469,1068,ceptaz
10470,1108,cer(t18:0/18:1n-9)
10471,3297,cera
10472,4484,cera flava (apis mellifera)
10473,5342,ceractin
10474,1107,ceramide 2 pure
10475,1109,ceramide 6
10476,1109,ceramide ap
10477,1107,ceramide ii
10478,1108,ceramide iii
10479,1108,ceramide iiib
10480,1107,ceramide ng
10481,1108,ceramide np
10482,1107,ceramide ns
10483,1109,ceramide vi
10484,1571,cerazette
10485,3800,cercidium floridum pollen
10486,3800,cercidium floridum ssp. floridum pollen
10487,3800,cercidium floridum subsp. floridum pollen
10488,3800,cercidium torreyanum pollen
10489,3818,cerebid
10490,2297,cerebyx
10491,3163,cerenia
10492,1627,ceresine
10493,3818,cerespan
10494,2668,cerezyme
10495,1111,ceritinibum
10496,1110,cerium dioxide
10497,1110,cerium oxide
10498,1110,cerium(iv) oxide
10499,1114,cerliponase alfa
10500,2650,cerocral
10501,2534,cerotic acid
10502,1112,cerous oxalate
10503,2082,certican
10504,1116,certoparin sodium
10505,1709,cervidil
10506,1747,cervonic acid
10507,3475,cesamet
10508,1068,cet
10509,4715,cetaceum
10510,2578,cetacort
10511,1122,cetiedil citrate
10512,1123,cetirizin
10513,1123,cetirizina
10514,1123,cetirizinum
10515,119,cetohyroxamic acid
10516,1121,cetomacrogol
10517,1126,cetrimonium bromide
10518,1126,cetrimonium cation
10519,1126,cetrimonium chloride
10520,1126,cetrimonium ion
10521,1127,cetrorelixum
10522,1128,cetuximabum
10523,1130,cetyl 2-ethylhexanoate
10524,1131,cetyl caprylate
10525,1126,cetyl trimethyl ammonium chloride
10526,1126,cetyl-trimethyl-ammonium
10527,1133,cetylpyridinium acetate
10528,1133,cetylpyridinium chloride anhydrous
10529,1126,cetyltrimethylammonium
10530,1126,cetyltrimethylammonium cation
10531,1126,cetyltrimethylammonium chloride
10532,1126,cetyltrimethylammonium ion
10533,1134,cevimelina
10534,1134,cevimelinum
10535,1068,cez
10536,1068,cfdn
10537,1068,cfx
10538,1024,cfz
10539,4199,cg-copper peptide
10540,2723,cg-igf2
10541,5309,cg53135
10542,4895,cg5503 er
10543,3362,cga-179246
10544,3805,cgp 23339ae
10545,4489,cgp 33101
10546,1565,cgp 39393
10547,1634,cgp 45840b
10548,5292,cgp 48933
10549,2658,cgp 57148
10550,2658,cgp 57148b
10551,222,cgp 60536
10552,2658,cgp-57148
10553,2658,cgp-57148b
10554,490,cgp-73547
10555,2658,cgp57148
10556,2658,cgp57148b
10557,2963,cgs 20267
10558,2963,cgs-20267
10559,2963,cgs20267
10560,202,ch 5424802
10561,537,ch-5126766
10562,202,ch-5424802
10563,1710,ch14.18
10564,537,ch5126766
10565,202,ch5424802
10566,2705,chaga fruiting body
10567,908,chalk
10568,1135,chamaecyparis obtusa oil
10569,1135,chamaecyparis obtusa water
10570,1135,chamaecyparis obtusa wood volatile oil
10571,1136,chamaemelum nobile (l.) all. (anthemis nobilis l.)
10572,1136,chamaemelum nobile flower
10573,1136,"chamomile extract, english"
10574,1136,"chamomile extract, roman"
10575,1136,chamomile flower extract roman
10576,1136,"chamomile flower, roman, extract"
10577,1136,chamomillae romanae flos
10578,5302,champix
10579,383,chanda root
10580,5302,chantix
10581,150,charcoal activated
10582,150,"charcoal, activated"
10583,150,"charcoal,activated"
10584,150,charcoal-activated
10585,1168,chcl3
10586,4791,chemet
10587,1140,chenic acid
10588,1140,chenocholic acid
10589,1140,chenodeoxycholic acid
10590,1140,chenodesoxycholic acid
10591,1140,chenodiol
10592,2903,chenopodium album pollen
10593,3344,chenopodium ambrosioides pollen
10594,2840,chenopodium botrys pollen
10595,2855,chepirol
10596,38,ches
10597,594,chi 621
10598,594,chi-621
10599,594,chi621
10600,1850,chicken egg white
10601,1143,"chicory greens, raw"
10602,1143,"chicory greens,raw"
10603,1143,chicory leaf
10604,983,chile pepper
10605,4673,chile saltpeter
10606,731,chile tepin
10607,731,chile tepin fruit
10608,984,chili oleoresin
10609,731,chilipiquin
10610,731,chilipiquin fruit
10611,983,chilli pepper
10612,983,chillie pepper
10613,731,chiltepe
10614,731,chiltepe fruit
10615,731,chiltepin pepper
10616,731,chiltepin pepper fruit
10617,1710,chimeric anti-disialoganglioside (gd2) monoclonal antibody (ch14.18/cho)
10618,539,chimeric antigen receptor t-cell therapy
10619,1710,chimeric mab14.18
10620,594,chimeric rft5
10621,385,chinese angelica
10622,385,chinese angelica extract
10623,385,chinese angelica root
10624,4060,chinese bellflower root
10625,1144,chinese cinnamon
10626,1144,chinese cinnamon bark
10627,3430,chinese forest musk deer musk sac resin
10628,264,chinese galangal leaf
10629,264,chinese ginger leaf
10630,3785,chinese herbal formulation phy906 component paeonia lactiflora root
10631,2101,chinese knotweed root
10632,3219,chinese mint leaf oil
10633,3785,chinese peony root (paeonia lactiflora)
10634,2074,chinese rubber tree bark
10635,4529,chinese sage root
10636,4529,chinese salvia
10637,4529,chinese salvia root
10638,264,chinese-ginger leaf
10639,4322,chinetazone
10640,4324,chinidin
10641,4324,chinidinum
10642,4325,chinin
10643,4325,chinine
10644,4325,chininum
10645,383,chirakabheda root
10646,2975,chirocaine
10647,3785,chishao root
10648,2405,chitosamine
10649,1147,chitosan low molecular weight (20-200 mpa.s)
10650,1587,chlo-amine
10651,1302,chlofazoline
10652,1179,chloortrianisestrol
10653,1162,chlor
10654,2623,chlor(i)-säure
10655,1190,chlor-pz#
10656,1184,chlor-trimeton
10657,1155,chloradiazepoxide
10658,5165,chloral
10659,5165,chloral hydrate
10660,5165,chloral monohydrate
10661,5165,chloralhydrat
10662,1151,chlorambucilum
10663,1152,chloramine-t anhydrous
10664,1152,chloramine-t trihydrate
10665,1151,chloraminophen
10666,1151,chloraminophene
10667,1298,chloramiphene citrate
10668,1903,chloramizole
10669,347,chlorammonic
10670,1153,chloramphenicol hemisuccinate
10671,1153,chloramphenicol monopalmitate
10672,1153,chloramphenicol palmitate
10673,1153,chloramphenicol sodium succinate
10674,1153,chloramphenicol succinate
10675,1153,chloramphenicolum
10676,1153,chloramphénicol
10677,2623,chloranol
10678,1158,chloraprep
10679,1174,chloraquine
10680,656,chloraseptic
10681,1160,chlorate
10682,1311,chlorazepate
10683,1151,chlorbutin
10684,1151,chlorbutine
10685,1151,chlorbutinum
10686,1193,chlorchinaldol
10687,1289,chlorcinnarizine
10688,1289,chlorcinnazine
10689,1154,chlorcyclizin
10690,1154,chlorcyclizinum
10691,1156,chlordiazepoxide hydrochloride
10692,1156,chlordiazepoxide hydrochloride/clidinium bromide
10693,1155,chlordiazepoxidum
10694,1162,chlore
10695,1179,chlorestrolo
10696,3178,chlorethazine hydrochloride
10697,1166,chloretone
10698,4225,chlorguanide
10699,1157,chlorhexidin
10700,1159,chlorhexidine hydrochloride
10701,1158,chlorhexidine/ethyl alcohol mouth rinse
10702,1158,chlorhexidine/ethyl alcohol mouthwash
10703,1157,chlorhexidinum
10704,1157,chlorhexseptic
10705,197,chlorhydroxyaluminum allantoinate
10706,347,chlorid ammonia
10707,4143,chlorid draselny
10708,1161,chloride
10709,1161,chloride (ion)
10710,1161,chloride ions
10711,4143,chloride of potash
10712,1161,chloride(1-)
10713,889,chloridin
10714,889,chloridine
10715,889,chloridyn
10716,4225,chloriguane
10717,1299,chlorimipramine
10718,1161,chlorine anion
10719,1163,chlorine oxide
10720,1163,chlorine peroxide
10721,1164,chlormadinone acetate
10722,1164,chlormadinonu (polish)
10723,4217,chlormeprazine
10724,1165,chlormethazanone
10725,3178,chlormethine
10726,3178,chlormethine hydrochloride
10727,3178,chlormethinum
10728,1300,chlormethylenecycline
10729,1165,chlormezanona
10730,1165,chlormezanonum
10731,1165,chlormézanone
10732,1173,chlorneoantergan
10733,1153,chlornitromycin
10734,2516,chloro(protoporphyrinato)iron(iii)
10735,4217,chloro-3 (n-methylpiperazinyl-3 propyl)-10 phenothiazine
10736,1179,chloro-tris
10737,1181,chloro-xylenol
10738,3708,chlorobiphenyl-chloroeremomycin
10739,1166,chlorobutanol hemihydrate
10740,1174,chlorochin
10741,1268,chlorodeoxyadenosine
10742,1170,chlorodimethylether
10743,2023,chloroethane
10744,3049,chloroethylcyclohexylnitrosourea
10745,1168,chloroforme
10746,1168,chloroformium pro narcosi
10747,4225,chloroguanide
10748,4225,chloroguanide hydrochloride
10749,1283,chloroiodoquin
10750,3305,chloromethane
10751,1175,chloromethapyrilene
10752,1170,chloromethoxymethane
10753,1173,chloroneoantergan
10754,4217,chloropernazine
10755,1163,chloroperoxyl
10756,1184,chloropheniramine
10757,1184,chlorophenylpyridamine
10758,5163,chlorophos
10759,1184,chloropiril
10760,1172,chloroprocain
10761,1172,chloroprocaine hydrochloride
10762,1172,chloroprocainum
10763,1173,chloropyramine hydrochloride
10764,1173,chloropyraminum
10765,1175,chloropyrilene
10766,4225,chloroquanil
10767,1174,chloroquina
10768,1174,chloroquine hydrochloride
10769,1174,chloroquine phosphate
10770,1174,chloroquine sulfate
10771,1174,chloroquinium
10772,1174,chloroquinum
10773,1314,chlorotestosterone acetate
10774,1177,chlorothiazid
10775,1177,chlorothiazide sodium
10776,1177,chlorothiazidum
10777,1179,chlorotrianisenum
10778,1179,chlorotrianisine
10779,1179,chlorotrianizen
10780,2575,chlorowodor
10781,1184,chlorphenamin
10782,1184,chlorphenamine
10783,1184,chlorphenaminum
10784,1183,chlorphenesin carbamate
10785,1183,chlorphenesinum
10786,1184,chlorpheniraminum
10787,1188,chlorphenoxamine hydrochloride
10788,1196,chlorphthalidolone
10789,1183,chlorphénésine
10790,3922,chlorpiprazine
10791,1190,chlorpomanyl
10792,1172,chlorprocaine
10793,1189,chlorproethazine hydrochloride
10794,1190,chlorpromazine hydrochloride
10795,1190,chlorpromazine hydrochloride intensol
10796,1190,chlorpromazinum
10797,1191,chlorpropamid
10798,1191,chlorpropamidum
10799,1184,chlorprophenpyridamine
10800,1192,chlorprothixen
10801,1192,chlorprothixine
10802,1192,chlorprotixen
10803,1192,chlorprotixene
10804,1192,chlorprotixine
10805,1173,chlorpyramine
10806,1193,chlorquinaldolum
10807,1180,chlorquinol
10808,1160,chlorsäure
10809,1196,chlortalidone
10810,1196,chlortalidonum
10811,3064,chlortenoxicam
10812,1195,chlortetracycline calcium
10813,1195,chlortetracycline hydrochloride
10814,1195,chlortetracyclinum
10815,1177,chlorthiazide
10816,1179,chlortrianisen
10817,1179,chlortrianisestrol
10818,1179,chlortrianisoestrolum
10819,1179,chlortrianizen
10820,1195,chlortétracycline
10821,2575,chlorure d'hydrogène
10822,3315,chlorure de méthylthioninium
10823,3241,chlorure mercurique
10824,2575,chlorwasserstoff
10825,1199,chlorzoxane
10826,1199,chlorzoxazon
10827,1199,chlorzoxazona
10828,1199,chlorzoxazonum
10829,1192,chlothixen
10830,898,"cholecalciferol, 25-hydroxy-"
10831,1202,cholecalciferolum
10832,4635,cholecystokinin c-terminal octapeptide
10833,3754,choledyl
10834,5325,cholera vaccine
10835,5325,cholera vaccine live oral
10836,5325,"cholera vaccine, live, oral"
10837,1204,cholest-5-en-3beta-ol
10838,1204,cholesterin
10839,1205,cholesterol chloride
10840,1206,cholestyramine
10841,127,choline acetate
10842,1208,choline bitartrate
10843,1208,choline c-11
10844,1208,choline c11
10845,992,choline carbamate
10846,1208,choline chloride
10847,1208,choline ion
10848,3754,choline theophyllinate
10849,3754,choline theophylline
10850,3754,"choline, hydroxide, compound with theophylline(1:1)"
10851,3754,cholini theophyllinas
10852,1206,cholybar
10853,1201,cholylglycine
10854,1870,chondroitin sulfatase
10855,1211,chondroitin sulfate
10856,1870,chondroitinase
10857,1870,chondrosulfatase
10858,908,chooz
10859,1212,choriogonadotrophinl human chorionic gonadotropinl profasi hp
10860,1212,choriogonadotropin alfa
10861,1212,choriogonadotropin alpha
10862,1212,chorionic gonadotrophin
10863,1212,chorionic gonadotropin (human)
10864,1212,chorionic gonadotropin (recombinant)
10865,1180,chq
10866,594,chrft5
10867,2092,christmas factor
10868,1217,chrom
10869,3239,chromargyre
10870,1685,chromelin
10871,1217,chromic chloride cr-51
10872,1213,chromic ion
10873,1215,chromic phosphate p 32 suspension usp 26
10874,1216,chromic sulfate decahydrate
10875,1213,chromium (3+)
10876,1217,chromium (51 cr)
10877,1213,chromium cation (3+)
10878,1213,chromium cation (cr3+)
10879,1214,chromium chloride
10880,1217,chromium cr 51
10881,1217,chromium cr-51
10882,1213,chromium ion (3+)
10883,1214,chromium trichloride
10884,1214,chromium(3+) trichloride
10885,1213,chromium(iii)
10886,1213,chromium(iii) cation
10887,1214,chromium(iii) chloride
10888,1213,chromium(iii) ion
10889,1219,chromium(iii) picolinate
10890,1216,chromium(iii) sulfate hydrate
10891,1217,"chromium, elemental"
10892,1213,"chromium, ion (cr3+)"
10893,1217,chromium-51
10894,1221,chromonar hydrochloride
10895,1215,chromphosphotope#
10896,1503,chronogyn#
10897,4289,chrysanthemum cinerariifolium pyrethrins extract
10898,2964,chrysanthemum leucanthemum pollen
10899,1507,chrysazin
10900,338,chx 3673
10901,3165,chx-100
10902,3165,chx-2053
10903,3165,chx-2054
10904,1224,chymotrypsin a
10905,1224,chymotrypsin b
10906,1224,chymotrypsine
10907,1224,chymotrypsinum
10908,364,ci 880
10909,1484,ci acid red 92
10910,3763,ci-406
10911,5054,ci-634
10912,5326,ci-673
10913,3901,ci-825
10914,364,ci-880
10915,5198,ci-898
10916,4318,ci-928
10917,4712,ci-978
10918,364,ci880
10919,4871,cialis
10920,1050,cianidanol
10921,1050,cianidanolum
10922,5348,cianocobalamina
10923,3494,ciba 2020/r
10924,4521,cibacalcin
10925,3030,cibalith
10926,1230,cibenzoline
10927,1143,cichorii herba
10928,1143,cichorium intybus (chicory) leaf extract
10929,1143,cichorium intybus leaf
10930,1143,cichorium intybus leaf extract
10931,1448,ciclacilina
10932,1448,ciclacillin
10933,1448,ciclacilline
10934,1448,ciclacillinum
10935,1450,ciclandelato
10936,1225,ciclesonida
10937,1226,cicletanine hydrochloride
10938,1452,ciclizina
10939,1454,ciclobenzaprina
10940,1455,ciclobutirol
10941,1467,ciclofosfamida
10942,1467,ciclofosfamide
10943,1461,ciclopentasiloxane
10944,1465,ciclopentolato
10945,1227,ciclopirox olamine
10946,1227,ciclopiroxum
10947,1468,cicloserina
10948,1469,ciclosporin
10949,1469,ciclosporina
10950,1469,ciclosporine
10951,1469,ciclosporinum
10952,1470,ciclotiazida
10953,1470,ciclotiazide
10954,1471,cicrimina
10955,1377,cicutine
10956,1229,cidofovir anhydrous
10957,803,cidofovir hexadecyloxypropyl ester
10958,1229,cidofovirum
10959,1232,cilastatin sodium
10960,1232,cilastatina
10961,1232,cilastatine
10962,1232,cilastatinum
10963,1235,cilazapril anhydrous
10964,1235,cilazapril monohydrate
10965,1235,cilazaprilum
10966,3011,cillimycin
10967,2656,ciloprost
10968,1237,cilostazole
10969,1237,cilostazolum
10970,1252,ciloxan
10971,1238,cilta-cel
10972,1239,cimeditine hydrochloride
10973,4687,cimedone
10974,1239,cimetidin
10975,1239,cimetidina
10976,1239,cimetidine hydrochloride
10977,1239,cimetidinum
10978,1115,cimzia
10979,1239,cimétidine
10980,4324,cin-quin
10981,1240,cinacalcet hydrochloride
10982,1247,cinarizina
10983,1621,cinchocaine
10984,1621,cinchocainum
10985,1621,cincocainio
10986,3008,cinene
10987,2069,cineole
10988,1242,cinitaprida
10989,1242,cinitapridum
10990,181,cinna karataviensis top
10991,1247,cinnageron
10992,1244,cinnamedrine hydrochloride
10993,1243,cinnamic acid
10994,1243,cinnamic acid (constituent of cinnamomum verum bark)
10995,1243,"cinnamic acid, (e)-"
10996,1243,"cinnamic acid, trans-"
10997,1243,cinnamic acidum
10998,1144,cinnamomi cassiae cortex
10999,1144,cinnamomum aromaticum bark
11000,948,cinnamomum camphora (camphor) leaf oil
11001,948,cinnamomum camphora leaf oil
11002,1144,cinnamomum cassia bark
11003,1144,cinnamomum cassia bark extract
11004,1144,cinnamomum cassia bark powder
11005,1245,cinnamomum cassia oil
11006,1144,cinnamomum cassia stem bark
11007,1144,cinnamon (cinnamomum cassia)
11008,1144,cinnamon (cinnamomum cassia) bark extract
11009,1144,cinnamon (cinnamomum cassia) extract
11010,1144,cinnamon bark (cinnamomum cassia)
11011,1144,cinnamon bark extract (cinnamomum cassia)
11012,1144,cinnamon bark powder
11013,1144,"cinnamon bark, chinese"
11014,1247,cinnarizinum
11015,4388,cinnasil
11016,4045,cinnoxicam
11017,1248,cinobac
11018,1248,cinoxacine
11019,1248,cinoxacino
11020,1248,cinoxacinum
11021,1249,cinoxato
11022,1249,cinoxatum
11023,882,cinryze
11024,3049,cinu
11025,421,cinvanti
11026,1256,cipram
11027,1252,cipro
11028,1251,ciprofibrato
11029,1252,ciprofloxacin hydrochloride
11030,1252,ciprofloxacine
11031,1252,ciprofloxacino
11032,1252,ciprofloxacinum
11033,1474,ciproheptadina
11034,2529,cirantin
11035,2529,ciratin
11036,3326,cirolemycin
11037,2915,"cis, cis-octadeca-9,12-dienoic acid"
11038,3016,"cis,cis,cis-9,12,15-octadecatrienoic acid"
11039,2915,"cis,cis-9,12-octadecadienoic acid"
11040,2915,"cis,cis-linoleic acid"
11041,4593,cis-(+)-sertraline
11042,728,"cis-(+)-tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid"
11043,1015,"cis-(1,1-cyclobutanedicarboxylato)diammineplatinum(ii)"
11044,2143,"cis-(1r,2s)-epoxypropylphosphonic acid"
11045,2709,"cis-1,2,3,5-trans-4,6-cyclohexanehexol"
11046,3131,"cis-1,2-ethylenedicarboxylic acid"
11047,1854,cis-11-eicosenoic acid
11048,1259,cis-2-methylbutenedioic acid
11049,4413,"cis-5,8,11,14,17-eicosapentaenoic acid"
11050,4413,"cis-5,8,11,14,17-epa"
11051,4712,"cis-5-amino-1-cyclopropyl-7-(3,5-dimethyl-1-piperazinyl)-6,8-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid"
11052,4843,cis-5-fluoro-2-methyl-1-((4-(methylsulfinyl)phenyl)methylene)-1h-indene-3-acetic acid
11053,4843,cis-5-fluoro-2-methyl-1-((p-methylsulfinyl)benzylidene)indene-3-acetic acid
11054,3796,cis-9-hexadecenoic acid
11055,3131,cis-but-2-enedioic acid
11056,3131,cis-butenedioic acid
11057,1068,cis-ceftibuten
11058,5477,cis-clopenthixol hydrochloride
11059,1255,cis-ddp
11060,4413,"cis-delta(5,8,11,14,17)-eicosapentaenoic acid"
11061,3016,"cis-delta(9,12,15)-octadecatrienoic acid"
11062,1015,"cis-diammine(1,1-cyclobutanedicarboxylato)platinum"
11063,1015,"cis-diammine(1,1-cyclobutanedicarboxylato)platinum(ii)"
11064,1255,cis-diamminedichloroplatinum
11065,1255,cis-diamminedichloroplatinum ii
11066,1255,cis-diamminedichloroplatinum iii
11067,1255,cis-diamminedichloroplatinum(ii)
11068,2641,cis-eicosapentaenoic acid ethyl ester
11069,505,cis-estradiol
11070,1854,cis-gondoic acid
11071,728,"cis-hexahydro-2-oxo-1h-thieno(3,4)imidazole-4-valeric acid"
11072,1854,cis-icos-11-enoic
11073,1259,cis-methylbutenedioic acid
11074,4958,"cis-p-methane-1,8-diol monohydrate"
11075,1255,cis-platin
11076,1255,cis-platinum
11077,1255,cis-platinum ii#
11078,2821,cis-ra
11079,2821,cis-retinoic acid
11080,4958,cis-terpin hydrate
11081,728,"cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid"
