row_id,interventions_id,clinical_trial_id,name,other_name,source_id
58223,4072821,NCT02495896,Gemcitabine Hydrochloride,Difluorodeoxycytidine Hydrochloride,6
58224,4072821,NCT02495896,Gemcitabine Hydrochloride,Gemzar,6
58225,4072821,NCT02495896,Gemcitabine Hydrochloride,LY-188011,6
58226,4072821,NCT02495896,Gemcitabine Hydrochloride,dFdCyd,6
58227,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,ABI 007,6
58228,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,ABI-007,6
58229,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,Abraxane,6
58230,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,Albumin-Stabilized Nanoparticle Paclitaxel,6
58231,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,Albumin-bound Paclitaxel,6
58232,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,Nanoparticle Albumin-bound Paclitaxel,6
58233,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,Nanoparticle Paclitaxel,6
58234,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,nab-paclitaxel,6
58235,4072823,NCT02495896,Paclitaxel Albumin-Stabilized Nanoparticle Formulation,protein-bound paclitaxel,6
58236,4072826,NCT02233296,Lasmiditan,COL-144,6
58237,4072826,NCT02233296,Lasmiditan,LY573144,6
58238,4072838,NCT01782222,Rotigotine,"(6S)-6-propyl-[2 (2 thienyl)ethyl]amino-5,6,7,8-tetrahydro-1-naphthalenol",6
58239,4072840,NCT00752258,Mentor Purified Toxin Botulinum Toxin Type A,Botulinum Toxin,6
58240,4072840,NCT00752258,Mentor Purified Toxin Botulinum Toxin Type A,Botulinum Toxin Type A,6
58241,4072851,NCT02103322,"Imatinib Mesylate Tablets, 400 mg",Gleevec,6
58242,4072856,NCT04803422,Antibiotic,Amoxicillin / Clavulanic acid,6
58243,4072856,NCT04803422,Antibiotic,Piperacillin / Tazobactam,6
58244,4072856,NCT04803422,Antibiotic,metronidazole intravenous,6
58245,4072856,NCT04803422,Antibiotic,metronidazole oral,6
58246,4072858,NCT04074096,Binimetinib Oral Tablet,Mektovi,6
58247,4072859,NCT04074096,Encorafenib Oral Capsule,Braftovi,6
58248,4072860,NCT04074096,Pembrolizumab,Keytruda,6
58249,4072868,NCT01817322,Standard Dose of Myfortic and Reduced Dose of Myfortic,Kidney Graft Function under the Immunosuppression Strategies,6
58250,4072869,NCT01817322,Prednisolone OR methylprednisolone OR deflazacort injected both control group and experimental group,Kidney Graft Function under the Immunosuppression Strategies,6
58251,4072870,NCT01817322,Basiliximab injected both control group and experimental group,Kidney Graft Function under the Immunosuppression Strategies,6
58252,4072879,NCT00787722,Cyclophosphamide,Cytoxan,6
58253,4072879,NCT00787722,Cyclophosphamide,Neosar,6
58254,4072880,NCT00787722,G-CSF,Filgrastim,6
58255,4072880,NCT00787722,G-CSF,Granix,6
58256,4072880,NCT00787722,G-CSF,Neupogen,6
58257,4072880,NCT00787722,G-CSF,Zarxio,6
58258,4072881,NCT00787722,rATG,Anti-Thymocyte Globulin,6
58259,4072881,NCT00787722,rATG,Thymoglobulin,6
58260,4072882,NCT00787722,Mesna,Mesnex,6
58261,4072883,NCT00787722,Rituximab,Rituxan,6
58262,4072884,NCT00787722,Methylprednisolone,Depo-Medrol,6
58263,4072884,NCT00787722,Methylprednisolone,Solu-Medrol,6
58264,4072905,NCT00255658,sorafenib tosylate,BAY 43-9006,6
58265,4072905,NCT00255658,sorafenib tosylate,BAY 43-9006 Tosylate Salt,6
58266,4072905,NCT00255658,sorafenib tosylate,BAY 54-9085,6
58267,4072905,NCT00255658,sorafenib tosylate,Nexavar,6
58268,4072905,NCT00255658,sorafenib tosylate,SFN,6
58269,4072906,NCT00255658,temsirolimus,CCI-779,6
58270,4072906,NCT00255658,temsirolimus,Torisel,6
58271,4072906,NCT00255658,temsirolimus,cell cycle inhibitor 779,6
58272,4072912,NCT05969522,GlucoCorticoid,Cyclophosphamide,6
58273,4072912,NCT05969522,GlucoCorticoid,Rituximab,6
58274,4072922,NCT00845858,metoclopramide,Reglan,6
58275,4072936,NCT02216422,Ombitasvir/Paritaprevir/Ritonavir,ABT-267 also known as ombitasvir,6
58276,4072936,NCT02216422,Ombitasvir/Paritaprevir/Ritonavir,ABT-450 also known as paritaprevir,6
58277,4072936,NCT02216422,Ombitasvir/Paritaprevir/Ritonavir,Ritonavir also known as norvir,6
58278,4072937,NCT02216422,Dasabuvir,ABT-333,6
58279,4072939,NCT00549822,Letrozole,Femara,6
58280,4072945,NCT06390722,Upadacitinib,RINVOQ,6
58281,4072960,NCT00762658,"Betnesol®-V Creme, 0.1%",betamethasone 0.1%,6
58282,4072961,NCT00762658,"Protopic® Ointment, 0.1 %",tacrolimus 0.1 %,6
58283,4072964,NCT02014558,Gilteritinib,ASP2215,6
58284,4072971,NCT01801358,AEB071,Sotrastaurin,6
58285,4072999,NCT03084796,Tiotropium Bromide 18 µg Inhalation Capsule,SPIRIVA® HANDIHALER®,6
58286,4073000,NCT04094896,TCHP,TCHP vs EC-THP,6
58287,4073002,NCT02324296,ifosfamide,"cisplatin, etoposide",6
58288,4073005,NCT01263496,Alogliptin,SYR-322,6
58289,4073006,NCT01263496,Alogliptin,SYR-322,6
58290,4073007,NCT01263496,Alogliptin,SYR-322,6
58291,4073008,NCT01263496,Alogliptin,SYR-322,6
58292,4073009,NCT01263496,Voglibose,BASEN®,6
58293,4073009,NCT01263496,Voglibose,Voglib,6
58294,4073022,NCT00647296,Dexpramipexole 50 mg/day,BIIB050,6
58295,4073022,NCT00647296,Dexpramipexole 50 mg/day,KNS-760704,6
58296,4073023,NCT00647296,Dexpramipexole 150 mg/day,BIIB050,6
58297,4073023,NCT00647296,Dexpramipexole 150 mg/day,KNS-760704,6
58298,4073024,NCT00647296,Dexpramipexole 300 mg/day,BIIB050,6
58299,4073024,NCT00647296,Dexpramipexole 300 mg/day,KNS-760704,6
58300,4073032,NCT00599196,Rotigotine,Neupro®,6
58301,4073043,NCT01133496,"Alendronate Sodium Tablets, 70 mg",Fosamax Tablets 70 mg,6
58302,4073052,NCT00713596,Fibrinogen,Tisseel,6
58303,4073061,NCT00159796,Asenapine,Org 5222,6
58304,4073069,NCT02542696,APL-130277,"Apomorphine Hydrochloride, Sublingual Thin Film",6
58305,4073077,NCT00045396,tipifarnib,R115777,6
58306,4073077,NCT00045396,tipifarnib,Zarnestra,6
58307,4073083,NCT05285696,CSB-111,[68Ga]-NOTA-hGZP,6
58308,4073099,NCT00193596,Etoposide,Etopophos,6
58309,4073099,NCT00193596,Etoposide,Toposar,6
58310,4073100,NCT00193596,Gemcitabine,Gemzar,6
58311,4073101,NCT00193596,Irinotecan,Camptosar,6
58312,4073102,NCT00193596,Paclitaxel,Abraxane,6
58313,4073103,NCT00193596,Carboplatin,Paraplatin,6
58314,4073104,NCT01535196,Vigantol oil and MCT oil,no other name,6
58315,4073105,NCT00638196,Linoleic Acid/Oleic Acid,sunflower oil,6
58316,4073108,NCT00418496,Aldesleukin,Proleukin,6
58317,4073109,NCT00418496,Sorafenib,Nexavar,6
58318,4073110,NCT02802696,Furosemide,Lasix,6
58319,4073111,NCT02802696,Normal Saline,0.9% Sodium Chloride,6
58320,4073116,NCT04825496,Fludarabine,FA,6
58321,4073117,NCT04825496,Cyclophosphamide,CTX,6
58322,4073156,NCT05349396,Eszopiclone 3mg Test Drug T-1 Coated Tablets,Investigational Medicinal Product 1,6
58323,4073157,NCT05349396,Eszopiclone 3mg Test Drug T-2 Coated Tablets,Investigational Medicinal Product 2,6
58324,4073158,NCT05349396,Eszopiclone 3mg Reference Product Coated Tablets,Lunesta (Trademark),6
58325,4073159,NCT00671996,Mangafodipir,Teslascan; ACT code V08CAE05,6
58326,4073161,NCT02454296,Paracervical Block with lidocaine,Paracervical block,6
58327,4073162,NCT02454296,Sham paracervical block,Sham block; placebo,6
58328,4073174,NCT02881996,IV tylenol,"acetaminophen,",6
58329,4073176,NCT02881996,Ketorolac,toradol,6
58330,4073177,NCT04512196,Superoxidized Water,"Hydrocyn Aqua® (Vigilenz MD., Penang, Malaysia); FDA 510(K) Number: K142775",6
58331,4073181,NCT04707196,Abemaciclib,LY2835219,6
58332,4073199,NCT04768296,Berzosertib,M6620,6
58333,4073200,NCT04768296,Berzosertib,M6620,6
58334,4073203,NCT05582096,Tirzepatide,LY3298176,6
58335,4073210,NCT02107196,Ibodutant 10 mg,Code: MEN 15596,6
58336,4073211,NCT02107196,Placebo,Sugar pill,6
58337,4073214,NCT01180296,oral micronized progesterone,Prometrium(TM),6
58338,4073215,NCT01180296,Identical Placebo tablet,Placebo,6
58339,4073217,NCT04919096,Aflibercept,Eylea,6
58340,4073224,NCT04763096,Advagraf,tacrolimus,6
58341,4073226,NCT03924596,AKBA-Incense (3-acetyl-11-keto-ß-boswellic acid),Frankincense,6
58342,4073226,NCT03924596,AKBA-Incense (3-acetyl-11-keto-ß-boswellic acid),Luban,6
58343,4073226,NCT03924596,AKBA-Incense (3-acetyl-11-keto-ß-boswellic acid),Olibanum,6
58344,4073227,NCT03924596,Potassium Sodium Hydrogen Citrate,Uralyt-U,6
58345,4073237,NCT04396496,Daratumumab Injection,Darzalex,6
58346,4073245,NCT01407796,"Endotoxin (E. coli O:113, Reference Endotoxin)",Lipopolysaccharide,6
58347,4073264,NCT02269696,Metoprolol,Seloken,6
58348,4073265,NCT02269696,Normal saline,"NaCl 0,9%",6
58349,4073272,NCT01744496,Rotigotine,"(6S)-6-propyl-[2 (2 thienyl)ethyl]amino-5,6,7,8-tetrahydro-1-naphthalenol",6
58350,4073275,NCT02222896,Chlorhexidine Gluconate,CHG,6
58351,4073277,NCT02222896,DynaHex-2,CHG 2%,6
58352,4073321,NCT01267396,Sertraline,Zoloft,6
58353,4073322,NCT01132196,Divalproex Sodium,Depakote DR 500 mg Tablets,6
58354,4073330,NCT02164916,irinotecan hydrochloride,CPT-11,6
58355,4073330,NCT02164916,irinotecan hydrochloride,Campto,6
58356,4073330,NCT02164916,irinotecan hydrochloride,Camptosar,6
58357,4073330,NCT02164916,irinotecan hydrochloride,U-101440E,6
58358,4073330,NCT02164916,irinotecan hydrochloride,camptothecin-11,6
58359,4073330,NCT02164916,irinotecan hydrochloride,irinotecan,6
58360,4073330,NCT02164916,irinotecan hydrochloride,irinotecan HCl,6
58361,4073331,NCT02164916,vemurafenib,BRAF(V600E) kinase inhibitor RO5185426,6
58362,4073331,NCT02164916,vemurafenib,PLX4032,6
58363,4073331,NCT02164916,vemurafenib,RG7204,6
58364,4073331,NCT02164916,vemurafenib,RO5185426,6
58365,4073331,NCT02164916,vemurafenib,Zelboraf,6
58366,4073345,NCT04991896,Flecainide Injectable Product,"Sotalol, Bisoprolol, Metoprolol, Betaxolol",6
58367,4073353,NCT01395316,Alemtuzumab,CamPath,6
58368,4073353,NCT01395316,Alemtuzumab,MabPath,6
58369,4073354,NCT00571116,Disulfiram,25953,6
58370,4073354,NCT00571116,Disulfiram,97-77-8,6
58371,4073354,NCT00571116,Disulfiram,Antabuse,6
58372,4073354,NCT00571116,Disulfiram,DS,6
58373,4073354,NCT00571116,Disulfiram,TTD,6
58374,4073354,NCT00571116,Disulfiram,Teturamin,6
58375,4073354,NCT00571116,Disulfiram,bis(diethylthiocarbamoyl) disulfide,6
58376,4073354,NCT00571116,Disulfiram,tetraethylthioperoxydicarbonic diamide,6
58377,4073354,NCT00571116,Disulfiram,tetraethylthiuram disulfide,6
58378,4073355,NCT00571116,Arsenic trioxide,1327-53-3,6
58379,4073355,NCT00571116,Arsenic trioxide,57974,6
58380,4073355,NCT00571116,Arsenic trioxide,706363,6
58381,4073355,NCT00571116,Arsenic trioxide,AS2O3,6
58382,4073355,NCT00571116,Arsenic trioxide,Arsenic (III) Oxide,6
58383,4073355,NCT00571116,Arsenic trioxide,Arsenic Sesquioxide,6
58384,4073355,NCT00571116,Arsenic trioxide,Arsenous Acid,6
58385,4073355,NCT00571116,Arsenic trioxide,Arsenous Acid Anhydride,6
58386,4073355,NCT00571116,Arsenic trioxide,Arsenous Oxide,6
58387,4073355,NCT00571116,Arsenic trioxide,TRISENOX,6
58388,4073355,NCT00571116,Arsenic trioxide,White Arsenic,6
58389,4073356,NCT00148616,Memantine,Akatinol,6
58390,4073357,NCT00148616,Placebos,Placebo,6
58391,4073367,NCT02011516,Baclofen,Beklo,6
58392,4073367,NCT02011516,Baclofen,Gablofen,6
58393,4073367,NCT02011516,Baclofen,Kemstro,6
58394,4073367,NCT02011516,Baclofen,Liofen,6
58395,4073367,NCT02011516,Baclofen,Lioresal,6
58396,4073369,NCT02011516,Placebo,Sugar pill,6
58397,4073379,NCT00807222,lisdexamfetamine dimesylate,Vyvanse,6
58398,4073382,NCT04889716,mosunetuzumab,BTCT4465A,6
58399,4073382,NCT04889716,mosunetuzumab,Lunsumio,6
58400,4073382,NCT04889716,mosunetuzumab,RO7030816,6
58401,4073383,NCT04889716,glofitamab,CD20 TCB,6
58402,4073383,NCT04889716,glofitamab,RO7082859,6
58403,4073384,NCT04889716,obinutuzumab,GA101,6
58404,4073384,NCT04889716,obinutuzumab,Gazyva,6
58405,4073384,NCT04889716,obinutuzumab,Gazyvaro,6
58406,4073384,NCT04889716,obinutuzumab,RO5072759,6
58407,4073384,NCT04889716,obinutuzumab,huMAb <CD20>,6
58408,4073401,NCT04659616,Cytarabine,.beta.-Cytosine arabinoside,6
58409,4073401,NCT04659616,Cytarabine,1-.beta.-D-Arabinofuranosyl-4-amino-2(1H)pyrimidinone,6
58410,4073401,NCT04659616,Cytarabine,1-.beta.-D-Arabinofuranosylcytosine,6
58411,4073401,NCT04659616,Cytarabine,1-Beta-D-arabinofuranosyl-4-amino-2(1H)pyrimidinone,6
58412,4073401,NCT04659616,Cytarabine,1-Beta-D-arabinofuranosylcytosine,6
58413,4073401,NCT04659616,Cytarabine,1.beta.-D-Arabinofuranosylcytosine,6
58414,4073401,NCT04659616,Cytarabine,"2(1H)-Pyrimidinone, 4-Amino-1-beta-D-arabinofuranosyl-",6
58415,4073401,NCT04659616,Cytarabine,"2(1H)-Pyrimidinone, 4-amino-1.beta.-D-arabinofuranosyl-",6
58416,4073401,NCT04659616,Cytarabine,ARA-cell,6
58417,4073401,NCT04659616,Cytarabine,Alexan,6
58418,4073401,NCT04659616,Cytarabine,Ara-C,6
58419,4073401,NCT04659616,Cytarabine,Arabine,6
58420,4073401,NCT04659616,Cytarabine,Arabinofuranosylcytosine,6
58421,4073401,NCT04659616,Cytarabine,Arabinosylcytosine,6
58422,4073401,NCT04659616,Cytarabine,Aracytidine,6
58423,4073401,NCT04659616,Cytarabine,Aracytin,6
58424,4073401,NCT04659616,Cytarabine,Aracytine,6
58425,4073401,NCT04659616,Cytarabine,Beta-Cytosine Arabinoside,6
58426,4073401,NCT04659616,Cytarabine,CHX-3311,6
58427,4073401,NCT04659616,Cytarabine,Cytarabinum,6
58428,4073401,NCT04659616,Cytarabine,Cytarbel,6
58429,4073401,NCT04659616,Cytarabine,Cytosar,6
58430,4073401,NCT04659616,Cytarabine,Cytosine Arabinoside,6
58431,4073401,NCT04659616,Cytarabine,Cytosine-.beta.-arabinoside,6
58432,4073401,NCT04659616,Cytarabine,Cytosine-beta-arabinoside,6
58433,4073401,NCT04659616,Cytarabine,Erpalfa,6
58434,4073401,NCT04659616,Cytarabine,Starasid,6
58435,4073401,NCT04659616,Cytarabine,Tarabine PFS,6
58436,4073401,NCT04659616,Cytarabine,U 19920,6
58437,4073401,NCT04659616,Cytarabine,U-19920,6
58438,4073401,NCT04659616,Cytarabine,Udicil,6
58439,4073401,NCT04659616,Cytarabine,WR-28453,6
58440,4073402,NCT04659616,Daunorubicin,DNR,6
58441,4073402,NCT04659616,Daunorubicin,Daunomycin,6
58442,4073402,NCT04659616,Daunorubicin,Daunorrubicina,6
58443,4073402,NCT04659616,Daunorubicin,Leukaemomycin C,6
58444,4073402,NCT04659616,Daunorubicin,Rubidomycin,6
58445,4073402,NCT04659616,Daunorubicin,Rubomycin C,6
58446,4073404,NCT04659616,Pemigatinib,INCB054828,6
58447,4073404,NCT04659616,Pemigatinib,Pemazyre,6
58448,4073407,NCT01461616,NPH,NPH insulin: Insulatard,6
58449,4073408,NCT01461616,Detemir,insulin Detemir: Levemir,6
58450,4073409,NCT01461616,Glargine,insulin glargine: Lamtus,6
58451,4073424,NCT00136916,Inhaled Insulin,Exubera,6
58452,4073431,NCT03841396,Sodium chloride,Saline 0.4mL saline,6
58453,4073433,NCT00003458,Antineoplaston therapy (Atengenal + Astugenal),A10 (Atengenal); AS2-1 (Astugenal),6
58454,4073448,NCT00158158,Usual Care,Nicoderm used for initial quit attempt.,6
58455,4073454,NCT06095596,Upadacitinib,Upadacitinib treatment,6
58456,4073455,NCT06095596,Vedolizumab,Vedolizumab treatment,6
58457,4073458,NCT02523196,"HepQuant-SHUNT (Drug and Device) #65,123 (4D-cholate) and IND #65,121 (13C-cholate)",HQ-SHUNT,6
58458,4073476,NCT01988896,Atezolizumab,MPDL3280,6
58459,4073477,NCT01988896,Cobimetinib,GDC-0973,6
58460,4073478,NCT03581058,Cannabis,Marijuana,6
58461,4073481,NCT03083522,Ojeok-San,OJS,6
58462,4073482,NCT03083522,Placebo,corn starch,6
58463,4073496,NCT04456322,RT plus Cisplatin,Cisplatin,6
58464,4073506,NCT00437216,"Clobetasol Propionate, 0.05%","Clobex® Spray, 0.05%",6
58465,4073507,NCT00437216,"Clobetasol propionate, 0.05% Spray","Clobex® Spray, 0.05%",6
58466,4073522,NCT01835496,single 1500 mg dose of Ferriprox,deferiprone,6
58467,4073534,NCT01209416,Acipimox,Tablet Olbetam 250 mg,6
58468,4073548,NCT02555696,nab-paclitaxel,ABI-007,6
58469,4073548,NCT02555696,nab-paclitaxel,Abraxane,6
58470,4073565,NCT06297096,Standard therapy,methotrexate,6
58471,4073565,NCT06297096,Standard therapy,mycophenolate mofetil,6
58472,4073567,NCT03015896,Lenalidomide,CC-5013,6
58473,4073567,NCT03015896,Lenalidomide,CC5013,6
58474,4073567,NCT03015896,Lenalidomide,CDC 501,6
58475,4073567,NCT03015896,Lenalidomide,Revlimid,6
58476,4073569,NCT01046396,adapalene cream 0.1% and adapalene lotion 0.1%,Differin® Cream 0.1%,6
58477,4073570,NCT01046396,adapalene lotion 0.1%,Differin® Lotion 0.1%,6
58478,4073609,NCT02420496,Enteral fish oil,Nordic Natural Omega 3,6
58479,4073610,NCT02420496,Ursodeoxycholic Acid,Actigall,6
58480,4073611,NCT02420496,Placebo,Sterile Water,6
58481,4073623,NCT02645916,Danggui-Sayuk-Ga-Osuyu-Saenggang-tang,DSGOST,6
58482,4073623,NCT02645916,Danggui-Sayuk-Ga-Osuyu-Saenggang-tang,Dangsanin Granule,6
58483,4073628,NCT03349216,Systemic Analgesia,Conscious Sedation,6
58484,4073629,NCT02776228,Brotizolam,Lendormin,6
58485,4073636,NCT06288516,Benralizumab 30 mg/ml,biological,6
58486,4073645,NCT04616196,Cetuximab,Erbitux®,6
58487,4073646,NCT00680316,Dornase alfa,Pulmozyme,6
58488,4073655,NCT06114758,Cytotec 200Mcg Tablet,misoprostol,6
58489,4073655,NCT06114758,Cytotec 200Mcg Tablet,prostoglandin f2α,6
58490,4073656,NCT06114758,Transamine,tranexamic acid,6
58491,4073658,NCT01203696,Amlodipine,Norvasc,6
58492,4073659,NCT01203696,Amlodipine,Norvasc,6
58493,4073660,NCT01992796,Irbesartan,Aprovel,6
58494,4073660,NCT01992796,Irbesartan,Candesartan.,6
58495,4073660,NCT01992796,Irbesartan,Karvea.,6
58496,4073660,NCT01992796,Irbesartan,Lortaan,6
58497,4073660,NCT01992796,Irbesartan,Losaprex,6
58498,4073660,NCT01992796,Irbesartan,Neolotan,6
58499,4073660,NCT01992796,Irbesartan,Olmesartan.,6
58500,4073660,NCT01992796,Irbesartan,Rixil,6
58501,4073660,NCT01992796,Irbesartan,Tareg,6
58502,4073660,NCT01992796,Irbesartan,Telmisartan.,6
58503,4073660,NCT01992796,Irbesartan,Tevetenz,6
58504,4073660,NCT01992796,Irbesartan,Valpression,6
58505,4073669,NCT02811016,Budesonide 200,Pulmicort Turbohaler,6
58506,4073670,NCT02811016,Budesonide 800,Pulmicort Turbohaler,6
58507,4073671,NCT02811016,Placebo,Lactose-Monohydrate,6
58508,4073682,NCT02402296,"β-1,3/1,6-D-glucan",Imurril capsules 100mg,6
58509,4073687,NCT01864096,Metformin,Metformin hydrochloride,6
58510,4073688,NCT01864096,Placebo,Placebo tablet,6
58511,4073693,NCT02819596,Savolitinib,AZD6094,6
58512,4073693,NCT02819596,Savolitinib,Volitinib,6
58513,4073694,NCT02819596,MEDI4736,Durvalumab,6
58514,4073706,NCT01318928,Metronidazol,"Flagyl 400mg, Novartis",6
58515,4073724,NCT04776096,Bepotastine Besilate 1.5% PF,TRALER LC,6
58516,4073751,NCT01665196,18F-FDG,18F-Fluorodeoxyglucose,6
58517,4073751,NCT01665196,18F-FDG,2-Fluoro-2-deoxy-D-glucose,6
58518,4073751,NCT01665196,18F-FDG,Fluorine-18-fluorodeoxyglucose,6
58519,4073754,NCT02387996,Nivolumab,BMS(936558),6
58520,4073762,NCT04504916,Zilovertamab vedotin,MK-2140,6
58521,4073762,NCT04504916,Zilovertamab vedotin,VLS-101,6
58522,4073764,NCT03886896,Lidocaine,Intravenous lidocaine infusion,6
58523,4073773,NCT00012116,temozolomide,Temodal,6
58524,4073773,NCT00012116,temozolomide,Temodar,6
58525,4073782,NCT02241616,Entecavir+Fuzheng Huayu+TCM Granule,319 Recipe,6
58526,4073782,NCT02241616,Entecavir+Fuzheng Huayu+TCM Granule,FZHY,6
58527,4073782,NCT02241616,Entecavir+Fuzheng Huayu+TCM Granule,Gan Ping,6
58528,4073794,NCT02783196,Liraglutide,LIR,6
58529,4073795,NCT02783196,Placebo,PLA,6
58530,4073799,NCT03832816,Placebo,distilled water,6
58531,4073814,NCT03009396,"RHB-104 (fixed-dose combination: 95 mg clarithromycin, 45 mg rifabutin, and 10 mg clofazimine)",RHB-104,6
58532,4073817,NCT03854396,Prasterone,DHEA,6
58533,4073817,NCT03854396,Prasterone,Dehydroepiandrosterone,6
58534,4073817,NCT03854396,Prasterone,Intrarosa,6
58535,4073818,NCT03854396,Placebo,Witepsol,6
58536,4073818,NCT03854396,Placebo,Witepsol H-15,6
58537,4073820,NCT04883996,1% EXP039,Isopto® Carpine,6
58538,4073838,NCT04364516,Anticoagulation,Vitamin K Antagonists or Direct Oral Anticoagulants,6
58539,4073845,NCT02872116,Nivolumab,BMS-936558,6
58540,4073845,NCT02872116,Nivolumab,Opdivo,6
58541,4073846,NCT02872116,Ipilimumab,BMS-734016,6
58542,4073846,NCT02872116,Ipilimumab,Yervoy,6
58543,4073857,NCT01134016,Antroquinonol,Hocena,6
58544,4073858,NCT04042116,Lucitanib,CO-3810,6
58545,4073859,NCT04042116,Lucitanib,CO-3810,6
58546,4073860,NCT04042116,Lucitanib,CO-3810,6
58547,4073861,NCT04042116,Nivolumab,BMS-936558,6
58548,4073861,NCT04042116,Nivolumab,Opdivo,6
58549,4073866,NCT00235716,dl-alpha-tocopherol,Vitamin E,6
58550,4073867,NCT00235716,Memantine,Namenda (R),6
58551,4073868,NCT00235716,dl-alpha-tocopherol,Vitamin E,6
58552,4073869,NCT00235716,Memantine,Namenda (R),6
58553,4073873,NCT00021216,bortezomib,LDP 341,6
58554,4073873,NCT00021216,bortezomib,MLN341,6
58555,4073873,NCT00021216,bortezomib,VELCADE,6
58556,4073899,NCT04122716,Liraglutide,Saxenda,6
58557,4073931,NCT05394116,Garetosmab,REGN2477,6
58558,4073933,NCT03861416,L-arginine 1.4% 500 ml,Unifuzol® 1.4%,6
58559,4073934,NCT03861416,L-arginine 1.4% 250 ml + placebo 250 ml,Unifuzol® 1.4% 250 ml and placebo 250 ml,6
58560,4073935,NCT03861416,Placebo solution,Ringer's solution,6
58561,4073954,NCT02577016,Sitagliptin,"Januvia®, Tesavel®, Xelevia®, Ristaben®, Glactiv®",6
58562,4073958,NCT05128916,Oral terbinafine,Terbinafine,6
58563,4073984,NCT01381016,Estradiol,"Climara, transdermal estrogen",6
58564,4073985,NCT01381016,Gonadotropin-releasing hormone (GnRH),Lutrelef or gonadorelin acetate,6
58565,4073986,NCT01381016,Progesterone,Prometrium or medroxyproge sterone acetate,6
58566,4074001,NCT03489616,Single agent,Single agent for maintenance therapy,6
58567,4074002,NCT03918616,"Memantine, Dopamine receptor-agonists","Memantine: Ebixa. Dopamine receptor-agonists: Sinemet, Sirio.",6
58568,4074012,NCT02564016,Normal Saline Infusion,0.9% Sodium Chloride,6
58569,4074021,NCT06204016,Estradiol Valerate,Progynova21,6
58570,4074022,NCT06204016,Placebo,P-Tabletten,6
58571,4074023,NCT01227616,Ferumoxytol,Feraheme,6
58572,4074024,NCT01227616,Iron Sucrose,Venofer,6
58573,4074043,NCT02349516,Squalamine Lactate Ophthalmic Solution 0.2%,squalamine lactate,6
58574,4074046,NCT05310916,Dapagliflozin 10mg Tab plus another oral hypoglycemic agent,Diglifloz 10mg Tab,6
58575,4074047,NCT05310916,Two oral hypoglycemic agents other than dapagliflozin,Oral anti-diabetic agents,6
58576,4074075,NCT02807116,Pacritinib,PAC400 mg,6
58577,4074076,NCT02807116,Rifampin,Rifampin600 mg,6
58578,4074077,NCT02807116,Pacritinib and Rifampin,PAC400 mg and rifampin 600mg,6
58579,4074100,NCT01860716,Melatonin,Circadin (Neurim Pharmaceuticals),6
58580,4074120,NCT01277016,BMDex,Bortezomid,6
58581,4074120,NCT01277016,BMDex,Dexametasone,6
58582,4074120,NCT01277016,BMDex,Melphalan,6
58583,4074125,NCT02137616,risperidone,Risperidol,6
58584,4074126,NCT02137616,olanzapine,olanzapine tablets,6
58585,4074127,NCT02137616,Quetiapine,quetiapine tablets,6
58586,4074128,NCT02137616,Aripiprazole,Aripiprazole tablets,6
58587,4074139,NCT02447016,Tenofovir disoproxil/emtricitabine/rilpivirine,"eviplera, complera",6
58588,4074140,NCT02447016,Tenofovir disoproxil/emtricitabine/efavirenz,Atripla,6
58589,4074143,NCT01091116,MEN16132 - 0.125 mg,fasitibant 0.125 mg,6
58590,4074144,NCT01091116,MEN16132 - 0.25 mg,fasitibant 0.25 mg,6
58591,4074145,NCT01091116,MEN16132 - 0.5 mg,fasitibant 0.5 mg,6
58592,4074146,NCT01091116,MEN16132 - 0.5 mg,fasitibant 0.5 mg,6
58593,4074150,NCT00876616,Tacrolimus+Mycophenolate mofetil,FK506+MMF,6
58594,4074151,NCT00876616,Cyclophosphamide,CTX,6
58595,4074156,NCT02080416,Nelfinavir,Viracept®,6
58596,4074161,NCT00642616,Technosphere® Insulin,Afrezza,6
58597,4074179,NCT00279916,Triamcinolone acetonide nasal spray,Nasacort AQ,6
58598,4074187,NCT05439616,Cariprazine,AGN-241780,6
58599,4074187,NCT05439616,Cariprazine,VRAYLAR,6
58600,4074191,NCT05383716,Pembrolizumab,Keytruda,6
58601,4074196,NCT04133116,LY3471851,NKTR-358,6
58602,4074203,NCT01110616,Comparator: Lorazepam,Lorazepam,6
58603,4074217,NCT05387616,Copanlisib,ALIQOPA™,6
58604,4074218,NCT05387616,Obinutuzumab,GAZYVARO®,6
58605,4074226,NCT06343116,Nimotuzumab injection,Taixinsheng,6
58606,4074238,NCT05624996,Carboplatin,Blastocarb,6
58607,4074238,NCT05624996,Carboplatin,CBDCA,6
58608,4074238,NCT05624996,Carboplatin,Carboplat,6
