anchor_drug_id,canonical_rxcui,canonical_drug_name,canonical_tty
647,1385,benzbromarone,IN
648,2637735,benzenesulfinic acid,IN
649,1390,benzethonium,IN
650,2690627,benzgalantamine,IN
651,2001352,benzhydrocodone,IN
652,1362885,benzimidazole,IN
653,18994,benznidazole,IN
654,70589,benzoate,IN
655,1008811,benzoate / phenylacetate,MIN
656,1399,benzocaine,IN
657,214301,benzocaine / trimethobenzamide,MIN
658,1406,benzoin resin,IN
659,18993,benzonatate,IN
660,18997,benzophenone,IN
661,314521,benzoxiquine,IN
662,236962,benzoxonium,IN
663,1418,benzoyl peroxide,IN
664,1422,benzphetamine,IN
665,117896,benzquercin,IN
666,19041,benzquinamide,IN
667,19008,benzthiazide,IN
668,1424,benztropine,IN
669,1425,benzydamine,IN
670,1426,benzyl alcohol,IN
671,19044,benzyl benzoate,IN
672,1311516,benzyl chloride,IN
673,2374339,benzylamine,IN
674,19075,benzylparaben,IN
675,19079,benzylpenicilloyl polylysine,IN
676,19084,benzylthiouracil,IN
677,863035,bepotastine,IN
678,1436,bepridil,IN
679,46967,beractant,IN
680,2723752,berahyaluronidase alfa,IN
681,1437,berberine,IN
682,2710434,berdazimer,IN
683,2637758,beremagene geperpavec,IN
684,1305651,bergamot oil,IN
685,851906,bermuda grass pollen extract,IN
686,2467540,berotralstat,IN
687,1310252,beryllium,IN
688,819911,besifloxacin,IN
689,19143,beta carotene,IN
690,61,beta-alanine,IN
691,1476,beta-escin,IN
692,1923811,beta-pinene,IN
693,1362685,betadex,IN
694,1511,betahistine,IN
695,1512,betaine,IN
696,1514,betamethasone,IN
697,690419,betamethasone / calcipotriene,MIN
698,1596454,betamethasone / clotrimazole / gentamicin,MIN
699,1368136,betasizofiran,IN
700,1520,betaxolol,IN
701,19257,bethanechol,IN
702,1523,bethanidine,IN
703,2610349,betibeglogene autotemcel,IN
704,1927851,betrixaban,IN
705,1310070,betula pendula tar oil,IN
706,2467840,betulin,IN
707,253337,bevacizumab,IN
708,2627044,bexagliflozin,IN
709,233272,bexarotene,IN
710,1525,bezafibrate,IN
711,1855048,bezlotoxumab,IN
712,83008,bicalutamide,IN
713,1306100,bicisate,IN
714,236268,biclotymol,IN
715,1999660,bictegravir,IN
716,1996259,bictegravir / emtricitabine / tenofovir alafenamide,MIN
717,47111,bifemelane,IN
718,2475177,bifenthrin,IN
719,285148,bifidobacterium bifidum,IN
720,2110011,bifidobacterium breve,IN
721,100213,bifidobacterium infantis,IN
722,19295,bifonazole,IN
723,1918319,biguanide,IN
724,283810,bimatoprost,IN
725,2668041,bimekizumab,IN
726,2049122,binimetinib,IN
727,19338,bioallethrin,IN
728,1588,biotin,IN
729,1589,biperiden,IN
730,2675583,birch triterpenes,IN
731,1370777,bird pepper extract,IN
732,19461,bisabolol,IN
733,1596,bisacodyl,IN
734,19464,bisdequalinium,IN
735,1811860,bisdisulizole,IN
736,40762,bismuth aluminate,IN
737,19469,bismuth carbonate,IN
738,1546284,bismuth cation,IN
739,324003,bismuth dipropylacetate,IN
740,19472,bismuth oxide,IN
741,19475,bismuth subcarbonate,IN
742,47181,bismuth subcitrate,IN
743,1007769,bismuth subcitrate / metronidazole / tetracycline,MIN
744,19476,bismuth subgallate,IN
745,19477,bismuth subnitrate,IN
746,19478,bismuth subsalicylate,IN
747,47180,bismuth tribromophenate,IN
748,1310510,bisoctrizole,IN
749,19484,bisoprolol,IN
750,214317,bisoprolol / hydrochlorothiazide,MIN
751,1433347,bisphenol a,IN
752,19499,bitolterol,IN
753,1014739,bitter dock pollen extract,IN
754,899645,bitternut hickory pollen extract,IN
755,60819,bivalirudin,IN
756,852376,black cottonwood pollen extract,IN
757,995738,black imported fire ant allergenic extract,IN
758,867325,black locust pollen extract,IN
759,852260,black oak pollen extract,IN
760,852569,black walnut pollen extract,IN
761,1372002,blackberry flavor,IN
762,1622,bleomycin,IN
763,1597258,blinatumomab,IN
764,899611,blue beech pollen extract,IN
765,1315126,blue crab preparation,IN
766,900704,blue spruce pollen extract,IN
767,899382,blueberry allergenic extract,IN
768,1102129,boceprevir,IN
769,2289408,boldenone,IN
770,19605,bopindolol,IN
771,68905,borage oil,IN
772,1424875,borate ion,IN
773,1608803,bordetella pertussis,IN
774,1700,boric acid,IN
775,19610,bornaprine,IN
776,1368202,borneol,IN
777,2530132,"borneol, (+)-",IN
778,1491978,bornyl acetate,IN
779,1705,boron,IN
780,358258,bortezomib,IN
781,1737793,bos taurus gallstone preparation,IN
782,1735163,boscalid,IN
783,75207,bosentan,IN
784,498193,bosentan monohydrate,IN
785,1307619,bosutinib,IN
786,852233,bottlebrush pollen extract,IN
787,1722718,botulinum neurotoxin a immune fab2 / botulinum neurotoxin b immune fab2 / botulinum neurotoxin c immune fab2 / botulinum neurotoxin d immune fab2 / botulinum neurotoxin e immune fab2 / botulinum neurotoxin f immune fab2 / botulinum neurotoxin g immune fab2,MIN
788,1712,botulinum toxin type a,IN
789,2167673,botulinum toxin type b,IN
790,544488,botulism immune globulin iv human,IN
791,851740,box elder maple pollen extract,IN
792,2176312,bremelanotide,IN
793,2721880,brensocatib,IN
794,1147320,brentuximab vedotin,IN
795,19685,bretylium,IN
796,2121777,brexanolone,IN
797,1658314,brexpiprazole,IN
798,2387277,brexucabtagene autoleucel,IN
799,1921217,brigatinib,IN
800,1998867,brilliant blue g,IN
801,19698,brilliant green,IN
802,134615,brimonidine,IN
803,2599518,brincidofovir,IN
804,194881,brinzolamide,IN
805,1739745,brivaracetam,IN
806,59161,brivudine,IN
807,903913,broad leaved paperbark pollen extract,IN
808,1232637,broadleaf cattail pollen extract,IN
809,1668220,broccoli sprout extract,IN
810,1872251,brodalumab,IN
811,19727,brodimoprim,IN
812,2204915,brolucizumab,IN
813,1749,bromazepam,IN
814,1752,bromelains,IN
815,19737,bromfenac,IN
816,1753,bromhexine,IN
817,1760,bromocriptine,IN
818,19759,bromodiphenhydramine,IN
819,214323,bromodiphenhydramine / codeine,MIN
820,19768,bromopride,IN
821,1546386,bromotheophylline,IN
822,19777,bromperidol,IN
823,1767,brompheniramine,IN
824,1114345,bronopol,IN
825,1094193,broomweed pollen extract,IN
826,19790,brotizolam,IN
827,19791,brovanexine,IN
828,1306946,brown iron oxide,IN
829,1311040,brown rice preparation,IN
830,2693987,bruceantin,IN
831,2181419,brucine,IN
832,59636,buclizine,IN
833,19831,budesonide,IN
834,19832,budipine,IN
835,1796,bufexamac,IN
836,19836,buflomedil,IN
837,2743603,bulevirtide,IN
838,19847,bumadizone,IN
839,1808,bumetanide,IN
840,19850,bunazosin,IN
841,1815,bupivacaine,IN
842,1817,bupranolol,IN
843,1819,buprenorphine,IN
844,42347,bupropion,IN
845,1551467,bupropion / naltrexone,MIN
846,900991,bur oak pollen extract,IN
847,852593,burning bush pollen extract,IN
848,2043855,burosumab,IN
849,852526,burrobrush pollen extract,IN
850,852551,burweed marshelder pollen extract,IN
851,1825,buserelin,IN
852,1827,buspirone,IN
853,1828,busulfan,IN
854,477631,butabarbital,IN
855,1829,butacaine,IN
856,819929,butafosfan,IN
857,180806,butalamine,IN
858,19860,butalbital,IN
859,19861,butamben,IN
860,19862,butamirate,IN
861,1310550,butane,IN
862,1370573,butedronate,IN
863,47461,butenafine,IN
864,235942,butetamate,IN
865,19882,buthiazide,IN
866,19880,butibufen,IN
867,2390760,butidrine,IN
868,19874,butobarbital,IN
869,19884,butoconazole,IN
870,1841,butorphanol,IN
871,19895,butriptyline,IN
872,259260,button mushroom extract,IN
873,1310579,butyl alcohol,IN
874,19900,butyl chloride,IN
875,1363628,butyl stearate,IN
876,1362900,butylated hydroxyanisole,IN
877,1848,butylated hydroxytoluene,IN
878,1306937,butylparaben,IN
879,1085787,butylscopolamine,IN
880,596718,butyrate,IN
881,19943,buzepide metiodide,IN
882,1599832,c1 esterase inhibitor,IN
883,1609072,c11-12 isoparaffin,IN
884,996051,cabazitaxel,IN
885,47579,cabergoline,IN
886,2475077,cabotegravir,IN
887,1363268,cabozantinib,IN
888,20012,cadexomer iodine,IN
889,1362694,cadmium,IN
890,1368145,cadmium sulfate,IN
891,1368199,cadmium sulfide,IN
892,47589,cafedrine,IN
893,1311397,caffeic acid,IN
894,1886,caffeine,IN
895,1309211,cajuput oil,IN
896,804304,calamine / pramoxine,MIN
897,2121416,calaspargase pegol,IN
898,1889,calcifediol,IN
899,29365,calcipotriene,IN
900,1311287,calcitonin,IN
901,1894,calcitriol,IN
902,1895,calcium,IN
903,214342,calcium acetate,IN
904,47610,calcium alginate,IN
905,142407,calcium ascorbate,IN
906,287637,calcium aspartate,IN
907,1902,calcium carbimide,IN
908,1897,calcium carbonate,IN
909,1901,calcium chloride,IN
910,47613,calcium citrate,IN
911,1905,calcium fluoride,IN
912,25806,calcium glubionate,IN
913,1907,calcium glucarate,IN
914,47618,calcium gluceptate,IN
915,1908,calcium gluconate,IN
916,1909,calcium glycerophosphate,IN
917,1910,calcium hydroxide,IN
918,1424671,calcium hypophosphite,IN
919,47622,calcium lactate,IN
920,235784,calcium lactobionate,IN
921,47624,calcium levulinate,IN
922,28728,calcium oxide,IN
923,2393796,calcium oxybate / magnesium oxybate / potassium oxybate / sodium oxybate,MIN
924,1919,calcium phosphate,IN
925,20063,calcium polycarbophil,IN
926,1362901,calcium pyrophosphate,IN
927,236693,calcium saccharate,IN
928,1311526,calcium silicate,IN
929,1925,calcium sulfate,IN
930,90521,calcium sulfide,IN
931,273888,calcium threonate,IN
932,285222,calendula officinalis extract,IN
933,1309289,calendula officinalis flower extract,IN
934,1428027,calendula officinalis whole extract,IN
935,232539,calfactant,IN
936,1014721,california black oak pollen extract,IN
937,852561,california black walnut pollen extract,IN
938,852585,california juniper pollen extract,IN
939,892734,california mugwort pollen extract,IN
940,852802,california scrub oak pollen extract,IN
941,1424676,calteridol,IN
942,1951,cambendazole,IN
943,1306161,camellia japonica seed oil,IN
944,2395761,camphene,IN
945,1952,camphor,IN
946,1007618,camphor / capsaicin / menthol,MIN
947,2101501,camphor / capsicum oleoresin / menthol / methyl salicylate,MIN
948,1306163,camphor leaf oil,IN
949,2264361,"camphoric acid, (+)-",IN
950,995743,canada goldenrod pollen extract,IN
951,1014731,canadian bluegrass pollen extract,IN
952,1373458,canagliflozin,IN
953,853491,canakinumab,IN
954,894961,canary feather extract,IN
955,852697,canary grass pollen extract,IN
956,214354,candesartan,IN
957,284628,candesartan / hydrochlorothiazide,MIN
958,1963,candida albicans,IN
959,1656052,cangrelor,IN
960,854025,canis lupus familiaris hair extract,IN
961,2585216,cannabichromene,IN
962,2045371,cannabidiol,IN
963,2464938,cannabigerol,IN
964,1976,cannabinol,IN
965,1484855,cannabis sativa subsp. flowering top extract,IN
966,618970,canrenoate,IN
967,81971,canrenoic acid,IN
968,1982,canrenone,IN
969,1984,cantharidin,IN
970,42348,canthaxanthin,IN
971,851942,canyon ragweed pollen extract,IN
972,194000,capecitabine,IN
973,2669967,capivasertib,IN
974,2110605,caplacizumab,IN
975,2362165,capmatinib,IN
976,78903,capreomycin,IN
977,136300,capromab pendetide,IN
978,1986787,capromorelin,IN
979,2584845,caprylamidopropyl betaine,IN
980,1307145,caprylhydroxamic acid,IN
981,1992,capsaicin,IN
982,1314843,capsicum annuum whole extract,IN
983,319780,capsicum extract,IN
984,235787,capsicum oleoresin,IN
985,1998,captopril,IN
986,20191,caramiphen,IN
987,20192,carazolol,IN
988,1999,carbachol,IN
989,1314339,carbadox,IN
990,2002,carbamazepine,IN
991,47686,carbamide peroxide,IN
992,1546387,carbamoylcholine,IN
993,20206,carbarson,IN
994,9724,carbaryl,IN
995,2011,carbazochrome,IN
996,2015,carbenicillin,IN
997,2017,carbenoxolone,IN
998,20217,carbetapentane,IN
999,605496,carbetapentane / guaifenesin,MIN
1000,2019,carbidopa,IN
1001,103990,carbidopa / levodopa,MIN
1002,2020,carbimazole,IN
1003,20220,carbinoxamine,IN
1004,2023,carbocysteine,IN
1005,235535,carbomer,IN
1006,1732380,carbomer homopolymer type b (allyl pentaerythritol or allyl sucrose crosslinked),IN
1007,1305738,carbomer homopolymer type c,IN
1008,1362909,carbomer-940,IN
1009,1363568,carbomer-974p,IN
1010,2032,carbon black,IN
1011,2034,carbon dioxide,IN
1012,2037,carbon monoxide,IN
1013,2383337,carbon tetrachloride,IN
1014,1544139,carbonate ion,IN
1015,40048,carboplatin,IN
1016,2051,carboprost,IN
1017,2062,carboxymethylcellulose,IN
1018,20298,carboxypolymethylene,IN
1019,2067,carbromal,IN
1020,2068,carbutamide,IN
1021,1314587,cardamom extract,IN
1022,350520,carduus marianus preparation,IN
1023,851926,careless weed pollen extract,IN
1024,1302966,carfilzomib,IN
1025,401713,carglumic acid,IN
1026,1667655,cariprazine,IN
1027,2101,carisoprodol,IN
1028,2105,carmustine,IN
1029,2106,carnitine,IN
1030,1362697,carnosine,IN
1031,20342,carpipramine,IN
1032,20343,carprofen,IN
1033,2116,carteolol,IN
1034,1376213,carthamus tinctorius flower bud extract,IN
1035,1998840,carvacrol,IN
1036,20352,carvedilol,IN
1037,1368148,caryophyllene,IN
1038,20355,carzenide,IN
1039,66869,cascara sagrada,IN
1040,862460,casein allergenic extract,IN
1041,892526,cashew nut allergenic extract,IN
1042,2480096,casimersen,IN
1043,2465242,casirivimab,IN
1044,140108,caspofungin,IN
1045,1307589,cassia fistula fruit extract,IN
1046,2129,castor oil,IN
1047,886638,cat flea allergenic extract,IN
1048,248123,cat hair extract,IN
1049,851949,cat skin extract,IN
1050,1367177,catechin,IN
1051,32022,cathine,IN
1052,1425214,caviar preparation,IN
1053,1006340,cayenne pepper allergenic extract,IN
1054,1014191,cedar elm pollen extract,IN
1055,1309217,cedar leaf oil,IN
1056,2384449,cedazuridine,IN
1057,2384456,cedazuridine / decitabine,MIN
1058,2176,cefaclor,IN
1059,2177,cefadroxil,IN
1060,2178,cefamandole,IN
1061,2179,cefatrizine,IN
1062,2180,cefazolin,IN
1063,25037,cefdinir,IN
1064,83682,cefditoren,IN
1065,20481,cefepime,IN
1066,20482,cefetamet,IN
1067,2265702,cefiderocol,IN
1068,25033,cefixime,IN
1069,2182,cefmetazole,IN
1070,20485,cefodizime,IN
1071,2183,cefonicid,IN
1072,2184,cefoperazone,IN
1073,20486,ceforanide,IN
1074,2186,cefotaxime,IN
1075,2187,cefotetan,IN
1076,2188,cefotiam,IN
1077,1591901,cefovecin,IN
1078,2189,cefoxitin,IN
1079,27130,cefpirome,IN
1080,20489,cefpodoxime,IN
1081,19552,cefprozil,IN
1082,2190,cefsulodin,IN
1083,1040005,ceftaroline,IN
1084,1040004,ceftaroline fosamil,IN
1085,2191,ceftazidime,IN
1086,20492,ceftibuten,IN
1087,1311521,ceftiofur,IN
1088,2192,ceftizoxime,IN
1089,2691333,ceftobiprole,IN
1090,1597609,ceftolozane,IN
1091,1597614,ceftolozane / tazobactam,MIN
1092,2193,ceftriaxone,IN
1093,2194,cefuroxime,IN
1094,140587,celecoxib,IN
1095,20498,celiprolol,IN
1096,2221,cellulose,IN
1097,2058826,cemiplimab,IN
1098,2104332,cenegermin,IN
1099,2265690,cenobamate,IN
1100,1310164,centella asiatica extract,IN
1101,1119986,centruroides (scorpion) immune f(ab')2 (equine),IN
1102,2231,cephalexin,IN
1103,2233,cephaloridine,IN
1104,2236,cephalothin,IN
1105,2238,cephapirin,IN
1106,2239,cephradine,IN
1107,1426448,ceramide 2,IN
1108,1362741,ceramide 3,IN
1109,1314307,ceramide 6 ii,IN
1110,1673068,ceric oxide,IN
1111,1535457,ceritinib,IN
1112,314546,cerium oxalate,IN
1113,596723,cerivastatin,IN
1114,1922437,cerliponase,IN
1115,709271,certolizumab pegol,IN
1116,152610,certoparin,IN
1117,1310121,cesium,IN
1118,47907,cetalkonium chloride,IN
1119,1311623,ceteareth-30,IN
1120,1314341,ceteth-10,IN
1121,1310709,ceteth-20,IN
1122,20609,cetiedil,IN
1123,20610,cetirizine,IN
1124,1370628,cetostearyl sulfate,IN
1125,288088,cetrimide,IN
1126,20614,cetrimonium,IN
1127,68147,cetrorelix,IN
1128,318341,cetuximab,IN
1129,20615,cetyl alcohol,IN
1130,1306178,cetyl ethylhexanoate,IN
1131,1306181,cetyl octanoate,IN
1132,1311485,cetyl palmitate,IN
1133,2286,cetylpyridinium,IN
1134,44281,cevimeline,IN
1135,1305633,chamaecyparis obtusa wood oil,IN
1136,1306194,chamaemelum nobile flower extract,IN
1137,1309226,chamomile extract,IN
1138,221916,chamomile flowers,IN
1139,852225,cheat grass pollen extract,IN
1140,42588,chenodeoxycholate,IN
1141,852144,cherry birch pollen extract,IN
1142,894934,chicken feather extract,IN
1143,2001615,chicory leaf extract,IN
1144,1305720,chinese cinnamon extract,IN
1145,852844,chinese elm pollen extract,IN
1146,2267019,"chiro-inositol, (+)-",IN
1147,59038,chitosan,IN
1148,1368152,chitosan medium molecular weight (200-800 mpa.s),IN
1149,21254,chlophedianol,IN
1150,89808,chloral betaine,IN
1151,2346,chlorambucil,IN
1152,20762,chloramine-t,IN
1153,2348,chloramphenicol,IN
1154,2354,chlorcyclizine,IN
1155,2356,chlordiazepoxide,IN
1156,611854,chlordiazepoxide / clidinium,MIN
1157,2358,chlorhexidine,IN
1158,484139,chlorhexidine / isopropyl alcohol,MIN
1159,645081,chlorhexidine / tolnaftate,MIN
1160,1546391,chloric acid,IN
1161,153974,chloride ion,IN
1162,1310122,chlorine,IN
1163,20799,chlorine dioxide,IN
1164,78904,chlormadinone,IN
1165,2373,chlormezanone,IN
1166,2378,chlorobutanol,IN
1167,20823,chlorocresol,IN
1168,1362698,chloroform,IN
1169,1311387,chlorogenic acid,IN
1170,1312362,chloromethyl methyl ether,IN
1171,20852,chlorophyllin,IN
1172,20859,chloroprocaine,IN
1173,20861,chloropyramine,IN
1174,2393,chloroquine,IN
1175,59695,chlorothen,IN
1176,236872,chlorotheophylline,IN
1177,2396,chlorothiazide,IN
1178,1363702,chlorothymol,IN
1179,2397,chlorotrianisene,IN
1180,20875,chloroxine,IN
1181,20877,chloroxylenol,IN
1182,1362886,chlorozotocin,IN
1183,2399,chlorphenesin,IN
1184,2400,chlorpheniramine,IN
1185,605998,chlorpheniramine / codeine,MIN
1186,214392,chlorpheniramine / hydrocodone,MIN
1187,544284,chlorpheniramine / methscopolamine / phenylephrine,MIN
1188,20881,chlorphenoxamine,IN
1189,59860,chlorproethazine,IN
1190,2403,chlorpromazine,IN
1191,2404,chlorpropamide,IN
1192,2406,chlorprothixene,IN
1193,2407,chlorquinaldol,IN
1194,106990,chlorquinaldol / hydrocortisone,MIN
1195,2408,chlortetracycline,IN
1196,2409,chlorthalidone,IN
1197,214418,chlorthalidone / clonidine,MIN
1198,1546416,chlortheophylline,IN
1199,2410,chlorzoxazone,IN
1200,1010915,chocolate allergenic extract,IN
1201,1426483,cholate,IN
1202,2418,cholecalciferol,IN
1203,2420,cholecystokinin,IN
1204,2438,cholesterol,IN
1205,1606197,cholesteryl chloride,IN
1206,2447,cholestyramine resin,IN
1207,1440856,cholic acid,IN
1208,2449,choline,IN
1209,1433887,choline fenofibrate,IN
1210,215799,choline magnesium trisalicylate,IN
1211,2473,chondroitin sulfates,IN
1212,4986,chorionic gonadotropin,IN
1213,1546418,chromic cation,IN
1214,21009,chromic chloride,IN
1215,121070,chromic phosphate p32,IN
1216,90402,chromic sulfate,IN
1217,2496,chromium,IN
1218,1311292,chromium gluconate,IN
1219,59308,chromium picolinate,IN
1220,1539810,chromium trioxide,IN
1221,2508,chromonar,IN
1222,1362888,chrysin,IN
1223,2525,chymopapain,IN
1224,2530,chymotrypsin,IN
1225,274964,ciclesonide,IN
1226,21914,cicletanine,IN
1227,21090,ciclopirox,IN
1228,21095,cicloxilic acid,IN
1229,83171,cidofovir,IN
1230,21099,cifenline,IN
1231,2477852,cifostodine,IN
1232,2540,cilastatin,IN
1233,34482,cilastatin / imipenem,MIN
1234,2184141,cilastatin / imipenem / relebactam,MIN
1235,21102,cilazapril,IN
1236,2587306,cilgavimab,IN
1237,21107,cilostazol,IN
1238,2594775,ciltacabtagene autoleucel,IN
1239,2541,cimetidine,IN
1240,407990,cinacalcet,IN
1241,21113,cinametic acid,IN
1242,21125,cinitapride,IN
1243,1368650,cinnamate,IN
1244,21130,cinnamedrine,IN
1245,1309229,cinnamon oil,IN
1246,1362889,cinnamyl alcohol,IN
1247,2549,cinnarizine,IN
1248,2550,cinoxacin,IN
1249,288262,cinoxate,IN
1250,2667433,cipaglucosidase alfa,IN
1251,21149,ciprofibrate,IN
1252,2551,ciprofloxacin,IN
1253,35255,cisapride,IN
1254,319864,cisatracurium,IN
1255,2555,cisplatin,IN
1256,2556,citalopram,IN
1257,997602,citicoline,IN
1258,21171,citiolone,IN
1259,1435288,citraconate,IN
1260,114200,citrate,IN
1261,21183,citric acid,IN
1262,689841,citric acid / potassium citrate / sodium citrate,MIN
1263,1309376,citronella oil,IN
1264,2567,citrulline,IN
1265,1311573,citrus aurantium fruit extract,IN
1266,1366324,citrus junos fruit extract,IN
1267,581398,citrus pectin,IN
1268,44157,cladribine,IN
1269,892539,clam allergenic extract,IN
1270,21212,clarithromycin,IN
1271,2474340,clascoterone,IN
1272,48203,clavulanate,IN
1273,21224,clebopride,IN
1274,2578,clemastine,IN
1275,1355831,clematis vitalba flower extract,IN
1276,21226,clemizolpenicillin,IN
1277,2580,clenbuterol,IN
1278,1309780,clerodendranthus spicatus leaf extract,IN
1279,233603,clevidipine,IN
1280,21232,clidinium,IN
1281,191566,climbazole,IN
1282,2582,clindamycin,IN
1283,5942,clioquinol,IN
1284,21241,clobazam,IN
1285,21244,clobenzorex,IN
1286,2590,clobetasol,IN
1287,108074,clobetasone,IN
1288,21247,clobutinol,IN
1289,402583,clocinizine,IN
1290,21249,clocortolone,IN
1291,3350,clodronic acid,IN
1292,44151,clofarabine,IN
1293,2592,clofazimine,IN
1294,21255,clofexamide,IN
1295,183877,clofezone,IN
1296,2594,clofibrate,IN
1297,21264,clofoctol,IN
1298,2596,clomiphene,IN
1299,2597,clomipramine,IN
1300,21272,clomocycline,IN
1301,2598,clonazepam,IN
1302,2599,clonidine,IN
1303,2372697,clonitrate,IN
1304,2601,clonixin,IN
1305,2603,clopamide,IN
1306,2104180,cloperastine,IN
1307,32968,clopidogrel,IN
1308,1367179,clopidol,IN
1309,21285,cloprednol,IN
1310,2606,cloprostenol,IN
1311,2353,clorazepate,IN
1312,21290,clorophene,IN
1313,28303,clorsulon,IN
1314,61686,clostebol,IN
1315,1811178,clostridium botulinum,IN
1316,2620,clothiapine,IN
1317,2622,clotiazepam,IN
1318,2623,clotrimazole,IN
1319,899724,clove allergenic extract,IN
1320,7624,clove oil,IN
1321,2625,cloxacillin,IN
1322,21311,cloxazolam,IN
1323,2626,clozapine,IN
1324,2697463,cnidium monnieri fruit extract,IN
1325,1535944,coagulation factor ix recombinant immunoglobulin g1 fusion protein,IN
1326,2635,coal tar,IN
1327,852302,coast live oak pollen extract,IN
1328,851736,coast maple pollen extract,IN
1329,852011,coast sage pollen extract,IN
1330,1310300,cobalt,IN
1331,1362742,cobalt sulfate,IN
1332,1546419,cobaltous cation,IN
1333,1426884,cobaltous chloride,IN
1334,21373,cobamamide,IN
1335,1306284,cobicistat,IN
1336,1598380,cobicistat / darunavir,MIN
1337,1996260,cobicistat / darunavir / emtricitabine / tenofovir alafenamide,MIN
1338,1721612,cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,MIN
1339,1306291,cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil,MIN
1340,1722365,cobimetinib,IN
1341,2653,cocaine,IN
1342,107610,cocaine / homatropine,MIN
1343,1311576,cocamidopropyl betaine,IN
1344,1549330,coccidioides immitis spherule,IN
1345,852025,cocklebur pollen extract,IN
1346,891721,cocoa bean allergenic extract,IN
1347,21389,cocoa butter,IN
1348,1373895,cocoa extract,IN
1349,1309239,coconut oil,IN
1350,2669,cod liver oil,IN
1351,1426437,"cod, unspecified preparation",IN
1352,2670,codeine,IN
1353,214442,codeine / guaifenesin,MIN
1354,892543,codfish allergenic extract,IN
1355,1314344,coenzyme a,IN
1356,1310128,"coffea arabica seed, roasted, extract",IN
1357,1541732,coix lacryma-jobi var. ma-yuen seed oil,IN
1358,2174385,colchiceine,IN
1359,2683,colchicine,IN
1360,141626,colesevelam,IN
1361,2685,colestipol,IN
1362,107784,colfosceril,IN
1363,2709,colistin,IN
1364,1426856,collagen type i,IN
1365,1368163,"collagen, soluble, fish skin",IN
1366,58939,collagenase,IN
1367,898492,collagenase clostridium histolyticum,IN
1368,1339883,collinsonia extract,IN
1369,221082,colloidal oatmeal,IN
1370,902215,common cocklebur pollen extract,IN
1371,1294628,common paper wasp venom protein,IN
1372,852020,common sagebrush pollen extract,IN
1373,1297527,common wasp venom protein,IN
1374,896213,common wormwood pollen extract,IN
1375,2708333,concizumab,IN
1376,1546420,condoliase,IN
1377,1313334,coniine,IN
1378,302285,conivaptan,IN
1379,895353,cootamundra wattle pollen extract,IN
1380,1945077,copanlisib,IN
1381,2837,copper,IN
1382,150596,copper chloride,IN
1383,2839,copper gluconate,IN
1384,21579,copper sulfate,IN
1385,1989289,cordycepin,IN
1386,852015,corn pollen extract,IN
1387,314488,corn smut allergenic extract,IN
1388,1039062,corn starch,IN
1389,376,corticotropin,IN
1390,214461,corticotropin-releasing hormone,IN
1391,2878,cortisone,IN
1392,21660,cortivazol,IN
1393,1376214,corydalis ambigua tuber extract,IN
1394,2717511,cosibelimab,IN
1395,2890,cosyntropin,IN
1396,1309243,cottonseed oil,IN
1397,2745582,coumaphos,IN
1398,2898,coumarin,IN
1399,892665,cow milk allergenic extract,IN
1400,2591813,coxsackievirus a21,IN
1401,21716,crataegus extract,IN
1402,2907,creatine,IN
1403,2913,creatinine,IN
1404,1094116,creeping bentgrass pollen extract,IN
1405,2915,creosote,IN
1406,21732,cresatin,IN
1407,62130,cresol,IN
1408,973447,cricket allergenic extract,IN
1409,2701386,crinecerfont,IN
1410,1865953,crisaborole,IN
1411,2262279,crizanlizumab,IN
1412,1148495,crizotinib,IN
1413,2262278,crocin,IN
1414,21753,croconazole,IN
1415,1364449,crofelemer,IN
1416,2921,cromoglycate,IN
1417,42612,cromolyn,IN
1418,812238,cromolyn / xylometazoline,MIN
1419,1310574,croscarmellose,IN
1420,2101271,crotalidae immune f(ab')2,IN
1421,885185,crotalus adamanteus antivenin,IN
1422,885187,crotalus atrox antivenin,IN
1423,885189,crotalus scutulatus antivenin,IN
1424,21766,crotamiton,IN
1425,1309665,croton oil,IN
1426,2686619,crovalimab,IN
1427,42618,cryptenamine,IN
1428,1307710,crypthecodinium cohnii dha oil,IN
1429,1428847,cucumis melo extract,IN
1430,1345679,culex pipiens preparation,IN
1431,1098118,cultivated barley pollen extract,IN
1432,901369,cultivated mushroom allergenic extract,IN
1433,1311817,cultivated mushroom extract,IN
1434,852114,cultivated oat pollen extract,IN
1435,1014774,cultivated rye grass pollen extract,IN
1436,1427198,cupric cation,IN
1437,21833,cupric chloride,IN
1438,1428217,cupric glycinate,IN
1439,21837,cupric oxide,IN
1440,1423796,cuprous chloride,IN
1441,21842,cuprous oxide,IN
1442,1482794,curcuma aromatica root oil,IN
1443,1306094,curcuma xanthorrhiza oil,IN
1444,2955,curcumin,IN
1445,999438,curvularia inequalis allergenic extract,IN
1446,21877,cyamemazine,IN
1447,1923817,cyanide,IN
1448,2968,cyclacillin,IN
1449,2969,cyclamate,IN
1450,2970,cyclandelate,IN
1451,1314330,cyclic amp,IN
1452,2977,cyclizine,IN
1453,2978,cyclobarbital,IN
1454,21949,cyclobenzaprine,IN
1455,21954,cyclobutyrol,IN
1456,1426609,cyclodextrins,IN
1457,2983,cyclofenil,IN
1458,2099711,cyclohexanol,IN
