anchor_drug_id,canonical_rxcui,canonical_drug_name,canonical_tty
136,1303098,aclidinium,IN
137,2205093,aclidinium / formoterol,MIN
138,2716801,acoltremon,IN
139,1441664,aconitine,IN
140,2698312,acoramidis,IN
141,1310280,acorus calamus extract,IN
142,1309395,acorus calamus root extract,IN
143,905070,acremonium strictum allergenic extract,IN
144,249,acriflavine,IN
145,89729,acrisorcin,IN
146,19959,acrivastine,IN
147,1368125,acrylamide,IN
148,1364500,acrylate,IN
149,133050,activated attapulgite,IN
150,272,activated charcoal,IN
151,1551571,acv tripeptide,IN
152,281,acyclovir,IN
153,2625882,adagrasib,IN
154,327361,adalimumab,IN
155,2670285,"adamts13, recombinant",IN
156,60223,adapalene,IN
157,16521,adefovir,IN
158,290,adenine,IN
159,296,adenosine,IN
160,318,adenosine triphosphate,IN
161,1099933,adenovirus type 4 vaccine live,IN
162,1099937,adenovirus type 7 vaccine live,IN
163,333,adiphenine,IN
164,17050,adipic acid,IN
165,45938,adrafinil,IN
166,17073,adrenalone,IN
167,2557217,aducanumab,IN
168,2262250,afamelanotide,IN
169,2690256,afamitresgene autoleucel,IN
170,1430438,afatinib,IN
171,2731469,aficamten,IN
172,1232150,aflibercept,IN
173,1442093,afoxolaner,IN
174,2691830,agalsidase alfa,IN
175,338817,agalsidase beta,IN
176,1441428,agaric acid,IN
177,2108820,agathosma betulina leaf oil,IN
178,2665622,agatolimod,IN
179,885183,agkistrodon piscivorus antivenin,IN
180,1008507,agkistrodon piscivorus antivenin / crotalus adamanteus antivenin / crotalus atrox antivenin / crotalus scutulatus antivenin,MIN
181,1310102,agrostis gigantea top extract,IN
182,411,air,IN
183,423,ajmaline,IN
184,426,alanine,IN
185,1359422,alanylglutamine,IN
186,141440,alatrofloxacin,IN
187,430,albendazole,IN
188,1534763,albiglutide,IN
189,828529,"albumin human, usp",IN
190,317176,"albumin,aggregated",IN
191,317177,"albumin,iodinated i-125 serum",IN
192,314301,"albumin,iodinated i-131 serum",IN
193,435,albuterol,IN
194,214199,albuterol / ipratropium,MIN
195,1000082,alcaftadine,IN
196,108088,alclometasone,IN
197,1305554,alcloxa,IN
198,460,alcuronium,IN
199,70223,aldesleukin,IN
200,23161,aldioxa,IN
201,1312358,aldosterone,IN
202,1727455,alectinib,IN
203,299635,alefacept,IN
204,117055,alemtuzumab,IN
205,46041,alendronate,IN
206,1007560,alendronate / cholecalciferol,MIN
207,644634,alexitol,IN
