legacy_anchor_drug_id,legacy_anchor_drug_name,term_kind,legacy_synonym_id,normalized_surface_form,provisional_default_rxcui,provisional_default_name,provisional_default_tty,validated_rxcui,validated_name,validated_tty,rxnorm_mapping_rule,override_class
8681,carbomer,synonym,23122,carboxypolymethylene,235535,carbomer,IN,20298,carboxypolymethylene,IN,exact_in,incompatible_ingredient_target_reassigned
8685,carbomer homopolymer type c,synonym,23037,carbomer-940,1305738,carbomer homopolymer type c,IN,1362909,carbomer-940,IN,exact_in,incompatible_ingredient_target_reassigned
8902,catapres,synonym,25701,clonidine hydrochloride,2599,clonidine,IN,214418,chlorthalidone / clonidine,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
9049,cedar leaf oil,synonym,41481,juniperus virginiana oil,1309217,cedar leaf oil,IN,1307948,juniperus virginiana oil,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23865,cefaclor,25033,cefixime,IN,2176,cefaclor,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23866,cefaclor anhydrous,25033,cefixime,IN,2176,cefaclor,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23869,cefadroxil,25033,cefixime,IN,2177,cefadroxil,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23870,cefadroxil anhydrous,25033,cefixime,IN,2177,cefadroxil,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23893,cefamandole,25033,cefixime,IN,2178,cefamandole,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23894,cefamandole nafate,25033,cefixime,IN,2178,cefamandole,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23905,cefazolin,25033,cefixime,IN,2180,cefazolin,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23906,cefazolin sodium,25033,cefixime,IN,2180,cefazolin,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23912,cefdinir,25033,cefixime,IN,25037,cefdinir,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23914,cefditoren,25033,cefixime,IN,83682,cefditoren,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23917,cefepime,25033,cefixime,IN,20481,cefepime,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23936,cefonicid,25033,cefixime,IN,2183,cefonicid,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23939,cefoperazone,25033,cefixime,IN,2184,cefoperazone,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23940,cefoperazone sodium,25033,cefixime,IN,2184,cefoperazone,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23945,cefotan,25033,cefixime,IN,2187,cefotetan,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23948,cefotaxime,25033,cefixime,IN,2186,cefotaxime,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23950,cefotetan,25033,cefixime,IN,2187,cefotetan,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23951,cefotetan disodium,25033,cefixime,IN,2187,cefotetan,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23954,cefoxitin,25033,cefixime,IN,2189,cefoxitin,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23965,cefpodoxime,25033,cefixime,IN,20489,cefpodoxime,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23967,cefprozil,25033,cefixime,IN,19552,cefprozil,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23968,cefprozil anhydrous,25033,cefixime,IN,19552,cefprozil,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23983,ceftazidime,25033,cefixime,IN,2191,ceftazidime,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23984,ceftazidime anhydrous,25033,cefixime,IN,2191,ceftazidime,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23990,ceftibuten,25033,cefixime,IN,20492,ceftibuten,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23991,ceftibuten dihydrate,25033,cefixime,IN,20492,ceftibuten,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23998,ceftizoxime,25033,cefixime,IN,2192,ceftizoxime,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,23999,ceftizoxime sodium,25033,cefixime,IN,2192,ceftizoxime,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24009,ceftriaxone,25033,cefixime,IN,2193,ceftriaxone,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24010,ceftriaxone sodium,25033,cefixime,IN,2193,ceftriaxone,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24015,cefuroxime,25033,cefixime,IN,2194,cefuroxime,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24016,cefuroxime sodium,25033,cefixime,IN,2194,cefuroxime,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24151,cephalexin,25033,cefixime,IN,2231,cephalexin,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24152,cephalexin anhydrous,25033,cefixime,IN,2231,cephalexin,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24153,cephalexin hydrochloride,25033,cefixime,IN,2231,cephalexin,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24167,cephalothin,25033,cefixime,IN,2236,cephalothin,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24172,cephapirin,25033,cefixime,IN,2238,cephapirin,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24173,cephapirin sodium,25033,cefixime,IN,2238,cephapirin,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,24184,cephradine,25033,cefixime,IN,2239,cephradine,IN,exact_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,25518,claforan,25033,cefixime,IN,2186,cefotaxime,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,34414,fortaz,25033,cefixime,IN,2191,ceftazidime,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,41662,keflex,25033,cefixime,IN,2231,cephalexin,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
9083,cefixime,synonym,63778,tazicef,25033,cefixime,IN,2191,ceftazidime,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
9117,ceftaroline fosamil,synonym,23977,ceftaroline,1040004,ceftaroline fosamil,IN,1040005,ceftaroline,IN,exact_in,incompatible_ingredient_target_reassigned
9153,cellcept,synonym,47869,mycophenolate,68149,mycophenolate mofetil,IN,265323,mycophenolate,IN,exact_in,incompatible_ingredient_target_reassigned
9153,cellcept,synonym,47871,mycophenolic acid,68149,mycophenolate mofetil,IN,7145,mycophenolic acid,IN,exact_in,incompatible_ingredient_target_reassigned
9513,cholecalciferol,synonym,67897,vitamin d,2418,cholecalciferol,IN,11253,vitamin d,IN,exact_in,incompatible_ingredient_target_reassigned
9513,cholecalciferol,synonym,67903,vitamin d3,2418,cholecalciferol,IN,1244014,vitamin d3,IN,exact_in,incompatible_ingredient_target_reassigned
9676,cimetidine,synonym,35114,gaviscon,2541,cimetidine,IN,1029441,aluminum hydroxide / magnesium carbonate,MIN,bn_to_unique_min,single_anchor_to_multi_ingredient_target
9676,cimetidine,synonym,36504,guanidine,2541,cimetidine,IN,50675,guanidine,IN,exact_in,incompatible_ingredient_target_reassigned
9807,cisplatin,synonym,54812,platinum,2555,cisplatin,IN,1311280,platinum,IN,exact_in,incompatible_ingredient_target_reassigned
10220,codeine,synonym,26137,codeine polistirex,2670,codeine,IN,605998,chlorpheniramine / codeine,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
10280,collagenase clostridium histolyticum,synonym,26257,collagenase,898492,collagenase clostridium histolyticum,IN,58939,collagenase,IN,exact_in,incompatible_ingredient_target_reassigned
10280,collagenase clostridium histolyticum,synonym,26260,collagenase topical ointment,898492,collagenase clostridium histolyticum,IN,58939,collagenase,IN,scdf_to_unique_in,incompatible_ingredient_target_reassigned
10280,collagenase clostridium histolyticum,synonym,59894,santyl,898492,collagenase clostridium histolyticum,IN,58939,collagenase,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,11738,absorbine,5492,hydrocortisone,IN,6750,menthol,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,20253,betamethasone,5492,hydrocortisone,IN,1514,betamethasone,IN,exact_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,20258,betamethasone benzoate,5492,hydrocortisone,IN,1514,betamethasone,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,20260,betamethasone dipropionate,5492,hydrocortisone,IN,690419,betamethasone / calcipotriene,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
10433,cortef,synonym,20261,betamethasone sodium phosphate,5492,hydrocortisone,IN,1514,betamethasone,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,20262,betamethasone valerate,5492,hydrocortisone,IN,1514,betamethasone,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,25837,clotrimazole,5492,hydrocortisone,IN,2623,clotrimazole,IN,exact_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,28715,del-beta,5492,hydrocortisone,IN,1514,betamethasone,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,28973,desenex,5492,hydrocortisone,IN,6932,miconazole,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,30068,diprolene,5492,hydrocortisone,IN,1514,betamethasone,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,32026,epifoam,5492,hydrocortisone,IN,106955,hydrocortisone / pramoxine,MIN,bn_to_unique_min,single_anchor_to_multi_ingredient_target
10433,cortef,synonym,34667,fungoid,5492,hydrocortisone,IN,6932,miconazole,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,43845,lotrimin,5492,hydrocortisone,IN,2623,clotrimazole,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,44125,luxiq,5492,hydrocortisone,IN,1514,betamethasone,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,46366,micatin,5492,hydrocortisone,IN,6932,miconazole,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,46377,miconazole,5492,hydrocortisone,IN,6932,miconazole,IN,exact_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,47111,monistat,5492,hydrocortisone,IN,6932,miconazole,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,51577,ony-clear,5492,hydrocortisone,IN,6932,miconazole,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,51669,orabase,5492,hydrocortisone,IN,1399,benzocaine,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,65038,tinactin,5492,hydrocortisone,IN,10637,tolnaftate,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
10433,cortef,synonym,65380,tolnaftate,5492,hydrocortisone,IN,10637,tolnaftate,IN,exact_in,incompatible_ingredient_target_reassigned
10659,cromolyn sodium,synonym,49377,nasalcrom,812238,cromolyn / xylometazoline,MIN,42612,cromolyn,IN,bn_to_unique_in,multi_anchor_component_to_single_ingredient_target
10752,cupric chloride,synonym,26537,copper chloride,21833,cupric chloride,IN,150596,copper chloride,IN,exact_in,incompatible_ingredient_target_reassigned
10754,cupric oxide,synonym,27340,cuprous oxide,21837,cupric oxide,IN,21842,cuprous oxide,IN,exact_in,incompatible_ingredient_target_reassigned
11229,daratumumab,synonym,28377,daratumumab-fihj,1721947,daratumumab,IN,2372199,daratumumab / hyaluronidase,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
11546,demerol,synonym,45542,meperidine hydrochloride,6754,meperidine,IN,214699,meperidine / promethazine,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
11702,desoxycorticosterone acetate,synonym,29040,desoxyn,3256,desoxycorticosterone,IN,6816,methamphetamine,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
11702,desoxycorticosterone acetate,synonym,45783,methamphetamine hydrochloride,3256,desoxycorticosterone,IN,6816,methamphetamine,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
11877,dexedrine,synonym,29151,dextroamphetamine sulfate,3288,dextroamphetamine,IN,822929,amphetamine aspartate / amphetamine sulfate / dextroamphetamine saccharate / dextroamphetamine sulfate,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
12028,diatrizoate,synonym,29348,diatrizoic acid,3319,diatrizoate,IN,1546223,diatrizoic acid,IN,exact_in,incompatible_ingredient_target_reassigned
12038,diazolidinylurea,synonym,48242,"n-(1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-n,n'-bis(hydroxymethyl)urea",1310602,diazolidinylurea,IN,1990423,"n-(1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-n,n'-bis(hydroxymethyl)urea",IN,exact_in,incompatible_ingredient_target_reassigned
12159,diethyl sulfate,synonym,32769,ethyl sulfate,1428869,diethyl sulfate,IN,1665664,ethyl sulfate,IN,exact_in,incompatible_ingredient_target_reassigned
12170,diethylstilbestrol,synonym,34437,fosfestrol,3390,diethylstilbestrol,IN,25284,fosfestrol,IN,exact_in,incompatible_ingredient_target_reassigned
12283,dilantin,synonym,54135,phenytoin sodium,8183,phenytoin,IN,1100448,pentobarbital / phenytoin,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
12458,dipropylene glycol,synonym,2640,"1,1'-oxybis(2-propanol)",1368869,dipropylene glycol,IN,1798386,"1,1'-oxybis(2-propanol)",IN,exact_in,incompatible_ingredient_target_reassigned
12823,dronabinol,synonym,22786,cannabinol,10402,dronabinol,IN,1976,cannabinol,IN,exact_in,incompatible_ingredient_target_reassigned
12845,droxia,synonym,67105,urea,5552,hydroxyurea,IN,11002,urea,IN,exact_in,incompatible_ingredient_target_reassigned
12903,duramorph,synonym,47320,morphine sulfate,7052,morphine,IN,866331,morphine / naltrexone,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
13050,edetic acid,synonym,32806,ethylenediaminetetraacetate,3755,edetic acid,IN,1370600,ethylenediaminetetraacetate,IN,exact_in,incompatible_ingredient_target_reassigned
13509,engerix-b,synonym,37100,hepatitis b virus subtype adw2 hbsag surface protein antigen,797752,hepatitis b surface antigen vaccine,IN,1427171,hepatitis b virus subtype adw2 hbsag surface protein antigen,IN,exact_in,incompatible_ingredient_target_reassigned
13589,entecavir,synonym,32899,etravirine,306266,entecavir,IN,475969,etravirine,IN,exact_in,incompatible_ingredient_target_reassigned
13589,entecavir,synonym,40308,intelence,306266,entecavir,IN,475969,etravirine,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
13669,epicriptine,synonym,29667,dihydro-beta-ergocryptine,1546422,epicriptine,IN,91171,dihydro-beta-ergocryptine,IN,exact_in,incompatible_ingredient_target_reassigned
13713,epoetin alfa,synonym,32084,epoetin beta,105694,epoetin alfa,IN,105695,epoetin beta,IN,exact_in,incompatible_ingredient_target_reassigned
14303,evening primrose oil,synonym,51152,oenothera biennis seed extract,203219,evening primrose oil,IN,1437503,oenothera biennis seed extract,IN,exact_in,incompatible_ingredient_target_reassigned
14726,ferric carboxymaltose,synonym,34443,fosfomycin,1433693,ferric carboxymaltose,IN,4550,fosfomycin,IN,exact_in,incompatible_ingredient_target_reassigned
14829,fibrinolysis inhibitor,synonym,17003,aprotinin,353110,fibrinolysis inhibitor,IN,1056,aprotinin,IN,exact_in,incompatible_ingredient_target_reassigned
15026,fluclorolone acetonide,synonym,34012,flucloronide,108091,fluclorolone,IN,190410,flucloronide,IN,exact_in,incompatible_ingredient_target_reassigned
15162,fluorometholone,synonym,34160,fluorometholone acetate,4491,fluorometholone,IN,465678,fluorometholone / tobramycin,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
15286,folic acid,synonym,34308,folate,4511,folic acid,IN,62356,folate,IN,exact_in,incompatible_ingredient_target_reassigned
15286,folic acid,synonym,34721,fusilev,4511,folic acid,IN,877015,levoleucovorin,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
15286,folic acid,synonym,41756,khapzory,4511,folic acid,IN,877015,levoleucovorin,IN,bn_to_unique_in,incompatible_ingredient_target_reassigned
15286,folic acid,synonym,43110,leucovorin,4511,folic acid,IN,6313,leucovorin,IN,exact_in,incompatible_ingredient_target_reassigned
15286,folic acid,synonym,43111,leucovorin calcium,4511,folic acid,IN,6313,leucovorin,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
15286,folic acid,synonym,43204,levoleucovorin,4511,folic acid,IN,877015,levoleucovorin,IN,exact_in,incompatible_ingredient_target_reassigned
15286,folic acid,synonym,43205,levoleucovorin calcium,4511,folic acid,IN,877015,levoleucovorin,IN,pin_to_unique_in,incompatible_ingredient_target_reassigned
15286,folic acid,synonym,43206,levoleucovorin injection,4511,folic acid,IN,877015,levoleucovorin,IN,scdf_to_unique_in,incompatible_ingredient_target_reassigned
15330,formaldehyde,synonym,34380,formalin,4530,formaldehyde,IN,314636,formalin,IN,exact_in,incompatible_ingredient_target_reassigned
16164,glyceryl laurate,synonym,35793,glyceryl monolaurate,1311693,glyceryl laurate,IN,314647,glyceryl monolaurate,IN,exact_in,incompatible_ingredient_target_reassigned
16548,halobetasol propionate,synonym,66998,ultravate,2166088,halobetasol / tazarotene,MIN,41208,halobetasol,IN,bn_to_unique_in,multi_anchor_component_to_single_ingredient_target
16844,hiprex,synonym,45829,methenamine mandelate,6832,methenamine,IN,1007892,"methenamine / sodium phosphate, monobasic",MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
16896,homatropine methylbromide,synonym,46085,methylhomatropine,214614,homatropine / hydrocodone,MIN,1546413,methylhomatropine,IN,exact_in,multi_anchor_component_to_single_ingredient_target
17106,hyaluronidase,synonym,38455,hyaluronidase-fihj,5464,hyaluronidase,IN,2372199,daratumumab / hyaluronidase,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
17106,hyaluronidase,synonym,38456,hyaluronidase-zzxf,5464,hyaluronidase,IN,2382603,hyaluronidase / pertuzumab / trastuzumab,MIN,pin_to_unique_min,single_anchor_to_multi_ingredient_target
17163,hydrogenated soybean lecithin,synonym,38567,hydrogenated soybean phosphatidylcholine,1426418,hydrogenated soybean lecithin,IN,2392131,hydrogenated soybean phosphatidylcholine,IN,exact_in,incompatible_ingredient_target_reassigned
17266,hypromellose,synonym,38680,hydroxypropyl methylcellulose 2208,27334,hypromellose,IN,1363585,hydroxypropyl methylcellulose 2208,IN,exact_in,incompatible_ingredient_target_reassigned
17266,hypromellose,synonym,38682,hydroxypropyl methylcellulose 2910,27334,hypromellose,IN,1363586,hydroxypropyl methylcellulose 2910,IN,exact_in,incompatible_ingredient_target_reassigned
18382,iothalamic acid,synonym,40621,iothalamate,1546451,iothalamic acid,IN,5970,iothalamate,IN,exact_in,incompatible_ingredient_target_reassigned
18487,iron sucrose,synonym,62808,sucroferric oxyhydroxide,24909,iron sucrose,IN,1484283,sucroferric oxyhydroxide,IN,exact_in,incompatible_ingredient_target_reassigned
18871,kanamycin,synonym,41569,kanamycin a,6099,kanamycin,IN,1727573,kanamycin a,IN,exact_in,incompatible_ingredient_target_reassigned
18879,karaya gum,synonym,41591,karaya gum allergenic extract,6111,karaya gum,IN,904554,karaya gum allergenic extract,IN,exact_in,incompatible_ingredient_target_reassigned
18879,karaya gum,synonym,41592,karaya gum extract,6111,karaya gum,IN,852617,karaya gum extract,IN,exact_in,incompatible_ingredient_target_reassigned
