normalized_surface_form,match_count,matched_rxcuis,matched_ttys,matched_names,concept_classes,mapping_status,mapping_rule,canonical_rxcui,canonical_name,canonical_tty
hs-130,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs-20090,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs-20093,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs-201,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs-20105,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs-248,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs-410,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs-592,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs-com,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs1-tk,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10296,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10342,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10352,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10365,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10370,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10375,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10376,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10381,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10382,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10502,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs10516,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs130,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs20090,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs20093,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs201,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs20105,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hs248,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa i-125,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-let-7b,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-let-7b-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-105,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-105-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-10b,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-10b-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-1208,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-122,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-122*,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-122-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-122a,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-124,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-124-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-1243,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-1246,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-124a,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-1290,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-137,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-16,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-16-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-181,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-181a,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-181a-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-181b,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-181b-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-184,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-193a-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-19b,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-19b-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-203,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-203a,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-205,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-205-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-22,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-22-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-29b-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-30c,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-30c-1-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-30c-2-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-30c-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-335,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-335-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-367,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-367-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-371,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-371-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-371a-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-372-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-373-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-375-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-4457,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-451,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-451a,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-483-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-509-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-574,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-574-3p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-634,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-7,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-7-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-766-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-9,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsa-mir-9-5p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsat-ii rna,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsatii rna,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsb,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsc 835,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsc835,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hscas,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hscoa,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsd-016,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsd-1 inhibitor spi-62,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsdb 7209,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsdb 7438,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsdb 8227,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsf1 pathway inhibitor nxp800,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsgag mimetic m402,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsigg m254,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsk 29116,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsk 3486,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsk-29116,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsk-3486,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsk29116,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsk3486,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp 90 inhibitor,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp car30,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp vaccine rhsc-dipgvax,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp-90mab,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp-car30,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 antagonist cnf2024,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 antagonist kw-2478,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor ab-010,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor auy922,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor biib021,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor biib028,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor debio 0932,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor ds-2248,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor hsp990,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor lam-003,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor lam-003a,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor mpt0b640,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor nvp-bep800,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor pu-h71,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor snx-5422 mesylate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor snx-5542 mesylate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor tqb3474,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor xl888,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 inhibitor-linked verteporfin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90 peptide vaccine ast-021p,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90-targeted photosensitizer hs-201,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90-targeted sn-38 conjugate pen-866,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90alpha/beta inhibitor tas-116,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp90mab,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsp990,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hspcar30,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hspe7,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsppc-96,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsr 803,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsr-903,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hst 1011,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hst-1011,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hst1011,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv g207,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv thymidine kinase-m2 and hgm-csf genes gen2,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv- thymidine kinase-m2/hgm-csf genes-encoding gen2,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv-1 engineered rp1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv-1 g207,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv-1 oncolytic viral strain rp1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv-1 rp1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv-2 theracine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv-encoding gm-csf,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv-tk-m2/hgm-csf genes gen2,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hsv1 hf10,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
ht 001,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
ht-001,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
ht-0712,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
ht-11,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
ht-kit,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
ht001,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hterc,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
htert mrna/survivin peptide-double-loaded autologous dendritic cell vaccine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
htert-lamp mrna-loaded autologous dc vaccine grnvac1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
htert-lamp mrna-loaded autologous dendritic cell vaccine grnvac1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
htert/survivin/cmv multipeptide vaccine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
htert/survivin/melanoma tumor cell-derived mrna-transfected dendritic cell vaccine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti 1066,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti 1088,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti 1090,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti 1968,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti-1066,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti-1088,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti-1090,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti-286,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hti1088,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
htnv dna vaccine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
htr,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu 1124,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu antigens,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-211,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-cart-meso cells,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-m195 monoclonal antibody,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-max-cd4,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-mik-beta-1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-mik-beta1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-mikb1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-phec liver,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu-rhegf-rp64k/mont,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu11e6,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu14.18-il2,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu1b7,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu3f8,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu3f8-bsab,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu3s193,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu5b1-tco,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hu5f9-g4,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huachansu,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huafp31,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huai flower bud,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huai mi,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huai niu xi,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huaier extract granule,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huaier granule,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huaihua (flower bud),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huang jiezi (sinapis alba),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huang lian,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huang qi,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huang qi gui zhi wu wu decoction,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huang qin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huangqi,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huangqi guizhi wuwu decoction,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huangqin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huangsiyujin (cucuma longa),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hub-101,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hubc1-huil12 fusion protein as1409,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huc242-dmi/sb-408075 (cantuzumab mertasine),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hucbcs,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hucc49dch2-pa-dota,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hucc49deltach2-pa-dota,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hucmscs,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huds6-dm4,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hufacid,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hug1-m195,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hug1-m195 monoclonal antibody,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huifn-alpha-le,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huile d'aniline,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hullk,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huluc 63,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huluc63,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
hum-195 ac-225,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huma asa,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
huma-trimel,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human 1-165-erythropoietin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human acid precursor alpha-glucosidase, recombinant",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human adenovirus b serotype 7,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human adenovirus b serotype 7 strain 55142,1,1802483,PIN,human adenovirus B serotype 7 strain 55142,precise_ingredient,accepted,pin_to_unique_in,1099937,adenovirus type 7 vaccine live,IN
human adenovirus b serotype 7 strain 55142 antigen,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human adenovirus e serotype 4 strain cl-68578,1,1299785,PIN,human adenovirus E serotype 4 strain CL-68578,precise_ingredient,accepted,pin_to_unique_in,1099933,adenovirus type 4 vaccine live,IN
human adenovirus e serotype 4 strain cl-68578 antigen,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human adenovirus serotype 4 strain cl-68578,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human adenovirus serotype 4 vaccine strain cl-68578,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human adenovirus serotype 5-based therapeutic agent,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human albumin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human albumin i-125,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human albumin i-131,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human albumin microspheres,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human allogeneic bone marrow derived osteoblastic cells,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human allogeneic bone-marrow-derived osteoblastic cells,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human amniotic epithelial cells,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human amniotic fluid,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human amylin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human angiotensin ii,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human anti-d immunoglobulin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human anti-endotoxin monoclonal antibody,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human anti-transforming growth factor beta 1 monoclonal antibody,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human antithrombin-iii (atiii, serpin c1) expressed in fucosyl transferase-negative chinese hamster ovary (cho) cells (glycoform gamma)",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human at-iii,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human autologous bone marrow derived osteoblastic cells,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human blood group h type 1 trisaccharide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human botulinum neurotoxin a/b immune globulin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human brain natriuretic factor-32,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human brain natriuretic factor-32 citrate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human c-peptide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human c1 inhibitor,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human c1-esterase inhibitor,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human c1-inhibitor (recombinant, rabbit derived)",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human calcitonin,1,235481,IN,human calcitonin,single_ingredient,accepted,exact_in,235481,human calcitonin,IN
human cardiac tissue,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human cck-33,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human cd24 and human igg fc fusion protein,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human cells, tissues, and cellular and tissue-based products from cardiac tissue",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human cells, tissues, and cellular and tissue-based products from musculoskeletal tissue",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human cholecystokinin-33,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human chorionic gonadotropin,1,340705,PIN,human chorionic gonadotropin,precise_ingredient,accepted,pin_to_unique_in,4986,chorionic gonadotropin,IN
human ciliary neurotrophic factor,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human ciliary neurotrophic factor, recombinant (e. coli)",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human clostridium tetani immune globulin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human clostridium tetani toxoid immune globulin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human cmv-immune globulin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human cntf,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coagulation factor ii,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coagulation factor ix,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coagulation factor vii,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coagulation factor viii,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coagulation factor viii/von willebrand factor complex,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coagulation factor x,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coagulation factor xi,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coagulation factor xiii,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human cord blood hematopoietic progenitor cell,1,1307732,IN,human cord blood hematopoietic progenitor cell,single_ingredient,accepted,exact_in,1307732,human cord blood hematopoietic progenitor cell,IN
human corticoliberin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human corticotropin-releasing factor,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human coxsackievirus a21,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human cytomegalovirus immune globulin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human cytomegalovirus immunoglobulin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human dna synthesis inhibitor,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human egf,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human elafin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human embryonic stem cell-derived astrocytes,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human embryonic stem cell-derived m cell,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human endothelin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human epidermal growth factor,1,1427157,PIN,human epidermal growth factor,precise_ingredient,accepted,pin_to_unique_in,1427158,epidermal growth factor,IN
human factor viii (recombinant),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human factor viii recombinant,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human factor viii, recombinant b-domain deleted",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human factor x,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human factor x concentrate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human factor xiii,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human factor xiii (a2) homodimer (allele f13a*1b), recombinant dna origin",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human factor xiii concentrate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human fibrin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human fibrinogen,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human fibrinogen concentrate, pasteurized",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human fibrinogen/thrombin patch,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human fibroblast growth factor receptor 3 (fgfr-3, cd333) (1-336)-(401-413) fragment (1-349) (soluble isoform (337-400>del, 414-784>del)-sfgfr3), produced in chinese hamster ovary (cho) cells, glycoform alfa",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human fibroblast interferon,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human fxiii concentrate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human gammaglobulin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human ghrelin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human glial progenitor cells,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"human glucosylceramidase (ec 3.2.1.45 or beta-glucocerebrosidase), glycoform alpha",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human glycan,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
human growth hormone,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
