normalized_surface_form,match_count,matched_rxcuis,matched_ttys,matched_names,concept_classes,mapping_status,mapping_rule,canonical_rxcui,canonical_name,canonical_tty
black sea bass flesh,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black seed oil capsule,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black seed oil extract supplement,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black seed oil extract-based supplement,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black snakeroot,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black walnut,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black walnut pollen extract,1,852569,IN,black walnut pollen extract,single_ingredient,accepted,exact_in,852569,black walnut pollen extract,IN
black walnut shell,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black widow spider (latrodectus mactans) antivenin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black widow spider (latrodectus mactans) immune antivenin (equine),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black widow spider (latrodectus mactans) immune fab2 antivenin (equine),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black widow spider (latrodectus mactans) immune globulin antivenin (equine),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black widow spider (latrodectus mactans) immune globulin(equine),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black widow spider (latrodectus mactans) immunoglobulin(equine),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black widow spider antivenin (equine),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black widow spider antivenom,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black willow bark,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black-eyed pea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
black-haired mr wu,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blackberry,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blackberry flavor,1,1372002,IN,blackberry flavor,single_ingredient,accepted,exact_in,1372002,blackberry flavor,IN
blackberry mesocarp freeze dried,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blackburn compound,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blackfish,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blacksamson echinacea root,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blacksamson root,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bladderwrack,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blarcamesine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blarcamesine hydrochloride,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blastocarb,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blastolem,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blastovin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blatella germanica,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blaztere,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blb01d1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blc-1013,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bld-0409,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bled,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blenoxane,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blenrep,1,2387839,BN,Blenrep,brand,accepted,bn_to_unique_in,2387834,belantamab mafodotin,IN
bleo,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleo-cell,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleo-s,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleocin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleocip,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleomicin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleomicina,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleomycin,1,1622,IN,bleomycin,single_ingredient,accepted,exact_in,1622,bleomycin,IN
bleomycin a6,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleomycin b2,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleomycin for injection,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleomycin sulfate,1,1621,PIN,bleomycin sulfate,precise_ingredient,accepted,pin_to_unique_in,1622,bleomycin,IN
"bleomycinamide, n1-(4-((aminoiminomethyl)amino)butyl)-",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleomycine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleomycinum,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleopar,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleowel,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleselumab,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bleximenib,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blexon,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bli-1005,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bli800 oral sulfate solution,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bli850,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blinatumomab,1,1597258,IN,blinatumomab,single_ingredient,accepted,exact_in,1597258,blinatumomab,IN
blincyto,1,1597263,BN,Blincyto,brand,accepted,bn_to_unique_in,1597258,blinatumomab,IN
blindafe,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blinded (masked) medications,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blinded medication,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bliretrigine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blisibimod,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blissel,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blitzima,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blm02d1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blocadren,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blonanserin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blond psyllium,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blonde psyllium,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blontuvetmab,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blood coagulation factor xiii (synthetic human a-chain precursor),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blood coagulation factor xiv,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blood coagulation factor xiv (human),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blood group b trisaccharide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blood platelet-activating factor,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blood stone,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blood-group a trisaccharide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blosozumab,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blowball leaf,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bloxanth,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bls-ilb-e710c,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bls-ils-e710c,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bls-m22,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 222,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 263,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 285,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 451,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 554,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 667,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 701,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 945,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu 9931,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-222,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-263,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-285,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-451,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-554,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-667,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-701,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-945,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu-9931,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu222,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu263,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu285,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu554,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu667,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu701,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu945,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blu9931,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue beech pollen extract,1,899611,IN,blue beech pollen extract,single_ingredient,accepted,exact_in,899611,blue beech pollen extract,IN
blue chamomile flower,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue citrus-based herbal capsule,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue comfrey leaf,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue crab,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue crab preparation,1,1315126,IN,blue crab preparation,single_ingredient,accepted,exact_in,1315126,blue crab preparation,IN
blue gum leaf,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue gum leaf oil,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue palo verde pollen,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue paloverde pollen,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue ridge blueberry,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue skullcap whole,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue spruce pollen extract,1,900704,IN,blue spruce pollen extract,single_ingredient,accepted,exact_in,900704,blue spruce pollen extract,IN
blue x,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blue-green algae supplement,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blueberry,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blueberry allergenic extract,1,899382,IN,blueberry allergenic extract,single_ingredient,accepted,exact_in,899382,blueberry allergenic extract,IN
blueberry leaf extract,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blueberry powder supplement,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bluefin tunny,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bluefish,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bluegum eucalyptus leaf,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blx-883,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blxa4,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blz 945,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blz 945 dihydrochloride,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blz-945,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blz-945 dihydrochloride,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blz945,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
blz945 dihydrochloride,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm 10 188,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm 130907,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm 15.075,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm 41332,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm 41440,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm-0018,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm-3103,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm-41440,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm0018,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm13.907,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm41440,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm7 pe,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm7-pe,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bm7pe,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmc 128,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmc-128,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmc128,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmf 219,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmf 500,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmf-219,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmf-500,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmf219,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmf500,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmi1 inhibitor ptc596,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmipp,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn 044,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn 045,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn 673,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-044,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-045,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-046,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-052,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-053,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-055,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-331,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-351,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn-673,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn044,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn045,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn046,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn052,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn053,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn055,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn53,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmn673,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmp 2,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmp-2,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bmp-7,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 247550,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 354825,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 426707-01,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 707035,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 734016,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 742413,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 901608,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 911543,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 936558,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 936559,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 936564,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986016,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986205,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986213,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986258,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986288,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986299,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986301,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986340,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986348,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986349,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986358,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986360,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986369,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986393,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986397,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986403,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986406,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986416,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986442,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986453,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986458,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms 986466,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms dasatinib,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-180048,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-180194,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-181156,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-181173,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-181176,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-181339-01,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-182751,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-184476,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-188667,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-188797,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-189921,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-200475-01,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-201038,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-201038-01,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-201038-04,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-214662,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-217380-01,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-224818,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-224819,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-232632,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-247550,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-275183,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-275291,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-284756,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-354825,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-387032,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-394136,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-426707-1,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-477118-11,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-488043,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-512148-05,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-540215,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-562247,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-562247-01,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-564929,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-582949,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-582949 hcl,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-582949 hydrochloride,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-599626,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-641988,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-650032,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-690514,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-708163,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-708163-01,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-734016,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-742413,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-754807,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-777607,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-790052,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-791325,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-791826,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-813160,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-817399,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-820836,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-826476,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-830216,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-833923,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-833923 free base anhydrous,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-844203,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-863233,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-875944,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-901608,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-903452,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-906024,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-907351,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-908662,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-911543,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-919373,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-929075,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-931699,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-936558,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-936559,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-945429,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-955176,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"bms-986,278",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986004,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986012,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986016,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986020,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986036,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986089 (fully human anti-myostatin adnectin),0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986094,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986104,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986115,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986141,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986142,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986148,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986158,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986168,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986186,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986195,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986205,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986213,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986231,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986256,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986258,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986278,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986288,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986299,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986301,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986340,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986348,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986349,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986352,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986358,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986360,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986369,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986371,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986393,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986397,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986403,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986405,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986406,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986413 + bms-986414,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986413/bms-986414,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986416,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986442,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986453,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986458,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms-986466,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms181176,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms184394,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms247550,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms354825,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms734016,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms742413,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms901608,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms936558,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986004,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986016,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986205,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986213,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986288,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986299,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986301,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986340,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986348,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986349,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986358,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986360,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
bms986369,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
