legacy_anchor_drug_id,legacy_anchor_drug_name,quarantine_reason
2671,7-alpha-d-ribofuranosyl-2-aminopurine-5'-phosphate,no_rxnorm_ingredient_evidence
2672,7-alpha-d-ribofuranosyl-purine-5'-phosphate,no_rxnorm_ingredient_evidence
2673,"7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide",no_rxnorm_ingredient_evidence
2674,"7-amino-2-tert-butyl-4-{[2-(1h-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide",no_rxnorm_ingredient_evidence
2676,7-aza-l-tryptophan,no_rxnorm_ingredient_evidence
2677,"7-benzyl-1,3-dimethyl-8-piperazin-1-yl-3,7-dihydro-purine-2,6-dione",no_rxnorm_ingredient_evidence
2678,7-beta-hydroxyepiandrosterone,no_rxnorm_ingredient_evidence
2679,"7-carboxy-5-hydroxy-12,13-dihydro-6h-indolo[2,3-a]pyrrolo[3,4-c]carbazole",no_rxnorm_ingredient_evidence
2680,7-cyano-7-deazaguanine,no_rxnorm_ingredient_evidence
2681,7-deaza-7-aminomethyl-guanine,no_rxnorm_ingredient_evidence
2682,7-deazaguanine,no_rxnorm_ingredient_evidence
2683,7-hydroxy-2-oxo-chromene-3-carboxylic acid ethyl ester,no_rxnorm_ingredient_evidence
2684,7-hydroxy-4-methyl-3-(2-hydroxy-ethyl)coumarin,no_rxnorm_ingredient_evidence
2685,7-hydroxystaurosporine,no_rxnorm_ingredient_evidence
2686,"7-iodo-1,2,3,4-tetrahydro-isoquinoline",no_rxnorm_ingredient_evidence
2687,7-keto-8-aminopelargonic acid,no_rxnorm_ingredient_evidence
2688,7-methoxy-8-[1-(methylsulfonyl)-1h-pyrazol-4-yl]naphthalene-2-carboximidamide,no_rxnorm_ingredient_evidence
2689,7-methyl-5'-guanylic acid,no_rxnorm_ingredient_evidence
2690,"7-methyl-7,8-dihydroguanosine 5'-(dihydrogen phosphate)",no_rxnorm_ingredient_evidence
2691,"7-methyl-7,8-dihydroguanosine 5'-(tetrahydrogen triphosphate)",no_rxnorm_ingredient_evidence
2692,"7-methyl-7,8-dihydroguanosine-5'-diphosphate",no_rxnorm_ingredient_evidence
2693,7-methyl-gpppa,no_rxnorm_ingredient_evidence
2694,7-methyl-guanosine-5'-triphosphate,no_rxnorm_ingredient_evidence
2695,7-methyl-guanosine-5'-triphosphate-5'-guanosine,no_rxnorm_ingredient_evidence
2696,7-methylguanosine,no_rxnorm_ingredient_evidence
2697,7-nitroindazole,no_rxnorm_ingredient_evidence
2698,7-nitroindazole-2-carboxamidine,no_rxnorm_ingredient_evidence
2699,"7-pyridin-2-yl-n-(3,4,5-trimethoxyphenyl)-7h-pyrrolo[2,3-d]pyrimidin-2-amine",no_rxnorm_ingredient_evidence
2700,7-thionicotinamide-adenine-dinucleotide phosphate,no_rxnorm_ingredient_evidence
2701,"7-{2,6-dichloro-4-[3-(2-chloro-benzoyl)-ureido]-phenoxy}-heptanoic acid",no_rxnorm_ingredient_evidence
2702,7-{[(cyclohexylamino)carbonyl]amino}heptanoic acid,no_rxnorm_ingredient_evidence
2703,7.beta.-hydroxycholesteryl-3-oleate,no_rxnorm_ingredient_evidence
2704,"7a-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7a-tetrahydro-1h-pyrrolo[1,2-a]pyrrole-7-carbonitrile",no_rxnorm_ingredient_evidence
2705,7beta-hydroxycholesterol,no_rxnorm_ingredient_evidence
2706,7beta-hydroxyfluasterone,no_rxnorm_ingredient_evidence
2707,"7h-dibenzo[c,g]carbazole",no_rxnorm_ingredient_evidence
2708,7sk small nuclear rna,no_rxnorm_ingredient_evidence
2709,"8,9,10-trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",no_rxnorm_ingredient_evidence
2710,"8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",no_rxnorm_ingredient_evidence
2711,"8,9-dichloro-2,3,4,5-tetrahydro-1h-benzo[c]azepine",no_rxnorm_ingredient_evidence
2712,"8-(2,5-dimethoxy-benzyl)-2-fluoro-9-pent-9h-purin-6-ylamine",no_rxnorm_ingredient_evidence
2713,"8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",no_rxnorm_ingredient_evidence
2714,"8-(2-chloro-3,4,5-trimethoxy-benzyl)-2-fluoro-9-pent-4-ylnyl-9h-purin-6-ylamine",no_rxnorm_ingredient_evidence
2715,"8-(2-chloro-3,4,5-trimethoxy-benzyl)-9-pent-4-ylnyl-9h-purin-6-ylamine",no_rxnorm_ingredient_evidence
2716,"8-(2-chlorophenylamino)-2-(2,6-difluorophenylamino)-9-ethyl-9h-purine-1,7-diium",no_rxnorm_ingredient_evidence
2717,"8-(6-bromo-benzo[1,3]dioxol-5-ylsulfanyl)-9-(3-isopropylamino-propyl)-adenine",no_rxnorm_ingredient_evidence
2718,8-(pyrimidin-2-ylamino)naphthalene-2-carboximidamide,no_rxnorm_ingredient_evidence
2719,8-aminotheophylline,no_rxnorm_ingredient_evidence
2720,8-anilinonaphthalene-1-sulfonic acid,no_rxnorm_ingredient_evidence
2721,8-azaguanine,no_rxnorm_ingredient_evidence
2722,8-azaxanthine,no_rxnorm_ingredient_evidence
2723,"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-2-fluoro-9h-purin-6-ylamine",no_rxnorm_ingredient_evidence
2724,"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-9h-",no_rxnorm_ingredient_evidence
2725,"8-benzyl-2-hydroperoxy-2-(4-hydroxy-benzyl)-6-(4-hydroxy-phenyl)-2h-imidazo[1,2-a]pyrazin-3-one",no_rxnorm_ingredient_evidence
2726,"8-benzyl-2-hydroxy-2-(4-hydroxy-benzyl)-6-(4-hydroxy-phenyl)-2h-imidazo[1,2-a]pyrazin-3-one",no_rxnorm_ingredient_evidence
2727,"8-bromo-4-(2-chlorophenyl)-n-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",no_rxnorm_ingredient_evidence
2728,8-bromo-adenosine-5'-monophosphate,no_rxnorm_ingredient_evidence
2729,8-bromoadenosine-5'-diphosphate,no_rxnorm_ingredient_evidence
2730,8-chloroadenosine,no_rxnorm_ingredient_evidence
2731,8-chlorotheophylline,ambiguous_legacy_anchor_evidence
2732,8-demethyl-8-dimethylamino-flavin-adenine-dinucleotide,no_rxnorm_ingredient_evidence
2734,8-hydroxy-2'-deoxyguanosine,no_rxnorm_ingredient_evidence
2735,"8-hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",no_rxnorm_ingredient_evidence
2736,8-hydroxy-4-(1-hydroxyethyl)quinoline-2-carboxylic acid,no_rxnorm_ingredient_evidence
2737,8-hydroxyquinoline sulfate ointment,no_rxnorm_ingredient_evidence
2738,8-iodo-guanine,no_rxnorm_ingredient_evidence
2739,8-iso prostaglandin f2alpha,no_rxnorm_ingredient_evidence
2740,8-methyl-9-oxoguanine,no_rxnorm_ingredient_evidence
2741,8-methyl-iqx,no_rxnorm_ingredient_evidence
2742,8-oxo-dgmp,no_rxnorm_ingredient_evidence
2743,8-oxoguanine,no_rxnorm_ingredient_evidence
2745,851b gel,no_rxnorm_ingredient_evidence
2746,9(s)-hode,no_rxnorm_ingredient_evidence
2747,"9,10-deepithio-9,10-didehydroacanthifolicin",no_rxnorm_ingredient_evidence
2748,"9,10-dimethyl-1,2-benzanthracene",no_rxnorm_ingredient_evidence
2749,"9,9,9-trifluoro-8-oxo-n-phenylnonanamide",no_rxnorm_ingredient_evidence
2750,9-(2-carboxyethyl)-10-methylanthracene endoperoxide,no_rxnorm_ingredient_evidence
2751,9-(2-deoxy-beta-d-ribofuranosyl)-6-methylpurine,no_rxnorm_ingredient_evidence
2752,"9-(3-iodobenzylamino)-1,2,3,4-tetrahydroacridine",no_rxnorm_ingredient_evidence
2753,9-(4-hydroxybutyl)-n2-phenylguanine,no_rxnorm_ingredient_evidence
2754,"9-(4-hydroxyphenyl)-2,7-phenanthroline",no_rxnorm_ingredient_evidence
2755,"9-(5,5-difluoro-5-phosphonopentyl)guanine",no_rxnorm_ingredient_evidence
2756,9-(6-deoxy-alpha-l-talofuranosyl)-6-methylpurine,no_rxnorm_ingredient_evidence
2757,9-(6-deoxy-beta-d-allofuranosyl)-6-methylpurine,no_rxnorm_ingredient_evidence
2758,9-(n-methyl-l-isoleucine)-cyclosporin a,no_rxnorm_ingredient_evidence
2759,"9-acetyl-2,3,4,9-tetrahydro-1h-carbazol-1-one",no_rxnorm_ingredient_evidence
2760,"9-amino-2-deoxy-2,3-dehydro-n-acetyl-neuraminic acid",no_rxnorm_ingredient_evidence
2761,9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide,no_rxnorm_ingredient_evidence
2762,9-aminocamptothecin,no_rxnorm_ingredient_evidence
2763,9-aminophenanthrene,no_rxnorm_ingredient_evidence
2764,"9-benzyl-2,3,4,9-tetrahydro-1h-carbazole-8-carboxylic acid",no_rxnorm_ingredient_evidence
2765,9-beta-d-xylofuranosyl-adenine,no_rxnorm_ingredient_evidence
2766,"9-butyl-8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",no_rxnorm_ingredient_evidence
2767,"9-butyl-8-(2,5-dimethoxy-benzyl)-9h-purin-6-ylamine",no_rxnorm_ingredient_evidence
2768,"9-butyl-8-(2-chloro-3,4,5-trimethoxy-benzyl)-9h-purin-6-ylamine",no_rxnorm_ingredient_evidence
2769,"9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine",no_rxnorm_ingredient_evidence
2770,9-butyl-8-(3-methoxybenzyl)-9h-purin-6-amine,no_rxnorm_ingredient_evidence
2771,9-butyl-8-(4-methoxybenzyl)-9h-purin-6-amine,no_rxnorm_ingredient_evidence
2772,9-cyclopentyl-6-[2-(3-imidazol-1-yl-propoxy)-phenylamino]-9h-purine-2-carbonitrile,no_rxnorm_ingredient_evidence
2773,9-deazaguanine,no_rxnorm_ingredient_evidence
2774,9-deazahypoxanthine,no_rxnorm_ingredient_evidence
2775,9-deazainosine,no_rxnorm_ingredient_evidence
2776,"9-deazainosine-2',3'-o-ethylidenephosphonate",no_rxnorm_ingredient_evidence
2777,"9-hydroxy-4-phenyl-6h-pyrrolo[3,4-c]carbazole-1,3-dione",no_rxnorm_ingredient_evidence
2778,"9-hydroxy-6-(3-hydroxypropyl)-4-(2-methoxyphenyl)pyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione",no_rxnorm_ingredient_evidence
2779,"9-hydroxy-8-methoxy-6-nitro-phenanthrol[3,4-d][1,3]dioxole-5-carboxylic acid",no_rxnorm_ingredient_evidence
2780,9-methyl uric acid,no_rxnorm_ingredient_evidence
2781,9-methylguanine,no_rxnorm_ingredient_evidence
2782,9-n-phenylmethylamino-tacrine,no_rxnorm_ingredient_evidence
2783,99mtc-14 f7 mab,no_rxnorm_ingredient_evidence
2784,99mtc-based psma imaging and surgery agent,no_rxnorm_ingredient_evidence
2785,99mtc-glucarate,no_rxnorm_ingredient_evidence
2786,99mtc-hynic (tyr3)-octreotide,no_rxnorm_ingredient_evidence
2787,"9alpha,11beta-prostaglandin f2alpha",no_rxnorm_ingredient_evidence
2788,9cuab30,no_rxnorm_ingredient_evidence
2789,"9r,13r-opda",no_rxnorm_ingredient_evidence
2790,[(1-{2[(4-carbamimidoyl-phenylamino)-methyl]-1-methyl-1h-benzoimidazol-5-yl}-cyclopropyl)-pyridin-2-yl-methyleneaminooxy]-acetic acid ethyl ester,no_rxnorm_ingredient_evidence
2791,[(1r)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2s)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,no_rxnorm_ingredient_evidence
2792,[(1s)-1-(5-chloro-1-benzothien-3-yl)-2-(2-naphthylamino)-2-oxoethyl]phosphonic acid,no_rxnorm_ingredient_evidence
2793,[(1s)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2s)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,no_rxnorm_ingredient_evidence
2794,[(1s)-4-(1-aminobutylideneamino)-1-carboxybutyl]azanium,no_rxnorm_ingredient_evidence
2795,[(1s)-4-[[amino-[(2r)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,no_rxnorm_ingredient_evidence
2796,[(2-amino-alpha-methoxyimino-4-thiazolylacetyl)amino]methylboronic acid,no_rxnorm_ingredient_evidence
2797,[(2-ethoxy-1-naphthoyl)amino]methylboronic acid,no_rxnorm_ingredient_evidence
2798,"[(2r)-1-[(2s)-2-[[(2s,3s)-1-chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",no_rxnorm_ingredient_evidence
2799,"[(2r,3r,4s,5s)-3,4-dihydroxy-5-(4-oxo-4,5-dihydro-1h-pyrrolo[3,2-d]pyrimidin-7-yl)-2-pyrrolidinyl]methyl dihydrogen phosphate",no_rxnorm_ingredient_evidence
2800,"[(2r,3s,4r,5r)-5-(4-acetonyl-3-carbamoyl-pyridin-1-ium-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl [[(2r,3s,4r,5r)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] phosphate",no_rxnorm_ingredient_evidence
2801,"[(2r,3s,4r,5r)-5-(6-amino-9h-purin-9-yl)-3,4-dihydroxytetrahydro-2-furanyl]methyl sulfamate",no_rxnorm_ingredient_evidence
2802,"[(2s)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1h-1,4-benzodiazepin-2-yl]acetic acid",no_rxnorm_ingredient_evidence
2803,"[(3,7,11-trimethyl-dodeca-2,6,10-trienyloxycarbamoyl)-methyl]-phosphonic acid",no_rxnorm_ingredient_evidence
2804,"[(3r)-3-(methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",no_rxnorm_ingredient_evidence
2805,"[(3r)-7-nitro-1,2,3,4-tetrahydroisoquinolin-3-yl]methanol",no_rxnorm_ingredient_evidence
2806,"[(3r,4s)-4-hydroxy-3-methyl-2-oxohexyl]phosphonic acid",no_rxnorm_ingredient_evidence
2807,"[(3r,4s,5s,7r)-4,8-dihydroxy-3,5,7-trimethyl-2-oxooctyl]phosphonic acid",no_rxnorm_ingredient_evidence
2808,"[(3s)-3-(methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",no_rxnorm_ingredient_evidence
2809,"[(3s)-9-hydroxy-1-methyl-10-oxo-4,10-dihydro-3h-benzo[g]isochromen-3-yl]acetic acid",no_rxnorm_ingredient_evidence
2810,[(4-{4-[4-(difluoro-phosphono-methyl)-phenyl]-butyl}-phenyl)-difluoro-methyl]-phosphonic acid,no_rxnorm_ingredient_evidence
2811,"[(4r)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate",no_rxnorm_ingredient_evidence
2812,"[(4r)-4-(3-hydroxyphenyl)-1,6-dimethyl-2-thioxo-1,2,3,4-tetrahydropyrimidin-5-yl](phenyl)methanone",no_rxnorm_ingredient_evidence
2813,"[(4s)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate",no_rxnorm_ingredient_evidence
2814,"[(5r)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid",no_rxnorm_ingredient_evidence
2815,"[(z)-octadec-9-enyl] (2r)-2,3-bis(oxidanyl)propanoate",no_rxnorm_ingredient_evidence
2816,[1-(1-benzyl-3-hydroxy-2-oxo-propylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester,no_rxnorm_ingredient_evidence
2817,"[1-(1-methyl-4,5-dioxo-pent-2-enylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester",no_rxnorm_ingredient_evidence
2818,[1-(3-chloro-2-formyl-phenylcarbamoyl)-2-methyl-propyl]-carbamic acid tert-butyl ester,no_rxnorm_ingredient_evidence
2819,[1-(3-hydroxy-2-oxo-1-phenethyl-propylcarbamoyl)2-phenyl-ethyl]-carbamic acid pyridin-4-ylmethyl ester,no_rxnorm_ingredient_evidence
2820,[1-(4-fluorobenzyl)cyclobutyl]methyl (1s)-1-[oxo(1h-pyrazol-5-ylamino)acetyl]pentylcarbamate,no_rxnorm_ingredient_evidence
2821,[1-(6-{6-[(1-methylethyl)amino]-1h-indazol-1-yl}pyrazin-2-yl)-1h-pyrrol-3-yl]acetic acid,no_rxnorm_ingredient_evidence
2822,"[1-hydroxy-2-(1,1':3',1''-terphenyl-3-yloxy)ethane-1,1-diyl]bis(phosphonic acid)",no_rxnorm_ingredient_evidence
2823,[18f]l-fac,no_rxnorm_ingredient_evidence
2824,"[2'-hydroxy-3'-(1h-pyrrolo[3,2-c]pyridin-2-yl)-biphenyl-3-ylmethyl]-urea",no_rxnorm_ingredient_evidence
2825,[2(formyl-hydroxy-amino)-ethyl]-phosphonic acid,no_rxnorm_ingredient_evidence
2826,"[2(r,s)-2-sulfanylheptanoyl]-phe-ala",no_rxnorm_ingredient_evidence
2827,"[2,4,6-triisopropyl-phenylsulfonyl-l-[3-amidino-phenylalanine]]-piperazine-n'-beta-alanine",no_rxnorm_ingredient_evidence
2828,"[2-(1-amino-2-hydroxy-propyl)-4-(1h-indol-3-ylmethylene)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde",no_rxnorm_ingredient_evidence
2829,[2-(1-amino-2-hydroxy-propyl)-4-(4-fluoro-1h-indol-3-ylmethyl)-5-hydroxy-imidazol-1-yl]-acetic acid,no_rxnorm_ingredient_evidence
2830,[2-(3-dibenzofuran-4-yl-phenyl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid,no_rxnorm_ingredient_evidence
2831,"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",no_rxnorm_ingredient_evidence
2832,"[2-(methyleneamine)-4-(4-hydroxy-benzylidine)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde",no_rxnorm_ingredient_evidence
2833,"[2-amino-6-(2,6-difluoro-benzoyl)-imidazo[1,2-a]pyridin-3-yl]-phenyl-methanone",no_rxnorm_ingredient_evidence
2834,"[2-aminomethyl-5-oxo-4-(4-oxo-cyclohexa-2,5-dienylmethyl)-4,5-dihydro-imidazol-1-yl] -acetaldehyde",no_rxnorm_ingredient_evidence
2835,"[3,5-dibromo-4-(4-hydroxy-3-phenethylcarbamoyl-phenoxy)-phenyl]-acetic acid",no_rxnorm_ingredient_evidence
2836,[3-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-propyl-]-phosphonic acid,no_rxnorm_ingredient_evidence
2837,[3-(dodecanoylamino)propyl](hydroxy)dimethylammonium,no_rxnorm_ingredient_evidence
2838,"[4,6-o-(1-carboxyethylidene)-beta-d-mannose]",no_rxnorm_ingredient_evidence
2839,"[4-(1,3,2-dioxaborolan-2-yloxy)methyl]benzamidine",no_rxnorm_ingredient_evidence
2840,[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine,no_rxnorm_ingredient_evidence
2841,[4-(3-aminomethyl-phenyl)-piperidin-1-yl]-(5-phenethyl- pyridin-3-yl)-methanone,no_rxnorm_ingredient_evidence
2842,"[4-(4-acetylamino-phenyl)-3,5-dioxo-4-aza-tricyclo[5.2.2.0 2,6]undec-1-ylcarbamoyloxy]-acetic acid",no_rxnorm_ingredient_evidence
2843,[4-(4-hydroxy-benzyl)-2-(2-hydroxy-1-methyl-ethyl)-5-oxo-imidazolidin-1-yl]-acetic acid,no_rxnorm_ingredient_evidence
2844,[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-acetic acid,no_rxnorm_ingredient_evidence
2845,"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",no_rxnorm_ingredient_evidence
2846,"[4-(6-chloro-naphthalene-2-sulfonyl)-piperazin-1-yl]-(3,4,5,6-tetrahydro-2h-[1,4']bipyridinyl-4-yl)-methanone",no_rxnorm_ingredient_evidence
2847,[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,no_rxnorm_ingredient_evidence
2848,[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,no_rxnorm_ingredient_evidence
2849,[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid,no_rxnorm_ingredient_evidence
2850,[4-({[5-benzyloxy-1-(3-carbamimidoyl-benzyl)-1h-indole-2-carbonyl]-amino}-methyl)-phenyl]-trimethyl-ammonium,no_rxnorm_ingredient_evidence
2851,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",no_rxnorm_ingredient_evidence
2852,"[4-r-(4-alpha,6-beta,7-beta]-hexahydro-5,6-di(hydroxy)-1,3-di(allyl)-4,7-bisphenylmethyl)-2h-1,3-diazepinone",no_rxnorm_ingredient_evidence
2853,"[5-(5-amino-1h-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",no_rxnorm_ingredient_evidence
2854,"[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl](3-{[(2r)-2,3-dihydroxypropyl]oxy}phenyl)methanone",no_rxnorm_ingredient_evidence
2855,[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl][3-(piperidin-4-yloxy)phenyl]methanone,no_rxnorm_ingredient_evidence
2856,[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile,no_rxnorm_ingredient_evidence
2857,"[[(3r,4r,5s,6r)-3-(butanoylamino)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-ylidene]amino] n-phenylcarbamate",no_rxnorm_ingredient_evidence
2858,"[[(3r,4r,5s,6r)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] n-phenylcarbamate",no_rxnorm_ingredient_evidence
2859,[[1-[n-hydroxy-acetamidyl]-3-methyl-butyl]-carbonyl-leucinyl]-alanine ethyl ester,no_rxnorm_ingredient_evidence
2860,"[[4-(aminomethyl)phenyl]amino]oxo-acetic acid,",no_rxnorm_ingredient_evidence
2861,[[cyclohexanesulfonyl-glycyl]-3[pyridin-4-yl-aminomethyl]alanyl]piperidine,no_rxnorm_ingredient_evidence
2862,[[n-(benzyloxycarbonyl)amino]methyl]phosphate,no_rxnorm_ingredient_evidence
2863,[hydroxy(3-phenylpropyl)amino]methanol,no_rxnorm_ingredient_evidence
2864,[leu15] gastrin-17,no_rxnorm_ingredient_evidence
2865,[methylseleno]acetate,no_rxnorm_ingredient_evidence
2866,[methyltelluro]acetate,no_rxnorm_ingredient_evidence
2867,[methylthio]acetate,no_rxnorm_ingredient_evidence
2868,"[n-(2,4-diaminopteridin-6-yl)-methyl]-dibenz[b,f]azepine",no_rxnorm_ingredient_evidence
2869,[n-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid,no_rxnorm_ingredient_evidence
2870,[n-(benzyloxycarbonyl)amino](4-amidinophenyl)methane-phosphonate,no_rxnorm_ingredient_evidence
2871,"[n-[n-(4-methoxy-2,3,6-trimethylphenylsulfonyl)-l-aspartyl]-d-(4-amidino-phenylalanyl)]-piperidine",no_rxnorm_ingredient_evidence
2872,[phenylalaninyl-prolinyl]-[2-(pyridin-4-ylamino)-ethyl]-amine,no_rxnorm_ingredient_evidence
2873,"[{(5-chloro-2-pyridinyl)amino} methylene]-1,1-bisphosphonate",no_rxnorm_ingredient_evidence
2874,"[{2-bromo-4-[(2r)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",no_rxnorm_ingredient_evidence
2875,a and d ointment,no_rxnorm_ingredient_evidence
2876,a disubstituted succinyl caprolactam hydroxymate mmp3inhibitor,no_rxnorm_ingredient_evidence
2877,a-101 topical solution,no_rxnorm_ingredient_evidence
2878,a-16l,no_rxnorm_ingredient_evidence
2879,a-230,no_rxnorm_ingredient_evidence
2880,a-232,no_rxnorm_ingredient_evidence
2881,a-234,no_rxnorm_ingredient_evidence
2882,a-620223,no_rxnorm_ingredient_evidence
2883,a-65,no_rxnorm_ingredient_evidence
2884,a-674563,no_rxnorm_ingredient_evidence
2885,a-98881,no_rxnorm_ingredient_evidence
2886,a-dmdt390-bisfv(ucht1),no_rxnorm_ingredient_evidence
2887,a-dna,no_rxnorm_ingredient_evidence
2888,a-hexachlorocyclohexane,no_rxnorm_ingredient_evidence
2889,a166,no_rxnorm_ingredient_evidence
2890,a2a/a2b adenosine receptor antagonist incb106385,no_rxnorm_ingredient_evidence
2891,a2a/a2b adenosine receptor antagonist yzj-5053,no_rxnorm_ingredient_evidence
2892,a2ar antagonist exs21546,no_rxnorm_ingredient_evidence
2893,aacidexam,no_rxnorm_ingredient_evidence
2894,aag-1,no_rxnorm_ingredient_evidence
2895,aav-aipl,no_rxnorm_ingredient_evidence
2896,aav-aqp1,no_rxnorm_ingredient_evidence
2897,aav-cngb3,no_rxnorm_ingredient_evidence
2898,aav-dxiap,no_rxnorm_ingredient_evidence
2899,aav-rpe65,no_rxnorm_ingredient_evidence
2900,aav1-fs344,no_rxnorm_ingredient_evidence
2901,aav2/8.tbg.harsb,no_rxnorm_ingredient_evidence
2902,aav9/mfsd8,no_rxnorm_ingredient_evidence
2903,ab-001,no_rxnorm_ingredient_evidence
2904,ab-201,no_rxnorm_ingredient_evidence
2905,ab-22,no_rxnorm_ingredient_evidence
2906,ab-8939,no_rxnorm_ingredient_evidence
2907,ab-g023,no_rxnorm_ingredient_evidence
2908,ab192,no_rxnorm_ingredient_evidence
2910,abacavir hydroxyacetate,no_rxnorm_ingredient_evidence
2911,abacin,no_rxnorm_ingredient_evidence
2912,abactrim,no_rxnorm_ingredient_evidence
2913,abafilcon a,no_rxnorm_ingredient_evidence
2914,abafungin,no_rxnorm_ingredient_evidence
2915,abagovomab,no_rxnorm_ingredient_evidence
2917,abamectin,no_rxnorm_ingredient_evidence
2919,abanoquil,no_rxnorm_ingredient_evidence
2920,abaperidone,no_rxnorm_ingredient_evidence
2923,abatitor,no_rxnorm_ingredient_evidence
2924,abatoarin,no_rxnorm_ingredient_evidence
2925,abatrim,no_rxnorm_ingredient_evidence
2926,abboticin,no_rxnorm_ingredient_evidence
2927,abbv-011,no_rxnorm_ingredient_evidence
2928,abbv-514,no_rxnorm_ingredient_evidence
2929,abbv-706,no_rxnorm_ingredient_evidence
2930,abbv-cls-7262,no_rxnorm_ingredient_evidence
2932,abditri,no_rxnorm_ingredient_evidence
2933,abecarnil,no_rxnorm_ingredient_evidence
2935,abecomotide,no_rxnorm_ingredient_evidence
2936,abediterol,no_rxnorm_ingredient_evidence
2937,abediterol napadisylate,no_rxnorm_ingredient_evidence
2938,abelacimab,no_rxnorm_ingredient_evidence
2940,abemaciclib mesylate,no_rxnorm_ingredient_evidence
