legacy_anchor_drug_id,legacy_anchor_drug_name,quarantine_reason
12253,dihydroetorphine,no_rxnorm_ingredient_evidence
12255,dihydrogenphosphate,no_rxnorm_ingredient_evidence
12256,dihydrolenperone,no_rxnorm_ingredient_evidence
12257,dihydrolipoic acid,no_rxnorm_ingredient_evidence
12258,dihydromorphine,no_rxnorm_ingredient_evidence
12259,dihydromyricetin,no_rxnorm_ingredient_evidence
12260,dihydroorotate dehydrogenase inhibitor ag-636,no_rxnorm_ingredient_evidence
12261,dihydroorotic acid,no_rxnorm_ingredient_evidence
12262,dihydroquinidine barbiturate,no_rxnorm_ingredient_evidence
12266,dihydrouracil,no_rxnorm_ingredient_evidence
12267,dihydrouridine,no_rxnorm_ingredient_evidence
12268,dihydroxy(oxo)molybdenum(6+),no_rxnorm_ingredient_evidence
12270,dihydroxyacetone phosphate,no_rxnorm_ingredient_evidence
12273,dihydroxymethoxychalcone,no_rxnorm_ingredient_evidence
12274,dihydroxyphenylglycine,no_rxnorm_ingredient_evidence
12275,diiodohydroxypropane,no_rxnorm_ingredient_evidence
12278,diisopromine hydrochloride,no_rxnorm_ingredient_evidence
12281,diisopropyl methylphosphonate,no_rxnorm_ingredient_evidence
12282,diisopropylphosphono group,no_rxnorm_ingredient_evidence
12285,dilazep,no_rxnorm_ingredient_evidence
12286,dilevalol,no_rxnorm_ingredient_evidence
12287,dilevalol hydrochloride,no_rxnorm_ingredient_evidence
12288,dill,no_rxnorm_ingredient_evidence
12289,dill-based dietary supplement,no_rxnorm_ingredient_evidence
12290,dilmapimod,no_rxnorm_ingredient_evidence
12291,dilmapimod tosylate,no_rxnorm_ingredient_evidence
12292,dilmefone,no_rxnorm_ingredient_evidence
12293,dilopetine,no_rxnorm_ingredient_evidence
12296,dilpacimab,no_rxnorm_ingredient_evidence
12299,diluent for (161-180)eso-1 peptide,no_rxnorm_ingredient_evidence
12300,dimabefylline,no_rxnorm_ingredient_evidence
12301,dimadectin,no_rxnorm_ingredient_evidence
12302,dimazole,no_rxnorm_ingredient_evidence
12303,dimdazenil,no_rxnorm_ingredient_evidence
12304,dimecamine,no_rxnorm_ingredient_evidence
12305,dimecolonium,no_rxnorm_ingredient_evidence
12306,dimefadane,no_rxnorm_ingredient_evidence
12307,dimefline,no_rxnorm_ingredient_evidence
12308,dimefline hydrochloride,no_rxnorm_ingredient_evidence
12309,dimelazine,no_rxnorm_ingredient_evidence
12310,dimemorfan,no_rxnorm_ingredient_evidence
12312,dimenoxadol,no_rxnorm_ingredient_evidence
12313,dimepheptanol,no_rxnorm_ingredient_evidence
12314,dimepranol,no_rxnorm_ingredient_evidence
12315,dimepranol acedoben,no_rxnorm_ingredient_evidence
12316,dimepregnen,no_rxnorm_ingredient_evidence
12317,dimeprozan,no_rxnorm_ingredient_evidence
12320,dimericine,no_rxnorm_ingredient_evidence
12321,dimesone,no_rxnorm_ingredient_evidence
12322,dimetacrine,no_rxnorm_ingredient_evidence
12323,dimetamfetamine,no_rxnorm_ingredient_evidence
12324,dimetapp,no_rxnorm_ingredient_evidence
12325,dimethadione,no_rxnorm_ingredient_evidence
12326,dimethandrolone undecanoate,no_rxnorm_ingredient_evidence
12327,dimethazan,no_rxnorm_ingredient_evidence
12330,dimethicone-containing botanicals-based lotion,no_rxnorm_ingredient_evidence
12331,dimethicone/polymer barrier cream,no_rxnorm_ingredient_evidence
12332,dimethisterone,no_rxnorm_ingredient_evidence
12333,dimethisterone anhydrous,no_rxnorm_ingredient_evidence
12334,dimethoate,no_rxnorm_ingredient_evidence
12335,dimethocaine,no_rxnorm_ingredient_evidence
12336,dimethocaine salicylate,no_rxnorm_ingredient_evidence
12337,dimetholizine,no_rxnorm_ingredient_evidence
12340,"dimethyl (1r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",no_rxnorm_ingredient_evidence
12341,dimethyl carbate,no_rxnorm_ingredient_evidence
12342,dimethyl ellagic acid,no_rxnorm_ingredient_evidence
12343,dimethyl ellagic acid glucuronide,no_rxnorm_ingredient_evidence
12346,dimethyl propionate ester heme,no_rxnorm_ingredient_evidence
12350,dimethyl thiophosphate,no_rxnorm_ingredient_evidence
12351,"dimethyl-(4,5,6,7-tetrabromo-1h-benzoimidazol-2-yl)-amine",no_rxnorm_ingredient_evidence
12353,dimethylallyl diphosphate,no_rxnorm_ingredient_evidence
12354,dimethylallyl s-thiolodiphosphate,no_rxnorm_ingredient_evidence
12355,dimethylaminoethyl reserpilinate dihydrochloride,no_rxnorm_ingredient_evidence
12356,dimethylaminomicheliolide,no_rxnorm_ingredient_evidence
12357,dimethylaminopropionylphenothiazine,no_rxnorm_ingredient_evidence
12358,dimethylbusulfan,no_rxnorm_ingredient_evidence
12359,dimethylcarbamoyl chloride,no_rxnorm_ingredient_evidence
12360,dimethylcurcumin,no_rxnorm_ingredient_evidence
12361,dimethylmercury,no_rxnorm_ingredient_evidence
12362,dimethylphthalate,no_rxnorm_ingredient_evidence
12363,dimethylselenoxide,no_rxnorm_ingredient_evidence
12364,dimethylthiambutene,no_rxnorm_ingredient_evidence
12365,dimethyltryptamine,no_rxnorm_ingredient_evidence
12366,dimethyltubocurarinium chloride,no_rxnorm_ingredient_evidence
12367,dimetilan,no_rxnorm_ingredient_evidence
12369,dimetipirium,no_rxnorm_ingredient_evidence
12370,dimetipirium bromide,no_rxnorm_ingredient_evidence
12371,dimetofrine,no_rxnorm_ingredient_evidence
12372,dimetotiazine,no_rxnorm_ingredient_evidence
12374,diminazene,no_rxnorm_ingredient_evidence
12375,dimiracetam,no_rxnorm_ingredient_evidence
12376,dimorpholamine,no_rxnorm_ingredient_evidence
12377,dimoxamine hydrochloride,no_rxnorm_ingredient_evidence
12378,dimoxaprost,no_rxnorm_ingredient_evidence
12379,dimoxyline,no_rxnorm_ingredient_evidence
12380,dimoxyline phosphate,no_rxnorm_ingredient_evidence
12381,dinaciclib,no_rxnorm_ingredient_evidence
12382,dinalbuphine sebacate,no_rxnorm_ingredient_evidence
12383,dinazafone,no_rxnorm_ingredient_evidence
12384,diniconazole,no_rxnorm_ingredient_evidence
12385,diniconazole-m,no_rxnorm_ingredient_evidence
12386,diniprofylline,no_rxnorm_ingredient_evidence
12387,dinitrochlorobenzene,no_rxnorm_ingredient_evidence
12388,dinitrofluorobenzene,no_rxnorm_ingredient_evidence
12389,dino-bac,no_rxnorm_ingredient_evidence
12392,dinor-n(omega)-hydroxy-l-arginine,no_rxnorm_ingredient_evidence
12393,dinsed,no_rxnorm_ingredient_evidence
12396,diodone,no_rxnorm_ingredient_evidence
12397,diometa,no_rxnorm_ingredient_evidence
12398,dioscorea nipponica makino extract dne3,no_rxnorm_ingredient_evidence
12401,diospyros ebenum bark,no_rxnorm_ingredient_evidence
12402,dioxadilol,no_rxnorm_ingredient_evidence
12403,dioxadrol,no_rxnorm_ingredient_evidence
12404,dioxadrol hydrochloride,no_rxnorm_ingredient_evidence
12405,dioxamate,no_rxnorm_ingredient_evidence
12406,dioxaphetyl butyrate,no_rxnorm_ingredient_evidence
12407,dioxation,no_rxnorm_ingredient_evidence
12408,dioxethedrin,no_rxnorm_ingredient_evidence
12409,dioxifedrine,no_rxnorm_ingredient_evidence
12410,dioxo(sulfanyl)molybdenum,no_rxnorm_ingredient_evidence
12412,dioxyselenocysteine,no_rxnorm_ingredient_evidence
12413,dipenine,no_rxnorm_ingredient_evidence
12414,dipenine bromide,no_rxnorm_ingredient_evidence
12418,diperodon anhydrous,no_rxnorm_ingredient_evidence
12422,diphenadione,no_rxnorm_ingredient_evidence
12423,diphenan,no_rxnorm_ingredient_evidence
12424,diphencyprone,no_rxnorm_ingredient_evidence
12426,diphenhydramine citrate,no_rxnorm_ingredient_evidence
12427,diphenhydramine hydrochloride/dexamethasone/nystatin magic mouthwash,no_rxnorm_ingredient_evidence
12428,diphenhydramine/phenylephrine-containing syrup,no_rxnorm_ingredient_evidence
12430,diphenidol pamoate,no_rxnorm_ingredient_evidence
12432,diphenylacetic acid,no_rxnorm_ingredient_evidence
12433,diphenyleneiodonium,no_rxnorm_ingredient_evidence
12435,diphenylpiperidinomethyldioxolan iodide,no_rxnorm_ingredient_evidence
12438,diphosgene,no_rxnorm_ingredient_evidence
12439,diphoxazide,no_rxnorm_ingredient_evidence
12440,diphthamide,no_rxnorm_ingredient_evidence
12441,diphtheria toxin fragment-interleukin-2 fusion protein e7777,no_rxnorm_ingredient_evidence
12442,dipicolinic acid,no_rxnorm_ingredient_evidence
12444,dipipanone hydrochloride,no_rxnorm_ingredient_evidence
12445,dipiproverine,no_rxnorm_ingredient_evidence
12446,dipiproverine hydrochloride,no_rxnorm_ingredient_evidence
12450,diprafenone,no_rxnorm_ingredient_evidence
12451,diprafenone hydrochloride,no_rxnorm_ingredient_evidence
12452,dipraglurant,no_rxnorm_ingredient_evidence
12453,diprenorphine,no_rxnorm_ingredient_evidence
12454,diprobutine,no_rxnorm_ingredient_evidence
12455,diprofene,no_rxnorm_ingredient_evidence
12456,diproleandomycin,no_rxnorm_ingredient_evidence
12457,dipropyl-4-hydroxytryptamine,no_rxnorm_ingredient_evidence
12459,diproqualone,no_rxnorm_ingredient_evidence
12460,diproteverine,no_rxnorm_ingredient_evidence
12461,diproteverine hydrochloride,no_rxnorm_ingredient_evidence
12462,diproxadol,no_rxnorm_ingredient_evidence
12465,dipyrocetyl,no_rxnorm_ingredient_evidence
12466,dipyrromethane cofactor,no_rxnorm_ingredient_evidence
12467,diquafosol,no_rxnorm_ingredient_evidence
12468,diquafosol tetrasodium,no_rxnorm_ingredient_evidence
12469,direct blue 6,no_rxnorm_ingredient_evidence
12470,direct brown 95,no_rxnorm_ingredient_evidence
12471,direct factor xa inhibitor,no_rxnorm_ingredient_evidence
12472,direct oral anticoagulant,no_rxnorm_ingredient_evidence
12473,direct thrombin inhibitor,no_rxnorm_ingredient_evidence
12474,directly observed therapy,no_rxnorm_ingredient_evidence
12475,diridavumab,no_rxnorm_ingredient_evidence
12477,dirloctocogene samoparvovec,no_rxnorm_ingredient_evidence
12479,dirocaftor,no_rxnorm_ingredient_evidence
12481,dirucotide,no_rxnorm_ingredient_evidence
12482,dirucotide acetate,no_rxnorm_ingredient_evidence
12483,disaccharide,no_rxnorm_ingredient_evidence
12484,disaccharide tripeptide glycerol dipalmitoyl,no_rxnorm_ingredient_evidence
12485,discontinued drug,no_rxnorm_ingredient_evidence
12486,disdual,no_rxnorm_ingredient_evidence
12487,disease-modifying antirheumatic drug,no_rxnorm_ingredient_evidence
12488,diseptyl,no_rxnorm_ingredient_evidence
12489,disermolide,no_rxnorm_ingredient_evidence
12490,disinfectant,no_rxnorm_ingredient_evidence
12491,disiquonium,no_rxnorm_ingredient_evidence
12492,disiquonium chloride,no_rxnorm_ingredient_evidence
12493,disitamab,no_rxnorm_ingredient_evidence
12494,disitamab vedotin,no_rxnorm_ingredient_evidence
12495,disitertide,no_rxnorm_ingredient_evidence
12497,disobutamide,no_rxnorm_ingredient_evidence
12498,disogluside,no_rxnorm_ingredient_evidence
12499,disomotide,no_rxnorm_ingredient_evidence
12500,dison,no_rxnorm_ingredient_evidence
12501,disophenol,no_rxnorm_ingredient_evidence
12504,disoxaril,no_rxnorm_ingredient_evidence
12505,disperin,no_rxnorm_ingredient_evidence
12507,dispersona,no_rxnorm_ingredient_evidence
12508,dispred,no_rxnorm_ingredient_evidence
12509,dispril,no_rxnorm_ingredient_evidence
12510,disprin,no_rxnorm_ingredient_evidence
12511,disprina,no_rxnorm_ingredient_evidence
12512,disrupted in renal carcinoma 3,no_rxnorm_ingredient_evidence
12513,dissolvable tobacco,no_rxnorm_ingredient_evidence
12514,distaval,no_rxnorm_ingredient_evidence
12518,distigmine bromide,no_rxnorm_ingredient_evidence
12519,disufenton,no_rxnorm_ingredient_evidence
12520,disufenton sodium,no_rxnorm_ingredient_evidence
12521,disulergine,no_rxnorm_ingredient_evidence
12522,disulfamide,no_rxnorm_ingredient_evidence
12524,disulfoton,no_rxnorm_ingredient_evidence
12525,disuprazole,no_rxnorm_ingredient_evidence
12526,ditazole,no_rxnorm_ingredient_evidence
12527,ditekiren,no_rxnorm_ingredient_evidence
12528,ditercalinium,no_rxnorm_ingredient_evidence
12529,ditercalinium chloride,no_rxnorm_ingredient_evidence
12530,dithiazanine,no_rxnorm_ingredient_evidence
12531,dithiazanine iodide,no_rxnorm_ingredient_evidence
12532,dithioerythritol,no_rxnorm_ingredient_evidence
12533,dithiopyr,no_rxnorm_ingredient_evidence
12534,ditiocade sodium,no_rxnorm_ingredient_evidence
12536,ditiocarb zinc,no_rxnorm_ingredient_evidence
12537,ditiomustine,no_rxnorm_ingredient_evidence
12538,ditolamide,no_rxnorm_ingredient_evidence
12539,ditophal,no_rxnorm_ingredient_evidence
12541,diundecyl phosphatidyl choline,no_rxnorm_ingredient_evidence
12542,diuretic,no_rxnorm_ingredient_evidence
12543,divabuterol,no_rxnorm_ingredient_evidence
12544,divaplon,no_rxnorm_ingredient_evidence
12545,divarasib,no_rxnorm_ingredient_evidence
12546,divarasib adipate,no_rxnorm_ingredient_evidence
12547,divifolin,no_rxnorm_ingredient_evidence
12549,dixanthogen,no_rxnorm_ingredient_evidence
12550,dixyrazine,no_rxnorm_ingredient_evidence
12551,dizatrifone,no_rxnorm_ingredient_evidence
12552,dizocilpine,no_rxnorm_ingredient_evidence
12553,dizocilpine maleate,no_rxnorm_ingredient_evidence
12554,dl-alpha tocopheryl acetate,no_rxnorm_ingredient_evidence
12559,dl-methylephedrine hydrochloride,no_rxnorm_ingredient_evidence
12560,dl-phenylalanine,no_rxnorm_ingredient_evidence
12561,dl-tyrosine,no_rxnorm_ingredient_evidence
12562,dll3-targeting agent,no_rxnorm_ingredient_evidence
12563,dll3/cd3e tri-specific t-cell activating construct hpn328,no_rxnorm_ingredient_evidence
12564,dlo6001,no_rxnorm_ingredient_evidence
12565,dlo6002,no_rxnorm_ingredient_evidence
12566,dm solone,no_rxnorm_ingredient_evidence
12567,dm-1157,no_rxnorm_ingredient_evidence
12568,dmdm hydantoin,no_rxnorm_ingredient_evidence
12569,dmp-777,no_rxnorm_ingredient_evidence
12570,dn-101,no_rxnorm_ingredient_evidence
12571,dna,no_rxnorm_ingredient_evidence
12572,dna adduct,no_rxnorm_ingredient_evidence
12573,dna methyltransferase,no_rxnorm_ingredient_evidence
12574,dna methyltransferase inhibitor,no_rxnorm_ingredient_evidence
12575,dna plasmid encoding human il-12 phil12,no_rxnorm_ingredient_evidence
12576,dna plasmid-encoding interleukin-12 ino-9012/psa/psma dna plasmids ino-5150 formulation ino-5151,no_rxnorm_ingredient_evidence
12577,dna polymerase theta inhibitor art6043,no_rxnorm_ingredient_evidence
12578,dna polymerase theta inhibitor gsk4524101,no_rxnorm_ingredient_evidence
12579,dna repair inhibiting oligonucleotide,no_rxnorm_ingredient_evidence
12580,dna-dependent protein kinase inhibitor,no_rxnorm_ingredient_evidence
12581,dna-dependent protein kinase-targeting sidna dt01,no_rxnorm_ingredient_evidence
12582,dnb-001,no_rxnorm_ingredient_evidence
12583,dnl343,no_rxnorm_ingredient_evidence
12584,dnmt1 inhibitor ntx-301,no_rxnorm_ingredient_evidence
12585,dnp-modified autologous tumor vaccine,no_rxnorm_ingredient_evidence
12587,dobicin,no_rxnorm_ingredient_evidence
12588,dobixin,no_rxnorm_ingredient_evidence
12589,dobupride,no_rxnorm_ingredient_evidence
12591,dobutamine lactobionate,no_rxnorm_ingredient_evidence
12592,dobutamine tartrate,no_rxnorm_ingredient_evidence
12593,docaravimab,no_rxnorm_ingredient_evidence
12594,docarpamine,no_rxnorm_ingredient_evidence
12595,docebenone,no_rxnorm_ingredient_evidence
12597,docegem,no_rxnorm_ingredient_evidence
12598,doceglob,no_rxnorm_ingredient_evidence
12599,docemax,no_rxnorm_ingredient_evidence
12600,docenat,no_rxnorm_ingredient_evidence
12601,docepar,no_rxnorm_ingredient_evidence
12602,docetax,no_rxnorm_ingredient_evidence
12603,docetaxel depot formulation nz-dtx,no_rxnorm_ingredient_evidence
12604,docetaxel emulsion anx-514,no_rxnorm_ingredient_evidence
12605,docetaxel formulation ckd-810,no_rxnorm_ingredient_evidence
12606,docetaxel lipid microspheres,no_rxnorm_ingredient_evidence
12607,docetaxel-loaded nanopharmaceutical crlx301,no_rxnorm_ingredient_evidence
12608,docetaxel/flavopiradol,no_rxnorm_ingredient_evidence
12609,docetec,no_rxnorm_ingredient_evidence
12610,docetere,no_rxnorm_ingredient_evidence
12611,docexan,no_rxnorm_ingredient_evidence
12612,dociparstat sodium,no_rxnorm_ingredient_evidence
12613,docistin,no_rxnorm_ingredient_evidence
12614,doconazole,no_rxnorm_ingredient_evidence
12616,docosadienoic acid,no_rxnorm_ingredient_evidence
12618,docosapentaenoic acid,no_rxnorm_ingredient_evidence
12619,docosapentaenoic acid n-6,no_rxnorm_ingredient_evidence
12620,docosatetraenoic acid,no_rxnorm_ingredient_evidence
12621,docosatetraenoic acid n-3,no_rxnorm_ingredient_evidence
12622,docosatrienoic acid,no_rxnorm_ingredient_evidence
12623,docosenoic acid,no_rxnorm_ingredient_evidence
12624,docosenoic acid n-9,no_rxnorm_ingredient_evidence
12625,docshil,no_rxnorm_ingredient_evidence
12626,doctrim,no_rxnorm_ingredient_evidence
12630,dodecanesulfonate ion,no_rxnorm_ingredient_evidence
12631,dodecenoic acid,no_rxnorm_ingredient_evidence
12632,dodeclonium bromide,no_rxnorm_ingredient_evidence
12633,dodecyl creatine ester,no_rxnorm_ingredient_evidence
12635,dodecyl-alpha-d-maltoside,no_rxnorm_ingredient_evidence
12636,dodecyl-coa,no_rxnorm_ingredient_evidence
12639,dofamium,no_rxnorm_ingredient_evidence
12640,dofamium chloride,no_rxnorm_ingredient_evidence
12641,dofequidar,no_rxnorm_ingredient_evidence
12643,dolastatin 10,no_rxnorm_ingredient_evidence
12644,dolcanatide,no_rxnorm_ingredient_evidence
12645,dolectran,no_rxnorm_ingredient_evidence
12648,doliracetam,no_rxnorm_ingredient_evidence
12649,doloderm,no_rxnorm_ingredient_evidence
12650,doloprin,no_rxnorm_ingredient_evidence
12651,dolorosan,no_rxnorm_ingredient_evidence
12654,domagrozumab,no_rxnorm_ingredient_evidence
12655,domazoline,no_rxnorm_ingredient_evidence
12656,domazoline fumarate,no_rxnorm_ingredient_evidence
12657,dome,no_rxnorm_ingredient_evidence
12659,domiodol,no_rxnorm_ingredient_evidence
12661,domipizone,no_rxnorm_ingredient_evidence
12662,domitroban,no_rxnorm_ingredient_evidence
12663,domofenogene zalfaparvovec,no_rxnorm_ingredient_evidence
12664,domoic acid,no_rxnorm_ingredient_evidence
12665,domoprednate,no_rxnorm_ingredient_evidence
12666,domoxin,no_rxnorm_ingredient_evidence
12668,don,no_rxnorm_ingredient_evidence
12669,donafenib,no_rxnorm_ingredient_evidence
12671,donaperminogene seltoplasmid,no_rxnorm_ingredient_evidence
12673,donepezil oxalate,no_rxnorm_ingredient_evidence
12674,donetidine,no_rxnorm_ingredient_evidence
12678,donitriptan,no_rxnorm_ingredient_evidence
12679,donor regulatory t-lymphocytes,no_rxnorm_ingredient_evidence
12680,donor-specific antibody,no_rxnorm_ingredient_evidence
12681,donray,no_rxnorm_ingredient_evidence
12682,dontisolon d,no_rxnorm_ingredient_evidence
12683,donu,no_rxnorm_ingredient_evidence
12684,dopamantine,no_rxnorm_ingredient_evidence
12686,dopamine agonist,no_rxnorm_ingredient_evidence
12687,dopamine antagonist,no_rxnorm_ingredient_evidence
12688,dopamine receptor antagonist,no_rxnorm_ingredient_evidence
12689,dopastatin,no_rxnorm_ingredient_evidence
12693,dopropidil,no_rxnorm_ingredient_evidence
12694,doqualast,no_rxnorm_ingredient_evidence
12695,doramapimod,no_rxnorm_ingredient_evidence
12697,doranidazole,no_rxnorm_ingredient_evidence
12698,dorastine,no_rxnorm_ingredient_evidence
12699,dorastine hydrochloride,no_rxnorm_ingredient_evidence
12703,doreptide,no_rxnorm_ingredient_evidence
12704,doretinel,no_rxnorm_ingredient_evidence
12706,dorison,no_rxnorm_ingredient_evidence
12708,doronil,no_rxnorm_ingredient_evidence
12709,dorsomorphin,no_rxnorm_ingredient_evidence
12710,doruxapapogene ralaplasmid,no_rxnorm_ingredient_evidence
12711,dorzagliatin,no_rxnorm_ingredient_evidence
12713,dosatran,no_rxnorm_ingredient_evidence
12714,dosergoside,no_rxnorm_ingredient_evidence
12715,dosmalfate,no_rxnorm_ingredient_evidence
12718,dota-arg-pro-lys-pro-gln-gln-phe-2thi-gly-leu-met(o2)-nh2 actinium ac-225,no_rxnorm_ingredient_evidence
12719,dotamtate pb-212,no_rxnorm_ingredient_evidence
12720,dotarizine,no_rxnorm_ingredient_evidence
12723,dotatoc gallium ga-68,no_rxnorm_ingredient_evidence
12724,dotefonium,no_rxnorm_ingredient_evidence
12725,dotefonium bromide,no_rxnorm_ingredient_evidence
12727,dotinurad,no_rxnorm_ingredient_evidence
12728,dotmp ho-166,no_rxnorm_ingredient_evidence
12729,dotmp sm-153,no_rxnorm_ingredient_evidence
12730,double recombinant vaccinia virus vv-gmcsf-lact,no_rxnorm_ingredient_evidence
12731,double-stranded rna,no_rxnorm_ingredient_evidence
12733,dovitinib,no_rxnorm_ingredient_evidence
12734,dovitinib lactate anhydrous,no_rxnorm_ingredient_evidence
12737,doxaminol,no_rxnorm_ingredient_evidence
12739,doxaprost,no_rxnorm_ingredient_evidence
12741,doxefazepam,no_rxnorm_ingredient_evidence
12742,doxel,no_rxnorm_ingredient_evidence
12743,doxenitoin,no_rxnorm_ingredient_evidence
12746,doxetal,no_rxnorm_ingredient_evidence
12747,doxibetasol,no_rxnorm_ingredient_evidence
12748,doxifluridine,no_rxnorm_ingredient_evidence
12749,doxo,no_rxnorm_ingredient_evidence
12750,doxo cell,no_rxnorm_ingredient_evidence
12751,doxobin,no_rxnorm_ingredient_evidence
12752,doxocris,no_rxnorm_ingredient_evidence
12753,doxofylline,no_rxnorm_ingredient_evidence
12754,doxokebir,no_rxnorm_ingredient_evidence
12755,doxonolver,no_rxnorm_ingredient_evidence
12756,doxor,no_rxnorm_ingredient_evidence
12757,doxorrubicina,no_rxnorm_ingredient_evidence
12758,doxorrubicina colhidrol,no_rxnorm_ingredient_evidence
12759,doxoruben,no_rxnorm_ingredient_evidence
12760,doxorubicin preparation,no_rxnorm_ingredient_evidence
12761,doxorubicin prodrug/prodrug-activating biomaterial sq3370,no_rxnorm_ingredient_evidence
12762,doxorubicin-dna complex,no_rxnorm_ingredient_evidence
12763,doxorubicin-eluting beads,no_rxnorm_ingredient_evidence
12764,doxorubicin-hpma conjugate,no_rxnorm_ingredient_evidence
12765,doxorubicin-loaded egfr-targeting nanocells,no_rxnorm_ingredient_evidence
12766,doxosome,no_rxnorm_ingredient_evidence
12767,doxotec,no_rxnorm_ingredient_evidence
12768,doxpicomine,no_rxnorm_ingredient_evidence
12769,doxpicomine hydrochloride,no_rxnorm_ingredient_evidence
12770,doxtie,no_rxnorm_ingredient_evidence
12771,doxulip,no_rxnorm_ingredient_evidence
12773,doxycycline chloride,no_rxnorm_ingredient_evidence
12774,doxycycline hyclate foam,no_rxnorm_ingredient_evidence
12776,doxycycline hyclate matrix formulation,no_rxnorm_ingredient_evidence
12778,dp-303c,no_rxnorm_ingredient_evidence
12779,dp-b99,no_rxnorm_ingredient_evidence
12780,dp-vpa,no_rxnorm_ingredient_evidence
12781,dpb-t,no_rxnorm_ingredient_evidence
12782,dpcpx,no_rxnorm_ingredient_evidence
12783,dpdpe,no_rxnorm_ingredient_evidence
12784,dpi59,no_rxnorm_ingredient_evidence
12785,dpm-1001,no_rxnorm_ingredient_evidence
12786,dppg2-based thermosensitive liposomes encapsulating doxorubicin dppg2-tsl-dox,no_rxnorm_ingredient_evidence
12787,dpt/bcg/measles/serratia/pneumococcus vaccine,no_rxnorm_ingredient_evidence
12788,dpt/typhoid/staphylococcus aureus/paratyphoid a/paratyphoid b vaccine,no_rxnorm_ingredient_evidence
12789,dpx-e7 hpv vaccine,no_rxnorm_ingredient_evidence
12790,dr-01,no_rxnorm_ingredient_evidence
12791,dr5-targeting tetrameric nanobody agonist tas266,no_rxnorm_ingredient_evidence
12792,draflazine,no_rxnorm_ingredient_evidence
12793,dragon's blood,no_rxnorm_ingredient_evidence
12794,dramedilol,no_rxnorm_ingredient_evidence
12795,drane,no_rxnorm_ingredient_evidence
12796,draquinolol,no_rxnorm_ingredient_evidence
12797,draspir,no_rxnorm_ingredient_evidence
12798,drate,no_rxnorm_ingredient_evidence
12799,dravyr,no_rxnorm_ingredient_evidence
12800,drazidox,no_rxnorm_ingredient_evidence
12801,drazone,no_rxnorm_ingredient_evidence
12802,drd2 antagonist/clpp agonist onc206,no_rxnorm_ingredient_evidence
12803,drenex,no_rxnorm_ingredient_evidence
12804,drf-1042,no_rxnorm_ingredient_evidence
12805,dribendazole,no_rxnorm_ingredient_evidence
12806,dried synsepalum dulcificum supplement,no_rxnorm_ingredient_evidence
12807,drifen,no_rxnorm_ingredient_evidence
12808,drilozole,no_rxnorm_ingredient_evidence
12809,drinabant,no_rxnorm_ingredient_evidence
12810,drinidene,no_rxnorm_ingredient_evidence
12811,drisapersen,no_rxnorm_ingredient_evidence
12812,drisapersen sodium,no_rxnorm_ingredient_evidence
12813,drobuline,no_rxnorm_ingredient_evidence
12814,drobuline hydrochloride,no_rxnorm_ingredient_evidence
12815,drocinonide,no_rxnorm_ingredient_evidence
12816,droclidinium,no_rxnorm_ingredient_evidence
12817,droclidinium bromide,no_rxnorm_ingredient_evidence
12818,drofenine,no_rxnorm_ingredient_evidence
12819,droloxifene,no_rxnorm_ingredient_evidence
12820,droloxifene citrate,no_rxnorm_ingredient_evidence
12824,dronadil,no_rxnorm_ingredient_evidence
12825,dronal,no_rxnorm_ingredient_evidence
12826,dronalent,no_rxnorm_ingredient_evidence
12827,dronat,no_rxnorm_ingredient_evidence
12831,dropempine,no_rxnorm_ingredient_evidence
12833,droprenilamine,no_rxnorm_ingredient_evidence
12834,dropropizine,no_rxnorm_ingredient_evidence
12836,drossul,no_rxnorm_ingredient_evidence
12840,drotebanol,no_rxnorm_ingredient_evidence
12842,drovitan,no_rxnorm_ingredient_evidence
12843,droxacin,no_rxnorm_ingredient_evidence
12844,droxacin sodium,no_rxnorm_ingredient_evidence
12846,droxicainide,no_rxnorm_ingredient_evidence
12849,droxinavir,no_rxnorm_ingredient_evidence
12850,droxinavir hydrochloride,no_rxnorm_ingredient_evidence
12851,droxiurea,no_rxnorm_ingredient_evidence
12852,droxol,no_rxnorm_ingredient_evidence
12853,droxypropine,no_rxnorm_ingredient_evidence
12854,drug-drug conjugate nuv-1511,no_rxnorm_ingredient_evidence
12855,drugs by local effect,no_rxnorm_ingredient_evidence
12856,drugs by vehicle,no_rxnorm_ingredient_evidence
12857,drxaline,no_rxnorm_ingredient_evidence
12858,drylin,no_rxnorm_ingredient_evidence
12859,ds-1211,no_rxnorm_ingredient_evidence
12860,ds-2325a,no_rxnorm_ingredient_evidence
12861,dsm-265,no_rxnorm_ingredient_evidence
12862,dsp-5336,no_rxnorm_ingredient_evidence
12863,dsp107,no_rxnorm_ingredient_evidence
12864,dt2216,no_rxnorm_ingredient_evidence
12865,dtp-348,no_rxnorm_ingredient_evidence
12866,dtrmwxhs-12/everolimus/pomalidomide combination agent dtrm-555,no_rxnorm_ingredient_evidence
12867,dts-201,no_rxnorm_ingredient_evidence
12868,dtx-101,no_rxnorm_ingredient_evidence
12869,dtx-1252,no_rxnorm_ingredient_evidence
12870,du125530,no_rxnorm_ingredient_evidence
12871,dual irak1/4 inhibitor r906289 monosodium,no_rxnorm_ingredient_evidence
