legacy_anchor_drug_id,canonical_rxcui,anchor_drug_id,canonical_drug_name,canonical_tty,default_rule
17819,191831,2698,infliximab,IN,direct_anchor_exact_rxnorm
17820,1657128,2699,influenza a virus (h1n1) antigen,IN,unique_convergent_term_evidence
17825,1657128,2699,influenza a virus (h1n1) antigen,IN,unique_convergent_term_evidence
17838,1657128,2699,influenza a virus (h1n1) antigen,IN,unique_convergent_term_evidence
17852,1657128,2699,influenza a virus (h1n1) antigen,IN,unique_convergent_term_evidence
17920,1657131,2701,influenza a virus (h3n2) antigen,IN,unique_convergent_term_evidence
17928,1657131,2701,influenza a virus (h3n2) antigen,IN,unique_convergent_term_evidence
17967,1657131,2701,influenza a virus (h3n2) antigen,IN,unique_convergent_term_evidence
18030,1657134,2703,influenza b virus antigen,IN,direct_anchor_exact_rxnorm
18055,1657134,2703,influenza b virus antigen,IN,unique_convergent_term_evidence
18064,1657134,2703,influenza b virus antigen,IN,unique_convergent_term_evidence
18096,1657138,2700,influenza a virus (h1n1) antigen / influenza a virus (h3n2) antigen / influenza b virus antigen,MIN,unique_convergent_term_evidence
18103,1657134,2703,influenza b virus antigen,IN,unique_convergent_term_evidence
18137,1242806,2704,ingenol mebutate,IN,direct_anchor_exact_rxnorm
18177,1311610,2705,inonotus obliquus fruiting body extract,IN,unique_convergent_term_evidence
18179,1483575,2706,inosine,IN,direct_anchor_exact_rxnorm
18182,6048,2707,inosine pranobex,IN,direct_anchor_exact_rxnorm
18183,5832,2708,inosinic acid,IN,direct_anchor_exact_rxnorm
18184,5833,2709,inositol,IN,direct_anchor_exact_rxnorm
18188,1007270,2710,inositol / niacin,MIN,unique_convergent_term_evidence
18190,2099289,2711,inotersen,IN,direct_anchor_exact_rxnorm
18191,2099289,2711,inotersen,IN,direct_anchor_exact_rxnorm
18200,1740938,2713,insulin argine,IN,direct_anchor_exact_rxnorm
18201,51428,2714,"insulin aspart, human",IN,unique_convergent_term_evidence
18206,1670007,2715,insulin degludec,IN,direct_anchor_exact_rxnorm
18207,139825,2716,insulin detemir,IN,direct_anchor_exact_rxnorm
18209,274783,2717,insulin glargine,IN,direct_anchor_exact_rxnorm
18210,400008,2718,"insulin glulisine, human",IN,unique_convergent_term_evidence
18211,631657,2719,"insulin human, rdna origin",IN,unique_convergent_term_evidence
18212,2740394,2720,insulin icodec,IN,direct_anchor_exact_rxnorm
18213,86009,2721,insulin lispro,IN,direct_anchor_exact_rxnorm
18215,221109,2722,"insulin, regular, pork",IN,unique_convergent_term_evidence
18218,1728770,2723,insulin-like growth factor 2,IN,unique_convergent_term_evidence
18228,5879,2724,interferon alfa-2a,IN,direct_anchor_exact_rxnorm
18230,202912,2726,interferon alfa-n1,IN,direct_anchor_exact_rxnorm
18231,612937,2727,interferon alfa-n3,IN,direct_anchor_exact_rxnorm
18236,1314240,2731,interferon gamma-1a,IN,direct_anchor_exact_rxnorm
18251,1311299,2734,interleukin-10,IN,direct_anchor_exact_rxnorm
18252,1309680,2736,interleukin-12,IN,direct_anchor_exact_rxnorm
18261,1367185,2739,interleukin-6,IN,direct_anchor_exact_rxnorm
18262,1367202,2740,interleukin-7,IN,direct_anchor_exact_rxnorm
18285,5924,2744,inulin,IN,direct_anchor_exact_rxnorm
18289,27712,2745,invert sugar,IN,direct_anchor_exact_rxnorm
18297,14448,56,3-iodobenzylguanidine,IN,unique_convergent_term_evidence
18299,14448,56,3-iodobenzylguanidine,IN,direct_anchor_exact_rxnorm
18301,14448,56,3-iodobenzylguanidine,IN,direct_anchor_exact_rxnorm
18304,87639,2746,iobitridol,IN,direct_anchor_exact_rxnorm
18306,183830,2747,iocetamic acid,IN,direct_anchor_exact_rxnorm
18307,5928,2748,iodamide,IN,direct_anchor_exact_rxnorm
18308,1546275,2749,iodide ion,IN,unique_convergent_term_evidence
18309,1546275,2749,iodide ion,IN,unique_convergent_term_evidence
18310,1546275,2749,iodide ion,IN,direct_anchor_exact_rxnorm
18312,5933,2750,iodine,IN,direct_anchor_exact_rxnorm
18335,692863,2752,iodine povacrylex,IN,direct_anchor_exact_rxnorm
18338,5936,2753,iodipamide,IN,direct_anchor_exact_rxnorm
18340,27729,2754,iodixanol,IN,direct_anchor_exact_rxnorm
18347,27748,2755,iodoform,IN,direct_anchor_exact_rxnorm
18351,314691,2756,iodohippurate,IN,unique_convergent_term_evidence
18358,2571854,2758,ioflupane,IN,direct_anchor_exact_rxnorm
18363,5956,2759,iohexol,IN,direct_anchor_exact_rxnorm
18365,2606484,2760,iomeprol,IN,direct_anchor_exact_rxnorm
18371,5966,2761,iopamidol,IN,direct_anchor_exact_rxnorm
18372,5967,2762,iopanoic acid,IN,direct_anchor_exact_rxnorm
18373,27779,2763,iopentol,IN,direct_anchor_exact_rxnorm
18374,5968,2764,iophendylate,IN,direct_anchor_exact_rxnorm
18375,5976,2775,ipodate,IN,unique_convergent_term_evidence
18378,27781,2765,iopromide,IN,direct_anchor_exact_rxnorm
18380,2565488,2766,iota-carrageenan,IN,direct_anchor_exact_rxnorm
18382,1546451,2768,iothalamic acid,IN,direct_anchor_exact_rxnorm
18383,1546451,2768,iothalamic acid,IN,direct_anchor_exact_rxnorm
18386,51474,2769,iotrolan,IN,direct_anchor_exact_rxnorm
18389,27792,2770,ioversol,IN,direct_anchor_exact_rxnorm
18391,5973,2771,ioxaglate,IN,direct_anchor_exact_rxnorm
18392,27793,2772,ioxilan,IN,direct_anchor_exact_rxnorm
18401,5975,2773,ipecac,IN,direct_anchor_exact_rxnorm
18410,1094833,2774,ipilimumab,IN,direct_anchor_exact_rxnorm
18417,7213,2776,ipratropium,IN,direct_anchor_exact_rxnorm
18418,7213,2776,ipratropium,IN,direct_anchor_exact_rxnorm
18420,51486,2777,iprazochrome,IN,direct_anchor_exact_rxnorm
18421,51487,2778,ipriflavone,IN,direct_anchor_exact_rxnorm
18422,5979,2779,iprindole,IN,direct_anchor_exact_rxnorm
18428,5981,2780,iproniazid,IN,direct_anchor_exact_rxnorm
18442,2671061,2781,iptacopan,IN,direct_anchor_exact_rxnorm
18443,2671061,2781,iptacopan,IN,direct_anchor_exact_rxnorm
18454,83818,2782,irbesartan,IN,direct_anchor_exact_rxnorm
18480,17050,164,adipic acid,IN,unique_convergent_term_evidence
18484,219315,2785,iron polysaccharide,IN,direct_anchor_exact_rxnorm
18485,27823,2786,iron protein succinylate,IN,direct_anchor_exact_rxnorm
18486,90176,2784,iron,IN,unique_convergent_term_evidence
18487,24909,2787,iron sucrose,IN,direct_anchor_exact_rxnorm
18517,2282018,2789,isatuximab,IN,direct_anchor_exact_rxnorm
18518,1720882,2790,isavuconazole,IN,direct_anchor_exact_rxnorm
18519,1608322,2791,isavuconazonium,IN,direct_anchor_exact_rxnorm
18529,2602134,2792,iscotrizinol,IN,direct_anchor_exact_rxnorm
18532,719872,4342,raltegravir,IN,direct_anchor_exact_rxnorm
18540,2741688,2793,islatravir,IN,direct_anchor_exact_rxnorm
18547,27866,2794,isoaminile,IN,direct_anchor_exact_rxnorm
18549,1356146,1961,erythorbate,IN,direct_anchor_exact_rxnorm
18554,1363040,2795,isobutane,IN,direct_anchor_exact_rxnorm
18555,1653517,2796,isobutyramide,IN,direct_anchor_exact_rxnorm
18558,6011,2797,isocarboxazid,IN,direct_anchor_exact_rxnorm
18561,27901,2798,isoconazole,IN,direct_anchor_exact_rxnorm
18562,27901,2798,isoconazole,IN,direct_anchor_exact_rxnorm
18566,6023,2799,isoetharine,IN,direct_anchor_exact_rxnorm
18567,6023,2799,isoetharine,IN,direct_anchor_exact_rxnorm
18568,6023,2799,isoetharine,IN,direct_anchor_exact_rxnorm
18569,1363706,2800,isoeugenol,IN,direct_anchor_exact_rxnorm
18573,1546449,2801,isoflupredone,IN,direct_anchor_exact_rxnorm
18574,1551411,2802,isoflupredone / neomycin / tetracaine,MIN,direct_anchor_exact_rxnorm
18575,6026,2803,isoflurane,IN,direct_anchor_exact_rxnorm
18576,6027,2804,isoflurophate,IN,direct_anchor_exact_rxnorm
18581,6033,2805,isoleucine,IN,direct_anchor_exact_rxnorm
18591,27946,2806,isometheptene,IN,direct_anchor_exact_rxnorm
18594,27946,2806,isometheptene,IN,direct_anchor_exact_rxnorm
18600,6038,2807,isoniazid,IN,direct_anchor_exact_rxnorm
18604,1368703,2808,isopentane,IN,direct_anchor_exact_rxnorm
18612,6054,2814,isoproterenol,IN,unique_convergent_term_evidence
18613,1364275,2809,isoprene,IN,direct_anchor_exact_rxnorm
18617,89784,2810,isopropamide,IN,direct_anchor_exact_rxnorm
18618,89784,2810,isopropamide,IN,direct_anchor_exact_rxnorm
18620,797541,2811,isopropyl alcohol,IN,direct_anchor_exact_rxnorm
18622,27985,2812,isopropyl myristate,IN,direct_anchor_exact_rxnorm
18623,1311179,2813,isopropyl palmitate,IN,direct_anchor_exact_rxnorm
18625,6054,2814,isoproterenol,IN,direct_anchor_exact_rxnorm
18633,6057,2815,isosorbide,IN,direct_anchor_exact_rxnorm
18634,6058,2816,isosorbide dinitrate,IN,direct_anchor_exact_rxnorm
18635,6057,2815,isosorbide,IN,direct_anchor_exact_rxnorm
18636,236303,2817,isospaglumic acid,IN,direct_anchor_exact_rxnorm
18637,1362928,2818,isostearyl alcohol,IN,direct_anchor_exact_rxnorm
18639,1546453,2819,isosulfan blue inner salt,IN,unique_convergent_term_evidence
18643,28012,2820,isothipendyl,IN,direct_anchor_exact_rxnorm
18644,28012,2820,isothipendyl,IN,direct_anchor_exact_rxnorm
18652,1371313,2822,isoxaflutole,IN,direct_anchor_exact_rxnorm
18657,6066,2823,isoxsuprine,IN,direct_anchor_exact_rxnorm
18658,6066,2823,isoxsuprine,IN,direct_anchor_exact_rxnorm
18665,33910,2826,isradipine,IN,direct_anchor_exact_rxnorm
18671,877510,4458,romidepsin,IN,direct_anchor_exact_rxnorm
18672,2199015,2827,istradefylline,IN,direct_anchor_exact_rxnorm
18692,28031,2829,itraconazole,IN,direct_anchor_exact_rxnorm
18702,1098130,3502,narrowleaf marshelder pollen extract,IN,unique_convergent_term_evidence
18703,852532,4480,rough marshelder pollen extract,IN,unique_convergent_term_evidence
18704,852539,4160,poverty weed pollen extract,IN,unique_convergent_term_evidence
18705,1649480,2830,ivabradine,IN,direct_anchor_exact_rxnorm
18706,1243041,2831,ivacaftor,IN,direct_anchor_exact_rxnorm
18713,6069,2832,ivermectin,IN,direct_anchor_exact_rxnorm
18715,2049873,2833,ivosidenib,IN,direct_anchor_exact_rxnorm
18721,1723735,2835,ixazomib,IN,direct_anchor_exact_rxnorm
18722,1745099,2836,ixekizumab,IN,direct_anchor_exact_rxnorm
18752,1193326,4496,ruxolitinib,IN,direct_anchor_exact_rxnorm
18757,11289,5375,warfarin,IN,direct_anchor_exact_rxnorm
18758,593411,4641,sitagliptin,IN,direct_anchor_exact_rxnorm
18760,845525,2839,"japanese encephalitis virus vaccine, inactivated",IN,unique_convergent_term_evidence
18767,2629338,4046,pirtobrutinib,IN,direct_anchor_exact_rxnorm
18775,632,3386,mitomycin,IN,direct_anchor_exact_rxnorm
18806,6084,2842,josamycin,IN,direct_anchor_exact_rxnorm
18807,6084,2842,josamycin,IN,direct_anchor_exact_rxnorm
18814,852561,937,california black walnut pollen extract,IN,unique_convergent_term_evidence
18815,852569,760,black walnut pollen extract,IN,unique_convergent_term_evidence
18816,852577,1902,english walnut pollen extract,IN,unique_convergent_term_evidence
18817,1424881,2843,juglans regia shell extract,IN,unique_convergent_term_evidence
18818,1989499,1762,dolutegravir / rilpivirine,MIN,direct_anchor_exact_rxnorm
18820,6086,2844,juniper tar,IN,direct_anchor_exact_rxnorm
18822,852585,938,california juniper pollen extract,IN,unique_convergent_term_evidence
18824,852589,5381,western juniper pollen extract,IN,unique_convergent_term_evidence
18825,852597,5277,utah juniper pollen extract,IN,unique_convergent_term_evidence
18826,900113,4369,redberry juniper pollen extract,IN,unique_convergent_term_evidence
18827,1310161,2845,juniperus sabina leaf,IN,direct_anchor_exact_rxnorm
18828,852601,4452,rocky mountain juniper pollen extract,IN,unique_convergent_term_evidence
18829,852609,4363,red cedar pollen extract,IN,unique_convergent_term_evidence
18834,1668221,5279,vaccinia virus,IN,direct_anchor_exact_rxnorm
18851,224905,5139,trastuzumab,IN,direct_anchor_exact_rxnorm
18852,1310098,2847,kaempferia galanga root extract,IN,unique_convergent_term_evidence
18853,2743006,2848,kaempferol,IN,direct_anchor_exact_rxnorm
18864,284640,3057,lopinavir / ritonavir,MIN,direct_anchor_exact_rxnorm
18871,6099,2849,kanamycin,IN,direct_anchor_exact_rxnorm
18872,6099,2849,kanamycin,IN,direct_anchor_exact_rxnorm
18874,6099,2849,kanamycin,IN,direct_anchor_exact_rxnorm
18877,6102,2851,kaolin,IN,direct_anchor_exact_rxnorm
18879,6111,2852,karaya gum,IN,direct_anchor_exact_rxnorm
18898,1484957,2093,factor ix / factor vii / factor x / protein c / protein s / prothrombin,MIN,direct_anchor_exact_rxnorm
18906,28198,2855,kebuzone,IN,direct_anchor_exact_rxnorm
18914,1656052,959,cangrelor,IN,direct_anchor_exact_rxnorm
18917,196319,3790,palifermin,IN,direct_anchor_exact_rxnorm
18918,28165,2857,keracyanin,IN,direct_anchor_exact_rxnorm
18920,712566,3661,ofatumumab,IN,direct_anchor_exact_rxnorm
18921,6130,2858,ketamine,IN,direct_anchor_exact_rxnorm
18923,6131,2859,ketanserin,IN,direct_anchor_exact_rxnorm
18925,28181,2860,ketazolam,IN,direct_anchor_exact_rxnorm
18933,6135,2861,ketoconazole,IN,direct_anchor_exact_rxnorm
18935,6142,2862,ketoprofen,IN,direct_anchor_exact_rxnorm
18937,35827,2863,ketorolac,IN,direct_anchor_exact_rxnorm
18938,6146,2864,ketotifen,IN,direct_anchor_exact_rxnorm
18939,6146,2864,ketotifen,IN,direct_anchor_exact_rxnorm
18941,10432,4981,thalidomide,IN,unique_convergent_term_evidence
18944,1547545,3872,pembrolizumab,IN,direct_anchor_exact_rxnorm
18950,6147,2865,khellin,IN,direct_anchor_exact_rxnorm
18960,2590743,4912,tebentafusp,IN,direct_anchor_exact_rxnorm
18965,16054,2866,kinetin,IN,direct_anchor_exact_rxnorm
18968,1873916,4410,ribociclib,IN,direct_anchor_exact_rxnorm
18972,9991,4721,spiramycin,IN,unique_convergent_term_evidence
18979,2598,1301,clonazepam,IN,direct_anchor_exact_rxnorm
18984,852605,2867,koelers grass pollen extract,IN,unique_convergent_term_evidence
18985,4257,2097,factor viii,IN,direct_anchor_exact_rxnorm
18987,1426451,2868,kojic acid,IN,direct_anchor_exact_rxnorm
18990,11454,2402,glucomannan,IN,unique_convergent_term_evidence
18993,2289380,4578,selumetinib,IN,direct_anchor_exact_rxnorm
19026,852613,5400,winterfat pollen extract,IN,unique_convergent_term_evidence
19028,880350,2870,krill oil,IN,direct_anchor_exact_rxnorm
19047,753340,4537,sapropterin,IN,direct_anchor_exact_rxnorm
19052,1986438,5077,tisagenlecleucel,IN,direct_anchor_exact_rxnorm
19092,2119816,7,"1,2-dilinoleoyl-sn-glycero-3-phosphocholine",IN,unique_convergent_term_evidence
19098,4885,2413,glutamine,IN,unique_convergent_term_evidence
19128,1547558,5019,threonate,IN,unique_convergent_term_evidence
19139,6185,2883,labetalol,IN,direct_anchor_exact_rxnorm
19146,28381,2884,lachesine,IN,direct_anchor_exact_rxnorm
19147,28382,2885,lacidipine,IN,direct_anchor_exact_rxnorm
19149,623400,2886,lacosamide,IN,direct_anchor_exact_rxnorm
19155,28395,2891,lactitol,IN,direct_anchor_exact_rxnorm
19156,28395,2891,lactitol,IN,direct_anchor_exact_rxnorm
19157,6205,2892,lactobacillus acidophilus,IN,direct_anchor_exact_rxnorm
19165,100272,2893,lactobacillus delbrueckii subsp. bulgaricus,IN,unique_convergent_term_evidence
19169,2462497,2894,lactobacillus gasseri,IN,direct_anchor_exact_rxnorm
19170,1310845,2895,lactobacillus helveticus,IN,direct_anchor_exact_rxnorm
19182,1426414,2896,lactobionate,IN,direct_anchor_exact_rxnorm
19184,1425933,2897,lactoferrin,IN,direct_anchor_exact_rxnorm
19186,6211,2898,lactose,IN,direct_anchor_exact_rxnorm
19187,6211,2898,lactose,IN,direct_anchor_exact_rxnorm
19189,6218,2899,lactulose,IN,direct_anchor_exact_rxnorm
19213,1546426,2900,laidlomycin,IN,direct_anchor_exact_rxnorm
19214,1370570,2901,laidlomycin propionate,IN,direct_anchor_exact_rxnorm
19219,1315120,2902,lamb preparation,IN,unique_convergent_term_evidence
19227,68244,2904,lamivudine,IN,direct_anchor_exact_rxnorm
19228,28439,2905,lamotrigine,IN,direct_anchor_exact_rxnorm
19234,2055641,2906,lanadelumab,IN,direct_anchor_exact_rxnorm
19236,27929,2907,lanatoside c,IN,direct_anchor_exact_rxnorm
19239,2712070,2908,landiolol,IN,direct_anchor_exact_rxnorm
19240,2712070,2908,landiolol,IN,direct_anchor_exact_rxnorm
19252,6227,2909,lanolin,IN,direct_anchor_exact_rxnorm
19253,1426478,2910,lanolin alcohols,IN,direct_anchor_exact_rxnorm
19256,1442199,2912,lanosterol,IN,direct_anchor_exact_rxnorm
19262,68092,2913,lanreotide,IN,direct_anchor_exact_rxnorm
19265,17128,2914,lansoprazole,IN,direct_anchor_exact_rxnorm
19267,234416,2916,lanthanum carbonate,IN,direct_anchor_exact_rxnorm
19268,1546443,2917,lanthanum cation (3+),IN,unique_convergent_term_evidence
19269,10485,5003,thioguanine,IN,unique_convergent_term_evidence
19274,480167,2918,lapatinib,IN,direct_anchor_exact_rxnorm
19281,28456,2919,lapyrium,IN,direct_anchor_exact_rxnorm
19292,900131,4889,tamarack pollen extract,IN,unique_convergent_term_evidence
19293,1314302,2920,larix sibirica wood extract,IN,unique_convergent_term_evidence
19296,392509,2921,laronidase,IN,direct_anchor_exact_rxnorm
19300,2105628,2922,larotrectinib,IN,direct_anchor_exact_rxnorm
19305,1855735,3668,olaratumab,IN,unique_convergent_term_evidence
19308,1364397,2923,lasalocid,IN,direct_anchor_exact_rxnorm
19309,1364397,2923,lasalocid,IN,direct_anchor_exact_rxnorm
19314,2256930,2924,lasmiditan,IN,direct_anchor_exact_rxnorm
19322,7069,3434,moxalactam,IN,unique_convergent_term_evidence
19323,43611,2925,latanoprost,IN,direct_anchor_exact_rxnorm
19324,1988390,2926,latanoprostene bunod,IN,direct_anchor_exact_rxnorm
19337,2533923,2928,lauralkonium,IN,direct_anchor_exact_rxnorm
19341,1367165,2931,laureth-23,IN,direct_anchor_exact_rxnorm
19342,1370594,2930,laurate,IN,direct_anchor_exact_rxnorm
19343,1362932,2933,lauric acid methyl ester,IN,direct_anchor_exact_rxnorm
19346,1603852,2934,laurocapram,IN,direct_anchor_exact_rxnorm
19352,1010879,597,bay leaf allergenic extract,IN,unique_convergent_term_evidence
19354,1364382,2936,lauryl glucoside,IN,direct_anchor_exact_rxnorm
19359,1307767,2937,lavender extract,IN,direct_anchor_exact_rxnorm
19360,28486,2938,lavender oil,IN,direct_anchor_exact_rxnorm
19373,2691150,2939,lazertinib,IN,direct_anchor_exact_rxnorm
19384,6260,2940,lead,IN,direct_anchor_exact_rxnorm
19391,2693758,2941,lebrikizumab,IN,direct_anchor_exact_rxnorm
19392,2626143,2942,lecanemab,IN,direct_anchor_exact_rxnorm
19394,8214,2943,lecithin,IN,direct_anchor_exact_rxnorm
19410,1591922,2944,ledipasvir,IN,direct_anchor_exact_rxnorm
19416,2198944,2946,lefamulin,IN,direct_anchor_exact_rxnorm
19417,2198944,2946,lefamulin,IN,direct_anchor_exact_rxnorm
19423,27169,2947,leflunomide,IN,direct_anchor_exact_rxnorm
19430,2272403,2948,lemborexant,IN,direct_anchor_exact_rxnorm
19436,117055,204,alemtuzumab,IN,direct_anchor_exact_rxnorm
19440,2625651,2949,lenacapavir,IN,direct_anchor_exact_rxnorm
19441,2625651,2949,lenacapavir,IN,direct_anchor_exact_rxnorm
19446,342369,2950,lenalidomide,IN,direct_anchor_exact_rxnorm
19453,2633005,2951,leniolisib,IN,direct_anchor_exact_rxnorm
19454,2633005,2951,leniolisib,IN,direct_anchor_exact_rxnorm
19458,70167,2952,lenograstim,IN,direct_anchor_exact_rxnorm
19469,1426921,2954,lentil seed extract,IN,unique_convergent_term_evidence
19471,1603296,2955,lenvatinib,IN,direct_anchor_exact_rxnorm
19479,237057,2956,lepirudin,IN,direct_anchor_exact_rxnorm
19489,1441651,2957,leptin,IN,direct_anchor_exact_rxnorm
19495,135056,2958,lercanidipine,IN,direct_anchor_exact_rxnorm
19496,135056,2958,lercanidipine,IN,direct_anchor_exact_rxnorm
19506,2729426,2959,lerodalcibep,IN,direct_anchor_exact_rxnorm
19514,1731031,2960,lesinurad,IN,direct_anchor_exact_rxnorm
19524,1988648,2961,letermovir,IN,direct_anchor_exact_rxnorm
19526,1712,788,botulinum toxin type a,IN,direct_anchor_exact_rxnorm
19531,28554,2962,letosteine,IN,direct_anchor_exact_rxnorm
19543,2102006,2964,leucanthemum vulgare pollen,IN,direct_anchor_exact_rxnorm
19546,6308,2965,leucine,IN,direct_anchor_exact_rxnorm
19579,237005,2986,levomethadyl,IN,unique_convergent_term_evidence
19581,237159,2968,levalbuterol,IN,direct_anchor_exact_rxnorm
19583,237159,2968,levalbuterol,IN,direct_anchor_exact_rxnorm
19584,6370,2969,levallorphan,IN,direct_anchor_exact_rxnorm
19585,6370,2969,levallorphan,IN,direct_anchor_exact_rxnorm
19589,6371,2970,levamisole,IN,direct_anchor_exact_rxnorm
19590,2376944,2971,levamlodipine,IN,direct_anchor_exact_rxnorm
19592,2376944,2971,levamlodipine,IN,direct_anchor_exact_rxnorm
19593,82122,2980,levofloxacin,IN,direct_anchor_exact_rxnorm
19597,114477,2972,levetiracetam,IN,direct_anchor_exact_rxnorm
19600,306674,5301,vardenafil,IN,direct_anchor_exact_rxnorm
19604,353497,2973,levobetaxolol,IN,direct_anchor_exact_rxnorm
19605,353497,2973,levobetaxolol,IN,direct_anchor_exact_rxnorm
19606,1813,2974,levobunolol,IN,direct_anchor_exact_rxnorm
19607,259453,2975,levobupivacaine,IN,direct_anchor_exact_rxnorm
19608,259453,2975,levobupivacaine,IN,direct_anchor_exact_rxnorm
19609,28627,2976,levocabastine,IN,direct_anchor_exact_rxnorm
19610,28627,2976,levocabastine,IN,direct_anchor_exact_rxnorm
19611,42955,2977,levocarnitine,IN,direct_anchor_exact_rxnorm
19614,42955,2977,levocarnitine,IN,direct_anchor_exact_rxnorm
19615,356887,2978,levocetirizine,IN,direct_anchor_exact_rxnorm
19616,356887,2978,levocetirizine,IN,direct_anchor_exact_rxnorm
19617,6375,2979,levodopa,IN,direct_anchor_exact_rxnorm
19621,82122,2980,levofloxacin,IN,direct_anchor_exact_rxnorm
19624,1788981,2981,levoglucose,IN,direct_anchor_exact_rxnorm
19625,6135,2861,ketoconazole,IN,direct_anchor_exact_rxnorm
19628,1592257,2983,levomefolate,IN,direct_anchor_exact_rxnorm
19629,19461,732,bisabolol,IN,unique_convergent_term_evidence
19630,236388,2984,levomenthol,IN,direct_anchor_exact_rxnorm
19632,236913,2985,levomethadone,IN,direct_anchor_exact_rxnorm
19633,237005,2986,levomethadyl,IN,direct_anchor_exact_rxnorm
19636,1433212,2987,levomilnacipran,IN,direct_anchor_exact_rxnorm
19637,1433212,2987,levomilnacipran,IN,direct_anchor_exact_rxnorm
19642,132889,2988,levonordefrin,IN,direct_anchor_exact_rxnorm
19644,6373,2989,levonorgestrel,IN,direct_anchor_exact_rxnorm
19646,7512,3614,norepinephrine,IN,direct_anchor_exact_rxnorm
19649,6377,2990,levopropoxyphene,IN,direct_anchor_exact_rxnorm
19654,6378,2991,levorphanol,IN,direct_anchor_exact_rxnorm
19655,6378,2991,levorphanol,IN,direct_anchor_exact_rxnorm
19656,237159,2968,levalbuterol,IN,unique_convergent_term_evidence
19658,73107,2992,levosimendan,IN,direct_anchor_exact_rxnorm
19660,10582,2993,levothyroxine,IN,direct_anchor_exact_rxnorm
19661,10582,2993,levothyroxine,IN,direct_anchor_exact_rxnorm
19667,155002,322,aminolevulinate,IN,direct_anchor_exact_rxnorm
19680,900148,2377,giant wild rye pollen extract,IN,unique_convergent_term_evidence
19702,611854,1156,chlordiazepoxide / clidinium,MIN,direct_anchor_exact_rxnorm
19714,28701,2999,lidamidine,IN,direct_anchor_exact_rxnorm
19719,6387,3000,lidocaine,IN,direct_anchor_exact_rxnorm
19724,6390,3003,lidoflazine,IN,direct_anchor_exact_rxnorm
19736,1801820,3005,lifitegrast,IN,direct_anchor_exact_rxnorm
19741,1305579,3006,light green sf yellowish,IN,direct_anchor_exact_rxnorm
19742,577312,3372,"mineral oil, light",IN,unique_convergent_term_evidence
19749,852622,4209,privet pollen extract,IN,unique_convergent_term_evidence
19755,1011060,3007,lime allergenic extract,IN,unique_convergent_term_evidence
19758,1307404,3009,linaclotide,IN,direct_anchor_exact_rxnorm
19760,1100699,3010,linagliptin,IN,direct_anchor_exact_rxnorm
19767,6398,3011,lincomycin,IN,direct_anchor_exact_rxnorm
19768,6398,3011,lincomycin,IN,direct_anchor_exact_rxnorm
19770,1388,3012,lindane,IN,direct_anchor_exact_rxnorm
19773,2665338,3014,linerixibat,IN,direct_anchor_exact_rxnorm
19775,190376,3015,linezolid,IN,direct_anchor_exact_rxnorm
19784,1311070,2915,lanthanum,IN,unique_convergent_term_evidence
19791,6404,3017,linseed oil,IN,direct_anchor_exact_rxnorm
19799,2719416,3018,linvoseltamab,IN,direct_anchor_exact_rxnorm
19800,2621019,3019,linzagolix,IN,direct_anchor_exact_rxnorm
19801,2621019,3019,linzagolix,IN,direct_anchor_exact_rxnorm
19804,10814,3020,liothyronine,IN,direct_anchor_exact_rxnorm
19808,1440046,3021,lipegfilgrastim,IN,direct_anchor_exact_rxnorm
19820,618060,4999,thioctate,IN,unique_convergent_term_evidence
19842,1999473,3022,liprotamase protease,IN,direct_anchor_exact_rxnorm
19846,852627,4859,sweet gum pollen extract,IN,unique_convergent_term_evidence
19847,1313242,3023,liquidambar styraciflua resin,IN,direct_anchor_exact_rxnorm
19850,475968,3024,liraglutide,IN,direct_anchor_exact_rxnorm
19865,700810,3025,lisdexamfetamine,IN,direct_anchor_exact_rxnorm
19866,700810,3025,lisdexamfetamine,IN,direct_anchor_exact_rxnorm
19867,29046,3026,lisinopril,IN,direct_anchor_exact_rxnorm
19870,1491871,3028,listeria monocytogenes,IN,direct_anchor_exact_rxnorm
19873,6446,3029,lisuride,IN,direct_anchor_exact_rxnorm
19876,70589,654,benzoate,IN,direct_anchor_exact_rxnorm
19877,42351,3030,lithium carbonate,IN,direct_anchor_exact_rxnorm
19878,1546265,3031,lithium cation,IN,direct_anchor_exact_rxnorm
19879,1311533,3032,lithium chloride,IN,direct_anchor_exact_rxnorm
19880,1546376,3034,lithium hydroxide,IN,direct_anchor_exact_rxnorm
19882,28817,3035,lithium succinate,IN,direct_anchor_exact_rxnorm
19900,1440051,3037,lixisenatide,IN,direct_anchor_exact_rxnorm
19927,6464,3038,lobeline,IN,direct_anchor_exact_rxnorm
19931,892561,3040,lobster allergenic extract,IN,unique_convergent_term_evidence
19946,52151,3042,lodoxamide,IN,direct_anchor_exact_rxnorm
19954,6465,3043,lofepramine,IN,direct_anchor_exact_rxnorm
19955,6465,3043,lofepramine,IN,direct_anchor_exact_rxnorm
19956,28863,3044,lofexidine,IN,direct_anchor_exact_rxnorm
19957,28863,3044,lofexidine,IN,direct_anchor_exact_rxnorm
19962,1014340,2828,italian rye grass pollen extract,IN,unique_convergent_term_evidence
19966,28872,3046,lomefloxacin,IN,direct_anchor_exact_rxnorm
19967,28872,3046,lomefloxacin,IN,direct_anchor_exact_rxnorm
19977,7994,3891,pentamidine,IN,unique_convergent_term_evidence
