legacy_anchor_drug_id,canonical_rxcui,anchor_drug_id,canonical_drug_name,canonical_tty,default_rule
12110,288331,1636,dicobalt edetate,IN,direct_anchor_exact_rxnorm
12112,852306,4627,silver ragweed pollen extract,IN,unique_convergent_term_evidence
12115,1598,1637,dicumarol,IN,unique_convergent_term_evidence
12118,3361,1638,dicyclomine,IN,direct_anchor_exact_rxnorm
12119,3364,1639,didanosine,IN,direct_anchor_exact_rxnorm
12121,1425983,1640,didecyldimethylammonium,IN,direct_anchor_exact_rxnorm
12128,3368,1641,dienestrol,IN,direct_anchor_exact_rxnorm
12130,22968,1642,dienogest,IN,direct_anchor_exact_rxnorm
12146,1428867,1643,diethadione,IN,direct_anchor_exact_rxnorm
12147,1362911,1644,diethanolamine,IN,direct_anchor_exact_rxnorm
12156,1362921,1645,diethyl phthalate,IN,direct_anchor_exact_rxnorm
12159,1428869,1646,diethyl sulfate,IN,direct_anchor_exact_rxnorm
12160,1426392,1647,diethylamino hydroxybenzoyl hexyl benzoate,IN,direct_anchor_exact_rxnorm
12161,3384,1648,diethylcarbamazine,IN,direct_anchor_exact_rxnorm
12162,3384,1648,diethylcarbamazine,IN,direct_anchor_exact_rxnorm
12163,1435108,1650,diethylene glycol diethyl ether,IN,direct_anchor_exact_rxnorm
12164,2398515,1651,diethylene glycol ethyl methyl ether,IN,direct_anchor_exact_rxnorm
12168,3389,1652,diethylpropion,IN,direct_anchor_exact_rxnorm
12169,3389,1652,diethylpropion,IN,direct_anchor_exact_rxnorm
12170,3390,1653,diethylstilbestrol,IN,direct_anchor_exact_rxnorm
12173,3129,1654,diethyltoluamide,IN,direct_anchor_exact_rxnorm
12176,2737149,1655,difamilast,IN,direct_anchor_exact_rxnorm
12177,23020,1656,difebarbamate,IN,direct_anchor_exact_rxnorm
12178,2569089,1657,difelikefalin,IN,direct_anchor_exact_rxnorm
12179,163406,1658,difemerine,IN,direct_anchor_exact_rxnorm
12180,163406,1658,difemerine,IN,direct_anchor_exact_rxnorm
12187,23024,1659,difenoxin,IN,direct_anchor_exact_rxnorm
12188,214261,512,atropine / difenoxin,MIN,direct_anchor_exact_rxnorm
12190,402587,1660,difetarsone,IN,direct_anchor_exact_rxnorm
12193,91311,1661,diflorasone,IN,direct_anchor_exact_rxnorm
12194,91311,1661,diflorasone,IN,direct_anchor_exact_rxnorm
12199,4450,2222,fluconazole,IN,direct_anchor_exact_rxnorm
12202,3393,1663,diflunisal,IN,direct_anchor_exact_rxnorm
12203,3392,1662,diflucortolone,IN,unique_convergent_term_evidence
12207,23043,1664,difluprednate,IN,direct_anchor_exact_rxnorm
12214,1923401,1665,digitalin,IN,direct_anchor_exact_rxnorm
12218,3403,1666,digitoxin,IN,direct_anchor_exact_rxnorm
12220,1363597,1667,diglycol stearate,IN,direct_anchor_exact_rxnorm
12224,3407,1668,digoxin,IN,direct_anchor_exact_rxnorm
12225,203223,1669,digoxin antibodies fab fragments,IN,unique_convergent_term_evidence
12227,236209,1671,dihexyverine,IN,direct_anchor_exact_rxnorm
12228,236209,1671,dihexyverine,IN,direct_anchor_exact_rxnorm
12230,3409,1672,dihydralazine,IN,direct_anchor_exact_rxnorm
12233,3409,1672,dihydralazine,IN,direct_anchor_exact_rxnorm
12237,91170,1673,dihydro-alpha-ergocryptine,IN,direct_anchor_exact_rxnorm
12238,91170,1673,dihydro-alpha-ergocryptine,IN,direct_anchor_exact_rxnorm
12239,91171,1674,dihydro-beta-ergocryptine,IN,direct_anchor_exact_rxnorm
12241,2166037,1675,dihydrocapsaicin,IN,direct_anchor_exact_rxnorm
12243,23088,1676,dihydrocodeine,IN,direct_anchor_exact_rxnorm
12245,3415,1677,dihydroergocornine,IN,direct_anchor_exact_rxnorm
12246,3415,1677,dihydroergocornine,IN,direct_anchor_exact_rxnorm
12247,3416,1678,dihydroergocristine,IN,direct_anchor_exact_rxnorm
12249,3417,1679,dihydroergocryptine,IN,direct_anchor_exact_rxnorm
12250,3418,1680,dihydroergotamine,IN,direct_anchor_exact_rxnorm
12251,3418,1680,dihydroergotamine,IN,direct_anchor_exact_rxnorm
12252,3419,1681,dihydroergotoxine,IN,direct_anchor_exact_rxnorm
12254,2267573,1682,dihydrofolic acid,IN,direct_anchor_exact_rxnorm
12263,1549540,1683,dihydrostreptomycin,IN,direct_anchor_exact_rxnorm
12264,1549540,1683,dihydrostreptomycin,IN,direct_anchor_exact_rxnorm
12265,3429,1684,dihydrotachysterol,IN,direct_anchor_exact_rxnorm
12269,3430,1685,dihydroxyacetone,IN,direct_anchor_exact_rxnorm
12271,23162,1686,dihydroxyaluminum aminoacetate,IN,direct_anchor_exact_rxnorm
12272,23163,1687,dihydroxyaluminum sodium carbonate,IN,direct_anchor_exact_rxnorm
12276,3435,2757,iodoquinol,IN,unique_convergent_term_evidence
12277,236206,1688,diisopromine,IN,direct_anchor_exact_rxnorm
12279,1362922,1689,diisopropanolamine,IN,direct_anchor_exact_rxnorm
12280,1363600,1690,diisopropyl adipate,IN,direct_anchor_exact_rxnorm
12283,8183,3973,phenytoin,IN,direct_anchor_exact_rxnorm
12284,3423,2593,hydromorphone,IN,direct_anchor_exact_rxnorm
12294,67182,1691,diloxanide,IN,direct_anchor_exact_rxnorm
12295,67182,1691,diloxanide,IN,direct_anchor_exact_rxnorm
12297,3443,1692,diltiazem,IN,direct_anchor_exact_rxnorm
12298,3443,1692,diltiazem,IN,direct_anchor_exact_rxnorm
12311,3444,1693,dimenhydrinate,IN,direct_anchor_exact_rxnorm
12318,3445,1694,dimercaprol,IN,direct_anchor_exact_rxnorm
12319,2475951,1695,dimercaptosuccinic acid,IN,direct_anchor_exact_rxnorm
12328,324072,1696,dimethicone,IN,direct_anchor_exact_rxnorm
12329,9796,4632,simethicone,IN,direct_anchor_exact_rxnorm
12338,121069,1698,dimethoxanate,IN,direct_anchor_exact_rxnorm
12339,121069,1698,dimethoxanate,IN,direct_anchor_exact_rxnorm
12344,1373478,1699,dimethyl fumarate,IN,direct_anchor_exact_rxnorm
12345,6057,2815,isosorbide,IN,direct_anchor_exact_rxnorm
12347,2205404,1700,dimethyl sulfate,IN,direct_anchor_exact_rxnorm
12348,23247,3327,methylsulfonylmethane,IN,unique_convergent_term_evidence
12349,3455,1701,dimethyl sulfoxide,IN,direct_anchor_exact_rxnorm
12352,1368874,1702,dimethylacetamide,IN,direct_anchor_exact_rxnorm
12368,3449,1697,dimethindene,IN,unique_convergent_term_evidence
12373,1600136,1704,dimetridazole,IN,direct_anchor_exact_rxnorm
12390,3477,1708,dinoprost,IN,direct_anchor_exact_rxnorm
12391,3478,1709,dinoprostone,IN,direct_anchor_exact_rxnorm
12394,1606274,1710,dinutuximab,IN,direct_anchor_exact_rxnorm
12395,2382593,1711,dioctyldimonium,IN,direct_anchor_exact_rxnorm
12399,1314347,1712,diosmetin,IN,direct_anchor_exact_rxnorm
12400,3489,1713,diosmin,IN,direct_anchor_exact_rxnorm
12411,23350,1716,dioxybenzone,IN,direct_anchor_exact_rxnorm
12415,1426773,1717,dipentamethylenethiuram disulfide,IN,direct_anchor_exact_rxnorm
12416,32385,3681,olsalazine,IN,direct_anchor_exact_rxnorm
12417,59247,1718,diperodon,IN,direct_anchor_exact_rxnorm
12419,59247,1718,diperodon,IN,direct_anchor_exact_rxnorm
12420,89782,1719,diphemanil,IN,direct_anchor_exact_rxnorm
12421,89782,1719,diphemanil,IN,direct_anchor_exact_rxnorm
12425,3498,1720,diphenhydramine,IN,direct_anchor_exact_rxnorm
12429,23370,1722,diphenidol,IN,direct_anchor_exact_rxnorm
12431,3500,1723,diphenoxylate,IN,direct_anchor_exact_rxnorm
12434,1368170,1724,diphenylguanidine,IN,direct_anchor_exact_rxnorm
12436,23386,1725,diphenylpyraline,IN,direct_anchor_exact_rxnorm
12437,23386,1725,diphenylpyraline,IN,direct_anchor_exact_rxnorm
12443,23405,1727,dipipanone,IN,direct_anchor_exact_rxnorm
12447,23410,1728,dipivefrin,IN,direct_anchor_exact_rxnorm
12448,23410,1728,dipivefrin,IN,direct_anchor_exact_rxnorm
12449,55018,1617,dibasic potassium phosphate,IN,unique_convergent_term_evidence
12458,1368869,1729,dipropylene glycol,IN,direct_anchor_exact_rxnorm
12463,3521,1730,dipyridamole,IN,direct_anchor_exact_rxnorm
12464,1362743,1731,dipyrithione,IN,direct_anchor_exact_rxnorm
12476,23437,1733,dirithromycin,IN,direct_anchor_exact_rxnorm
12478,1592684,1734,dirlotapide,IN,direct_anchor_exact_rxnorm
12480,2261783,1735,diroximel fumarate,IN,direct_anchor_exact_rxnorm
12496,6813,3269,methadone,IN,direct_anchor_exact_rxnorm
12502,3541,1737,disopyramide,IN,direct_anchor_exact_rxnorm
12503,3541,1737,disopyramide,IN,direct_anchor_exact_rxnorm
12506,1368171,1738,disperse blue 106,IN,direct_anchor_exact_rxnorm
12515,1311550,1739,distearyldimonium,IN,direct_anchor_exact_rxnorm
12516,852329,4527,salt grass pollen extract,IN,unique_convergent_term_evidence
12517,3551,1740,distigmine,IN,direct_anchor_exact_rxnorm
12523,3554,1741,disulfiram,IN,direct_anchor_exact_rxnorm
12535,1427193,1649,diethyldithiocarbamate,IN,unique_convergent_term_evidence
12540,32675,3757,oxybutynin,IN,direct_anchor_exact_rxnorm
12548,1788842,1742,divinylbenzene,IN,direct_anchor_exact_rxnorm
12555,11256,5352,vitamin e,IN,unique_convergent_term_evidence
12556,1362902,1705,dimyristoylphosphatidylcholine,IN,unique_convergent_term_evidence
12557,1427048,1706,dimyristoylphosphatidylglycerol,IN,unique_convergent_term_evidence
12558,1311545,3473,n-methylephedrine,IN,unique_convergent_term_evidence
12586,235935,1744,dobesilic acid,IN,direct_anchor_exact_rxnorm
12590,3616,1745,dobutamine,IN,direct_anchor_exact_rxnorm
12596,72962,1746,docetaxel,IN,unique_convergent_term_evidence
12615,1006469,1747,doconexent,IN,direct_anchor_exact_rxnorm
12617,594680,1748,docosanol,IN,direct_anchor_exact_rxnorm
12627,82003,1749,docusate,IN,direct_anchor_exact_rxnorm
12628,82003,1749,docusate,IN,direct_anchor_exact_rxnorm
12629,82003,1749,docusate,IN,direct_anchor_exact_rxnorm
12634,1362927,1753,dodecyl sulfate,IN,direct_anchor_exact_rxnorm
12637,1364388,2929,lauramine oxide,IN,unique_convergent_term_evidence
12638,1427083,2935,laurtrimonium,IN,unique_convergent_term_evidence
12642,49247,1755,dofetilide,IN,direct_anchor_exact_rxnorm
12646,1297537,5418,yellow hornet venom protein,IN,unique_convergent_term_evidence
12647,1297525,573,bald-faced hornet venom protein,IN,unique_convergent_term_evidence
12652,1433868,1760,dolutegravir,IN,direct_anchor_exact_rxnorm
12653,1433868,1760,dolutegravir,IN,direct_anchor_exact_rxnorm
12658,705058,291,aluminum sulfate / calcium acetate,MIN,direct_anchor_exact_rxnorm
12660,23623,1766,domiphen,IN,direct_anchor_exact_rxnorm
12667,3626,1767,domperidone,IN,direct_anchor_exact_rxnorm
12670,2687966,1768,donanemab,IN,direct_anchor_exact_rxnorm
12672,135447,1769,donepezil,IN,direct_anchor_exact_rxnorm
12675,2724361,1771,donidalorsen,IN,direct_anchor_exact_rxnorm
12676,2724361,1771,donidalorsen,IN,direct_anchor_exact_rxnorm
12677,2642217,1772,donislecel,IN,direct_anchor_exact_rxnorm
12685,3628,1773,dopamine,IN,direct_anchor_exact_rxnorm
12690,23638,1774,dopexamine,IN,direct_anchor_exact_rxnorm
12691,23638,1774,dopexamine,IN,direct_anchor_exact_rxnorm
12692,3637,1788,doxapram,IN,direct_anchor_exact_rxnorm
12696,73455,1775,doramectin,IN,direct_anchor_exact_rxnorm
12700,2055755,1777,doravirine,IN,direct_anchor_exact_rxnorm
12701,2721194,1779,dordaviprone,IN,direct_anchor_exact_rxnorm
12702,2721194,1779,dordaviprone,IN,direct_anchor_exact_rxnorm
12705,119771,1780,doripenem,IN,direct_anchor_exact_rxnorm
12707,337623,1781,dornase alfa,IN,direct_anchor_exact_rxnorm
12712,60207,1782,dorzolamide,IN,direct_anchor_exact_rxnorm
12716,2539967,1783,dostarlimab,IN,direct_anchor_exact_rxnorm
12717,3634,1785,dothiepin,IN,unique_convergent_term_evidence
12721,1797118,1784,dotatate,IN,direct_anchor_exact_rxnorm
12722,1797118,1784,dotatate,IN,direct_anchor_exact_rxnorm
12726,3634,1785,dothiepin,IN,direct_anchor_exact_rxnorm
12732,2122518,1761,dolutegravir / lamivudine,MIN,direct_anchor_exact_rxnorm
12735,23651,1787,doxacurium,IN,direct_anchor_exact_rxnorm
12736,23651,1787,doxacurium,IN,direct_anchor_exact_rxnorm
12738,3637,1788,doxapram,IN,direct_anchor_exact_rxnorm
12740,49276,1789,doxazosin,IN,direct_anchor_exact_rxnorm
12744,3638,1790,doxepin,IN,direct_anchor_exact_rxnorm
12745,11516,1791,doxercalciferol,IN,direct_anchor_exact_rxnorm
12772,3640,1793,doxycycline,IN,direct_anchor_exact_rxnorm
12775,3640,1793,doxycycline,IN,direct_anchor_exact_rxnorm
12777,3642,1794,doxylamine,IN,direct_anchor_exact_rxnorm
12821,1426903,1795,drometrizole,IN,direct_anchor_exact_rxnorm
12822,1992874,1796,drometrizole trisiloxane,IN,direct_anchor_exact_rxnorm
12823,10402,1798,dronabinol,IN,direct_anchor_exact_rxnorm
12828,233698,1799,dronedarone,IN,direct_anchor_exact_rxnorm
12829,233698,1799,dronedarone,IN,direct_anchor_exact_rxnorm
12830,1008306,4184,praziquantel / pyrantel,MIN,direct_anchor_exact_rxnorm
12832,3648,1800,droperidol,IN,direct_anchor_exact_rxnorm
12835,11636,1801,drospirenone,IN,direct_anchor_exact_rxnorm
12837,23678,1797,dromostanolone,IN,unique_convergent_term_evidence
12838,23684,1802,drotaverin,IN,unique_convergent_term_evidence
12839,23684,1802,drotaverin,IN,direct_anchor_exact_rxnorm
12841,352374,1803,drotrecogin alfa,IN,direct_anchor_exact_rxnorm
12845,5552,2614,hydroxyurea,IN,direct_anchor_exact_rxnorm
12847,23687,1804,droxicam,IN,direct_anchor_exact_rxnorm
12848,1489913,1805,droxidopa,IN,direct_anchor_exact_rxnorm
12875,1441391,599,"bazedoxifene / estrogens, conjugated (usp)",MIN,direct_anchor_exact_rxnorm
12883,1551291,1807,dulaglutide,IN,direct_anchor_exact_rxnorm
12889,72625,1808,duloxetine,IN,direct_anchor_exact_rxnorm
12901,1876376,1809,dupilumab,IN,direct_anchor_exact_rxnorm
12903,7052,3425,morphine,IN,direct_anchor_exact_rxnorm
12907,2639089,1810,durlobactam,IN,direct_anchor_exact_rxnorm
12908,2639089,1810,durlobactam,IN,direct_anchor_exact_rxnorm
12912,1919503,1811,durvalumab,IN,direct_anchor_exact_rxnorm
12930,23744,1814,dyclonine,IN,direct_anchor_exact_rxnorm
12931,3706,1815,dydrogesterone,IN,direct_anchor_exact_rxnorm
12932,2274100,1816,dymanthine,IN,direct_anchor_exact_rxnorm
12940,3714,1817,dyphylline,IN,direct_anchor_exact_rxnorm
12965,23796,1820,ebastine,IN,direct_anchor_exact_rxnorm
12986,658708,1821,ecallantide,IN,direct_anchor_exact_rxnorm
12987,1544124,1822,ecamsule,IN,direct_anchor_exact_rxnorm
12993,259415,1823,echinacea angustifolia root extract,IN,unique_convergent_term_evidence
12995,260025,1825,echinacea purpurea extract,IN,unique_convergent_term_evidence
12996,477531,1824,echinacea purpurea aerial parts extract,IN,unique_convergent_term_evidence
12999,89778,1827,ecothiopate,IN,unique_convergent_term_evidence
13000,89778,1827,ecothiopate,IN,direct_anchor_exact_rxnorm
13011,3743,1826,econazole,IN,direct_anchor_exact_rxnorm
13026,1426644,1828,ectoine,IN,direct_anchor_exact_rxnorm
13030,591781,1829,eculizumab,IN,direct_anchor_exact_rxnorm
13035,1921877,1830,edaravone,IN,direct_anchor_exact_rxnorm
13043,1368950,1831,edetate calcium,IN,direct_anchor_exact_rxnorm
13045,3755,1832,edetic acid,IN,direct_anchor_exact_rxnorm
13046,3755,1832,edetic acid,IN,unique_convergent_term_evidence
13050,3755,1832,edetic acid,IN,direct_anchor_exact_rxnorm
13051,1314349,1833,edetol,IN,direct_anchor_exact_rxnorm
13066,1309680,2736,interleukin-12,IN,direct_anchor_exact_rxnorm
13073,2199392,1834,edotreotride,IN,direct_anchor_exact_rxnorm
13075,1599538,1835,edoxaban,IN,direct_anchor_exact_rxnorm
13076,49428,1836,edoxudine,IN,direct_anchor_exact_rxnorm
13079,80726,1837,edrecolomab,IN,direct_anchor_exact_rxnorm
13081,3752,1838,edrophonium,IN,direct_anchor_exact_rxnorm
13082,214262,514,atropine / edrophonium,MIN,direct_anchor_exact_rxnorm
13089,356988,1839,efalizumab,IN,direct_anchor_exact_rxnorm
13090,2631084,402,"antihemophilic factor (recombinant), fc-vwf-xten fusion protein",IN,unique_convergent_term_evidence
13096,195085,1840,efavirenz,IN,direct_anchor_exact_rxnorm
13098,2670630,1842,efbemalenograstim alfa,IN,direct_anchor_exact_rxnorm
13099,2670630,1842,efbemalenograstim alfa,IN,direct_anchor_exact_rxnorm
13106,2691105,1843,efetozole,IN,direct_anchor_exact_rxnorm
13109,613391,4180,prasugrel,IN,direct_anchor_exact_rxnorm
13110,2587717,1844,efgartigimod alfa,IN,direct_anchor_exact_rxnorm
13112,1539753,1845,efinaconazole,IN,direct_anchor_exact_rxnorm
13117,2612526,1846,eflapegrastim,IN,direct_anchor_exact_rxnorm
13118,2612526,1846,eflapegrastim,IN,direct_anchor_exact_rxnorm
13124,569,1847,eflornithine,IN,direct_anchor_exact_rxnorm
13126,23852,1848,efloxate,IN,direct_anchor_exact_rxnorm
13131,1543095,1849,efmoroctocog alfa,IN,direct_anchor_exact_rxnorm
13197,892616,1850,egg white (chicken) allergenic extract,IN,unique_convergent_term_evidence
13207,1742992,1853,egtazic acid,IN,direct_anchor_exact_rxnorm
13226,2628469,1855,elacestrant,IN,direct_anchor_exact_rxnorm
13230,2698762,1856,eladocagene exuparvovec,IN,direct_anchor_exact_rxnorm
13231,852367,4492,russian olive pollen extract,IN,unique_convergent_term_evidence
13232,2684941,1857,elafibranor,IN,direct_anchor_exact_rxnorm
13234,2049846,1858,elagolix,IN,direct_anchor_exact_rxnorm
13235,2049846,1858,elagolix,IN,direct_anchor_exact_rxnorm
13236,2621548,3382,mirvetuximab soravtansine,IN,direct_anchor_exact_rxnorm
13239,2725600,1859,elamipretide,IN,direct_anchor_exact_rxnorm
13240,2725600,1859,elamipretide,IN,direct_anchor_exact_rxnorm
13244,2059219,1860,elapegademase,IN,direct_anchor_exact_rxnorm
13250,1734628,1861,elbasvir,IN,direct_anchor_exact_rxnorm
13268,231049,1863,eletriptan,IN,direct_anchor_exact_rxnorm
13269,231049,1863,eletriptan,IN,direct_anchor_exact_rxnorm
13271,2256951,1865,elexacaftor,IN,direct_anchor_exact_rxnorm
13277,1547220,1866,eliglustat,IN,direct_anchor_exact_rxnorm
13282,2725511,1867,elinzanetant,IN,direct_anchor_exact_rxnorm
13287,283821,4354,rasburicase,IN,direct_anchor_exact_rxnorm
13288,2612527,1868,elivaldogene autotemcel,IN,direct_anchor_exact_rxnorm
13290,1043181,1869,ellagic acid,IN,direct_anchor_exact_rxnorm
13293,3995,1932,epirubicin,IN,direct_anchor_exact_rxnorm
13305,1489914,1870,elosulfase alfa,IN,direct_anchor_exact_rxnorm
13306,1726104,1871,elotuzumab,IN,direct_anchor_exact_rxnorm
13310,2644880,1872,elranatamab,IN,direct_anchor_exact_rxnorm
13324,711942,1873,eltrombopag,IN,direct_anchor_exact_rxnorm
13329,2670179,2310,fruquintinib,IN,unique_convergent_term_evidence
13332,1653781,1874,eluxadoline,IN,direct_anchor_exact_rxnorm
13335,1306286,1875,elvitegravir,IN,direct_anchor_exact_rxnorm
13338,852343,4306,quackgrass pollen extract,IN,unique_convergent_term_evidence
13339,140587,1094,celecoxib,IN,direct_anchor_exact_rxnorm
13344,2109055,4877,tagraxofusp,IN,direct_anchor_exact_rxnorm
13349,2104604,1876,emapalumab,IN,direct_anchor_exact_rxnorm
13363,2464539,1877,embutramide,IN,direct_anchor_exact_rxnorm
13364,4089,1982,estramustine,IN,direct_anchor_exact_rxnorm
13365,28144,1878,emedastine,IN,direct_anchor_exact_rxnorm
13366,28144,1878,emedastine,IN,direct_anchor_exact_rxnorm
13368,3816,1879,emepronium,IN,direct_anchor_exact_rxnorm
13369,3816,1879,emepronium,IN,direct_anchor_exact_rxnorm
13375,3820,1880,emetine,IN,direct_anchor_exact_rxnorm
13376,3820,1880,emetine,IN,direct_anchor_exact_rxnorm
13384,1989794,1881,emicizumab,IN,direct_anchor_exact_rxnorm
13400,354606,1882,emodepside,IN,direct_anchor_exact_rxnorm
13401,2745448,1883,emodin,IN,direct_anchor_exact_rxnorm
13408,1545653,1884,empagliflozin,IN,direct_anchor_exact_rxnorm
13415,9639,4569,selegiline,IN,direct_anchor_exact_rxnorm
13418,276237,1886,emtricitabine,IN,direct_anchor_exact_rxnorm
13431,3827,1891,enalapril,IN,direct_anchor_exact_rxnorm
13432,3829,1893,enalaprilat,IN,direct_anchor_exact_rxnorm
13439,1940332,1894,enasidenib,IN,direct_anchor_exact_rxnorm
13447,42368,1895,encainide,IN,direct_anchor_exact_rxnorm
13448,42368,1895,encainide,IN,direct_anchor_exact_rxnorm
13467,4885,2413,glutamine,IN,direct_anchor_exact_rxnorm
13474,8727,4222,progesterone,IN,direct_anchor_exact_rxnorm
13502,3920,1897,enflurane,IN,direct_anchor_exact_rxnorm
13503,2268307,1898,enfortumab,IN,direct_anchor_exact_rxnorm
13504,2268307,1898,enfortumab,IN,direct_anchor_exact_rxnorm
13505,139896,1899,enfuvirtide,IN,direct_anchor_exact_rxnorm
13509,797752,2521,hepatitis b surface antigen vaccine,IN,direct_anchor_exact_rxnorm
13524,224905,5139,trastuzumab,IN,direct_anchor_exact_rxnorm
13528,1442172,1903,enilconazole,IN,direct_anchor_exact_rxnorm
13536,2591404,4856,sutimlimab,IN,direct_anchor_exact_rxnorm
13544,2675985,1904,enmetazobactam,IN,direct_anchor_exact_rxnorm
13546,2168587,1905,enobosarm,IN,direct_anchor_exact_rxnorm
13553,3925,1906,enoxacin,IN,direct_anchor_exact_rxnorm
13555,67108,1907,enoxaparin,IN,direct_anchor_exact_rxnorm
13556,49626,1908,enoximone,IN,direct_anchor_exact_rxnorm
13572,24192,1909,enrofloxacin,IN,direct_anchor_exact_rxnorm
13574,2712546,1910,ensartinib,IN,direct_anchor_exact_rxnorm
13576,2712546,1910,ensartinib,IN,direct_anchor_exact_rxnorm
13577,2712546,1910,ensartinib,IN,direct_anchor_exact_rxnorm
13579,2687215,1911,ensifentrine,IN,direct_anchor_exact_rxnorm
13580,2745988,1912,ensitrelvir,IN,direct_anchor_exact_rxnorm
13585,13714,1913,ensulizole,IN,direct_anchor_exact_rxnorm
13586,60307,1914,entacapone,IN,direct_anchor_exact_rxnorm
13589,306266,1915,entecavir,IN,direct_anchor_exact_rxnorm
13591,1943794,1916,enterococcus faecium,IN,direct_anchor_exact_rxnorm
13598,2197862,1917,entrectinib,IN,direct_anchor_exact_rxnorm
13600,1366957,1918,entsufon,IN,direct_anchor_exact_rxnorm
13610,1311507,1919,enzacamene,IN,direct_anchor_exact_rxnorm
13611,1307298,1920,enzalutamide,IN,direct_anchor_exact_rxnorm
13619,1310593,1921,eosine yellowish,IN,unique_convergent_term_evidence
13637,2637392,1922,epcoritamab,IN,direct_anchor_exact_rxnorm
13653,3966,1923,ephedrine,IN,direct_anchor_exact_rxnorm
13663,2641822,1924,epicatechin,IN,direct_anchor_exact_rxnorm
13669,1546422,1925,epicriptine,IN,direct_anchor_exact_rxnorm
13681,24246,1927,epigallocatechin gallate,IN,direct_anchor_exact_rxnorm
13685,1311044,1928,epimedium grandiflorum top extract,IN,unique_convergent_term_evidence
13687,39684,1929,epinastine,IN,direct_anchor_exact_rxnorm
13688,39684,1929,epinastine,IN,direct_anchor_exact_rxnorm
13689,3992,1930,epinephrine,IN,direct_anchor_exact_rxnorm
13691,284622,461,articaine / epinephrine,MIN,direct_anchor_exact_rxnorm
13692,3992,1930,epinephrine,IN,direct_anchor_exact_rxnorm
13693,3992,1930,epinephrine,IN,direct_anchor_exact_rxnorm
13703,40254,5290,valproate,IN,unique_convergent_term_evidence
13704,68244,2904,lamivudine,IN,direct_anchor_exact_rxnorm
13707,298869,1933,eplerenone,IN,direct_anchor_exact_rxnorm
13710,2671939,1934,eplontersen,IN,direct_anchor_exact_rxnorm
13713,105694,1935,epoetin alfa,IN,direct_anchor_exact_rxnorm
13721,24263,1937,epomediol,IN,direct_anchor_exact_rxnorm
13723,8814,1938,epoprostenol,IN,direct_anchor_exact_rxnorm
13724,8814,1938,epoprostenol,IN,direct_anchor_exact_rxnorm
13730,337523,2834,ixabepilone,IN,unique_convergent_term_evidence
13737,24272,1939,eprazinone,IN,direct_anchor_exact_rxnorm
13740,1006619,1940,eprinomectin,IN,direct_anchor_exact_rxnorm
13748,83515,1941,eprosartan,IN,direct_anchor_exact_rxnorm
13749,83515,1941,eprosartan,IN,direct_anchor_exact_rxnorm
13753,24274,1942,eprozinol,IN,direct_anchor_exact_rxnorm
13756,24285,1943,epsiprantel,IN,direct_anchor_exact_rxnorm
13767,75635,1944,eptifibatide,IN,direct_anchor_exact_rxnorm
13768,2282660,1945,eptinezumab,IN,direct_anchor_exact_rxnorm
13771,614534,76,abacavir / lamivudine,MIN,direct_anchor_exact_rxnorm
13777,1722718,787,botulinum neurotoxin a immune fab2 / botulinum neurotoxin b immune fab2 / botulinum neurotoxin c immune fab2 / botulinum neurotoxin d immune fab2 / botulinum neurotoxin e immune fab2 / botulinum neurotoxin f immune fab2 / botulinum neurotoxin g immune fab2,MIN,unique_convergent_term_evidence
13778,1722718,787,botulinum neurotoxin a immune fab2 / botulinum neurotoxin b immune fab2 / botulinum neurotoxin c immune fab2 / botulinum neurotoxin d immune fab2 / botulinum neurotoxin e immune fab2 / botulinum neurotoxin f immune fab2 / botulinum neurotoxin g immune fab2,MIN,unique_convergent_term_evidence
13779,1722718,787,botulinum neurotoxin a immune fab2 / botulinum neurotoxin b immune fab2 / botulinum neurotoxin c immune fab2 / botulinum neurotoxin d immune fab2 / botulinum neurotoxin e immune fab2 / botulinum neurotoxin f immune fab2 / botulinum neurotoxin g immune fab2,MIN,unique_convergent_term_evidence
13780,1722718,787,botulinum neurotoxin a immune fab2 / botulinum neurotoxin b immune fab2 / botulinum neurotoxin c immune fab2 / botulinum neurotoxin d immune fab2 / botulinum neurotoxin e immune fab2 / botulinum neurotoxin f immune fab2 / botulinum neurotoxin g immune fab2,MIN,unique_convergent_term_evidence
13781,1722718,787,botulinum neurotoxin a immune fab2 / botulinum neurotoxin b immune fab2 / botulinum neurotoxin c immune fab2 / botulinum neurotoxin d immune fab2 / botulinum neurotoxin e immune fab2 / botulinum neurotoxin f immune fab2 / botulinum neurotoxin g immune fab2,MIN,unique_convergent_term_evidence
13782,1722718,787,botulinum neurotoxin a immune fab2 / botulinum neurotoxin b immune fab2 / botulinum neurotoxin c immune fab2 / botulinum neurotoxin d immune fab2 / botulinum neurotoxin e immune fab2 / botulinum neurotoxin f immune fab2 / botulinum neurotoxin g immune fab2,MIN,unique_convergent_term_evidence
13783,1722718,787,botulinum neurotoxin a immune fab2 / botulinum neurotoxin b immune fab2 / botulinum neurotoxin c immune fab2 / botulinum neurotoxin d immune fab2 / botulinum neurotoxin e immune fab2 / botulinum neurotoxin f immune fab2 / botulinum neurotoxin g immune fab2,MIN,unique_convergent_term_evidence
13786,1306235,1946,equisetum arvense top extract,IN,unique_convergent_term_evidence
13787,1332872,1947,equisetum hyemale extract,IN,direct_anchor_exact_rxnorm
13790,895515,2558,horse hair extract,IN,unique_convergent_term_evidence
