legacy_regimen_id,legacy_anchor_drug_id,source_id,quarantine_reason
799,3729,1,drug_anchor_not_uniquely_validated
800,3729,1,drug_anchor_not_uniquely_validated
801,3729,1,drug_anchor_not_uniquely_validated
801,33270,1,drug_anchor_not_uniquely_validated
802,3729,1,drug_anchor_not_uniquely_validated
803,3729,1,drug_anchor_not_uniquely_validated
803,9253,1,drug_anchor_not_uniquely_validated
804,3729,1,drug_anchor_not_uniquely_validated
804,9253,1,drug_anchor_not_uniquely_validated
804,10266,1,drug_anchor_not_uniquely_validated
805,3477,1,drug_anchor_not_uniquely_validated
805,3729,1,drug_anchor_not_uniquely_validated
805,9253,1,drug_anchor_not_uniquely_validated
806,3729,1,drug_anchor_not_uniquely_validated
806,9253,1,drug_anchor_not_uniquely_validated
806,10266,1,drug_anchor_not_uniquely_validated
807,3729,1,drug_anchor_not_uniquely_validated
807,9253,1,drug_anchor_not_uniquely_validated
808,3438,1,drug_anchor_not_uniquely_validated
808,3729,1,drug_anchor_not_uniquely_validated
808,10266,1,drug_anchor_not_uniquely_validated
809,3729,1,drug_anchor_not_uniquely_validated
810,3729,1,drug_anchor_not_uniquely_validated
811,3729,1,drug_anchor_not_uniquely_validated
812,3729,1,drug_anchor_not_uniquely_validated
813,3729,1,drug_anchor_not_uniquely_validated
814,3729,1,drug_anchor_not_uniquely_validated
815,3438,7,drug_anchor_not_uniquely_validated
816,3438,1,drug_anchor_not_uniquely_validated
817,3438,1,drug_anchor_not_uniquely_validated
821,3438,7,drug_anchor_not_uniquely_validated
821,3477,7,drug_anchor_not_uniquely_validated
822,3729,1,drug_anchor_not_uniquely_validated
822,9253,1,drug_anchor_not_uniquely_validated
823,3729,1,drug_anchor_not_uniquely_validated
823,9253,1,drug_anchor_not_uniquely_validated
824,3729,1,drug_anchor_not_uniquely_validated
824,9253,1,drug_anchor_not_uniquely_validated
825,3438,1,drug_anchor_not_uniquely_validated
825,10266,1,drug_anchor_not_uniquely_validated
826,3438,1,drug_anchor_not_uniquely_validated
826,10266,1,drug_anchor_not_uniquely_validated
831,3729,1,drug_anchor_not_uniquely_validated
831,9253,1,drug_anchor_not_uniquely_validated
836,13255,1,drug_anchor_not_uniquely_validated
844,3438,7,drug_anchor_not_uniquely_validated
844,12020,7,drug_anchor_not_uniquely_validated
846,3477,1,drug_anchor_not_uniquely_validated
847,3477,1,drug_anchor_not_uniquely_validated
848,3477,1,drug_anchor_not_uniquely_validated
849,3477,1,drug_anchor_not_uniquely_validated
850,3477,1,drug_anchor_not_uniquely_validated
851,3477,1,drug_anchor_not_uniquely_validated
852,3438,1,drug_anchor_not_uniquely_validated
852,3438,7,drug_anchor_not_uniquely_validated
852,3477,1,drug_anchor_not_uniquely_validated
852,3477,7,drug_anchor_not_uniquely_validated
853,10266,1,drug_anchor_not_uniquely_validated
854,3477,1,drug_anchor_not_uniquely_validated
858,11247,1,drug_anchor_not_uniquely_validated
861,10266,1,drug_anchor_not_uniquely_validated
863,10266,1,drug_anchor_not_uniquely_validated
864,3438,1,drug_anchor_not_uniquely_validated
864,3477,1,drug_anchor_not_uniquely_validated
864,3729,1,drug_anchor_not_uniquely_validated
864,3729,7,drug_anchor_not_uniquely_validated
864,9253,1,drug_anchor_not_uniquely_validated
864,9253,7,drug_anchor_not_uniquely_validated
865,3729,7,drug_anchor_not_uniquely_validated
865,9253,7,drug_anchor_not_uniquely_validated
866,3729,7,drug_anchor_not_uniquely_validated
866,9253,7,drug_anchor_not_uniquely_validated
866,10266,7,drug_anchor_not_uniquely_validated
867,9253,1,drug_anchor_not_uniquely_validated
867,10266,1,drug_anchor_not_uniquely_validated
868,9253,1,drug_anchor_not_uniquely_validated
869,9253,1,drug_anchor_not_uniquely_validated
870,3477,1,drug_anchor_not_uniquely_validated
870,9253,1,drug_anchor_not_uniquely_validated
871,9253,1,drug_anchor_not_uniquely_validated
871,10266,1,drug_anchor_not_uniquely_validated
872,3477,1,drug_anchor_not_uniquely_validated
872,9253,1,drug_anchor_not_uniquely_validated
873,9253,1,drug_anchor_not_uniquely_validated
873,10266,1,drug_anchor_not_uniquely_validated
874,9253,1,drug_anchor_not_uniquely_validated
874,10266,1,drug_anchor_not_uniquely_validated
875,9253,1,drug_anchor_not_uniquely_validated
875,10266,1,drug_anchor_not_uniquely_validated
876,9253,1,drug_anchor_not_uniquely_validated
876,10266,1,drug_anchor_not_uniquely_validated
877,9253,1,drug_anchor_not_uniquely_validated
877,10266,1,drug_anchor_not_uniquely_validated
878,3438,7,drug_anchor_not_uniquely_validated
878,21851,7,drug_anchor_not_uniquely_validated
879,3438,7,drug_anchor_not_uniquely_validated
879,14061,7,drug_anchor_not_uniquely_validated
879,21851,7,drug_anchor_not_uniquely_validated
880,9253,7,drug_anchor_not_uniquely_validated
880,10266,7,drug_anchor_not_uniquely_validated
880,10859,7,drug_anchor_not_uniquely_validated
881,3477,1,drug_anchor_not_uniquely_validated
881,3477,7,drug_anchor_not_uniquely_validated
882,3477,1,drug_anchor_not_uniquely_validated
883,3477,7,drug_anchor_not_uniquely_validated
885,3729,7,drug_anchor_not_uniquely_validated
885,9253,7,drug_anchor_not_uniquely_validated
885,10266,7,drug_anchor_not_uniquely_validated
886,3477,1,drug_anchor_not_uniquely_validated
886,3729,1,drug_anchor_not_uniquely_validated
886,9253,1,drug_anchor_not_uniquely_validated
888,3438,1,drug_anchor_not_uniquely_validated
888,10266,1,drug_anchor_not_uniquely_validated
889,3438,1,drug_anchor_not_uniquely_validated
890,3438,1,drug_anchor_not_uniquely_validated
891,3438,1,drug_anchor_not_uniquely_validated
892,3438,1,drug_anchor_not_uniquely_validated
893,3438,1,drug_anchor_not_uniquely_validated
894,3438,1,drug_anchor_not_uniquely_validated
895,3438,1,drug_anchor_not_uniquely_validated
903,3477,1,drug_anchor_not_uniquely_validated
907,3477,1,drug_anchor_not_uniquely_validated
907,3477,7,drug_anchor_not_uniquely_validated
907,3729,1,drug_anchor_not_uniquely_validated
907,3729,7,drug_anchor_not_uniquely_validated
908,3477,7,drug_anchor_not_uniquely_validated
908,3729,7,drug_anchor_not_uniquely_validated
916,3414,1,drug_anchor_not_uniquely_validated
916,3438,1,drug_anchor_not_uniquely_validated
918,3477,1,drug_anchor_not_uniquely_validated
919,3477,1,drug_anchor_not_uniquely_validated
920,3477,7,drug_anchor_not_uniquely_validated
920,3729,7,drug_anchor_not_uniquely_validated
921,3477,1,drug_anchor_not_uniquely_validated
921,3729,1,drug_anchor_not_uniquely_validated
922,3477,1,drug_anchor_not_uniquely_validated
922,3729,1,drug_anchor_not_uniquely_validated
922,16315,1,drug_anchor_not_uniquely_validated
923,3477,1,drug_anchor_not_uniquely_validated
924,3477,1,drug_anchor_not_uniquely_validated
924,10266,1,drug_anchor_not_uniquely_validated
925,3477,1,drug_anchor_not_uniquely_validated
926,3477,1,drug_anchor_not_uniquely_validated
928,3477,1,drug_anchor_not_uniquely_validated
928,3477,7,drug_anchor_not_uniquely_validated
928,3729,1,drug_anchor_not_uniquely_validated
928,3729,7,drug_anchor_not_uniquely_validated
929,3477,1,drug_anchor_not_uniquely_validated
929,3729,1,drug_anchor_not_uniquely_validated
932,3438,1,drug_anchor_not_uniquely_validated
933,3438,1,drug_anchor_not_uniquely_validated
934,3729,7,drug_anchor_not_uniquely_validated
934,9253,7,drug_anchor_not_uniquely_validated
934,10266,7,drug_anchor_not_uniquely_validated
939,5536,1,drug_anchor_not_uniquely_validated
942,10266,1,drug_anchor_not_uniquely_validated
943,10266,1,drug_anchor_not_uniquely_validated
946,30772,1,drug_anchor_not_uniquely_validated
947,27229,1,drug_anchor_not_uniquely_validated
951,10266,1,drug_anchor_not_uniquely_validated
956,9253,1,drug_anchor_not_uniquely_validated
956,10266,1,drug_anchor_not_uniquely_validated
957,12669,1,drug_anchor_not_uniquely_validated
958,30772,1,drug_anchor_not_uniquely_validated
959,3438,1,drug_anchor_not_uniquely_validated
960,3438,1,drug_anchor_not_uniquely_validated
963,12748,1,drug_anchor_not_uniquely_validated
964,3438,1,drug_anchor_not_uniquely_validated
965,3438,1,drug_anchor_not_uniquely_validated
966,3438,1,drug_anchor_not_uniquely_validated
967,3438,1,drug_anchor_not_uniquely_validated
968,3438,1,drug_anchor_not_uniquely_validated
969,3438,1,drug_anchor_not_uniquely_validated
970,3438,1,drug_anchor_not_uniquely_validated
971,3438,1,drug_anchor_not_uniquely_validated
972,3438,1,drug_anchor_not_uniquely_validated
972,13255,1,drug_anchor_not_uniquely_validated
973,3438,1,drug_anchor_not_uniquely_validated
975,3438,1,drug_anchor_not_uniquely_validated
975,10266,1,drug_anchor_not_uniquely_validated
976,3438,1,drug_anchor_not_uniquely_validated
976,10266,1,drug_anchor_not_uniquely_validated
977,3438,1,drug_anchor_not_uniquely_validated
977,10266,1,drug_anchor_not_uniquely_validated
978,3414,1,drug_anchor_not_uniquely_validated
978,3438,1,drug_anchor_not_uniquely_validated
979,3438,1,drug_anchor_not_uniquely_validated
979,10266,1,drug_anchor_not_uniquely_validated
980,3438,1,drug_anchor_not_uniquely_validated
980,10266,1,drug_anchor_not_uniquely_validated
982,3477,1,drug_anchor_not_uniquely_validated
983,3477,1,drug_anchor_not_uniquely_validated
984,3477,1,drug_anchor_not_uniquely_validated
987,3438,1,drug_anchor_not_uniquely_validated
987,3438,7,drug_anchor_not_uniquely_validated
987,3477,1,drug_anchor_not_uniquely_validated
987,3477,7,drug_anchor_not_uniquely_validated
991,13255,7,drug_anchor_not_uniquely_validated
992,3477,7,drug_anchor_not_uniquely_validated
993,13255,7,drug_anchor_not_uniquely_validated
993,21850,7,drug_anchor_not_uniquely_validated
994,3729,7,drug_anchor_not_uniquely_validated
994,9253,7,drug_anchor_not_uniquely_validated
994,10266,7,drug_anchor_not_uniquely_validated
997,3438,7,drug_anchor_not_uniquely_validated
997,13255,7,drug_anchor_not_uniquely_validated
999,3729,1,drug_anchor_not_uniquely_validated
1000,3438,7,drug_anchor_not_uniquely_validated
1000,10266,7,drug_anchor_not_uniquely_validated
1000,13255,7,drug_anchor_not_uniquely_validated
1001,3438,1,drug_anchor_not_uniquely_validated
1001,10266,1,drug_anchor_not_uniquely_validated
1002,3438,1,drug_anchor_not_uniquely_validated
1002,10266,1,drug_anchor_not_uniquely_validated
1002,13255,1,drug_anchor_not_uniquely_validated
1003,3438,1,drug_anchor_not_uniquely_validated
1003,10266,1,drug_anchor_not_uniquely_validated
1004,10266,1,drug_anchor_not_uniquely_validated
1004,13255,1,drug_anchor_not_uniquely_validated
1016,3438,7,drug_anchor_not_uniquely_validated
1017,3438,7,drug_anchor_not_uniquely_validated
1022,20089,1,drug_anchor_not_uniquely_validated
1026,3438,1,drug_anchor_not_uniquely_validated
1027,3438,1,drug_anchor_not_uniquely_validated
1027,3477,1,drug_anchor_not_uniquely_validated
1030,3477,1,drug_anchor_not_uniquely_validated
1031,3477,1,drug_anchor_not_uniquely_validated
1044,13603,1,drug_anchor_not_uniquely_validated
1055,3438,7,drug_anchor_not_uniquely_validated
1055,10266,7,drug_anchor_not_uniquely_validated
1067,3414,1,drug_anchor_not_uniquely_validated
1067,3414,7,drug_anchor_not_uniquely_validated
1067,3729,1,drug_anchor_not_uniquely_validated
1067,3729,7,drug_anchor_not_uniquely_validated
1070,10266,1,drug_anchor_not_uniquely_validated
1072,3890,1,drug_anchor_not_uniquely_validated
1076,10266,1,drug_anchor_not_uniquely_validated
1076,13255,1,drug_anchor_not_uniquely_validated
1077,3438,7,drug_anchor_not_uniquely_validated
1077,13255,7,drug_anchor_not_uniquely_validated
1078,3438,1,drug_anchor_not_uniquely_validated
1079,3438,7,drug_anchor_not_uniquely_validated
1079,10266,7,drug_anchor_not_uniquely_validated
1079,13255,7,drug_anchor_not_uniquely_validated
1082,24013,1,drug_anchor_not_uniquely_validated
1086,13472,1,drug_anchor_not_uniquely_validated
1089,9373,1,drug_anchor_not_uniquely_validated
1092,3438,1,drug_anchor_not_uniquely_validated
1092,3729,1,drug_anchor_not_uniquely_validated
1092,10266,1,drug_anchor_not_uniquely_validated
1093,3729,1,drug_anchor_not_uniquely_validated
1094,3438,1,drug_anchor_not_uniquely_validated
1094,3438,7,drug_anchor_not_uniquely_validated
1095,3438,1,drug_anchor_not_uniquely_validated
1095,3438,7,drug_anchor_not_uniquely_validated
1096,3438,1,drug_anchor_not_uniquely_validated
1097,3438,1,drug_anchor_not_uniquely_validated
1098,3438,7,drug_anchor_not_uniquely_validated
1098,15505,7,drug_anchor_not_uniquely_validated
1099,3438,7,drug_anchor_not_uniquely_validated
1099,13819,7,drug_anchor_not_uniquely_validated
1100,3438,1,drug_anchor_not_uniquely_validated
1100,13255,1,drug_anchor_not_uniquely_validated
1101,3438,1,drug_anchor_not_uniquely_validated
1102,3438,1,drug_anchor_not_uniquely_validated
1103,3438,1,drug_anchor_not_uniquely_validated
1104,3438,7,drug_anchor_not_uniquely_validated
1105,3438,7,drug_anchor_not_uniquely_validated
1106,3438,1,drug_anchor_not_uniquely_validated
1106,3438,7,drug_anchor_not_uniquely_validated
1107,3438,7,drug_anchor_not_uniquely_validated
1108,3438,7,drug_anchor_not_uniquely_validated
1109,3438,7,drug_anchor_not_uniquely_validated
1109,28973,7,drug_anchor_not_uniquely_validated
1110,3438,1,drug_anchor_not_uniquely_validated
1110,3438,7,drug_anchor_not_uniquely_validated
1111,3438,1,drug_anchor_not_uniquely_validated
1114,3438,7,drug_anchor_not_uniquely_validated
1116,3890,1,drug_anchor_not_uniquely_validated
1118,3729,1,drug_anchor_not_uniquely_validated
1118,15434,1,drug_anchor_not_uniquely_validated
1130,28973,7,drug_anchor_not_uniquely_validated
1132,3729,1,drug_anchor_not_uniquely_validated
1132,3729,7,drug_anchor_not_uniquely_validated
1132,16315,1,drug_anchor_not_uniquely_validated
1132,20787,7,drug_anchor_not_uniquely_validated
1133,3729,1,drug_anchor_not_uniquely_validated
1133,9253,1,drug_anchor_not_uniquely_validated
1134,3729,1,drug_anchor_not_uniquely_validated
1134,3729,7,drug_anchor_not_uniquely_validated
1134,20787,7,drug_anchor_not_uniquely_validated
1135,3438,7,drug_anchor_not_uniquely_validated
1143,3890,1,drug_anchor_not_uniquely_validated
1144,10266,1,drug_anchor_not_uniquely_validated
1147,3890,1,drug_anchor_not_uniquely_validated
1148,3890,1,drug_anchor_not_uniquely_validated
1150,3890,1,drug_anchor_not_uniquely_validated
1151,3890,1,drug_anchor_not_uniquely_validated
1152,31786,1,drug_anchor_not_uniquely_validated
1154,16692,1,drug_anchor_not_uniquely_validated
1155,13819,1,drug_anchor_not_uniquely_validated
1161,28973,1,drug_anchor_not_uniquely_validated
1170,14061,1,drug_anchor_not_uniquely_validated
1171,14061,1,drug_anchor_not_uniquely_validated
1178,10266,1,drug_anchor_not_uniquely_validated
1180,3477,1,drug_anchor_not_uniquely_validated
1180,3477,7,drug_anchor_not_uniquely_validated
1182,3438,7,drug_anchor_not_uniquely_validated
1201,15273,1,drug_anchor_not_uniquely_validated
1203,15434,1,drug_anchor_not_uniquely_validated
1205,3477,1,drug_anchor_not_uniquely_validated
1213,13819,1,drug_anchor_not_uniquely_validated
1220,3438,7,drug_anchor_not_uniquely_validated
1220,15505,7,drug_anchor_not_uniquely_validated
1221,15559,1,drug_anchor_not_uniquely_validated
1223,3438,7,drug_anchor_not_uniquely_validated
1223,13255,7,drug_anchor_not_uniquely_validated
1225,3438,1,drug_anchor_not_uniquely_validated
1225,10266,1,drug_anchor_not_uniquely_validated
1226,10266,1,drug_anchor_not_uniquely_validated
1228,3477,1,drug_anchor_not_uniquely_validated
1229,3477,1,drug_anchor_not_uniquely_validated
1230,3477,1,drug_anchor_not_uniquely_validated
1231,10266,1,drug_anchor_not_uniquely_validated
1234,5536,1,drug_anchor_not_uniquely_validated
1242,3438,1,drug_anchor_not_uniquely_validated
1245,30772,1,drug_anchor_not_uniquely_validated
1251,30772,1,drug_anchor_not_uniquely_validated
1262,3729,1,drug_anchor_not_uniquely_validated
1264,16318,1,drug_anchor_not_uniquely_validated
1265,3438,1,drug_anchor_not_uniquely_validated
1265,3477,1,drug_anchor_not_uniquely_validated
1265,3729,1,drug_anchor_not_uniquely_validated
1265,10266,1,drug_anchor_not_uniquely_validated
1265,13255,1,drug_anchor_not_uniquely_validated
1274,3438,1,drug_anchor_not_uniquely_validated
1274,3438,7,drug_anchor_not_uniquely_validated
1275,10266,1,drug_anchor_not_uniquely_validated
1276,3729,1,drug_anchor_not_uniquely_validated
1276,9206,1,drug_anchor_not_uniquely_validated
1277,3438,7,drug_anchor_not_uniquely_validated
1277,3729,1,drug_anchor_not_uniquely_validated
1277,9206,1,drug_anchor_not_uniquely_validated
1277,9253,1,drug_anchor_not_uniquely_validated
1278,3729,1,drug_anchor_not_uniquely_validated
1279,3729,1,drug_anchor_not_uniquely_validated
1280,3438,7,drug_anchor_not_uniquely_validated
1281,3414,1,drug_anchor_not_uniquely_validated
1286,3729,7,drug_anchor_not_uniquely_validated
1286,9253,7,drug_anchor_not_uniquely_validated
1287,3729,7,drug_anchor_not_uniquely_validated
1287,8118,7,drug_anchor_not_uniquely_validated
1288,3729,1,drug_anchor_not_uniquely_validated
1289,3729,1,drug_anchor_not_uniquely_validated
1290,3729,1,drug_anchor_not_uniquely_validated
1291,3729,1,drug_anchor_not_uniquely_validated
1292,3729,1,drug_anchor_not_uniquely_validated
1292,3729,7,drug_anchor_not_uniquely_validated
1294,3477,1,drug_anchor_not_uniquely_validated
1295,3477,1,drug_anchor_not_uniquely_validated
1296,3438,7,drug_anchor_not_uniquely_validated
1296,3729,7,drug_anchor_not_uniquely_validated
1296,10266,7,drug_anchor_not_uniquely_validated
1303,3438,1,drug_anchor_not_uniquely_validated
1303,3438,7,drug_anchor_not_uniquely_validated
1303,3477,1,drug_anchor_not_uniquely_validated
1303,3477,7,drug_anchor_not_uniquely_validated
1304,3414,1,drug_anchor_not_uniquely_validated
1304,3438,1,drug_anchor_not_uniquely_validated
1304,3477,1,drug_anchor_not_uniquely_validated
1305,3438,1,drug_anchor_not_uniquely_validated
1305,3477,1,drug_anchor_not_uniquely_validated
1306,3438,1,drug_anchor_not_uniquely_validated
1306,3477,1,drug_anchor_not_uniquely_validated
1307,3438,1,drug_anchor_not_uniquely_validated
1307,3477,1,drug_anchor_not_uniquely_validated
1308,3438,1,drug_anchor_not_uniquely_validated
1308,3477,1,drug_anchor_not_uniquely_validated
1309,3729,1,drug_anchor_not_uniquely_validated
1310,3729,1,drug_anchor_not_uniquely_validated
1319,3729,1,drug_anchor_not_uniquely_validated
1320,3729,1,drug_anchor_not_uniquely_validated
1322,3729,1,drug_anchor_not_uniquely_validated
1323,17358,1,drug_anchor_not_uniquely_validated
1324,3729,1,drug_anchor_not_uniquely_validated
1325,10266,1,drug_anchor_not_uniquely_validated
1335,3477,1,drug_anchor_not_uniquely_validated
1340,18225,7,drug_anchor_not_uniquely_validated
1344,10266,1,drug_anchor_not_uniquely_validated
1347,10266,1,drug_anchor_not_uniquely_validated
1348,10266,1,drug_anchor_not_uniquely_validated
1349,16318,1,drug_anchor_not_uniquely_validated
1350,18226,1,drug_anchor_not_uniquely_validated
1351,3729,1,drug_anchor_not_uniquely_validated
1353,10266,1,drug_anchor_not_uniquely_validated
1355,3477,1,drug_anchor_not_uniquely_validated
1356,10266,1,drug_anchor_not_uniquely_validated
1360,3477,1,drug_anchor_not_uniquely_validated
1360,18225,1,drug_anchor_not_uniquely_validated
1363,10266,1,drug_anchor_not_uniquely_validated
1367,18229,1,drug_anchor_not_uniquely_validated
1369,23689,1,drug_anchor_not_uniquely_validated
1370,3477,1,drug_anchor_not_uniquely_validated
1370,3729,1,drug_anchor_not_uniquely_validated
1370,9253,1,drug_anchor_not_uniquely_validated
1374,3438,1,drug_anchor_not_uniquely_validated
1389,3438,1,drug_anchor_not_uniquely_validated
1389,3477,1,drug_anchor_not_uniquely_validated
1389,3729,1,drug_anchor_not_uniquely_validated
1389,10266,1,drug_anchor_not_uniquely_validated
1390,3438,1,drug_anchor_not_uniquely_validated
1390,3477,1,drug_anchor_not_uniquely_validated
1390,3729,1,drug_anchor_not_uniquely_validated
1390,10266,1,drug_anchor_not_uniquely_validated
1391,3477,1,drug_anchor_not_uniquely_validated
1400,30772,1,drug_anchor_not_uniquely_validated
1401,30772,1,drug_anchor_not_uniquely_validated
1403,3477,1,drug_anchor_not_uniquely_validated
1404,3477,1,drug_anchor_not_uniquely_validated
1405,3477,1,drug_anchor_not_uniquely_validated
1408,3729,7,drug_anchor_not_uniquely_validated
1408,16318,7,drug_anchor_not_uniquely_validated
1412,3438,7,drug_anchor_not_uniquely_validated
1412,3477,1,drug_anchor_not_uniquely_validated
1415,3438,7,drug_anchor_not_uniquely_validated
1415,13255,7,drug_anchor_not_uniquely_validated
1416,3477,1,drug_anchor_not_uniquely_validated
1417,3438,1,drug_anchor_not_uniquely_validated
1417,3477,1,drug_anchor_not_uniquely_validated
1420,31795,7,drug_anchor_not_uniquely_validated
1420,32528,7,drug_anchor_not_uniquely_validated
1421,10266,1,drug_anchor_not_uniquely_validated
1422,3438,1,drug_anchor_not_uniquely_validated
1422,3477,1,drug_anchor_not_uniquely_validated
1423,3477,1,drug_anchor_not_uniquely_validated
1424,3477,1,drug_anchor_not_uniquely_validated
1427,3477,1,drug_anchor_not_uniquely_validated
1428,10266,1,drug_anchor_not_uniquely_validated
1429,10266,1,drug_anchor_not_uniquely_validated
1431,3438,7,drug_anchor_not_uniquely_validated
1431,13255,7,drug_anchor_not_uniquely_validated
1433,3438,7,drug_anchor_not_uniquely_validated
1433,10266,7,drug_anchor_not_uniquely_validated
1436,19264,1,drug_anchor_not_uniquely_validated
1443,3438,7,drug_anchor_not_uniquely_validated
1443,3729,7,drug_anchor_not_uniquely_validated
1443,10266,7,drug_anchor_not_uniquely_validated
1445,9253,7,drug_anchor_not_uniquely_validated
1445,10266,7,drug_anchor_not_uniquely_validated
1447,3438,1,drug_anchor_not_uniquely_validated
1448,3477,1,drug_anchor_not_uniquely_validated
1449,3477,1,drug_anchor_not_uniquely_validated
1451,10266,1,drug_anchor_not_uniquely_validated
1455,3477,1,drug_anchor_not_uniquely_validated
1467,13819,7,drug_anchor_not_uniquely_validated
1468,13819,1,drug_anchor_not_uniquely_validated
1469,19733,1,drug_anchor_not_uniquely_validated
1470,3729,1,drug_anchor_not_uniquely_validated
1470,9253,1,drug_anchor_not_uniquely_validated
1470,10266,1,drug_anchor_not_uniquely_validated
1471,9253,7,drug_anchor_not_uniquely_validated
1471,10266,7,drug_anchor_not_uniquely_validated
1473,19793,1,drug_anchor_not_uniquely_validated
1476,19925,1,drug_anchor_not_uniquely_validated
1477,3729,1,drug_anchor_not_uniquely_validated
1478,3438,7,drug_anchor_not_uniquely_validated
1481,10266,1,drug_anchor_not_uniquely_validated
1481,10266,7,drug_anchor_not_uniquely_validated
1482,3414,1,drug_anchor_not_uniquely_validated
1485,10266,1,drug_anchor_not_uniquely_validated
1486,3438,1,drug_anchor_not_uniquely_validated
1486,10266,1,drug_anchor_not_uniquely_validated
1486,13255,1,drug_anchor_not_uniquely_validated
1488,3729,1,drug_anchor_not_uniquely_validated
1490,3890,1,drug_anchor_not_uniquely_validated
1491,3729,7,drug_anchor_not_uniquely_validated
1491,9253,7,drug_anchor_not_uniquely_validated
1491,10266,7,drug_anchor_not_uniquely_validated
1492,3438,1,drug_anchor_not_uniquely_validated
1492,10266,1,drug_anchor_not_uniquely_validated
1492,10934,1,drug_anchor_not_uniquely_validated
1492,13255,1,drug_anchor_not_uniquely_validated
1496,24013,1,drug_anchor_not_uniquely_validated
1497,10266,7,drug_anchor_not_uniquely_validated
1497,13255,7,drug_anchor_not_uniquely_validated
1498,3438,1,drug_anchor_not_uniquely_validated
1498,3438,7,drug_anchor_not_uniquely_validated
1498,3477,1,drug_anchor_not_uniquely_validated
1498,3477,7,drug_anchor_not_uniquely_validated
1499,3414,7,drug_anchor_not_uniquely_validated
1499,3438,7,drug_anchor_not_uniquely_validated
1500,31150,7,drug_anchor_not_uniquely_validated
1504,3438,1,drug_anchor_not_uniquely_validated
1505,3438,7,drug_anchor_not_uniquely_validated
1505,10266,7,drug_anchor_not_uniquely_validated
1506,3438,1,drug_anchor_not_uniquely_validated
1506,3438,7,drug_anchor_not_uniquely_validated
1507,3438,7,drug_anchor_not_uniquely_validated
1507,3729,1,drug_anchor_not_uniquely_validated
1508,3438,7,drug_anchor_not_uniquely_validated
1510,3438,1,drug_anchor_not_uniquely_validated
1510,3438,7,drug_anchor_not_uniquely_validated
1510,10266,1,drug_anchor_not_uniquely_validated
1510,10266,7,drug_anchor_not_uniquely_validated
1511,3438,7,drug_anchor_not_uniquely_validated
1511,28973,7,drug_anchor_not_uniquely_validated
1512,3438,7,drug_anchor_not_uniquely_validated
1513,3438,7,drug_anchor_not_uniquely_validated
1513,3729,7,drug_anchor_not_uniquely_validated
1513,10266,7,drug_anchor_not_uniquely_validated
1514,3438,1,drug_anchor_not_uniquely_validated
1515,3438,1,drug_anchor_not_uniquely_validated
1516,3438,1,drug_anchor_not_uniquely_validated
1517,3438,1,drug_anchor_not_uniquely_validated
1518,3729,1,drug_anchor_not_uniquely_validated
1519,3438,1,drug_anchor_not_uniquely_validated
1519,3729,1,drug_anchor_not_uniquely_validated
1519,10266,1,drug_anchor_not_uniquely_validated
1522,10266,1,drug_anchor_not_uniquely_validated
1523,10266,7,drug_anchor_not_uniquely_validated
1525,10266,1,drug_anchor_not_uniquely_validated
1526,13255,1,drug_anchor_not_uniquely_validated
1526,13255,7,drug_anchor_not_uniquely_validated
1529,3477,7,drug_anchor_not_uniquely_validated
1533,3438,7,drug_anchor_not_uniquely_validated
1533,28973,7,drug_anchor_not_uniquely_validated
1536,3477,1,drug_anchor_not_uniquely_validated
1537,3477,1,drug_anchor_not_uniquely_validated
1538,3414,1,drug_anchor_not_uniquely_validated
1539,10266,1,drug_anchor_not_uniquely_validated
1539,10266,7,drug_anchor_not_uniquely_validated
1540,3477,1,drug_anchor_not_uniquely_validated
1541,3890,1,drug_anchor_not_uniquely_validated
1547,10266,1,drug_anchor_not_uniquely_validated
1551,10266,1,drug_anchor_not_uniquely_validated
1551,13255,1,drug_anchor_not_uniquely_validated
1553,3477,1,drug_anchor_not_uniquely_validated
1555,3477,1,drug_anchor_not_uniquely_validated
1557,10266,1,drug_anchor_not_uniquely_validated
1560,13255,1,drug_anchor_not_uniquely_validated
1564,3729,1,drug_anchor_not_uniquely_validated
1565,3729,1,drug_anchor_not_uniquely_validated
1566,3414,1,drug_anchor_not_uniquely_validated
1579,3414,7,drug_anchor_not_uniquely_validated
1579,3729,7,drug_anchor_not_uniquely_validated
1580,3477,1,drug_anchor_not_uniquely_validated
1580,3729,1,drug_anchor_not_uniquely_validated
1581,3438,1,drug_anchor_not_uniquely_validated
1581,10266,1,drug_anchor_not_uniquely_validated
1583,3729,7,drug_anchor_not_uniquely_validated
1583,20787,7,drug_anchor_not_uniquely_validated
1584,13255,1,drug_anchor_not_uniquely_validated
1585,21853,1,drug_anchor_not_uniquely_validated
1586,3438,1,drug_anchor_not_uniquely_validated
1590,10266,1,drug_anchor_not_uniquely_validated
1593,3477,1,drug_anchor_not_uniquely_validated
1594,3477,1,drug_anchor_not_uniquely_validated
1595,3438,1,drug_anchor_not_uniquely_validated
1595,10266,1,drug_anchor_not_uniquely_validated
1595,10934,1,drug_anchor_not_uniquely_validated
1595,13255,1,drug_anchor_not_uniquely_validated
1597,10266,7,drug_anchor_not_uniquely_validated
1599,3477,7,drug_anchor_not_uniquely_validated
1600,10266,7,drug_anchor_not_uniquely_validated
1604,28973,1,drug_anchor_not_uniquely_validated
1605,28973,7,drug_anchor_not_uniquely_validated
