legacy_anchor_drug_id,legacy_anchor_drug_name,term_kind,legacy_synonym_id,normalized_surface_form,match_count,rxnorm_mapping_status,rxnorm_mapping_rule,matched_rxcuis,matched_ttys,concept_classes,default_rule,quarantine_reason,assigned_rxcuis
27245,pyrrolnitrin,synonym,54660,pirrolnitrina,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27246,pyrroloquinoline quinone,anchor,,pyrroloquinoline quinone,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27249,pyruvamide,anchor,,pyruvamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27251,pyruvate kinase activator,anchor,,pyruvate kinase activator,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27252,pyruvate kinase inhibitor tln-232,anchor,,pyruvate kinase inhibitor tln-232,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27252,pyruvate kinase inhibitor tln-232,synonym,22814,cap-232,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27253,pyruvate kinase-r activator ag-946,anchor,,pyruvate kinase-r activator ag-946,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27253,pyruvate kinase-r activator ag-946,synonym,13102,ag 946,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27253,pyruvate kinase-r activator ag-946,synonym,13123,ag-946,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27253,pyruvate kinase-r activator ag-946,synonym,13141,ag946,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27253,pyruvate kinase-r activator ag-946,synonym,54722,pk-r activator ag-946,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27253,pyruvate kinase-r activator ag-946,synonym,54734,pkr activator ag-946,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27256,pyrvinium chloride,anchor,,pyrvinium chloride,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27258,pytamine,anchor,,pytamine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27258,pytamine,synonym,56761,pytaminum,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27259,pyx-201,anchor,,pyx-201,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27259,pyx-201,synonym,15965,anti-edb adc pyx-201,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27259,pyx-201,synonym,15966,anti-edb antibody-drug conjugate pyx-201,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27259,pyx-201,synonym,15967,anti-edb+ fn antibody-drug conjugate pyx-201,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27259,pyx-201,synonym,15968,anti-edb-fn antibody-drug conjugate pyx-201,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27259,pyx-201,synonym,56762,pyx 201,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27259,pyx-201,synonym,56763,pyx201,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27260,pz-128,anchor,,pz-128,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27261,pzm21,anchor,,pzm21,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27262,q-derp1,anchor,,q-derp1,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27263,qarziba,anchor,,qarziba,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27264,qav-680,anchor,,qav-680,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27265,qazcovid-in,anchor,,qazcovid-in,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27266,qgc-001,anchor,,qgc-001,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27267,qiftrim,anchor,,qiftrim,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27268,qiftrin,anchor,,qiftrin,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,anchor,,ql1706,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,16340,anti-pd-1/anti-ctla-4 monoclonal antibody mixture psb205,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,16353,anti-pd-1/ctla-4 mabpair psb205,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,16428,anti-pd1/anti-ctla4 antibody mixture psb205,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,16429,anti-pd1/anti-ctla4 antibody mixture ql1706,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,16434,anti-pd1/ctla4 antibodies psb205,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,20589,bifunctional mabpair product psb205,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,40642,iparomlimab/tuvonralimab,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,56336,psb 205,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,56338,psb-205,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,56340,psb205,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,56825,ql 1706,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27270,ql1706,synonym,56828,ql-1706,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,anchor,,qn-302,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,5396,"2,7-bis(3-morpholinopropyl)-4-((2-(pyrrolidin-1-yl)ethyl)amino)-9-(4-(pyrrolidin-1-ylmethyl)phenyl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-tetraone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,22863,capsase-9-pp2a interaction inhibitor pep-010,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,22864,capsase-9/pp2a interaction interfering peptide pep-010,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,24042,cell penetrating and capsase-9/pp2a interaction interfering peptide pep-010,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,24043,cell penetrating and interfering peptide pep-010,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,34784,g-quadruplex-selective transcription inhibitor qn-302,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,34802,g4 transcription inhibitor qn-302,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,53478,pep 010,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,53483,pep-010,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,53491,pep010,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,56857,qn 302,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,56862,qn302,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,61897,sop 1812,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,61898,sop-1812,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27271,qn-302,synonym,61899,sop1812,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27272,qr-1123,anchor,,qr-1123,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27273,qr-313,anchor,,qr-313,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27273,qr-313,synonym,56457,ptw-002,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27273,qr-313,synonym,56863,qr 313,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27273,qr-313,synonym,56864,qr313,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27273,qr-313,synonym,56865,qrx-313,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27274,qr-333,anchor,,qr-333,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27275,qr-334,anchor,,qr-334,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27276,qrx-411,anchor,,qrx-411,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27278,qtervaxia,anchor,,qtervaxia,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27279,quabodepistat,anchor,,quabodepistat,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27279,quabodepistat,synonym,5063,"2(1h)-quinolinone, 5-(((3r,4r)-1-(4-chloro-2,6-difluorophenyl)-3,4-dihydroxy-4-piperidinyl)methoxy)-8-fluoro-3,4-dihydro-",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27279,quabodepistat,synonym,9234,"5-(((3r,4r)-1-(4-chloro-2,6-difluorophenyl)-3,4-dihydroxypiperidin-4-yl)methoxy)-8-fluoro-3,4-dihydroquinolin-2(1h)-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27279,quabodepistat,synonym,9780,"5-{[(3r,4r)-1-(4-chloro-2,6-difluorophenyl)-3,4-dihydroxypiperidin-4-yl]methoxy}-8-fluoro-3,4-dihydroquinolin-2(1h)-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27280,quadazocine,anchor,,quadazocine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27281,quadazocine mesylate,anchor,,quadazocine mesylate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27282,quadrakine,anchor,,quadrakine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27287,quaratusugene ozeplasmid,anchor,,quaratusugene ozeplasmid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27287,quaratusugene ozeplasmid,synonym,36122,gpx 001,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27287,quaratusugene ozeplasmid,synonym,36123,gpx-001,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27287,quaratusugene ozeplasmid,synonym,36125,gpx001,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27287,quaratusugene ozeplasmid,synonym,40119,ingn 401,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27287,quaratusugene ozeplasmid,synonym,58001,reqorsa,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,anchor,,quarfloxin,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,7917,"3h-benzo(b)pyrido(3,2,1-kl)phenoxazine-2-carboxamide, 5-fluoro-n-(2-((2s)- 1-methyl-2-pyrrolidinyl)ethyl)-3-oxo-6-(3-pyrazinyl-1-pyrrolidinyl)-",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,9570,"5-fluoro-n-(2-((2s)-1-methylpyrrolidin-2-yl)ethyl)-3-oxo-6-(3-(pyrazin-2- yl)pyrrolidin-1-yl)-3h-benzo(b)pyrido(3,2,1-kl)phenoxazine-2-carboxamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,27449,cx 3543,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,27460,cx-3543,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,27470,cx3543,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,41073,itarnafloxin,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,41074,itarnafloxina,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,41075,itarnafloxine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,41076,itarnafloxinum,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27288,quarfloxin,synonym,56883,quarfloxacin,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27289,quassia,anchor,,quassia,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27289,quassia,synonym,56885,quassia amara,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27289,quassia,synonym,56886,quassia amara wood,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27289,quassia,synonym,63109,surinam quassia wood,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27290,quatacaine,anchor,,quatacaine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27291,quaternary ammonium polyethylenimine nanoparticles,anchor,,quaternary ammonium polyethylenimine nanoparticles,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27291,quaternary ammonium polyethylenimine nanoparticles,synonym,56796,qa-pei nanoparticles,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27295,quavonlimab,anchor,,quavonlimab,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27297,quazinone,anchor,,quazinone,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27297,quazinone,synonym,28450,dazonone,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27297,quazinone,synonym,58736,ro 13-6438,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27298,quazodine,anchor,,quazodine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27299,quazolast,anchor,,quazolast,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27300,quazomotide,anchor,,quazomotide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27301,quemliclustat,anchor,,quemliclustat,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27301,quemliclustat,synonym,11490,ab 680,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27301,quemliclustat,synonym,11511,ab-680,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27301,quemliclustat,synonym,11528,ab680,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27301,quemliclustat,synonym,23735,cd73 inhibitor ab680,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27303,quercetin dihydrate,anchor,,quercetin dihydrate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27304,quercetin-3'-o-phosphate,anchor,,quercetin-3'-o-phosphate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27305,quercetin/rye flower pollen/bromelain/papain supplement,anchor,,quercetin/rye flower pollen/bromelain/papain supplement,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27305,quercetin/rye flower pollen/bromelain/papain supplement,synonym,56789,q-urol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27305,quercetin/rye flower pollen/bromelain/papain supplement,synonym,56909,quercetin/bromelain/rye flower pollen extract/papain supplement,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27306,quercetin/saw palmetto/cranberry/bromelain/papain/zinc supplement,anchor,,quercetin/saw palmetto/cranberry/bromelain/papain/zinc supplement,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27306,quercetin/saw palmetto/cranberry/bromelain/papain/zinc supplement,synonym,56106,prosta-q,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27307,quercus acutissima whole,anchor,,quercus acutissima whole,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27307,quercus acutissima whole,synonym,56912,quercus acutissima,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27307,quercus acutissima whole,synonym,60062,sawtooth oak whole,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27309,quercus alba pollen,anchor,,quercus alba pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27316,quercus muehlenbergii pollen,anchor,,quercus muehlenbergii pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27316,quercus muehlenbergii pollen,synonym,24589,chinkapin oak pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27316,quercus muehlenbergii pollen,synonym,56911,quercus acuminata pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27316,quercus muehlenbergii pollen,synonym,56913,quercus alexanderi pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27316,quercus muehlenbergii pollen,synonym,56914,quercus brayi pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27316,quercus muehlenbergii pollen,synonym,56915,quercus castanea pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27319,quercus rubra pollen,anchor,,quercus rubra pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27322,quercus virginiana pollen,anchor,,quercus virginiana pollen,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27325,queuine,anchor,,queuine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27325,queuine,synonym,10483,"7-(3,4-trans-4,5-cis-dihydroxy-1-cyclopenten-3-ylaminomethyl)-7-deazaguanine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27325,queuine,synonym,19089,base q,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27325,queuine,synonym,56780,q base,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27326,quifenadine,anchor,,quifenadine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27327,quiflapon,anchor,,quiflapon,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27327,quiflapon,synonym,4874,"1h-indene-2-ethanamine, n,n-dimethyl-3-(1-(2-pyridinyl)ethyl)-",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27327,quiflapon,synonym,7407,"3-(tert-butylthio)-1-(p-chlorobenzyl)-alpha,alpha-dimethyl-5-(2-quinolylmethoxy)indole-2-propionate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27327,quiflapon,synonym,42181,"l-686,708",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27327,quiflapon,synonym,46774,mk 0591,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27328,quiflapon sodium,anchor,,quiflapon sodium,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27329,quilizumab,anchor,,quilizumab,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27329,quilizumab,synonym,45446,memp1972a,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27330,quillaja saponaria bark,anchor,,quillaja saponaria bark,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27330,quillaja saponaria bark,synonym,52631,panama bark extract,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27330,quillaja saponaria bark,synonym,56925,quillay bark extract,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27330,quillaja saponaria bark,synonym,61560,soap tree bark,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27331,quillifoline,anchor,,quillifoline,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27332,quilostigmine,anchor,,quilostigmine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27332,quilostigmine,synonym,5055,"2(1h)-isoquinolinecarboxylic acid, 3,4-dihydro-,1,2,3,3a,8,8a-hexahydro-1,3a,8-trimethylpyrrolo(2,3-b)indol-5-yl ester, (3as-cis)",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27332,quilostigmine,synonym,50770,nxx 066,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27333,quilseconazole,anchor,,quilseconazole,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27333,quilseconazole,synonym,6664,"2-pyridineethanol, .alpha.-(2,4-difluorophenyl)-.beta.,.beta.-difluoro-.alpha.-(1h-tetrazol-1-ylmethyl)-5-(4-(trifluoromethoxy)phenyl)-, (.alpha.r)-",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27334,quimio-ped,anchor,,quimio-ped,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27335,quimiofran,anchor,,quimiofran,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27336,quinacainol,anchor,,quinacainol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27337,quinacillin,anchor,,quinacillin,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27339,quinacrine mustard,anchor,,quinacrine mustard,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27341,quinaldic acid,anchor,,quinaldic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27342,quinalizarin,anchor,,quinalizarin,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27342,quinalizarin,synonym,2749,"1,2,5,8-tetrahydroxyanthracene-9,10-dione",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27342,quinalizarin,synonym,2982,"1,4,5,6-tetrahydroxyanthraquinone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27342,quinalizarin,synonym,13616,alizarinbordeaux,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27342,quinalizarin,synonym,13617,alizarine bordeaux b,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27343,quinalphos,anchor,,quinalphos,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27344,quinamed,anchor,,quinamed,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27347,quinazosin,anchor,,quinazosin,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27348,quinazosin hydrochloride,anchor,,quinazosin hydrochloride,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27349,quinbolone,anchor,,quinbolone,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27350,quincarbate,anchor,,quincarbate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27351,quinconazole,anchor,,quinconazole,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27351,quinconazole,synonym,7253,"3-(2,4-dichlorophenyl)-2-(1h-1,2,4-triazol-1-yl)-4(3h)-quinazolinone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27351,quinconazole,synonym,7254,"3-(2,4-dichlorophenyl)-2-(1h-1,2,4-triazol-1-yl)-quinazolin-4(3h)-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27352,quindonium bromide,anchor,,quindonium bromide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27353,quindoxin,anchor,,quindoxin,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27353,quindoxin,synonym,38962,ici 8173,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27353,quindoxin,synonym,56975,"quinoxaline 1,4-di-n-oxide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27353,quindoxin,synonym,56976,quinoxaline dioxide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27353,quindoxin,synonym,67224,usaf h-1,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27354,quinelorane,anchor,,quinelorane,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27355,quinelorane hydrochloride,anchor,,quinelorane hydrochloride,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27359,quinetolate,anchor,,quinetolate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27360,quinezamide,anchor,,quinezamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27362,quingestanol,anchor,,quingestanol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
27363,quingestanol acetate,anchor,,quingestanol acetate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
