legacy_anchor_drug_id,canonical_rxcui,canonical_name,canonical_tty,default_rule
359,2169961,(4-(trifluoromethoxy)phenyl)urea,IN,direct_anchor_exact_rxnorm
379,28730,limonene,IN,unique_convergent_term_evidence
606,1487139,"1,1,2,2-tetrafluoroethane",IN,direct_anchor_exact_rxnorm
607,1872047,o-phenanthroline,IN,unique_convergent_term_evidence
615,1362577,"1,2,6-hexanetriol",IN,direct_anchor_exact_rxnorm
619,1367191,"1,2-dibromo-3-chloropropane",IN,direct_anchor_exact_rxnorm
629,1426933,"1,2-distearoyllecithin",IN,direct_anchor_exact_rxnorm
631,1549115,"1,2-docosahexanoyl-sn-glycero-3-phosphoserine",IN,direct_anchor_exact_rxnorm
633,1362584,"1,2-hexanediol",IN,direct_anchor_exact_rxnorm
634,1549117,"1,2-icosapentoyl-sn-glycero-3-phosphoserine",IN,direct_anchor_exact_rxnorm
643,2385341,"1,3-bis((1-methylethyl)amino)propan-2-ol",IN,direct_anchor_exact_rxnorm
646,2548035,"1,3-butadiene",IN,direct_anchor_exact_rxnorm
654,1363030,"1,3-propanediol",IN,direct_anchor_exact_rxnorm
656,319868,"1,4-benzoquinone",IN,direct_anchor_exact_rxnorm
660,2383534,dioxane,IN,unique_convergent_term_evidence
729,1591920,1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphocholine,IN,direct_anchor_exact_rxnorm
730,1591921,1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphoethanolamine,IN,direct_anchor_exact_rxnorm
799,2469243,1-chloro-2-methyl-1-propene,IN,direct_anchor_exact_rxnorm
814,1362875,dodecanol,IN,unique_convergent_term_evidence
852,1440971,1-palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),IN,direct_anchor_exact_rxnorm
958,2642189,2'-deoxyadenosine,IN,direct_anchor_exact_rxnorm
963,2642210,2'-deoxyguanosine,IN,direct_anchor_exact_rxnorm
975,1733688,2'-fucosyllactose,IN,direct_anchor_exact_rxnorm
985,1306112,"2,2'-dithiobisbenzothiazole",IN,unique_convergent_term_evidence
990,2267021,"2,2-bis(4-hydroxy-3-tert-butylphenyl)propane",IN,direct_anchor_exact_rxnorm
1005,2288812,"2,3-dichloro-5,6-dicyanobenzoquinone",IN,direct_anchor_exact_rxnorm
1012,1546352,"2,3-dimercapto-1-propanesulfonic acid",IN,direct_anchor_exact_rxnorm
1167,1428832,2-(l-menthoxy)ethanol,IN,direct_anchor_exact_rxnorm
1170,2360130,2-(n-morpholino)ethanesulfonic acid,IN,direct_anchor_exact_rxnorm
1289,1665683,2-amino-5-nitrothiazole,IN,direct_anchor_exact_rxnorm
1308,1740241,2-aminophenol,IN,direct_anchor_exact_rxnorm
1328,2286250,"2-chloro-4,5-dimethylphenol",IN,direct_anchor_exact_rxnorm
1359,1733674,2-deoxyglucose,IN,direct_anchor_exact_rxnorm
1361,1314365,2-ethoxyethanol,IN,direct_anchor_exact_rxnorm
1363,1546353,2-ethylhexyl 4-phenylbenzophenone-2'-carboxylate,IN,direct_anchor_exact_rxnorm
1364,1313732,2-ethylhexyl benzoate,IN,direct_anchor_exact_rxnorm
1391,1362692,2-hydroxyethyl methacrylate,IN,direct_anchor_exact_rxnorm
1404,1358845,2-mercaptobenzothiazole,IN,direct_anchor_exact_rxnorm
1423,2372437,2-nitropropane,IN,direct_anchor_exact_rxnorm
1431,2533837,2-octyl cyanoacrylate,IN,direct_anchor_exact_rxnorm
1482,1894,calcitriol,IN,direct_anchor_exact_rxnorm
1514,1603521,"3,3'-diindolylmethane",IN,direct_anchor_exact_rxnorm
2097,15027,4-dimethylaminophenol,IN,direct_anchor_exact_rxnorm
2120,1649527,4-hydroxybenzoic acid,IN,direct_anchor_exact_rxnorm
2298,2692023,4-methyl-5-thiazoleethanol,IN,unique_convergent_term_evidence
2473,15850,5-methyl-8-hydroxyquinoline,IN,direct_anchor_exact_rxnorm
2480,1313966,5-methyltetrahydrofolic acid,IN,direct_anchor_exact_rxnorm
2675,1990418,7-aminodesacetoxycephalosporanic acid,IN,direct_anchor_exact_rxnorm
2731,,,,ambiguous_legacy_anchor_evidence
2733,1722234,8-epi-cyanocobalamin,IN,direct_anchor_exact_rxnorm
2744,10122,strontium,IN,direct_anchor_exact_rxnorm
2909,190521,abacavir,IN,direct_anchor_exact_rxnorm
2916,1921069,abaloparatide,IN,direct_anchor_exact_rxnorm
2918,2475532,abametapir,IN,direct_anchor_exact_rxnorm
2921,301739,abarelix,IN,direct_anchor_exact_rxnorm
2922,614391,abatacept,IN,direct_anchor_exact_rxnorm
2931,83929,abciximab,IN,direct_anchor_exact_rxnorm
2934,2536430,idecabtagene vicleucel,IN,direct_anchor_exact_rxnorm
2939,1946825,abemaciclib,IN,direct_anchor_exact_rxnorm
2945,1311600,abetimus,IN,direct_anchor_exact_rxnorm
2946,1311600,abetimus,IN,direct_anchor_exact_rxnorm
2951,1540882,glycolide,IN,unique_convergent_term_evidence
2953,89013,aripiprazole,IN,direct_anchor_exact_rxnorm
2964,1100072,abiraterone,IN,direct_anchor_exact_rxnorm
2982,56946,paclitaxel,IN,direct_anchor_exact_rxnorm
2986,2591476,abrocitinib,IN,direct_anchor_exact_rxnorm
2993,6064,isotretinoin,IN,direct_anchor_exact_rxnorm
3019,905301,arabic gum allergenic extract,IN,unique_convergent_term_evidence
3020,895353,cootamundra wattle pollen extract,IN,unique_convergent_term_evidence
3025,1986808,acalabrutinib,IN,direct_anchor_exact_rxnorm
3027,82819,acamprosate,IN,direct_anchor_exact_rxnorm
3028,82819,acamprosate,IN,direct_anchor_exact_rxnorm
3031,16681,acarbose,IN,direct_anchor_exact_rxnorm
3042,149,acebutolol,IN,direct_anchor_exact_rxnorm
3043,149,acebutolol,IN,direct_anchor_exact_rxnorm
3046,16688,acecarbromal,IN,direct_anchor_exact_rxnorm
3047,2721766,aceclidine,IN,direct_anchor_exact_rxnorm
3048,2721766,aceclidine,IN,direct_anchor_exact_rxnorm
3050,16689,aceclofenac,IN,direct_anchor_exact_rxnorm
3060,1426379,aceglutamide,IN,direct_anchor_exact_rxnorm
3061,1426379,aceglutamide,IN,direct_anchor_exact_rxnorm
3063,1426875,acemannan,IN,direct_anchor_exact_rxnorm
3064,16695,acemetacin,IN,direct_anchor_exact_rxnorm
3065,2613559,aceneuramate,IN,direct_anchor_exact_rxnorm
3066,154,acenocoumarol,IN,direct_anchor_exact_rxnorm
3068,54552,perindopril,IN,direct_anchor_exact_rxnorm
3071,155,acepromazine,IN,direct_anchor_exact_rxnorm
3072,155,acepromazine,IN,direct_anchor_exact_rxnorm
3073,161203,aceprometazine,IN,direct_anchor_exact_rxnorm
3075,851736,coast maple pollen extract,IN,unique_convergent_term_evidence
3076,851740,box elder maple pollen extract,IN,unique_convergent_term_evidence
3079,851874,hard maple pollen extract,IN,unique_convergent_term_evidence
3082,1310546,acesulfame,IN,direct_anchor_exact_rxnorm
3083,1310546,acesulfame,IN,direct_anchor_exact_rxnorm
3084,1311137,acetaldehyde,IN,direct_anchor_exact_rxnorm
3085,2475952,acetamide,IN,direct_anchor_exact_rxnorm
3086,161,acetaminophen,IN,direct_anchor_exact_rxnorm
3093,164,acetate,IN,direct_anchor_exact_rxnorm
3095,167,acetazolamide,IN,direct_anchor_exact_rxnorm
3098,236300,acetiamine,IN,direct_anchor_exact_rxnorm
3099,168,acetic acid,IN,direct_anchor_exact_rxnorm
3100,168,acetic acid,IN,direct_anchor_exact_rxnorm
3102,1370450,acetic anhydride,IN,direct_anchor_exact_rxnorm
3107,173,acetohexamide,IN,direct_anchor_exact_rxnorm
3108,16728,acetohydroxamic acid,IN,direct_anchor_exact_rxnorm
3112,178,acetone,IN,direct_anchor_exact_rxnorm
3114,16735,acetophenazine,IN,direct_anchor_exact_rxnorm
3115,16735,acetophenazine,IN,direct_anchor_exact_rxnorm
3116,2467143,acetophenone,IN,direct_anchor_exact_rxnorm
3121,16784,acetoxolone,IN,direct_anchor_exact_rxnorm
3122,16784,acetoxolone,IN,direct_anchor_exact_rxnorm
3126,1490796,acetyl coenzyme a,IN,direct_anchor_exact_rxnorm
3128,1314329,acetyl hexapeptide-8,IN,unique_convergent_term_evidence
3131,10207,sulfisoxazole,IN,direct_anchor_exact_rxnorm
3134,193,acetylcarnitine,IN,direct_anchor_exact_rxnorm
3135,194,acetylcholine,IN,direct_anchor_exact_rxnorm
3136,194,acetylcholine,IN,direct_anchor_exact_rxnorm
3138,197,acetylcysteine,IN,direct_anchor_exact_rxnorm
3139,197,acetylcysteine,IN,direct_anchor_exact_rxnorm
3140,197,acetylcysteine,IN,direct_anchor_exact_rxnorm
3142,197,acetylcysteine,IN,direct_anchor_exact_rxnorm
3143,132871,acetyldigitoxin,IN,direct_anchor_exact_rxnorm
3147,200,acetylene,IN,direct_anchor_exact_rxnorm
3159,1362881,acetyltributyl citrate,IN,direct_anchor_exact_rxnorm
3162,15978,acexamic acid,IN,direct_anchor_exact_rxnorm
3164,973447,cricket allergenic extract,IN,unique_convergent_term_evidence
3171,114979,rabeprazole,IN,direct_anchor_exact_rxnorm
3172,16817,acipimox,IN,direct_anchor_exact_rxnorm
3176,16818,acitretin,IN,direct_anchor_exact_rxnorm
3184,239,aclarubicin,IN,direct_anchor_exact_rxnorm
3187,1303098,aclidinium,IN,direct_anchor_exact_rxnorm
3188,2205093,aclidinium / formoterol,MIN,direct_anchor_exact_rxnorm
3197,2716801,acoltremon,IN,direct_anchor_exact_rxnorm
3200,1441664,aconitine,IN,direct_anchor_exact_rxnorm
3203,2698312,acoramidis,IN,direct_anchor_exact_rxnorm
3204,2698312,acoramidis,IN,direct_anchor_exact_rxnorm
3205,,,,ambiguous_legacy_anchor_evidence
3218,249,acriflavine,IN,direct_anchor_exact_rxnorm
3220,89729,acrisorcin,IN,direct_anchor_exact_rxnorm
3221,19959,acrivastine,IN,direct_anchor_exact_rxnorm
3227,1368125,acrylamide,IN,direct_anchor_exact_rxnorm
3228,1364500,acrylate,IN,direct_anchor_exact_rxnorm
3236,1442132,macitentan,IN,unique_convergent_term_evidence
3237,612865,tocilizumab,IN,direct_anchor_exact_rxnorm
3242,5882,interferon gamma-1b,IN,direct_anchor_exact_rxnorm
3255,272,activated charcoal,IN,direct_anchor_exact_rxnorm
3261,73056,risedronate,IN,direct_anchor_exact_rxnorm
3267,35827,ketorolac,IN,direct_anchor_exact_rxnorm
3273,281,acyclovir,IN,direct_anchor_exact_rxnorm
3274,281,acyclovir,IN,direct_anchor_exact_rxnorm
3279,3108,dapsone,IN,direct_anchor_exact_rxnorm
3298,2625882,adagrasib,IN,direct_anchor_exact_rxnorm
3299,2262279,crizanlizumab,IN,direct_anchor_exact_rxnorm
3300,327361,adalimumab,IN,direct_anchor_exact_rxnorm
3308,60223,adapalene,IN,direct_anchor_exact_rxnorm
3320,1147320,brentuximab vedotin,IN,direct_anchor_exact_rxnorm
3321,822929,amphetamine aspartate / amphetamine sulfate / dextroamphetamine saccharate / dextroamphetamine sulfate,MIN,direct_anchor_exact_rxnorm
3324,16521,adefovir,IN,direct_anchor_exact_rxnorm
3325,16521,adefovir,IN,direct_anchor_exact_rxnorm
3329,9504,s-adenosylmethionine,IN,unique_convergent_term_evidence
3330,290,adenine,IN,direct_anchor_exact_rxnorm
3331,296,adenosine,IN,direct_anchor_exact_rxnorm
3352,296,adenosine,IN,unique_convergent_term_evidence
3355,318,adenosine triphosphate,IN,direct_anchor_exact_rxnorm
3381,1099937,adenovirus type 7 vaccine live,IN,direct_anchor_exact_rxnorm
3400,333,adiphenine,IN,direct_anchor_exact_rxnorm
3401,333,adiphenine,IN,direct_anchor_exact_rxnorm
3414,,,,ambiguous_legacy_anchor_evidence
3426,45938,adrafinil,IN,direct_anchor_exact_rxnorm
3431,17073,adrenalone,IN,direct_anchor_exact_rxnorm
3432,17073,adrenalone,IN,direct_anchor_exact_rxnorm
3438,,,,ambiguous_legacy_anchor_evidence
3449,4492,fluorouracil,IN,direct_anchor_exact_rxnorm
3451,2644436,nadofaragene firadenovec,IN,direct_anchor_exact_rxnorm
3454,2557217,aducanumab,IN,direct_anchor_exact_rxnorm
3457,42316,tacrolimus,IN,unique_convergent_term_evidence
3463,1358488,danofloxacin,IN,direct_anchor_exact_rxnorm
3468,2670285,"adamts13, recombinant",IN,direct_anchor_exact_rxnorm
3469,974741,mosquito allergenic extract,IN,unique_convergent_term_evidence
3477,,,,ambiguous_legacy_anchor_evidence
3484,2262250,afamelanotide,IN,direct_anchor_exact_rxnorm
3485,2262250,afamelanotide,IN,direct_anchor_exact_rxnorm
3486,2690256,afamitresgene autoleucel,IN,direct_anchor_exact_rxnorm
3489,1430438,afatinib,IN,direct_anchor_exact_rxnorm
3495,2731469,aficamten,IN,direct_anchor_exact_rxnorm
3498,141704,everolimus,IN,direct_anchor_exact_rxnorm
3506,1442093,afoxolaner,IN,direct_anchor_exact_rxnorm
3519,2691830,agalsidase alfa,IN,direct_anchor_exact_rxnorm
3520,338817,agalsidase beta,IN,direct_anchor_exact_rxnorm
3526,1441428,agaric acid,IN,direct_anchor_exact_rxnorm
3528,2108820,agathosma betulina leaf oil,IN,direct_anchor_exact_rxnorm
3529,2665622,agatolimod,IN,direct_anchor_exact_rxnorm
3535,73137,tirofiban,IN,direct_anchor_exact_rxnorm
3539,885183,agkistrodon piscivorus antivenin,IN,direct_anchor_exact_rxnorm
3547,1310102,agrostis gigantea top extract,IN,unique_convergent_term_evidence
3548,1094116,creeping bentgrass pollen extract,IN,unique_convergent_term_evidence
3549,596724,anagrelide,IN,direct_anchor_exact_rxnorm
3571,423,ajmaline,IN,direct_anchor_exact_rxnorm
3577,2671939,eplontersen,IN,unique_convergent_term_evidence
3578,2645240,abiraterone / niraparib,MIN,direct_anchor_exact_rxnorm
3591,6387,lidocaine,IN,direct_anchor_exact_rxnorm
3593,1552342,netupitant / palonosetron,MIN,direct_anchor_exact_rxnorm
3618,426,alanine,IN,direct_anchor_exact_rxnorm
3619,426,alanine,IN,direct_anchor_exact_rxnorm
3621,1359422,alanylglutamine,IN,unique_convergent_term_evidence
3623,141440,alatrofloxacin,IN,direct_anchor_exact_rxnorm
3624,141440,alatrofloxacin,IN,direct_anchor_exact_rxnorm
3628,430,albendazole,IN,direct_anchor_exact_rxnorm
3631,1534763,albiglutide,IN,direct_anchor_exact_rxnorm
3634,317176,"albumin,aggregated",IN,unique_convergent_term_evidence
3636,317177,"albumin,iodinated i-125 serum",IN,unique_convergent_term_evidence
3637,314301,"albumin,iodinated i-131 serum",IN,unique_convergent_term_evidence
3641,435,albuterol,IN,direct_anchor_exact_rxnorm
3642,4249,factor ix,IN,direct_anchor_exact_rxnorm
3648,1000082,alcaftadine,IN,direct_anchor_exact_rxnorm
3649,34905,proparacaine,IN,direct_anchor_exact_rxnorm
3652,108088,alclometasone,IN,direct_anchor_exact_rxnorm
3653,108088,alclometasone,IN,direct_anchor_exact_rxnorm
3654,1305554,alcloxa,IN,direct_anchor_exact_rxnorm
3659,460,alcuronium,IN,direct_anchor_exact_rxnorm
3660,460,alcuronium,IN,direct_anchor_exact_rxnorm
3664,70223,aldesleukin,IN,direct_anchor_exact_rxnorm
3669,23161,aldioxa,IN,direct_anchor_exact_rxnorm
3672,1312358,aldosterone,IN,direct_anchor_exact_rxnorm
3680,1727455,alectinib,IN,direct_anchor_exact_rxnorm
3684,299635,alefacept,IN,direct_anchor_exact_rxnorm
3688,117055,alemtuzumab,IN,direct_anchor_exact_rxnorm
3708,46041,alendronate,IN,direct_anchor_exact_rxnorm
3709,46041,alendronate,IN,direct_anchor_exact_rxnorm
3728,7258,naproxen,IN,direct_anchor_exact_rxnorm
3729,,,,ambiguous_legacy_anchor_evidence
3731,644634,alexitol,IN,direct_anchor_exact_rxnorm
3734,12062,alfacalcidol,IN,direct_anchor_exact_rxnorm
3740,1926478,alfatradiol,IN,direct_anchor_exact_rxnorm
3741,1544577,alfaxalone,IN,direct_anchor_exact_rxnorm
3742,480,alfentanil,IN,direct_anchor_exact_rxnorm
3748,17300,alfuzosin,IN,direct_anchor_exact_rxnorm
3751,595,algestone,IN,direct_anchor_exact_rxnorm
3753,17305,alginic acid,IN,direct_anchor_exact_rxnorm
3754,46049,alglucerase,IN,direct_anchor_exact_rxnorm
3755,629565,alglucosidase alfa,IN,direct_anchor_exact_rxnorm
3757,2708333,concizumab,IN,direct_anchor_exact_rxnorm
3758,236219,alibendol,IN,direct_anchor_exact_rxnorm
3770,10825,trimeprazine,IN,unique_convergent_term_evidence
3771,68446,pemetrexed,IN,direct_anchor_exact_rxnorm
3778,1945077,copanlisib,IN,direct_anchor_exact_rxnorm
3780,1659152,alirocumab,IN,direct_anchor_exact_rxnorm
3783,325646,aliskiren,IN,direct_anchor_exact_rxnorm
3784,325646,aliskiren,IN,direct_anchor_exact_rxnorm
3789,81864,alitretinoin,IN,direct_anchor_exact_rxnorm
3790,17311,alizapride,IN,direct_anchor_exact_rxnorm
3805,6718,melphalan,IN,direct_anchor_exact_rxnorm
3813,10753,tretinoin,IN,unique_convergent_term_evidence
3815,508,allantoin,IN,direct_anchor_exact_rxnorm
3816,87636,fexofenadine,IN,direct_anchor_exact_rxnorm
3819,851894,iodine bush pollen extract,IN,unique_convergent_term_evidence
3820,972689,beef liver allergenic extract,IN,unique_convergent_term_evidence
3823,2729790,allicin,IN,direct_anchor_exact_rxnorm
3828,516,allobarbital,IN,direct_anchor_exact_rxnorm
3870,2626471,allogeneic cultured keratinocytes and dermal fibroblasts in murine collagen,IN,direct_anchor_exact_rxnorm
3887,2626460,allogeneic processed thymus tissue,IN,direct_anchor_exact_rxnorm
3894,2700761,allogenic bone-marrow-derived mesenchymal stem cells,IN,unique_convergent_term_evidence
3899,17354,alloin,IN,direct_anchor_exact_rxnorm
3902,519,allopurinol,IN,direct_anchor_exact_rxnorm
3911,17376,allyl sulfide,IN,direct_anchor_exact_rxnorm
3915,525,allylestrenol,IN,direct_anchor_exact_rxnorm
3918,1318494,allylthiourea,IN,direct_anchor_exact_rxnorm
3929,17387,alminoprofen,IN,direct_anchor_exact_rxnorm
3930,528,almitrine,IN,direct_anchor_exact_rxnorm
3931,528,almitrine,IN,direct_anchor_exact_rxnorm
3935,279645,almotriptan,IN,direct_anchor_exact_rxnorm
3936,279645,almotriptan,IN,direct_anchor_exact_rxnorm
3944,1441543,alnus glutinosa bark extract,IN,unique_convergent_term_evidence
3945,851902,tag alder pollen extract,IN,unique_convergent_term_evidence
3946,851910,white alder pollen extract,IN,unique_convergent_term_evidence
3947,851914,red alder pollen extract,IN,unique_convergent_term_evidence
3950,31563,nedocromil,IN,direct_anchor_exact_rxnorm
3951,1309503,aloe ferox leaf preparation,IN,unique_convergent_term_evidence
3952,1309199,aloe vera flower extract,IN,unique_convergent_term_evidence
3953,1306128,aloe vera leaf extract,IN,unique_convergent_term_evidence
3954,1739980,aloe vera leaf polysaccharides,IN,direct_anchor_exact_rxnorm
3960,1368001,alogliptin,IN,direct_anchor_exact_rxnorm
3961,1368001,alogliptin,IN,direct_anchor_exact_rxnorm
3962,17392,aloglutamol,IN,direct_anchor_exact_rxnorm
3967,519,allopurinol,IN,direct_anchor_exact_rxnorm
3969,85248,alosetron,IN,direct_anchor_exact_rxnorm
3970,85248,alosetron,IN,direct_anchor_exact_rxnorm
3974,70561,palonosetron,IN,unique_convergent_term_evidence
3975,17393,aloxiprin,IN,direct_anchor_exact_rxnorm
3978,2169285,alpelisib,IN,direct_anchor_exact_rxnorm
3985,1952,camphor,IN,direct_anchor_exact_rxnorm
3990,535,alpha 1-antitrypsin,IN,unique_convergent_term_evidence
3994,1311606,amyl cinnamal,IN,unique_convergent_term_evidence
3996,1363429,alpha-arbutin,IN,direct_anchor_exact_rxnorm
4011,1800492,alpha-d-glucopyranose,IN,direct_anchor_exact_rxnorm
4038,595958,linolenate,IN,unique_convergent_term_evidence
4052,2362183,alpha-pinene,IN,direct_anchor_exact_rxnorm
4056,1371307,alpha-terpineol,IN,direct_anchor_exact_rxnorm
4057,11256,vitamin e,IN,unique_convergent_term_evidence
4058,11256,vitamin e,IN,direct_anchor_exact_rxnorm
4059,1995482,alpha-tocopheryloxyacetate,IN,direct_anchor_exact_rxnorm
4062,134615,brimonidine,IN,direct_anchor_exact_rxnorm
4065,226623,factor viii / von willebrand factor,MIN,direct_anchor_exact_rxnorm
4066,4249,factor ix,IN,direct_anchor_exact_rxnorm
4067,594,alphaprodine,IN,direct_anchor_exact_rxnorm
4068,594,alphaprodine,IN,direct_anchor_exact_rxnorm
4069,1546450,radium,IN,unique_convergent_term_evidence
4073,1307832,alpinia officinarum leaf extract,IN,unique_convergent_term_evidence
4077,596,alprazolam,IN,direct_anchor_exact_rxnorm
4078,597,alprenolol,IN,direct_anchor_exact_rxnorm
4079,597,alprenolol,IN,direct_anchor_exact_rxnorm
4081,1535944,coagulation factor ix recombinant immunoglobulin g1 fusion protein,IN,direct_anchor_exact_rxnorm
4082,598,alprostadil,IN,direct_anchor_exact_rxnorm
4102,8410,alteplase,IN,direct_anchor_exact_rxnorm
4105,17599,althiazide,IN,direct_anchor_exact_rxnorm
4110,1314612,altrenogest,IN,direct_anchor_exact_rxnorm
4111,5296,altretamine,IN,direct_anchor_exact_rxnorm
4118,1311504,aluminum,IN,unique_convergent_term_evidence
4122,23162,dihydroxyaluminum aminoacetate,IN,unique_convergent_term_evidence
4125,17618,aluminum phosphate,IN,unique_convergent_term_evidence
4126,46243,aluminum stearate,IN,unique_convergent_term_evidence
4127,17609,aluminum acetate,IN,direct_anchor_exact_rxnorm
4128,1546162,aluminum cation,IN,direct_anchor_exact_rxnorm
4129,46241,aluminum chloride,IN,direct_anchor_exact_rxnorm
4130,17610,aluminum chlorohydrate,IN,direct_anchor_exact_rxnorm
4131,1313224,aluminum chlorohydrex propylene glycol,IN,direct_anchor_exact_rxnorm
4132,618272,flufenamate,IN,direct_anchor_exact_rxnorm
4133,612,aluminum hydroxide,IN,direct_anchor_exact_rxnorm
4136,615,aluminum oxide,IN,direct_anchor_exact_rxnorm
4137,543375,aluminum sesquichlorohydrate,IN,direct_anchor_exact_rxnorm
4138,235461,aluminum subacetate,IN,direct_anchor_exact_rxnorm
4139,17621,aluminum sulfate,IN,direct_anchor_exact_rxnorm
4140,1306096,aluminum zirconium octachlorohydrex gly,IN,direct_anchor_exact_rxnorm
4141,1306097,aluminum zirconium pentachlorohydrate,IN,direct_anchor_exact_rxnorm
4142,1305899,aluminum zirconium pentachlorohydrex gly,IN,direct_anchor_exact_rxnorm
4143,1305896,aluminum zirconium tetrachlorohydrex gly,IN,direct_anchor_exact_rxnorm
4144,1370425,aluminum zirconium trichlorohydrex gly,IN,direct_anchor_exact_rxnorm
4146,1921217,brigatinib,IN,direct_anchor_exact_rxnorm
4156,17627,alverine,IN,direct_anchor_exact_rxnorm
4157,17627,alverine,IN,direct_anchor_exact_rxnorm
4161,480639,alvimopan,IN,direct_anchor_exact_rxnorm
4165,253337,bevacizumab,IN,direct_anchor_exact_rxnorm
4171,620,amantadine,IN,direct_anchor_exact_rxnorm
4174,1363561,amaranthus hybridus pollen extract,IN,unique_convergent_term_evidence
4175,851926,careless weed pollen extract,IN,unique_convergent_term_evidence
4178,895919,spiny pigweed pollen extract,IN,unique_convergent_term_evidence
4179,851934,western waterhemp pollen extract,IN,unique_convergent_term_evidence
4186,623,ambenonium,IN,direct_anchor_exact_rxnorm
4187,623,ambenonium,IN,direct_anchor_exact_rxnorm
4190,1311393,amber,IN,direct_anchor_exact_rxnorm
4192,358274,ambrisentan,IN,direct_anchor_exact_rxnorm
4193,851938,false ragweed pollen extract,IN,unique_convergent_term_evidence
4194,851942,canyon ragweed pollen extract,IN,unique_convergent_term_evidence
4195,896135,short ragweed pollen extract,IN,unique_convergent_term_evidence
4196,885750,southern ragweed pollen extract,IN,unique_convergent_term_evidence
4197,851955,sandbur ragweed pollen extract,IN,unique_convergent_term_evidence
4198,1117083,weakleaf bur ragweed pollen extract,IN,unique_convergent_term_evidence
4199,851969,rabbit bush pollen extract,IN,unique_convergent_term_evidence
4200,851981,desert ragweed pollen extract,IN,unique_convergent_term_evidence
4201,851985,western ragweed pollen extract,IN,unique_convergent_term_evidence
4202,851990,slender ragweed pollen extract,IN,unique_convergent_term_evidence
4203,851998,giant ragweed pollen extract,IN,unique_convergent_term_evidence
4204,625,ambroxol,IN,direct_anchor_exact_rxnorm
4205,625,ambroxol,IN,direct_anchor_exact_rxnorm
4206,625,ambroxol,IN,direct_anchor_exact_rxnorm
4216,17652,amcinonide,IN,direct_anchor_exact_rxnorm
4219,626,amdinocillin,IN,direct_anchor_exact_rxnorm
4259,99,6-aminocaproic acid,IN,direct_anchor_exact_rxnorm
4267,2106338,amifampridine,IN,direct_anchor_exact_rxnorm
4268,2106338,amifampridine,IN,direct_anchor_exact_rxnorm
4273,4126,amifostine,IN,direct_anchor_exact_rxnorm
4275,641,amikacin,IN,direct_anchor_exact_rxnorm
4280,644,amiloride,IN,direct_anchor_exact_rxnorm
4282,1426854,amiloxate,IN,direct_anchor_exact_rxnorm
4283,645,aminacrine,IN,direct_anchor_exact_rxnorm
4284,645,aminacrine,IN,direct_anchor_exact_rxnorm
4287,46276,aminaphthone,IN,direct_anchor_exact_rxnorm
4292,1311153,amino methacrylate copolymer,IN,direct_anchor_exact_rxnorm
4294,,,,ambiguous_legacy_anchor_evidence
4302,677,aminoglutethimide,IN,direct_anchor_exact_rxnorm
4303,,,,ambiguous_legacy_anchor_evidence
4305,683,aminolevulinic acid,IN,direct_anchor_exact_rxnorm
4310,1440266,aminometradine,IN,direct_anchor_exact_rxnorm
4312,1006397,aminopentamide,IN,direct_anchor_exact_rxnorm
4316,695,aminopyrine,IN,unique_convergent_term_evidence
4319,689,aminophylline,IN,direct_anchor_exact_rxnorm
4320,689,aminophylline,IN,direct_anchor_exact_rxnorm
4321,2462496,aminopromazine,IN,direct_anchor_exact_rxnorm
4323,1440268,aminopropazine fumarate,IN,direct_anchor_exact_rxnorm
4324,1440264,aminopterin,IN,direct_anchor_exact_rxnorm
4326,17747,aminoquinuride,IN,direct_anchor_exact_rxnorm
4329,7833,aminosalicylic acid,IN,direct_anchor_exact_rxnorm
4333,703,amiodarone,IN,direct_anchor_exact_rxnorm
4344,46303,amisulpride,IN,direct_anchor_exact_rxnorm
4350,17763,amitraz,IN,direct_anchor_exact_rxnorm
4351,704,amitriptyline,IN,direct_anchor_exact_rxnorm
4354,2549199,amivantamab,IN,direct_anchor_exact_rxnorm
4356,10691,tranexamic acid,IN,unique_convergent_term_evidence
4360,46307,amlexanox,IN,direct_anchor_exact_rxnorm
4365,17767,amlodipine,IN,direct_anchor_exact_rxnorm
4367,,,,ambiguous_legacy_anchor_evidence
4368,1299884,ammonia,IN,direct_anchor_exact_rxnorm
4369,1299884,ammonia,IN,direct_anchor_exact_rxnorm
4370,1424665,ammonio methacrylate copolymer type a,IN,direct_anchor_exact_rxnorm
4371,1312540,ammonium benzoate,IN,direct_anchor_exact_rxnorm
4373,1313309,ammonium bromide,IN,direct_anchor_exact_rxnorm
4375,1310190,ammonium carbonate,IN,direct_anchor_exact_rxnorm
4376,712,ammonium chloride,IN,direct_anchor_exact_rxnorm
4378,1007266,lactate / pramoxine,MIN,direct_anchor_exact_rxnorm
4379,7024,molybdenum,IN,direct_anchor_exact_rxnorm
4380,236220,ammonium salicylate,IN,direct_anchor_exact_rxnorm
4383,1441545,ammonium valerate,IN,direct_anchor_exact_rxnorm
4388,719,amobarbital,IN,direct_anchor_exact_rxnorm
4389,719,amobarbital,IN,direct_anchor_exact_rxnorm
4391,720,amodiaquine,IN,direct_anchor_exact_rxnorm
4392,720,amodiaquine,IN,direct_anchor_exact_rxnorm
